concept_id,text,text_alt,romanization_hepburn,ipa,literal,confidence,provenance
building-help.where-is-a-power-outlet,コンセントはどこですか？,,konsento wa doko desu ka?,koɴseɴto wa doko desɯ ka,,2,japanese-reviewed-v6;ipa=hepburn
building-words.exit,出口,,deguchi,deɡɯtɕi,,2,japanese-reviewed-v6;ipa=hepburn
in-a-building.what-is-the-wi-fi-password,Wi-Fiのパスワードは何ですか？,,wai-fai no pasuwādo wa nan desu ka?,,,2,japanese-reviewed-v6
toilets.is-it-only-for-customers,お客様専用ですか？,,okyakusama sen'yō desu ka?,okjakɯsama seɴjoː desɯ ka,,2,ja-agent-v1;ipa=hepburn
accessibility.ramp,スロープはありますか？,,surōpu wa arimasu ka?,sɯɾoːpɯ wa aɾimasɯ ka,,2,ja-agent-v1;ipa=hepburn
building-words.men,男性,,dansei,daɴsei,,2,japanese-reviewed-v6;ipa=hepburn
in-a-building.which-floor,何階ですか？,,nankai desu ka?,naɴkai desɯ ka,,2,japanese-reviewed-v6;ipa=hepburn
toilets.toilet-wc,トイレ,お手洗い,toire,toiɾe,,2,ja-agent-v1;ipa=hepburn
accessibility.how-many-steps,階段は何段ありますか？,,kaidan wa nandan arimasu ka?,kaidaɴ wa naɴdaɴ aɾimasɯ ka,,2,ja-agent-v1;ipa=hepburn
building-words.women,女性,,josei,dʑosei,,2,japanese-reviewed-v6;ipa=hepburn
toilets.is-it-free,無料ですか？,,muryō desu ka?,mɯɾjoː desɯ ka,,2,ja-agent-v1;ipa=hepburn
accessibility.cannot-climb-stairs,階段は上れません,,kaidan wa noboremasen,kaidaɴ wa noboɾemaseɴ,,2,ja-agent-v1;ipa=hepburn
building-words.door,ドア,,doa,doa,,2,japanese-reviewed-v6;ipa=hepburn
toilets.do-i-need-a-coin,硬貨が必要ですか？,,kōka ga hitsuyō desu ka?,koːka ɡa çitsɯjoː desɯ ka,,2,ja-agent-v1;ipa=hepburn
accessibility.need-to-sit-down,座らせてください,,suwarasete kudasai,sɯwaɾasete kɯdasai,,2,ja-agent-v1;ipa=hepburn
building-words.key,鍵,,kagi,kaɡi,,2,japanese-reviewed-v6;ipa=hepburn
toilets.is-the-tap-water-safe-to-drink,水道水は飲めますか？,,suidōsui wa nomemasu ka?,sɯidoːsɯi wa nomemasɯ ka,,2,ja-agent-v1;ipa=hepburn
accessibility.accessible-restroom,多目的トイレはありますか？,,tamokuteki toire wa arimasu ka?,tamokɯteki toiɾe wa aɾimasɯ ka,,2,ja-agent-v1;ipa=hepburn
toilets.it-is-urgent,とても急いでいます,,totemo isoideimasu,totemo isoideimasɯ,,2,ja-agent-v1;ipa=hepburn
accessibility.station-assistance,駅員の介助はありますか？,,ekiin no kaijo wa arimasu ka?,ekiiɴ no kaidʑo wa aɾimasɯ ka,,2,ja-agent-v1;ipa=hepburn
toilets.may-i-have-the-toilet-key,トイレの鍵をお借りできますか？,,toire no kagi o okari dekimasu ka?,toiɾe no kaɡi o okaɾi dekimasɯ ka,,2,ja-agent-v1;ipa=hepburn
accessibility.help-me-carry,運ぶのを手伝ってください,,hakobu no o tetsudatte kudasai,hakobɯ no o tetsɯdatte kɯdasai,,2,ja-agent-v1;ipa=hepburn
toilets.there-is-no-toilet-paper,トイレットペーパーがありません,,toiretto pēpā ga arimasen,toiɾetto peːpaː ɡa aɾimaseɴ,,2,ja-agent-v1;ipa=hepburn
accessibility.board-first,先に乗ってもいいですか？,,saki ni notte mo ii desu ka?,saki ɲi notte mo iː desɯ ka,,2,ja-agent-v1;ipa=hepburn
toilets.toilet-paper,トイレットペーパー,,toiretto pēpā,toiɾetto peːpaː,,2,ja-agent-v1;ipa=hepburn
accessibility.door-width,ドアの幅は何センチですか？,,doa no haba wa nan senchi desu ka?,doa no haba wa naɴ seɴtɕi desɯ ka,,2,ja-agent-v1;ipa=hepburn
toilets.it-is-out-of-order,故障しています,,koshō shiteimasu,koɕoː ɕiteimasɯ,,2,ja-agent-v1;ipa=hepburn
accessibility.wheelchair-width,車椅子の幅は{}センチです,,kurumaisu no haba wa {} senchi desu,kɯɾɯmaisɯ no haba wa {} seɴtɕi desɯ,,2,ja-agent-v1;ipa=hepburn
toilets.out-of-order,故障中,,koshōchū,koɕoːtɕɯː,,2,ja-agent-v1;ipa=hepburn
accessibility.hard-of-hearing,耳が聞こえにくいです,難聴です,mimi ga kikoenikui desu,mimi ɡa kikoeɲikɯi desɯ,,2,ja-agent-v1;ipa=hepburn
toilets.mens-toilet,男性トイレ,男子トイレ,dansei toire,daɴsei toiɾe,,2,ja-agent-v1;ipa=hepburn
accessibility.speak-louder,もっと大きい声で話してください,,motto ōkii koe de hanashite kudasai,motto oːkii koe de hanaɕite kɯdasai,,2,ja-agent-v1;ipa=hepburn
toilets.womens-toilet,女性トイレ,女子トイレ,josei toire,dʑosei toiɾe,,2,ja-agent-v1;ipa=hepburn
accessibility.visually-impaired,視覚障害があります,目が見えにくいです,shikaku shōgai ga arimasu,ɕikakɯ ɕoːɡai ɡa aɾimasɯ,,2,ja-agent-v1;ipa=hepburn
toilets.drinking-water,飲料水,,inryōsui,iɴɾjoːsɯi,,2,ja-agent-v1;ipa=hepburn
accessibility.take-your-arm,腕を持たせてもらえますか？,,ude o motasete moraemasu ka?,ɯde o motasete moɾaemasɯ ka,,2,ja-agent-v1;ipa=hepburn
toilets.not-for-drinking,飲めません,飲料水ではありません,nomemasen,nomemaseɴ,,2,ja-agent-v1;ipa=hepburn
accessibility.guide-dog,私の盲導犬です,,watashi no mōdōken desu,wataɕi no moːdoːkeɴ desɯ,,2,ja-agent-v1;ipa=hepburn
toilets.accessible-toilet,多目的トイレ,バリアフリートイレ,tamokuteki toire,tamokɯteki toiɾe,,2,ja-agent-v1;ipa=hepburn
toilets.where-can-i-wash-my-hands,手を洗う場所はどこですか？,,te o arau basho wa doko desu ka?,te o aɾaɯ baɕo wa doko desɯ ka,,2,ja-agent-v1;ipa=hepburn
toilets.can-i-flush-the-paper,紙は流せますか？,,kami wa nagasemasu ka?,kami wa naɡasemasɯ ka,,2,ja-agent-v1;ipa=hepburn
toilets.is-there-a-toilet-on-board,車内にトイレはありますか？,,shanai ni toire wa arimasu ka?,ɕanai ɲi toiɾe wa aɾimasɯ ka,,2,ja-agent-v1;ipa=hepburn
toilets.the-toilet-will-not-flush,トイレの水が流れません,,toire no mizu ga nagaremasen,toiɾe no mizɯ ɡa naɡaɾemaseɴ,,2,ja-agent-v1;ipa=hepburn
toilets.baby-change,おむつ交換台,,omutsu kōkandai,omɯtsɯ koːkaɴdai,,2,ja-agent-v1;ipa=hepburn
toilets.squat-toilet,和式トイレ,,washiki toire,waɕiki toiɾe,,2,ja-agent-v1;ipa=hepburn
