concept_id,text,text_alt,ipa,literal,confidence,provenance
emergency-medical.i-have-chest-pain,Koʻkragim ogʻriyapti.,,kokraɡim ɔɣrijapti,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
emergency-medical.this-person-is-unconscious,Bu odam hushidan ketgan.,,bu ɔdam huʃidan ketɡan,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
emergency-medical.where-is-the-nearest-hospital,Eng yaqin shifoxona qayerda?,,eŋ jaqin ʃifɔxɔna qajerda,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
emergency-medical.what-is-the-emergency-number,Shoshilinch yordam raqami qanday?,,ʃɔʃilintʃ jɔrdam raqami qandaj,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
emergency-medical.is-there-a-doctor-who-speaks-english,{source} tilini biladigan shifokor bormi?,,{source} tilini biladiɡan ʃifɔkɔr bɔrmi,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
emergency-medical.i-think-a-bone-is-broken,Suyagim singan shekilli.,,sujaɡim siŋɡan ʃekilli,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
emergency-medical.please-call-my-emergency-contact,"Yaqinimga qoʻngʻiroq qiling, iltimos.",,"jaqinimɡa qoŋɣirɔq qiliŋ, iltimɔs",,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
emergency-medical.i-have-travel-insurance,Mening sayohat sugʻurtam bor.,,meniŋ sajɔhat suɣurtam bɔr,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
medical-conditions.i-am-diabetic,Menda qandli diabet bor.,,menda qandli diabet bɔr,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
medical-conditions.i-need-insulin,Menga insulin kerak.,,meŋɡa insulin kerak,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
medical-conditions.i-have-asthma,Menda astma bor.,,menda astma bɔr,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
medical-conditions.i-have-a-heart-condition,Menda yurak kasalligi bor.,,menda jurak kasalliɡi bɔr,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
medical-conditions.i-am-allergic-to-penicillin,Menda penitsillinga allergiya bor.,,menda penitsilliŋɡa allerɡija bɔr,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
medical-conditions.i-have-epilepsy,Menda epilepsiya bor.,,menda epilepsija bɔr,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
medical-conditions.my-blood-sugar-is-low,Qonimdagi shakar pasayib ketdi.,,qɔnimdaɡi ʃakar pasajib ketdi,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
medical-conditions.i-need-my-inhaler,Menga ingalatorim kerak.,,meŋɡa iŋɡalatɔrim kerak,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
medical-conditions.i-am-pregnant,Men homiladorman.,,men hɔmiladɔrman,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
medical-conditions.i-carry-an-adrenaline-injector,Menda adrenalin avtoinʼyektori bor.,,menda adrenalin avtɔinʔjektɔri bɔr,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
medical-conditions.i-take-medicine-for,{} uchun dori ichaman.,,{} utʃun dɔri itʃaman,"uchun is a postposition and governs the bare form, so the slot takes no ending",2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
medical-conditions.i-take-blood-thinners,Men qon suyultiruvchi dori ichaman.,,men qɔn sujultiruvtʃi dɔri itʃaman,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
medical-conditions.medicine-allergy,Doriga allergiya: {},,dɔriɡa allerɡija {},,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
medical-conditions.this-card-lists-my-conditions,Kasalliklarim shu kartada yozilgan.,,kasalliklarim ʃu kartada jɔzilɡan,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
medical-conditions.this-is-my-medicine,Bu mening dorim.,,bu meniŋ dɔrim,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
medical-conditions.please-give-me-sugar-or-juice,Menga shakar yoki sharbat bering.,,meŋɡa ʃakar jɔki ʃarbat beriŋ,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
medical-conditions.inject-it-into-my-outer-thigh,Sonimning tashqi tomoniga ukol qiling.,,sɔnimniŋ taʃqi tɔmɔniɡa ukɔl qiliŋ,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
medical-conditions.my-blood-type-is,Mening qon guruhim {}.,,meniŋ qɔn ɡuruhim {},,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
medical-conditions.do-not-give-me,Menga {} bermang.,,meŋɡa {} bermaŋ,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
medical-conditions.i-am-allergic-to-aspirin-and-ibuprofen,Menda aspirin va ibuprofenga allergiya bor.,,menda aspirin va ibuprɔfeŋɡa allerɡija bɔr,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
medical-conditions.my-injector-is-in-my-bag,Inʼyektorim sumkamda.,,inʔjektɔrim sumkamda,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
medical-conditions.i-am-allergic-to-sulfa-drugs,Menda sulfanilamid dorilariga allergiya bor.,,menda sulfanilamid dɔrilariɡa allerɡija bɔr,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
pharmacy-symptoms.which-pharmacy-is-open-now,Hozir qaysi dorixona ochiq?,,hɔzir qajsi dɔrixɔna ɔtʃiq,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
pharmacy-symptoms.i-need-medicine-for,{} uchun dori kerak.,,{} utʃun dɔri kerak,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
pharmacy-symptoms.i-have-a-fever,Menda isitma bor.,,menda isitma bɔr,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
pharmacy-symptoms.i-think-i-have-malaria,Menda bezgak bor shekilli.,,menda bezɡak bɔr ʃekilli,bezgak is the Uzbek word for malaria,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
pharmacy-symptoms.i-need-a-malaria-test,Menga bezgak tahlili kerak.,,meŋɡa bezɡak tahlili kerak,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
pharmacy-symptoms.i-have-diarrhea,Menda ich ketishi bor.,,menda itʃ ketiʃi bɔr,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
pharmacy-symptoms.where-is-an-all-night-pharmacy,Tungi navbatchi dorixona qayerda?,,tuŋi navbattʃi dɔrixɔna qajerda,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
pharmacy-symptoms.painkiller,ogʻriq qoldiruvchi dori,,ɔɣriq qɔldiruvtʃi dɔri,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
pharmacy-symptoms.do-i-need-a-prescription,Retsept kerakmi?,,retsept kerakmi,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
pharmacy-symptoms.i-have-a-headache,Boshim ogʻriyapti.,,bɔʃim ɔɣrijapti,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
pharmacy-symptoms.paracetamol-acetaminophen,paratsetamol,,paratsetamɔl,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
pharmacy-symptoms.how-much-should-i-take,Qancha ichishim kerak?,,qantʃa itʃiʃim kerak,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
pharmacy-symptoms.i-am-vomiting,Qusyapman.,,qusjapman,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
pharmacy-symptoms.rehydration-salts,regidratatsiya tuzlari,,reɡidratatsija tuzlari,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
pharmacy-symptoms.how-many-times-a-day,Kuniga necha marta?,,kuniɡa netʃa marta,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
pharmacy-symptoms.i-have-a-stomach-ache,Qornim ogʻriyapti.,,qɔrnim ɔɣrijapti,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
pharmacy-symptoms.i-have-a-cough,Yoʻtalyapman.,,jotaljapman,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
pharmacy-symptoms.antihistamine,antigistamin dori,,antiɡistamin dɔri,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
pharmacy-symptoms.anti-diarrhea-medicine,ich ketishiga qarshi dori,,itʃ ketiʃiɡa qarʃi dɔri,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
pharmacy-symptoms.is-this-safe-to-take-with,Buni {} bilan birga ichsa boʻladimi?,,buni {} bilan birɡa itʃsa boladimi,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
pharmacy-symptoms.i-feel-dizzy,Boshim aylanyapti.,,bɔʃim ajlanjapti,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
pharmacy-symptoms.ibuprofen,ibuprofen,,ibuprɔfen,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
pharmacy-symptoms.i-have-a-sore-throat,Tomogʻim ogʻriyapti.,,tɔmɔɣim ɔɣrijapti,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
pharmacy-symptoms.can-i-get-this-medicine-here,Bu dorini shu yerdan olsam boʻladimi?,,bu dɔrini ʃu jerdan ɔlsam boladimi,,2,"Ministry of Health of the Republic of Uzbekistan (ssv.uz) public health and patient guidance; Bodrogligeti, A. J. E., Modern Literary Uzbek (LINCOM Europa, 2003); Oʻzbek tilining izohli lugʻati (5 vols., Toshkent: Oʻzbekiston milliy ensiklopediyasi, 2006-2008);ipa=uz-g2p"
