concept_id,text,text_alt,romanization_pinyin,ipa,literal,confidence,provenance
children.make-an-announcement,请广播找人,,qǐng guǎngbō zhǎo rén,tɕʰiŋ˧˩˧ kwɑŋ˧˩˧pwɔ˥ ʈʂɑʊ˧˩˧ ʐən˧˥,,2,zh-Hans-agent-v1;ipa=pinyin
etiquette.is-tipping-expected,需要给小费吗？,,xūyào gěi xiǎofèi ma?,ɕy˥jɑʊ˥˩ keɪ˧˩˧ ɕjɑʊ˧˩˧feɪ˥˩ ma,,2,zh-Hans-agent-v1;ipa=pinyin
social-basics.good-morning,早上好,,zǎoshang hǎo,tsɑʊ˧˩˧ʂɑŋ xɑʊ˧˩˧,,2,latex-reference-v2;ipa=pinyin
communication.do-you-speak-english,你会说{source}吗？,,nǐ huì shuō {source} ma?,,,2,language-slots-v1
quick-responses.no-not,不是,,bú shì,pu˧˥ ʂɨ˥˩,,2,latex-reference-v2;ipa=pinyin
phone-translation.one-sentence-at-a-time-please,请一句一句地说,,qǐng yí jù yí jù de shuō,tɕʰiŋ˧˩˧ i˧˥ tɕy˥˩ i˧˥ tɕy˥˩ tɤ ʂwɔ˥,,2,latex-reference-v2;ipa=pinyin
phone-text-power.please-use-simple-words,请用简单的话说,,qǐng yòng jiǎndān de huà shuō,tɕʰiŋ˧˩˧ jʊŋ˥˩ tɕjɛn˧˩˧tan˥ tɤ xwa˥˩ ʂwɔ˥,,2,latex-reference-v2;ipa=pinyin
sim-data.how-much-data-is-included,有多少流量？,,yǒu duōshao liúliàng?,joʊ˧˩˧ twɔ˥ʂɑʊ ljoʊ˧˥ljɑŋ˥˩,,2,zh-Hans-agent-v1;ipa=pinyin
children.child-age,我的孩子{}岁,,wǒ de háizi {} suì,wɔ˧˩˧ tɤ xaɪ˧˥tsɯ {} sweɪ˥˩,,2,zh-Hans-agent-v1;ipa=pinyin
etiquette.is-service-included,含服务费吗？,,hán fúwùfèi ma?,xan˧˥ fu˧˥u˥˩feɪ˥˩ ma,,2,zh-Hans-agent-v1;ipa=pinyin
social-basics.good-evening,晚上好,,wǎnshang hǎo,wan˧˩˧ʂɑŋ xɑʊ˧˩˧,,2,latex-reference-v2;ipa=pinyin
communication.please-speak-more-slowly,请说慢一点,,qǐng shuō màn yìdiǎn,tɕʰiŋ˧˩˧ ʂwɔ˥ man˥˩ i˥˩tjɛn˧˩˧,,2,latex-reference-v2;ipa=pinyin
quick-responses.okay-can,可以,,kěyǐ,kʰɤ˧˩˧i˧˩˧,,2,latex-reference-v2;ipa=pinyin
phone-text-power.my-phone-battery-is-low,我的手机快没电了,,wǒ de shǒujī kuài méi diàn le,wɔ˧˩˧ tɤ ʂoʊ˧˩˧tɕi˥ kʰwaɪ˥˩ meɪ˧˥ tjɛn˥˩ lɤ,,2,latex-reference-v2;ipa=pinyin
sim-data.do-you-need-my-passport,需要护照吗？,,xūyào hùzhào ma?,ɕy˥jɑʊ˥˩ xu˥˩ʈʂɑʊ˥˩ ma,,2,zh-Hans-agent-v1;ipa=pinyin
children.high-chair,有儿童餐椅吗？,,yǒu értóng cānyǐ ma?,joʊ˧˩˧ ɑɻ˧˥tʰʊŋ˧˥ tsʰan˥i˧˩˧ ma,,2,zh-Hans-agent-v1;ipa=pinyin
etiquette.may-i-enter,可以进去吗？,,kěyǐ jìnqù ma?,kʰɤ˧˩˧i˧˩˧ tɕin˥˩tɕʰy˥˩ ma,,2,zh-Hans-agent-v1;ipa=pinyin
social-basics.goodbye,再见,,zàijiàn,tsaɪ˥˩tɕjɛn˥˩,,2,latex-reference-v2;ipa=pinyin
communication.i-do-not-understand-spoken,我听不懂,,wǒ tīng bu dǒng,wɔ˧˩˧ tʰiŋ˥ pu tʊŋ˧˩˧,,2,latex-reference-v2;ipa=pinyin
quick-responses.cannot-not-allowed,不可以,,bù kěyǐ,pu˥˩ kʰɤ˧˩˧i˧˩˧,,2,latex-reference-v2;ipa=pinyin
phone-text-power.do-you-have-a-power-bank,有充电宝吗？,,yǒu chōngdiànbǎo ma?,joʊ˧˩˧ ʈʂʰʊŋ˥tjɛn˥˩pɑʊ˧˩˧ ma,,2,latex-reference-v2;ipa=pinyin
sim-data.how-long-is-it-valid,有效期多久？,,yǒuxiàoqī duōjiǔ?,joʊ˧˩˧ɕjɑʊ˥˩tɕʰi˥ twɔ˥tɕjoʊ˧˩˧,,2,zh-Hans-agent-v1;ipa=pinyin
children.baby-changing-room,母婴室在哪里？,,mǔyīngshì zài nǎlǐ?,mu˧˩˧iŋ˥ʂɨ˥˩ tsaɪ˥˩ na˧˩˧li˧˩˧,,2,zh-Hans-agent-v1;ipa=pinyin
etiquette.remove-shoes,要脱鞋吗？,,yào tuō xié ma?,jɑʊ˥˩ tʰwɔ˥ ɕjɛ˧˥ ma,,2,zh-Hans-agent-v1;ipa=pinyin
social-basics.thank-you,谢谢,,xièxie,ɕjɛ˥˩ɕjɛ,,2,latex-reference-v2;ipa=pinyin
communication.i-cannot-read-understand,我看不懂,,wǒ kàn bu dǒng,wɔ˧˩˧ kʰan˥˩ pu tʊŋ˧˩˧,,2,latex-reference-v2;ipa=pinyin
quick-responses.works-okay,行,,xíng,ɕiŋ˧˥,,2,latex-reference-v2;ipa=pinyin
phone-text-power.the-translation-may-be-inaccurate,翻译可能不准确,,fānyì kěnéng bù zhǔnquè,fan˥i˥˩ kʰɤ˧˩˧nɤŋ˧˥ pu˥˩ ʈʂwən˧˩˧tɕʰɥœ˥˩,,2,latex-reference-v2;ipa=pinyin
sim-data.please-activate-it,请帮我开通,,qǐng bāng wǒ kāitōng,tɕʰiŋ˧˩˧ pɑŋ˥ wɔ˧˩˧ kʰaɪ˥tʰʊŋ˥,,2,zh-Hans-agent-v1;ipa=pinyin
children.childrens-menu,有儿童菜单吗？,,yǒu értóng càidān ma?,joʊ˧˩˧ ɑɻ˧˥tʰʊŋ˧˥ tsʰaɪ˥˩tan˥ ma,,2,zh-Hans-agent-v1;ipa=pinyin
etiquette.photo-of-you,可以给您拍照吗？,,kěyǐ gěi nín pāizhào ma?,kʰɤ˧˩˧i˧˩˧ keɪ˧˩˧ nin˧˥ pʰaɪ˥ʈʂɑʊ˥˩ ma,,2,zh-Hans-agent-v1;ipa=pinyin
social-basics.you-are-welcome,不客气,,bú kèqi,pu˧˥ kʰɤ˥˩tɕʰi,,2,latex-reference-v2;ipa=pinyin
communication.please-say-it-again,请再说一遍,,qǐng zài shuō yí biàn,tɕʰiŋ˧˩˧ tsaɪ˥˩ ʂwɔ˥ i˧˥ pjɛn˥˩,,2,latex-reference-v2;ipa=pinyin
quick-responses.does-not-work-no,不行,,bù xíng,pu˥˩ ɕiŋ˧˥,,2,latex-reference-v2;ipa=pinyin
phone-text-power.please-confirm,请确认一下,,qǐng quèrèn yíxià,tɕʰiŋ˧˩˧ tɕʰɥœ˥˩ʐən˥˩ i˧˥ɕja˥˩,,2,latex-reference-v2;ipa=pinyin
sim-data.do-you-have-an-esim,有 eSIM 吗？,,yǒu eSIM ma?,,,2,zh-Hans-agent-v1
children.suitable-for-children,适合儿童吗？,,shìhé értóng ma?,ʂɨ˥˩xɤ˧˥ ɑɻ˧˥tʰʊŋ˧˥ ma,,2,zh-Hans-agent-v1;ipa=pinyin
etiquette.may-i-sit-here,可以坐这里吗？,,kěyǐ zuò zhèlǐ ma?,kʰɤ˧˩˧i˧˩˧ tswɔ˥˩ ʈʂɤ˥˩li˧˩˧ ma,,2,zh-Hans-agent-v1;ipa=pinyin
social-basics.excuse-me-sorry,不好意思,,bù hǎo yìsi,pu˥˩ xɑʊ˧˩˧ i˥˩sɯ,,2,latex-reference-v2;ipa=pinyin
communication.please-write-it-down,请写下来,,qǐng xiě xiàlai,tɕʰiŋ˧˩˧ ɕjɛ˧˩˧ ɕja˥˩laɪ,,2,latex-reference-v2;ipa=pinyin
sim-data.my-data-is-not-working,我的流量用不了,,wǒ de liúliàng yòng bu liǎo,wɔ˧˩˧ tɤ ljoʊ˧˥ljɑŋ˥˩ jʊŋ˥˩ pu ljɑʊ˧˩˧,,2,zh-Hans-agent-v1;ipa=pinyin
children.minimum-age,几岁以上可以？,,jǐ suì yǐshàng kěyǐ?,tɕi˧˩˧ sweɪ˥˩ i˧˩˧ʂɑŋ˥˩ kʰɤ˧˩˧i˧˩˧,,2,zh-Hans-agent-v1;ipa=pinyin
etiquette.queue-for,{}在这里排队吗？,,{} zài zhèlǐ páiduì ma?,{} tsaɪ˥˩ ʈʂɤ˥˩li˧˩˧ pʰaɪ˧˥tweɪ˥˩ ma,,2,zh-Hans-agent-v1;ipa=pinyin
social-basics.sorry,对不起,,duìbuqǐ,tweɪ˥˩putɕʰi˧˩˧,,2,latex-reference-v2;ipa=pinyin
communication.please-wait-a-moment,请等一下,,qǐng děng yíxià,tɕʰiŋ˧˩˧ tɤŋ˧˩˧ i˧˥ɕja˥˩,,2,latex-reference-v2;ipa=pinyin
sim-data.does-it-need-registration,需要实名登记吗？,,xūyào shímíng dēngjì ma?,ɕy˥jɑʊ˥˩ ʂɨ˧˥miŋ˧˥ tɤŋ˥tɕi˥˩ ma,,2,zh-Hans-agent-v1;ipa=pinyin
children.do-children-pay,儿童要买票吗？,,értóng yào mǎi piào ma?,ɑɻ˧˥tʰʊŋ˧˥ jɑʊ˥˩ maɪ˧˩˧ pʰjɑʊ˥˩ ma,,2,zh-Hans-agent-v1;ipa=pinyin
etiquette.dressed-appropriately,我这样穿可以吗？,,wǒ zhèyàng chuān kěyǐ ma?,wɔ˧˩˧ ʈʂɤ˥˩jɑŋ˥˩ ʈʂʰwan˥ kʰɤ˧˩˧i˧˩˧ ma,,2,zh-Hans-agent-v1;ipa=pinyin
social-basics.no-problem,没关系,,méi guānxi,meɪ˧˥ kwan˥ɕi,,2,latex-reference-v2;ipa=pinyin
communication.can-you-help-me,你能帮我吗？,,nǐ néng bāng wǒ ma?,ni˧˩˧ nɤŋ˧˥ pɑŋ˥ wɔ˧˩˧ ma,,2,latex-reference-v2;ipa=pinyin
sim-data.i-have-no-signal,没有信号,,méiyǒu xìnhào,meɪ˧˥joʊ˧˩˧ ɕin˥˩xɑʊ˥˩,,2,zh-Hans-agent-v1;ipa=pinyin
children.crib,有婴儿床吗？,,yǒu yīng'érchuáng ma?,joʊ˧˩˧ iŋ˥ɑɻ˧˥ʈʂʰwɑŋ˧˥ ma,,2,zh-Hans-agent-v1;ipa=pinyin
etiquette.did-not-mean-to-offend,我无意冒犯,,wǒ wúyì màofàn,wɔ˧˩˧ u˧˥i˥˩ mɑʊ˥˩fan˥˩,,2,zh-Hans-agent-v1;ipa=pinyin
social-basics.i-do-not-know,我不知道,,wǒ bù zhīdào,wɔ˧˩˧ pu˥˩ ʈʂɨ˥tɑʊ˥˩,,2,latex-reference-v2;ipa=pinyin
communication.please-show-me-the-text,请给我看{target},,qǐng gěi wǒ kàn {target},tɕʰiŋ˧˩˧ keɪ˧˩˧ wɔ˧˩˧ kʰan˥˩ {target},,2,language-slots-v1;ipa=pinyin
sim-data.please-write-the-wifi-password,请写下 Wi-Fi 密码,,qǐng xiě xià Wi-Fi mìmǎ,,,2,zh-Hans-agent-v1
children.warm-this-bottle,请帮我温一下奶瓶,,qǐng bāng wǒ wēn yíxià nǎipíng,tɕʰiŋ˧˩˧ pɑŋ˥ wɔ˧˩˧ wən˥ i˧˥ɕja˥˩ naɪ˧˩˧pʰiŋ˧˥,,2,zh-Hans-agent-v1;ipa=pinyin
etiquette.what-is-customary,这里有什么规矩？,,zhèlǐ yǒu shénme guīju?,ʈʂɤ˥˩li˧˩˧ joʊ˧˩˧ ʂən˧˥mɤ kweɪ˥tɕy,,2,zh-Hans-agent-v1;ipa=pinyin
sim-data.sim-card,手机卡,,shǒujīkǎ,ʂoʊ˧˩˧tɕi˥kʰa˧˩˧,,2,zh-Hans-agent-v1;ipa=pinyin
children.car-seat,我们需要儿童安全座椅,,wǒmen xūyào értóng ānquán zuòyǐ,wɔ˧˩˧mən ɕy˥jɑʊ˥˩ ɑɻ˧˥tʰʊŋ˧˥ an˥tɕʰɥœn˧˥ tswɔ˥˩i˧˩˧,,2,zh-Hans-agent-v1;ipa=pinyin
etiquette.keep-the-change,不用找了,,bú yòng zhǎo le,pu˧˥ jʊŋ˥˩ ʈʂɑʊ˧˩˧ lɤ,,2,zh-Hans-agent-v1;ipa=pinyin
sim-data.where-can-i-buy-a-plug-adapter,哪里可以买转换插头？,,nǎlǐ kěyǐ mǎi zhuǎnhuàn chātóu?,na˧˩˧li˧˩˧ kʰɤ˧˩˧i˧˩˧ maɪ˧˩˧ ʈʂwan˧˩˧xwan˥˩ ʈʂʰa˥tʰoʊ˧˥,,2,zh-Hans-agent-v1;ipa=pinyin
children.stroller,婴儿车,,yīng'érchē,iŋ˥ɑɻ˧˥ʈʂʰɤ˥,,2,zh-Hans-agent-v1;ipa=pinyin
sim-data.mobile-data,流量,,liúliàng,ljoʊ˧˥ljɑŋ˥˩,,2,zh-Hans-agent-v1;ipa=pinyin
children.playground,有儿童游乐区吗？,,yǒu értóng yóulèqū ma?,joʊ˧˩˧ ɑɻ˧˥tʰʊŋ˧˥ joʊ˧˥lɤ˥˩tɕʰy˥ ma,,2,zh-Hans-agent-v1;ipa=pinyin
sim-data.can-i-top-up-this-sim,这张卡能充值吗？,,zhè zhāng kǎ néng chōngzhí ma?,ʈʂɤ˥˩ ʈʂɑŋ˥ kʰa˧˩˧ nɤŋ˧˥ ʈʂʰʊŋ˥ʈʂɨ˧˥ ma,,2,zh-Hans-agent-v1;ipa=pinyin
sim-data.top-up,充值,,chōngzhí,ʈʂʰʊŋ˥ʈʂɨ˧˥,,2,zh-Hans-agent-v1;ipa=pinyin
sim-data.is-there-coverage-in,{}有信号吗？,,{} yǒu xìnhào ma?,{} joʊ˧˩˧ ɕin˥˩xɑʊ˥˩ ma,,2,zh-Hans-agent-v1;ipa=pinyin
sim-data.signal,信号,,xìnhào,ɕin˥˩xɑʊ˥˩,,2,zh-Hans-agent-v1;ipa=pinyin
sim-data.esim,eSIM,,eSIM,,,2,zh-Hans-agent-v1
sim-data.prepaid,预付费,,yùfùfèi,y˥˩fu˥˩feɪ˥˩,,2,zh-Hans-agent-v1;ipa=pinyin
sim-data.roaming,漫游,,mànyóu,man˥˩joʊ˧˥,,2,zh-Hans-agent-v1;ipa=pinyin
social-basics.good-night,晚安,,wǎn'ān,wan˧˩˧an˥,,2,zh-Hans-agent-v1;ipa=pinyin
quick-responses.can-possible,可以,,kěyǐ,kʰɤ˧˩˧i˧˩˧,,2,zh-Hans-agent-v1;ipa=pinyin
phone-translation.please-type-it-and-show-me,请打出来给我看,,qǐng dǎ chūlái gěi wǒ kàn,tɕʰiŋ˧˩˧ ta˧˩˧ ʈʂʰu˥laɪ˧˥ keɪ˧˩˧ wɔ˧˩˧ kʰan˥˩,,2,zh-Hans-agent-v1;ipa=pinyin
phone-text-power.may-i-charge-my-phone-here,可以在这里充电吗？,,kěyǐ zài zhèlǐ chōngdiàn ma?,kʰɤ˧˩˧i˧˩˧ tsaɪ˥˩ ʈʂɤ˥˩li˧˩˧ ʈʂʰʊŋ˥tjɛn˥˩ ma,,2,zh-Hans-agent-v1;ipa=pinyin
communication.i-cannot-make-out-what-you-are-saying,我听不清楚,,wǒ tīng bu qīngchu,wɔ˧˩˧ tʰiŋ˥ pu tɕʰiŋ˥ʈʂʰu,,2,zh-Hans-agent-v1;ipa=pinyin
quick-responses.cannot-not-possible,不可以,,bù kěyǐ,pu˥˩ kʰɤ˧˩˧i˧˩˧,,2,zh-Hans-agent-v1;ipa=pinyin
communication.i-do-not-understand,我不懂,,wǒ bù dǒng,wɔ˧˩˧ pu˥˩ tʊŋ˧˩˧,,2,zh-Hans-agent-v1;ipa=pinyin
quick-responses.okay-fine,行,,xíng,ɕiŋ˧˥,,2,zh-Hans-agent-v1;ipa=pinyin
phone-translation.please-look-at-the-screen,请看屏幕,,qǐng kàn píngmù,tɕʰiŋ˧˩˧ kʰan˥˩ pʰiŋ˧˥mu˥˩,,2,zh-Hans-agent-v1;ipa=pinyin
communication.i-cannot-read-it,我看不懂这个,,wǒ kàn bu dǒng zhège,wɔ˧˩˧ kʰan˥˩ pu tʊŋ˧˩˧ ʈʂɤ˥˩kɤ,,2,zh-Hans-agent-v1;ipa=pinyin
quick-responses.no-good-not-allowed-will-not-work,不行,,bù xíng,pu˥˩ ɕiŋ˧˥,,2,zh-Hans-agent-v1;ipa=pinyin
social-basics.okay-fine-i-am-okay,我没事,,wǒ méi shì,wɔ˧˩˧ meɪ˧˥ ʂɨ˥˩,,2,zh-Hans-agent-v1;ipa=pinyin
communication.please-write-it-in-roman-letters,请写拼音,,qǐng xiě pīnyīn,tɕʰiŋ˧˩˧ ɕjɛ˧˩˧ pʰin˥in˥,,2,zh-Hans-agent-v1;ipa=pinyin
social-basics.politeness-particles,泰语的礼貌不在动词上，而在句尾的一个语气词：男性说话几乎句句以 khrap 收尾，女性用 kha，女性提问时还要把 kha 读成升调。一句话印哪一个都会对一半读者是错的，所以本表的句子一律不带，请按自己的性别补上。,,,,,2,zh-Hans-notes-v1
