concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
dietary-needs.i-am-allergic-to,ನನಗೆ {} ಅಲರ್ಜಿ ಇದೆ,,nanage {} alarji ide,nanaɡe {} alarɟi ide,to me there is a {} allergy,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
dietary-needs.does-it-contain-fish-stock,ಇದರಲ್ಲಿ ಮೀನಿನ ಸಾರು ಇದೆಯೇ?,,idaralli mīnina sāru ideyē?,idaralli miːnina saːru idejeː,is there fish broth in this?,2,"Karnataka restaurant, darshini and shop wording; Kittel (DSAL) for the food vocabulary;ipa=espeak"
dietary-needs.does-it-contain-pork-stock,ಇದರಲ್ಲಿ ಹಂದಿ ಮೂಳೆ ಸಾರು ಇದೆಯೇ?,,idaralli haṁdi mūḷe sāru ideyē?,idaralli handi muːɭe saːru idejeː,is there pork-bone broth in this?,2,"Karnataka restaurant, darshini and shop wording; Kittel (DSAL) for the food vocabulary;ipa=espeak"
dietary-needs.i-have-a-severe-allergy-to,ನನಗೆ {} ತೀವ್ರ ಅಲರ್ಜಿ ಇದೆ,,nanage {} tīvra alarji ide,nanaɡe {} tiːvra alarɟi ide,to me there is a severe {} allergy,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
dietary-needs.no-pork,"ಹಂದಿ ಮಾಂಸ, ಬೇಕನ್, ಹ್ಯಾಮ್, ಸಾಸೇಜ್ ಬೇಡ",,"haṁdi māṁsa, bēkan, hyām, sāsēj bēḍa","handi maːmsa, beːkan, hjaːm, saːseːɟ beːɖa","no pork, bacon, ham or sausage — the cured forms are named because they read as seasoning rather than as meat",2,"Karnataka restaurant, darshini and shop wording; Kittel (DSAL) for the food vocabulary;ipa=espeak"
dietary-needs.is-this-halal,ಇದು ಹಲಾಲ್ ಆಗಿದೆಯೇ?,,idu halāl āgideyē?,idu halaːl aːɡidejeː,is this halal? — ಹಲಾಲ್ is what the shop board reads in Karnataka too,2,"Karnataka restaurant, darshini and shop wording; Kittel (DSAL) for the food vocabulary;ipa=espeak"
dietary-needs.does-it-contain-pork-fat,ಇದರಲ್ಲಿ ಹಂದಿ ಕೊಬ್ಬು ಇದೆಯೇ?,,idaralli haṁdi kobbu ideyē?,idaralli handi kobbu idejeː,is there pork fat in this?,2,"Karnataka restaurant, darshini and shop wording; Kittel (DSAL) for the food vocabulary;ipa=espeak"
food-ordering.table-for-two,ಇಬ್ಬರಿಗೆ ಟೇಬಲ್,,ibbarige ṭēbal,ibbariɡe ʈeːbal,a table for two,2,"Karnataka restaurant, darshini and shop wording; Kittel (DSAL) for the food vocabulary;ipa=espeak"
food-ordering.is-a-table-available,ಟೇಬಲ್ ಖಾಲಿ ಇದೆಯೇ?,,ṭēbal khāli ideyē?,ʈeːbal kʰaːli idejeː,is a table empty?,2,"Karnataka restaurant, darshini and shop wording; Kittel (DSAL) for the food vocabulary;ipa=espeak"
food-ordering.menu-please,ದಯವಿಟ್ಟು ಮೆನು,,dayaviṭṭu menu,dajaviʈʈu menu,"please, the menu",2,"Karnataka restaurant, darshini and shop wording; Kittel (DSAL) for the food vocabulary;ipa=espeak"
food-ordering.i-want-this,ನನಗೆ ಇದು ಬೇಕು,,nanage idu bēku,nanaɡe idu beːku,to me this is wanted,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
food-ordering.do-you-have-drinking-water,ಕುಡಿಯುವ ನೀರು ಇದೆಯೇ?,,kuḍiyuva nīru ideyē?,kuɖijuva niːru idejeː,is there drinking water?,2,"Karnataka restaurant, darshini and shop wording; Kittel (DSAL) for the food vocabulary;ipa=espeak"
food-ordering.to-go-please,ದಯವಿಟ್ಟು ಪಾರ್ಸೆಲ್,,dayaviṭṭu pārsel,dajaviʈʈu paːrsel,"please, parcel — which is what takeaway is called in Kannada and in Indian English alike",2,"Karnataka restaurant, darshini and shop wording; Kittel (DSAL) for the food vocabulary;ipa=espeak"
food-ordering.check-please,ದಯವಿಟ್ಟು ಬಿಲ್,,dayaviṭṭu bil,dajaviʈʈu bil,"please, the bill",2,"Karnataka restaurant, darshini and shop wording; Kittel (DSAL) for the food vocabulary;ipa=espeak"
food-ordering.does-it-contain,ಇದರಲ್ಲಿ {} ಇದೆಯೇ?,,idaralli {} ideyē?,idaralli {} idejeː,is there {} in this?,2,"Kittel, A Kannada-English Dictionary (DSAL); Univ. of Madras Kannada-English Dictionary (DSAL);ipa=espeak"
food-ordering.is-this-vegetarian,ಇದು ಸಸ್ಯಾಹಾರಿಯೇ?,,idu sasyāhāriyē?,idu sasjaːhaːrijeː,is this vegetarian?,2,"Karnataka restaurant, darshini and shop wording; Kittel (DSAL) for the food vocabulary;ipa=espeak"
food-ordering.what-do-you-recommend,ಏನು ಚೆನ್ನಾಗಿದೆ?,,ēnu cennāgide?,eːnu cennaːɡide,what is good? — which is how the question is actually asked,2,"Karnataka restaurant, darshini and shop wording; Kittel (DSAL) for the food vocabulary;ipa=espeak"
food-ordering.water-please,ದಯವಿಟ್ಟು ನೀರು,,dayaviṭṭu nīru,dajaviʈʈu niːru,"please, water",2,"Karnataka restaurant, darshini and shop wording; Kittel (DSAL) for the food vocabulary;ipa=espeak"
food-ordering.can-a-vegetarian-eat-this,ಸಸ್ಯಾಹಾರಿ ಇದನ್ನು ತಿನ್ನಬಹುದೇ?,,sasyāhāri idannu tinnabahudē?,sasjaːhaːri idannu tinnabahudeː,may a vegetarian eat this?,2,"Karnataka restaurant, darshini and shop wording; Kittel (DSAL) for the food vocabulary;ipa=espeak"
