concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
pronouns-verbs.have,കൈയിൽ ഉണ്ട്,,kaiyil uṇṭŭ,kaijil uɳʈ,"in [someone’s] hand it is — Malayalam has no verb ""to have""",2,"Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997); Rajaraja Varma, Keralapanineeyam;ipa=espeak"
pronouns-verbs.do-not-have,കൈയിൽ ഇല്ല,,kaiyil illa,kaijil illa,in [someone’s] hand it is not,2,"Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997); Rajaraja Varma, Keralapanineeyam;ipa=espeak"
pronouns-verbs.go,പോകുക,പോകൂ,pōkuka,poːɡuɡa,to go / go (polite imperative),2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
pronouns-verbs.come,വരുക,വരൂ,varuka,vaɾuɡa,to come / come (polite imperative),2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
pronouns-verbs.would-like,വേണം,,vēṇaṁ,veːɳam,is wanted — agrees with nothing,2,"Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997); Rajaraja Varma, Keralapanineeyam;ipa=espeak"
pronouns-verbs.want,ആഗ്രഹിക്കുക,വേണം,āgrahikkuka,aːɡɾahikkuɡa,to desire,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
pronouns-verbs.look-for,അന്വേഷിക്കുക,തിരയുക,anvēṣikkuka,anveːʂikkuɡa,to search,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
pronouns-verbs.buy,വാങ്ങുക,,vāṅṅuka,vaːŋŋuɡa,to buy,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
pronouns-verbs.like,ഇഷ്ടമാകുക,,iṣṭamākuka,iʂɖamaːɡuɡa,to be pleasing — എനിക്ക് ഇഷ്ടമാണ് I like it,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
pronouns-verbs.need,ആവശ്യമാണ്,വേണം,āvaśyamāṇŭ,aːvaʃjamaːɳɨ,is needed,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
pronouns-verbs.there-is-have,ഉണ്ട്,,uṇṭŭ,uɳʈ,it is,2,"Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997); Rajaraja Varma, Keralapanineeyam;ipa=espeak"
pronouns-verbs.there-is-not-do-not-have,ഇല്ല,,illa,illa,it is not,2,"Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997); Rajaraja Varma, Keralapanineeyam;ipa=espeak"
pronouns-verbs.want-to-verb,എനിക്ക് …ണം,,enikkŭ …ṇaṁ,enikkɨ ɳam,"to me [verb] is wanted — verb stem + -ണം, written joined (പോകണം)",2,"Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997); Rajaraja Varma, Keralapanineeyam;ipa=espeak"
pronouns-verbs.want-thing,എനിക്ക് … വേണം,,enikkŭ … vēṇaṁ,enikkɨ veːɳam,to me … is wanted,2,"Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997); Rajaraja Varma, Keralapanineeyam;ipa=espeak"
pronouns-verbs.need-thing,എനിക്ക് … ആവശ്യമാണ്,,enikkŭ … āvaśyamāṇŭ,enikkɨ aːvaʃjamaːɳɨ,to me … is necessary,2,"Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997); Rajaraja Varma, Keralapanineeyam;ipa=espeak"
pronouns-verbs.looking-for-thing,ഞാൻ … അന്വേഷിക്കുന്നു,,ñān … anvēṣikkunnu,ɲaːn anveːʂikkunnu,I am searching for …,2,"Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997); Rajaraja Varma, Keralapanineeyam;ipa=espeak"
question-words.what,എന്ത്,,entŭ,ent,what,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
question-words.where,എവിടെ,,eviṭe,eviɖe,where,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
question-words.who,ആര്,,ārŭ,aːɾɨ,who,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
question-words.which-one,ഏത്,,ētŭ,eːt,which one,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
question-words.when,എപ്പോൾ,,eppōḷ,eppoːɭ,when,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
question-words.how,എങ്ങനെ,,eṅṅane,eŋŋane,in what way,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
question-words.how-much-many,എത്ര,,etra,etɾa,how much,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
question-words.how-many,എത്ര,,etra,etɾa,Malayalam uses one word for count and quantity alike,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
question-words.why,എന്തുകൊണ്ട്,എന്തിന്,entukoṇṭŭ,enduɡoɳʈ,"why — എന്തിന് is ""what for"", the everyday form",2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
question-words.this,ഇത്,,itŭ,it,this,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
question-words.that,അത്,,atŭ,at,that,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
question-words.here,ഇവിടെ,,iviṭe,iviɖe,here,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
question-words.there,അവിടെ,,aviṭe,aviɖe,there,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
question-words.a-little,കുറച്ച്,,kuṟaccŭ,kuraccɨ,a little,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
question-words.some,ചില,കുറച്ച്,cila,cila,some (countable) / some (mass),2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
question-words.very,വളരെ,ഒരുപാട്,vaḷare,vaɭaɾe,"very, much",2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
question-words.too,വളരെയധികം,,vaḷareyadhikaṁ,vaɭaɾejadʰiɡam,excessively — വളരെയധികം വില too expensive,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
question-words.also,…ഉം,കൂടി,…uṁ,um,"also, too — -ഉം is written joined to the word it adds to",2,"Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997); Rajaraja Varma, Keralapanineeyam;ipa=espeak"
question-words.all-both,എല്ലാം / രണ്ടും,,ellāṁ / raṇṭuṁ,ellaːm / ɾaɳɖum,all / both,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
question-words.how-much-what-price,എത്ര? / വില എത്ര?,,etra? / vila etra?,etɾa / vila etɾa,how much? / what price?,2,"Gundert, A Malayalam and English Dictionary (Basel Mission 1872, DSAL); Asher & Kumari, Malayalam (Routledge Descriptive Grammars 1997);ipa=espeak"
