concept_id,text,text_alt,ipa,literal,confidence,provenance
medical-conditions.i-need-insulin,Tarvitsen insuliinia.,,tˈarvitsen ˈinsulˌiːnia,,2,fi-agent-v1;ipa=espeak
medical-conditions.i-have-asthma,Minulla on astma.,,mˈinulla ˈon ˈastma,,2,fi-agent-v1;ipa=espeak
medical-conditions.i-have-a-heart-condition,Minulla on sydänsairaus.,,mˈinulla ˈon sˈydænsˌairaus,,2,fi-agent-v1;ipa=espeak
medical-conditions.i-am-allergic-to-penicillin,Olen allerginen penisilliinille.,,ˈolen ˈallerɡinem pˈenisˌilliːnˌille,,2,fi-agent-v1;ipa=espeak
medical-conditions.i-have-epilepsy,Minulla on epilepsia.,,mˈinulla ˈon ˈepilˌepsia,epilepsia is the ordinary neutral Finnish word and carries no stigma,2,fi-agent-v1;ipa=espeak
medical-conditions.my-blood-sugar-is-low,Verensokerini on matala.,,vˈerensˌokerˌini ˈon mˈatala,,2,fi-agent-v1;ipa=espeak
medical-conditions.i-need-my-inhaler,Tarvitsen inhalaattorini.,,tˈarvitsen ˈinhalˌaːttorˌini,,2,fi-agent-v1;ipa=espeak
medical-conditions.i-am-pregnant,Olen raskaana.,,ˈolen rˈaskaːna,,2,fi-agent-v1;ipa=espeak
medical-conditions.i-carry-an-adrenaline-injector,Minulla on adrenaliinikynä.,,mˈinulla ˈon ˈadrenalˌiːnikˌynæ,"adrenaliinikynä is the Finnish generic; EpiPen, Jext and Emerade are the three brands sold in Finland, so no brand name would be right",2,fi-agent-v1;ipa=espeak
medical-conditions.i-take-medicine-for,Käytän lääkettä tähän: {}.,,kˈæytæn lˈæːkettæ tˈæhæn {},"lääke johonkin governs the illative, so the frame carries it on tähän",2,fi-agent-v1;ipa=espeak
medical-conditions.i-take-blood-thinners,Käytän verenohennuslääkettä.,,kˈæytæn vˈerenohˌennuslˌæːkettæ,verenohennuslääke is what patients and nurses say; antikoagulantti is the label term,2,fi-agent-v1;ipa=espeak
medical-conditions.medicine-allergy,Lääkeallergia: {},,lˈæːkeˌallerɡˌia {},"a label, already appositive, so the slot needs no case",2,fi-agent-v1;ipa=espeak
medical-conditions.this-card-lists-my-conditions,Tässä kortissa on sairauteni.,,tˈæssæ kˈortissa ˈon sˈairautˌeni,,2,fi-agent-v1;ipa=espeak
medical-conditions.this-is-my-medicine,Tämä on lääkkeeni.,,tˈæmæ ˈon lˈæːkkeːni,,2,fi-agent-v1;ipa=espeak
medical-conditions.please-give-me-sugar-or-juice,Antaisitteko sokeria tai mehua?,,ˈantaisˌitteko sˈokerˌia tˈai mˈehua,,2,fi-agent-v1;ipa=espeak
medical-conditions.inject-it-into-my-outer-thigh,Pistäkää se reiden ulkosyrjään.,,pˈistækæː sˈe rˈeiden ˈulkosˌyrjæːn,"the correct auto-injector site, the middle of the outer thigh",2,fi-agent-v1;ipa=espeak
medical-conditions.my-blood-type-is,Veriryhmäni on {}.,,vˈerirˌyhmæni ˈon {},predicative nominative,2,fi-agent-v1;ipa=espeak
medical-conditions.do-not-give-me,Älkää antako minulle tätä: {}.,,ˈælkæː ˈantako mˈinulle tˈætæ {},"a negated object is partitive in Finnish, so the case sits on tätä",2,fi-agent-v1;ipa=espeak
medical-conditions.i-am-allergic-to-aspirin-and-ibuprofen,Olen allerginen aspiriinille ja ibuprofeenille.,,ˈolen ˈallerɡinen ˈaspirˌiːnille jˈa ˈibuprofˌeːnille,"the class is tulehduskipulääkkeet, the Finnish name for NSAIDs; the two drugs are named because they are what a pharmacist reaches for",2,fi-agent-v1;ipa=espeak
medical-conditions.my-injector-is-in-my-bag,Adrenaliinikynäni on laukussani.,,ˈadrenalˌiːnikˌynæni ˈon lˈaukussˌani,,2,fi-agent-v1;ipa=espeak
medical-conditions.i-am-allergic-to-sulfa-drugs,Olen allerginen sulfalääkkeille.,,ˈolen ˈallerɡinen sˈulfalˌæːkkeille,sulfalääke is the Finnish name for a sulfonamide antibiotic,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.which-pharmacy-is-open-now,Mikä apteekki on nyt auki?,,mˈikæ ˈapteːkki ˈon nˈyt ˈauki,,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.i-need-medicine-for,Tarvitsen lääkettä tähän: {}.,,tˈarvitsen lˈæːkettæ tˈæhæn {},,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.i-have-a-fever,Minulla on kuumetta.,,mˈinulla ˈoŋ kˈuːmetta,,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.i-have-diarrhea,Minulla on ripulia.,,mˈinulla ˈon rˈipulˌia,,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.where-is-an-all-night-pharmacy,Missä on päivystävä apteekki?,,mˈissæ ˈom pˈæivystˌævæ ˈapteːkki,"Finland runs a duty rota rather than 24-hour shops outside Helsinki, and päivystävä apteekki is the term a pharmacist answers to",2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.painkiller,särkylääke,kipulääke,sˈærkylˌæːke,särkylääke is the over-the-counter shelf word,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.do-i-need-a-prescription,Tarvitaanko resepti?,,tˈarvitˌaːŋko rˈesepti,,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.i-have-a-headache,Minulla on päänsärkyä.,,mˈinulla ˈom pˈæːnsærkˌyæ,,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.paracetamol-acetaminophen,parasetamoli,Panadol,pˈarasˌetamˌoli,Panadol and Para-Tabs are the names on Finnish shelves,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.how-much-should-i-take,Kuinka paljon pitää ottaa?,,kˈuiŋka pˈaljom pˈitæː ˈottaː,,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.i-am-vomiting,Oksentelen.,,ˈoksentelen,,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.rehydration-salts,ripulijuoma,Osmosal,rˈipulijˌuoma,"Osmosal is the name on the Finnish pharmacy shelf; the descriptive term alone gets a blank look, which is the Russian pack's own brand-over-description decision",2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.how-many-times-a-day,Kuinka monta kertaa päivässä?,,kˈuiŋka mˈonta kˈertaː pˈæivæssæ,,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.i-have-a-stomach-ache,Minulla on vatsakipua.,,mˈinulla ˈon vˈatsakˌipua,,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.i-have-a-cough,Minulla on yskää.,,mˈinulla ˈon ˈyskæː,,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.antihistamine,antihistamiini,,ˈantihˌistamˌiːni,,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.anti-diarrhea-medicine,ripulilääke,loperamidi,rˈipulilˌæːke,,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.is-this-safe-to-take-with,Voiko tätä ottaa yhdessä tämän kanssa: {}?,,vˈoiko tˈætæ ˈottaː ˈyhdessæ tˈæmæŋ kˈanssa {},"kanssa governs the genitive, so the case sits on tämän",2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.i-feel-dizzy,Minua huimaa.,,mˈinua hˈuimaː,the Finnish idiom takes the sufferer in the partitive,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.ibuprofen,ibuprofeeni,Burana,ˈibuprofˌeːni,Burana is the brand a Finn will name,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.i-have-a-sore-throat,Kurkkuni on kipeä.,,kˈurkkuni ˈoŋ kˈipeæ,,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.can-i-get-this-medicine-here,Saako tätä lääkettä täältä?,,sˈaːko tˈætæ lˈæːkettæ tˈæːltæ,,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.bandage,haavaside,,hˈaːvasˌide,,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.the-pain-is-severe,Kipu on kova.,,kˈipu ˈoŋ kˈova,,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.antiseptic,desinfiointiaine,,dˈesinfiˌointiˌaine,,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.i-feel-nauseous,Minulla on pahoinvointia.,,mˈinulla ˈom pˈahoinvˌointia,,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.i-have-a-rash,Minulla on ihottumaa.,,mˈinulla ˈon ˈihottumaː,,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.before-or-after-food,Ennen ruokaa vai ruoan jälkeen?,,ˈennen rˈuokaː vˈai rˈuːan jˈælkeːn,,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.i-think-it-is-infected,"Luulen, että se on tulehtunut.",,"lˈuːlen, ˈettæ sˈe ˈon tˈulehtunut",,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.motion-sickness-tablets,matkapahoinvointilääke,,mˈatkapahˌoinvointilˌæːke,,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.i-have-a-cut,Minulla on haava.,,mˈinulla ˈon hˈaːva,,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.antacid,närästyslääke,antasidi,nˈæræstˌyslæːke,"närästyslääke is the everyday word, antasidi the technical one",2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.i-have-a-burn,Minulla on palovamma.,,mˈinulla ˈom pˈalovˌamma,,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.it-started-days-ago,Se alkoi {} päivää sitten.,,sˈe ˈalkoi {} pˈæivæː sˈitten,"the numeral governs the partitive singular, right from two up",2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.cough-medicine,yskänlääke,,ˈyskænlˌæːke,,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.is-this-safe-during-pregnancy,Sopiiko tämä raskauden aikana?,,sˈopiːko tˈæmæ rˈaskauden ˈaikana,,2,fi-agent-v1;ipa=espeak
body-parts.head,pää,,pˈæː,,2,fi-agent-v1;ipa=espeak
body-parts.stomach,vatsa,,vˈatsa,"the belly, not the organ, which is mahalaukku",2,fi-agent-v1;ipa=espeak
body-parts.back,selkä,,sˈelkæ,,2,fi-agent-v1;ipa=espeak
body-parts.throat,kurkku,,kˈurkku,,2,fi-agent-v1;ipa=espeak
body-parts.tooth,hammas,,hˈammas,,2,fi-agent-v1;ipa=espeak
body-parts.chest,rintakehä,,rˈintakˌehæ,,2,fi-agent-v1;ipa=espeak
body-parts.eye,silmä,,sˈilmæ,,2,fi-agent-v1;ipa=espeak
body-parts.ear,korva,,kˈorva,,2,fi-agent-v1;ipa=espeak
body-parts.leg,jalka,,jˈalka,jalka is leg and foot alike in Finnish; jalkaterä names the foot specifically,2,fi-agent-v1;ipa=espeak
body-parts.arm,käsivarsi,,kˈæsivˌarsi,"käsi is arm and hand alike, so the compound is what names the arm",2,fi-agent-v1;ipa=espeak
body-parts.foot,jalkaterä,jalka,jˈalkatˌeræ,"the compound, because plain jalka would not distinguish it from the leg",2,fi-agent-v1;ipa=espeak
body-parts.hand,käsi,,kˈæsi,,2,fi-agent-v1;ipa=espeak
body-parts.knee,polvi,,pˈolvi,,2,fi-agent-v1;ipa=espeak
body-parts.ankle,nilkka,,nˈilkka,,2,fi-agent-v1;ipa=espeak
body-parts.skin,iho,,ˈiho,,2,fi-agent-v1;ipa=espeak
lost-rescue.i-lost-my-passport,Passini on kadonnut.,,pˈassini ˈoŋ kˈadonnut,,2,fi-agent-v1;ipa=espeak
lost-rescue.i-lost-my-phone,Puhelimeni on kadonnut.,,pˈuhelˌimeni ˈoŋ kˈadonnut,,2,fi-agent-v1;ipa=espeak
lost-rescue.please-call-the-police,Soittakaa poliisi!,,sˈoittakaː pˈoliːsi,,2,fi-agent-v1;ipa=espeak
lost-rescue.we-are-here,Olemme täällä.,,ˈolemme tˈæːllæ,,2,fi-agent-v1;ipa=espeak
lost-rescue.please-look-at-my-location-pin,Katsokaa sijaintimerkkiäni.,,kˈatsokaː sˈijaintimˌerkkiˌæni,,2,fi-agent-v1;ipa=espeak
lost-rescue.i-cannot-walk,En pysty kävelemään.,,ˈem pˈysty kˈævelemæːn,,2,fi-agent-v1;ipa=espeak
lost-rescue.i-sprained-my-ankle,Nyrjäytin nilkkani.,,nˈyrjæytin nˈilkkani,,2,fi-agent-v1;ipa=espeak
lost-rescue.please-contact-rescue,Ottakaa yhteys pelastuslaitokseen.,,ˈottakaː ˈyhteys pˈelastˌuslaitˌokseːn,"pelastuslaitos is the Finnish rescue service, reached through 112",2,fi-agent-v1;ipa=espeak
lost-rescue.my-companion-is-missing,Matkakumppanini on kadonnut.,,mˈatkakˌumppanˌini ˈoŋ kˈadonnut,,2,fi-agent-v1;ipa=espeak
lost-rescue.please-look-at-my-current-location,Katsokaa nykyistä sijaintiani.,,kˈatsokaː nˈykyistæ sˈijaintˌiani,,2,fi-agent-v1;ipa=espeak
lost-rescue.my-child-is-missing,Lapseni on kadonnut.,,lˈapseni ˈoŋ kˈadonnut,kadonnut is the word the Finnish police and rescue services use for a missing person,2,fi-agent-v1;ipa=espeak
lost-rescue.i-do-not-know-where-i-am,"En tiedä, missä olen.",,"ˈen tˈiedæ, mˈissæ ˈolen",,2,fi-agent-v1;ipa=espeak
lost-rescue.my-friend-is-hurt,Ystäväni on loukkaantunut.,,ˈystævˌæni ˈon lˈoukkaːntunut,,2,fi-agent-v1;ipa=espeak
lost-rescue.i-lost-my-wallet,Lompakkoni on kadonnut.,,lˈompakkˌoni ˈoŋ kˈadonnut,,2,fi-agent-v1;ipa=espeak
lost-rescue.i-lost-my-bag,Laukkuni on kadonnut.,,lˈaukkuni ˈoŋ kˈadonnut,,2,fi-agent-v1;ipa=espeak
lost-rescue.where-is-lost-and-found,Missä on löytötavaratoimisto?,,mˈissæ ˈon lˈøytøtavaratˌoimisto,,2,fi-agent-v1;ipa=espeak
lost-rescue.i-cannot-find-my-hotel,En löydä hotelliani.,,ˈen lˈøydæ hˈotellˌiani,,2,fi-agent-v1;ipa=espeak
lost-rescue.i-left-it-on-the-train,Jätin sen junaan.,,jˈætin sˈen jˈunaːn,,2,fi-agent-v1;ipa=espeak
lost-rescue.i-cannot-get-down,En pääse alas.,,ˈem pˈæːse ˈalas,,2,fi-agent-v1;ipa=espeak
police-consulate.where-is-the-police-station,Missä on poliisiasema?,,mˈissæ ˈom pˈoliːsˌiasˌema,,2,fi-agent-v1;ipa=espeak
police-consulate.i-want-to-report-a-theft,Haluan tehdä rikosilmoituksen varkaudesta.,,hˈaluan tˈehdæ rˈikosˌilmoitˌuksen vˈarkaudˌesta,rikosilmoitus is the Finnish police term and the document an insurer asks for,2,fi-agent-v1;ipa=espeak
police-consulate.my-bag-was-stolen,Minulta varastettiin laukku.,,mˈinulta vˈarastˌettiːn lˈaukku,,2,fi-agent-v1;ipa=espeak
police-consulate.my-passport-was-stolen,Minulta varastettiin passi.,,mˈinulta vˈarastˌettiːm pˈassi,,2,fi-agent-v1;ipa=espeak
police-consulate.someone-is-following-me,Joku seuraa minua.,,jˈoku sˈeuraː mˈinua,,2,fi-agent-v1;ipa=espeak
police-consulate.i-need-a-written-police-report,Tarvitsen kirjallisen rikosilmoituksen.,,tˈarvitseŋ kˈirjallisen rˈikosˌilmoitˌuksen,,2,fi-agent-v1;ipa=espeak
police-consulate.i-want-to-contact-my-embassy,Haluan ottaa yhteyttä suurlähetystöön.,,hˈaluan ˈottaː ˈyhteyttæ sˈuːrlæhetˌystøːn,,2,fi-agent-v1;ipa=espeak
police-consulate.i-need-it-for-my-insurance,Tarvitsen sen vakuutusta varten.,,tˈarvitsen sˈen vˈakuːtˌusta vˈarten,,2,fi-agent-v1;ipa=espeak
police-consulate.i-need-an-interpreter,Tarvitsen tulkin.,,tˈarvitsen tˈulkin,,2,fi-agent-v1;ipa=espeak
police-consulate.please-leave-me-alone,Jättäkää minut rauhaan.,,jˈættækæː mˈinut rˈauhaːn,,2,fi-agent-v1;ipa=espeak
police-consulate.i-was-robbed,Minut ryöstettiin.,,mˈinut rˈyøstettiːn,,2,fi-agent-v1;ipa=espeak
police-consulate.i-want-a-lawyer,Haluan asianajajan.,,hˈaluan ˈasiˌanajajan,,2,fi-agent-v1;ipa=espeak
police-consulate.please-notify-my-consulate,Ilmoittakaa konsulaattiini.,,ˈilmoittakaː kˈonsulˌaːttiːni,a detained foreign national's right under Article 36 of the Vienna Convention,2,fi-agent-v1;ipa=espeak
police-consulate.i-am-calling-the-police,Soitan poliisille.,,sˈoitam pˈoliːsˌille,,2,fi-agent-v1;ipa=espeak
police-consulate.am-i-under-arrest,Olenko pidätetty?,,ˈoleŋko pˈidætˌetty,,2,fi-agent-v1;ipa=espeak
police-consulate.no-thank-you-i-am-not-interested,"Ei kiitos, en ole kiinnostunut.",,"ˈei kˈiːtos, ˈen ˈole kˈiːnnostunut",,2,fi-agent-v1;ipa=espeak
police-consulate.someone-attacked-me,Minun päälleni hyökättiin.,,mˈinum pˈæːlleni hˈyøkættiːn,,2,fi-agent-v1;ipa=espeak
police-consulate.i-did-not-agree-to-this-price,En ole hyväksynyt tätä hintaa.,,ˈen ˈole hˈyvæksynyt tˈætæ hˈintaː,,2,fi-agent-v1;ipa=espeak
police-consulate.please-write-the-report-number,Kirjoittaisitteko ilmoituksen numeron?,,kˈirjoittˌaisittˌeko ˈilmoitˌuksen nˈumeron,,2,fi-agent-v1;ipa=espeak
police-consulate.it-happened-here,Se tapahtui tässä.,,sˈe tˈapahtui tˈæssæ,,2,fi-agent-v1;ipa=espeak
police-consulate.may-i-have-a-copy-of-the-report,Saisinko kopion ilmoituksesta?,,sˈaisiŋko kˈopion ˈilmoitˌuksesta,,2,fi-agent-v1;ipa=espeak
police-consulate.i-will-not-sign-anything-i-cannot-read,"En allekirjoita mitään, mitä en osaa lukea.",,"ˈen ˈallekˌirjoita mˈitæːn, mˈitæ ˈen ˈosaː lˈukea",,2,fi-agent-v1;ipa=espeak
police-consulate.am-i-free-to-go,Saanko lähteä?,,sˈaːŋko lˈæhteæ,,2,fi-agent-v1;ipa=espeak
police-consulate.i-do-not-want-to-go-with-you,En halua tulla mukaanne.,,ˈen hˈalua tˈulla mˈukaːnne,,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.i-need-a-malaria-test,Tarvitsen malariatestin.,,tˈarvitsen mˈalariatˌestin,,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.i-think-i-have-malaria,"Luulen, että minulla on malaria.",,"lˈuːlen, ˈettæ mˈinulla ˈon mˈalarˌia",,2,fi-agent-v1;ipa=espeak
pharmacy-symptoms.i-think-i-have-dengue,"Luulen, että minulla on denguekuume.",,"lˈuːlen, ˈettæ mˈinulla ˈon dˈeŋŋuekˌuːme",denguekuume is the Finnish name THL uses,2,fi-agent-v1;ipa=espeak
