concept_id,text,text_alt,ipa,literal,confidence,provenance
atm-cash.is-there-a-fee,Peritäänkö maksua?,,pˈeritˌæːŋkø mˈaksua,,2,fi-agent-v1;ipa=espeak
atm-cash.the-card-was-declined,Kortti hylättiin.,,kˈortti hˈylættiːn,,2,fi-agent-v1;ipa=espeak
atm-cash.what-is-the-exchange-rate,Mikä on vaihtokurssi?,,mˈikæ ˈon vˈaihtokˌurssi,,2,fi-agent-v1;ipa=espeak
atm-cash.no-money-came-out,Rahaa ei tullut ulos.,,rˈahaː ˈei tˈullut ˈulos,,2,fi-agent-v1;ipa=espeak
atm-cash.where-can-i-change-money,Missä voi vaihtaa rahaa?,,mˈissæ vˈoi vˈaihtaː rˈahaː,,2,fi-agent-v1;ipa=espeak
atm-cash.the-machine-is-out-of-service,Automaatti on epäkunnossa.,,ˈautomˌaːtti ˈon ˈepækˌunnossa,,2,fi-agent-v1;ipa=espeak
atm-cash.please-give-me-smaller-notes,Saisinko pienempiä seteleitä?,,sˈaisiŋko pˈienempˌiæ sˈetelˌeitæ,,2,fi-agent-v1;ipa=espeak
atm-cash.do-you-have-change,Onko teillä vaihtorahaa?,,ˈoŋko tˈeillæ vˈaihtorahaː,,2,fi-agent-v1;ipa=espeak
atm-cash.may-i-pay-in,Käykö maksuksi {}?,,kˈæykø mˈaksuksi {},'does {} do as payment?' -- the nominative-subject rewrite; maksaa jollakin would need the adessive (euroilla),2,fi-agent-v1;ipa=espeak
atm-cash.please-charge-in-local-currency,"Maksu paikallisessa valuutassa, kiitos.",,"mˈaksu pˈaikallisˌessa vˈaluːtˌassa, kˈiːtos",declines dynamic currency conversion,2,fi-agent-v1;ipa=espeak
atm-cash.where-can-i-get-coins,Mistä saa kolikoita?,,mˈistæ sˈaː kˈolikˌoita,,2,fi-agent-v1;ipa=espeak
atm-cash.is-there-a-minimum-for-cards,Onko kortilla minimisumma?,,ˈoŋko kˈortilla mˈinimisˌumma,,2,fi-agent-v1;ipa=espeak
atm-cash.atm,pankkiautomaatti,Otto.,pˈaŋkkiˌautomˌaːtti,Otto. is the brand on most Finnish cash machines and is what people say,2,fi-agent-v1;ipa=espeak
atm-cash.banknote,seteli,,sˈeteli,,2,fi-agent-v1;ipa=espeak
atm-cash.coin,kolikko,,kˈolikko,,2,fi-agent-v1;ipa=espeak
atm-cash.cash-only,vain käteinen,,vˈaiŋ kˈæteinen,,2,fi-agent-v1;ipa=espeak
atm-cash.fee,palvelumaksu,,pˈalvelumˌaksu,,2,fi-agent-v1;ipa=espeak
atm-cash.change,vaihtoraha,,vˈaihtorˌaha,"the money handed back, not the verb",2,fi-agent-v1;ipa=espeak
atm-cash.exchange-rate,vaihtokurssi,,vˈaihtokˌurssi,,2,fi-agent-v1;ipa=espeak
atm-cash.bank,pankki,,pˈaŋkki,,2,fi-agent-v1;ipa=espeak
atm-cash.money-exchange,rahanvaihto,,rˈahanvˌaihto,,2,fi-agent-v1;ipa=espeak
atm-cash.pin,tunnusluku,PIN-koodi,tˈunnuslˌuku,tunnusluku is what a Finnish keypad displays; PIN-koodi is what people say,2,fi-agent-v1;ipa=espeak
numbers-money.euro,euro,,ˈeuro,,2,fi-agent-v1;ipa=espeak
numbers-money.euro-symbol,€,euro,,"after the number with a comma decimal, as Finnish writes every amount: 10,50 €",2,fi-agent-v1
numbers-money.toman,10 rialia,,kˈymmenen rˈialˌia,"the unit an Iranian price is quoted in, not the one on the note",2,fi-agent-v1;ipa=espeak
numbers-money.crore,kymmenen miljoonaa,,kˈymmenen mˈiljoːnaː,,2,fi-agent-v1;ipa=espeak
numbers-money.lakh,satatuhatta,,sˈatatuhˌatta,,2,fi-agent-v1;ipa=espeak
numbers-money.2-items,kaksi kappaletta,,kˈaksi kˈappalˌetta,,2,fi-agent-v1;ipa=espeak
numbers-money.yen,jeni,,jˈeni,,2,fi-agent-v1;ipa=espeak
numbers-money.yen-symbol,jeni (merkki),,jˈeni mˈerkki,,2,fi-agent-v1;ipa=espeak
numbers-money.ku-i,juan (puhekielessä),,jˈuam pˈuhekˌielessæ,,2,fi-agent-v1;ipa=espeak
numbers-money.li-ng,kaksi + luokittelija,,kˈaksi lˈuokittˌelija,,2,fi-agent-v1;ipa=espeak
numbers-money.yu-n,juan,,jˈuan,,2,fi-agent-v1;ipa=espeak
numbers-money.birr,birr,,bˈirr,,2,fi-agent-v1;ipa=espeak
numbers-money.local-currency,paikallinen valuutta,,pˈaikallinen vˈaluːtta,,2,fi-agent-v1;ipa=espeak
numbers-money.koruna,Tšekin kruunu,,tʃˈekiŋ krˈuːnu,"the country qualifier is not optional: Finnish calls the Swedish, Czech, Norwegian and Danish currencies all kruunu",2,fi-agent-v1;ipa=espeak
numbers-money.koruna-symbol,Tšekin kruunu (merkki),,tʃˈekiŋ krˈuːnu mˈerkki,,2,fi-agent-v1;ipa=espeak
numbers-money.franc,frangi,,frˈaŋŋi,,2,fi-agent-v1;ipa=espeak
numbers-money.franc-symbol,frangi (merkki),,frˈaŋŋi mˈerkki,,2,fi-agent-v1;ipa=espeak
numbers-money.pound,punta,,pˈunta,,2,fi-agent-v1;ipa=espeak
numbers-money.pound-symbol,punta (merkki),,pˈunta mˈerkki,,2,fi-agent-v1;ipa=espeak
numbers-money.dollar,dollari,,dˈollari,,2,fi-agent-v1;ipa=espeak
numbers-money.dollar-symbol,dollari (merkki),,dˈollari mˈerkki,,2,fi-agent-v1;ipa=espeak
numbers-money.rupee,Intian rupia,,ˈintian rˈupia,"Finnish uses rupia for the Indian, Indonesian, Nepali and Pakistani currencies alike, so each needs its country",2,fi-agent-v1;ipa=espeak
numbers-money.rupee-symbol,Intian rupia (merkki),,ˈintian rˈupia mˈerkki,,2,fi-agent-v1;ipa=espeak
numbers-money.peso,peso,,pˈeso,,2,fi-agent-v1;ipa=espeak
numbers-money.peso-symbol,peso (merkki),,pˈeso mˈerkki,,2,fi-agent-v1;ipa=espeak
numbers-money.rial,rial,,rˈial,,2,fi-agent-v1;ipa=espeak
numbers-money.naira,Nigerian naira,,nˈiɡerian nˈaira,,2,fi-agent-v1;ipa=espeak
numbers-money.naira-symbol,Nigerian naira (merkki),,nˈiɡerian nˈaira mˈerkki,,2,fi-agent-v1;ipa=espeak
numbers-money.shekel,sekeli,,sˈekeli,,2,fi-agent-v1;ipa=espeak
numbers-money.shekel-symbol,sekeli (merkki),,sˈekeli mˈerkki,,2,fi-agent-v1;ipa=espeak
numbers-money.forint,forintti,,fˈorintti,,2,fi-agent-v1;ipa=espeak
numbers-money.forint-symbol,forintti (merkki),,fˈorintti mˈerkki,,2,fi-agent-v1;ipa=espeak
numbers-money.rupiah,Indonesian rupia,,ˈindonˌesian rˈupia,,2,fi-agent-v1;ipa=espeak
numbers-money.rupiah-symbol,Indonesian rupia (merkki),,ˈindonˌesian rˈupia mˈerkki,,2,fi-agent-v1;ipa=espeak
numbers-money.riel,riel,,rˈiel,,2,fi-agent-v1;ipa=espeak
numbers-money.riel-symbol,riel (merkki),,rˈiel mˈerkki,,2,fi-agent-v1;ipa=espeak
numbers-money.won,won,,vˈon,,2,fi-agent-v1;ipa=espeak
numbers-money.won-symbol,won (merkki),,vˈon mˈerkki,,2,fi-agent-v1;ipa=espeak
numbers-money.ringgit,ringgit,,rˈiŋɡit,,2,fi-agent-v1;ipa=espeak
numbers-money.ringgit-symbol,ringgit (merkki),,rˈiŋɡit mˈerkki,,2,fi-agent-v1;ipa=espeak
numbers-money.nepali-rupee,Nepalin rupia,,nˈepalin rˈupia,,2,fi-agent-v1;ipa=espeak
numbers-money.nepali-rupee-symbol,Nepalin rupia (merkki),,nˈepalin rˈupia mˈerkki,,2,fi-agent-v1;ipa=espeak
numbers-money.zloty,zloty,,tslˈoty,Finnish writes the Polish currency without the barred l: zloty,2,fi-agent-v1;ipa=espeak
numbers-money.zloty-symbol,zloty (merkki),,tslˈoty mˈerkki,,2,fi-agent-v1;ipa=espeak
numbers-money.real,real,,rˈeal,,2,fi-agent-v1;ipa=espeak
numbers-money.real-symbol,real (merkki),,rˈeal mˈerkki,,2,fi-agent-v1;ipa=espeak
numbers-money.leu,leu,,lˈeu,,2,fi-agent-v1;ipa=espeak
numbers-money.leu-symbol,leu (merkki),,lˈeu mˈerkki,,2,fi-agent-v1;ipa=espeak
numbers-money.ruble,rupla,,rˈupla,,2,fi-agent-v1;ipa=espeak
numbers-money.ruble-symbol,rupla (merkki),,rˈupla mˈerkki,,2,fi-agent-v1;ipa=espeak
numbers-money.krona,Ruotsin kruunu,,rˈuotsiŋ krˈuːnu,,2,fi-agent-v1;ipa=espeak
numbers-money.krona-symbol,Ruotsin kruunu (merkki),,rˈuotsiŋ krˈuːnu mˈerkki,,2,fi-agent-v1;ipa=espeak
numbers-money.shilling,shillinki,,ʃˈilliŋki,,2,fi-agent-v1;ipa=espeak
numbers-money.shilling-symbol,shillinki (merkki),,ʃˈilliŋki mˈerkki,,2,fi-agent-v1;ipa=espeak
numbers-money.baht,baht,,bˈaht,,2,fi-agent-v1;ipa=espeak
numbers-money.baht-symbol,baht (merkki),,bˈaht mˈerkki,,2,fi-agent-v1;ipa=espeak
numbers-money.lira,liira,,lˈiːra,,2,fi-agent-v1;ipa=espeak
numbers-money.lira-symbol,liira (merkki),,lˈiːra mˈerkki,,2,fi-agent-v1;ipa=espeak
numbers-money.hryvnia,hryvnia,,hrˈyvnia,,2,fi-agent-v1;ipa=espeak
numbers-money.hryvnia-symbol,hryvnia (merkki),,hrˈyvnia mˈerkki,,2,fi-agent-v1;ipa=espeak
numbers-money.dong,dong,,dˈoŋ,,2,fi-agent-v1;ipa=espeak
numbers-money.dong-symbol,dong (merkki),,dˈoŋ mˈerkki,,2,fi-agent-v1;ipa=espeak
numbers-money.number-and-classifier-notes,"Lukujen muodostus: 11 = shi yi, 20 = er shi, 21 = er shi yi. Puhelinnumeroissa 1 on usein yao. Luokittelijat: ge (yleinen), wei (ihmiset), zhang (liput ja litteät), bei (kupit), ping (pullot). jiao eli mao = 0,1 juania, fen = 0,01 juania.",,,,2,fi-agent-v1
numbers-money.number-and-classifier-notes-2,"Lukujen muodostus: 11 = juuichi, 20 = nijuu, 21 = nijuuichi. Luokittelijat: -tsu (asiat), -mai (litteät), -hon (pitkät), -nin (ihmiset), -hai (kupit). Puhelinnumeroissa 0 = zero tai maru, 4 = yon, 7 = nana, 9 = kyuu.",,,,2,fi-agent-v1
numbers-money.dram,dram,,drˈam,,2,currency-gap-v1;gloss-only;scoped-away;name of the currency in this language;cldr;ipa=espeak
numbers-money.dram-symbol,dram (merkki),,drˈam mˈerkki,,2,currency-gap-v1;gloss-only;scoped-away;name of the currency in this language;cldr;ipa=espeak
numbers-money.lari,lari,,lˈari,,2,currency-gap-v1;gloss-only;scoped-away;name of the currency in this language;cldr;ipa=espeak
numbers-money.lari-symbol,lari (merkki),,lˈari mˈerkki,,2,currency-gap-v1;gloss-only;scoped-away;name of the currency in this language;cldr;ipa=espeak
numbers-money.kip,kip,,kˈip,,2,currency-gap-v1;gloss-only;scoped-away;name of the currency in this language;cldr;ipa=espeak
numbers-money.kip-symbol,kip (merkki),,kˈip mˈerkki,,2,currency-gap-v1;gloss-only;scoped-away;name of the currency in this language;cldr;ipa=espeak
numbers-money.taka,taka,,tˈaka,,2,currency-gap-v1;gloss-only;scoped-away;name of the currency in this language;cldr;ipa=espeak
numbers-money.taka-symbol,taka (merkki),,tˈaka mˈerkki,,2,currency-gap-v1;gloss-only;scoped-away;name of the currency in this language;cldr;ipa=espeak
numbers-money.pakistani-rupee,Pakistanin rupia,,pˈakistanin rˈupia,,2,currency-gap-v1;gloss-only;scoped-away;name of the currency in this language;cldr;ipa=espeak
numbers-money.pakistani-rupee-symbol,Pakistanin rupia (merkki),,pˈakistanin rˈupia mˈerkki,,2,currency-gap-v1;gloss-only;scoped-away;name of the currency in this language;cldr;ipa=espeak
