concept_id,text,text_alt,romanization_national,ipa,literal,confidence,provenance
quick-directions.behind,უკან,,ukan,ukʼan,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
taxi.please-take-me-here,"აქ წამიყვანეთ, თუ შეიძლება",,"ak tsamiqvanet, tu sheidzleba","akʰ tsʼamiqʼvanetʰ, tʰu ʃeidzleba",,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
taxi.please-send-me-the-address,"მისამართი გამომიგზავნეთ, თუ შეიძლება",,"misamarti gamomigzavnet, tu sheidzleba","misamartʰi ɡamomiɡzavnetʰ, tʰu ʃeidzleba",,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
taxi.we-need-the-east-gate-not-the-south-gate,"აღმოსავლეთის შესასვლელი გვჭირდება, არა სამხრეთის",,"aghmosavletis shesasvleli gvchirdeba, ara samkhretis","aɣmosavletʰis ʃesasvleli ɡvtʃʼirdeba, ara samxretʰis",,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
taxi.please-stop-here,"აქ გაჩერდით, თუ შეიძლება",,"ak gacherdit, tu sheidzleba","akʰ ɡatʃʰerditʰ, tʰu ʃeidzleba",,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
taxi.can-you-wait-for-me-here,შეგიძლიათ აქ დამელოდოთ?,,shegidzliat ak damelodot?,ʃeɡidzliatʰ akʰ damelodotʰ,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
taxi.we-need-to-catch-the-high-speed-train,სწრაფ მატარებელს უნდა მოვუსწროთ,,stsrap matarebels unda movustsrot,stsʼrapʰ matʼarebels unda movustsʼrotʰ,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
taxi.please-use-the-meter,"მრიცხველით, თუ შეიძლება",,"mritskhvelit, tu sheidzleba","mritsʰxvelitʰ, tʰu ʃeidzleba","by the meter, please",2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
taxi.i-will-get-off-here,აქ ჩავალ,,ak chaval,akʰ tʃʰaval,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
taxi.please-get-me-there-in-time-for-the-shinkansen,"შინკანსენს რომ მოვუსწრო, დროზე მიმიყვანეთ",,"shinkansens rom movustsro, droze mimiqvanet","ʃinkʼansens rom movustsʼro, droze mimiqʼvanetʰ",,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
transit-rides.two-tickets,ორი ბილეთი,,ori bileti,ori biletʰi,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
transit-rides.where-is-the-subway-station,სად არის მეტროს სადგური?,,sad aris metros sadguri?,sad aris metʼros sadɡuri,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
transit-rides.does-this-bus-train-go-to,ეს ავტობუსი ან მატარებელი მიდის: {}?,,es avtobusi an matarebeli midis: {}?,es avtʼobusi an matʼarebeli midis {},does this bus or train go: {}?,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
transit-rides.what-is-the-next-stop,რომელია შემდეგი გაჩერება?,,romelia shemdegi gachereba?,romelia ʃemdeɡi ɡatʃʰereba,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
transit-rides.please-tell-me-where-to-get-off,"მითხარით, სად ჩავიდე",,"mitkharit, sad chavide","mitʰxaritʰ, sad tʃʰavide",,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
transit-rides.is-this-direct,პირდაპირ მიდის?,,pirdapir midis?,pʼirdapʼir midis,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
transit-rides.do-i-need-to-transfer,გადასხდომა მჭირდება?,,gadaskhdoma mchirdeba?,ɡadasxdoma mtʃʼirdeba,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
transit-rides.is-it-delayed,აგვიანებს?,,agvianebs?,aɡvianebs,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
transit-rides.i-am-in-a-hurry,მეჩქარება,,mechkareba,metʃʰkʰareba,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
transit-rides.which-platform,რომელი ბაქანი?,,romeli bakani?,romeli bakʰani,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
transit-rides.what-time-is-the-next-one,შემდეგი რომელ საათზეა?,,shemdegi romel saatzea?,ʃemdeɡi romel saatʰzea,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
transit-rides.i-went-past-my-stop,გაჩერება გამომრჩა,,gachereba gamomrcha,ɡatʃʰereba ɡamomrtʃʰa,I missed my stop,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
transit-rides.can-i-use-this-ticket,ეს ბილეთი გამოდგება?,,es bileti gamodgeba?,es biletʰi ɡamodɡeba,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
place-words.scenic-area,დასათვალიერებელი ზონა,,dasatvalierebeli zona,dasatʰvalierebeli zona,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
place-words.visitor-center,ვიზიტორთა ცენტრი,,vizitorta tsentri,vizitʼortʰa tsʰentʼri,,2,Georgian National Tourism Administration (gnta.ge) visitor information;ipa=ka-g2p
place-words.railway-station,რკინიგზის სადგური,,rkinigzis sadguri,rkʼiniɡzis sadɡuri,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
place-words.airport,აეროპორტი,,aeroporti,aeropʼortʼi,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
place-words.service-desk,მომსახურების ცენტრი,,momsakhurebis tsentri,momsaxurebis tsʰentʼri,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
place-words.bus-stop,ავტობუსის გაჩერება,,avtobusis gachereba,avtʼobusis ɡatʃʰereba,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
place-words.luggage-storage,ბარგის შესანახი,,bargis shesanakhi,barɡis ʃesanaxi,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
place-words.tourist-spot-sightseeing-area,ტურისტული ადგილი,,turistuli adgili,tʼuristʼuli adɡili,,2,Georgian National Tourism Administration (gnta.ge) visitor information;ipa=ka-g2p
border-customs.i-am-a-tourist,ტურისტი ვარ,,turisti var,tʼuristʼi var,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Revenue Service of Georgia (rs.ge) traveller and customs guidance;ipa=ka-g2p"
border-customs.here-is-my-passport,"აი, ჩემი პასპორტი",,"ai, chemi pasporti","ai, tʃʰemi pʼaspʼortʼi",,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Revenue Service of Georgia (rs.ge) traveller and customs guidance;ipa=ka-g2p"
border-customs.i-am-staying-for-days,{} დღით ვრჩები,,{} dghit vrchebi,{} dɣitʰ vrtʃʰebi,I am staying for {} days,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Revenue Service of Georgia (rs.ge) traveller and customs guidance;ipa=ka-g2p"
border-customs.nothing-to-declare,დეკლარირებადი არაფერი მაქვს,,deklarirebadi araperi makvs,dekʼlarirebadi arapʰeri makʰvs,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Revenue Service of Georgia (rs.ge) traveller and customs guidance;ipa=ka-g2p"
border-customs.i-am-staying-at,აქ ვრჩები: {},,ak vrchebi: {},akʰ vrtʃʰebi {},I am staying here: {},2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Revenue Service of Georgia (rs.ge) traveller and customs guidance;ipa=ka-g2p"
border-customs.i-am-here-for-business,საქმიანი ვიზიტით ვარ,,sakmiani vizitit var,sakʰmiani vizitʼitʰ var,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Revenue Service of Georgia (rs.ge) traveller and customs guidance;ipa=ka-g2p"
border-customs.i-have-a-return-ticket,უკუბილეთი მაქვს,,ukubileti makvs,ukʼubiletʰi makʰvs,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Revenue Service of Georgia (rs.ge) traveller and customs guidance;ipa=ka-g2p"
border-customs.i-am-visiting-family,ნათესავებთან მივდივარ,,natesavebtan mivdivar,natʰesavebtʰan mivdivar,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Revenue Service of Georgia (rs.ge) traveller and customs guidance;ipa=ka-g2p"
border-customs.this-is-for-personal-use,ეს პირადი მოხმარებისთვისაა,,es piradi mokhmarebistvisaa,es pʼiradi moxmarebistʰvisaa,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Revenue Service of Georgia (rs.ge) traveller and customs guidance;ipa=ka-g2p"
border-customs.i-am-in-transit,ტრანზიტით ვარ,,tranzitit var,tʼranzitʼitʰ var,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Revenue Service of Georgia (rs.ge) traveller and customs guidance;ipa=ka-g2p"
border-customs.i-have-in-cash,ნაღდი ფული მაქვს: {},,naghdi puli makvs: {},naɣdi pʰuli makʰvs {},I have cash: {},2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Revenue Service of Georgia (rs.ge) traveller and customs guidance;ipa=ka-g2p"
border-customs.this-is-a-gift,ეს საჩუქარია,,es sachukaria,es satʃʰukʰaria,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Revenue Service of Georgia (rs.ge) traveller and customs guidance;ipa=ka-g2p"
border-customs.where-do-i-collect-my-baggage,სად ავიღო ბარგი?,,sad avigho bargi?,sad aviɣo barɡi,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Revenue Service of Georgia (rs.ge) traveller and customs guidance;ipa=ka-g2p"
border-customs.how-long-may-i-stay,რამდენ ხანს შემიძლია დარჩენა?,,ramden khans shemidzlia darchena?,ramden xans ʃemidzlia dartʃʰena,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Revenue Service of Georgia (rs.ge) traveller and customs guidance;ipa=ka-g2p"
border-customs.i-have-a-connecting-flight,გადასაჯდომი ფრენა მაქვს,,gadasajdomi prena makvs,ɡadasadʒdomi pʰrena makʰvs,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Revenue Service of Georgia (rs.ge) traveller and customs guidance;ipa=ka-g2p"
border-customs.may-i-have-an-entry-stamp,"შემოსვლის ბეჭედი დამისვით, თუ შეიძლება",,"shemosvlis bechedi damisvit, tu sheidzleba","ʃemosvlis betʃʼedi damisvitʰ, tʰu ʃeidzleba",please put an entry stamp on it,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Revenue Service of Georgia (rs.ge) traveller and customs guidance;ipa=ka-g2p"
border-customs.visa,ვიზა,,viza,viza,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Revenue Service of Georgia (rs.ge) traveller and customs guidance;ipa=ka-g2p"
border-customs.i-have-no-food-or-plants,საკვები და მცენარეები არ მაქვს,,sakvebi da mtsenareebi ar makvs,sakʼvebi da mtsʰenareebi ar makʰvs,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Revenue Service of Georgia (rs.ge) traveller and customs guidance;ipa=ka-g2p"
border-customs.passport-control,პასპორტის კონტროლი,,pasportis kontroli,pʼaspʼortʼis kʼontʼroli,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Revenue Service of Georgia (rs.ge) traveller and customs guidance;ipa=ka-g2p"
border-customs.customs,საბაჟო,,sabazho,sabaʒo,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Revenue Service of Georgia (rs.ge) traveller and customs guidance;ipa=ka-g2p"
border-customs.baggage-claim,ბარგის მიღება,,bargis migheba,barɡis miɣeba,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Revenue Service of Georgia (rs.ge) traveller and customs guidance;ipa=ka-g2p"
border-customs.customs-declaration,საბაჟო დეკლარაცია,,sabazho deklaratsia,sabaʒo dekʼlaratsʰia,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Revenue Service of Georgia (rs.ge) traveller and customs guidance;ipa=ka-g2p"
border-customs.arrival-card,შემოსვლის ბარათი,,shemosvlis barati,ʃemosvlis baratʰi,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Revenue Service of Georgia (rs.ge) traveller and customs guidance;ipa=ka-g2p"
border-customs.transit,ტრანზიტი,,tranziti,tʼranzitʼi,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Revenue Service of Georgia (rs.ge) traveller and customs guidance;ipa=ka-g2p"
border-customs.boarding-pass,ჩასხდომის ბარათი,,chaskhdomis barati,tʃʰasxdomis baratʰi,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Revenue Service of Georgia (rs.ge) traveller and customs guidance;ipa=ka-g2p"
pickup-meeting.where-is-the-pickup-point,სად არის დასაყვანი ადგილი?,,sad aris dasaqvani adgili?,sad aris dasaqʼvani adɡili,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
pickup-meeting.please-send-me-the-pickup-point,დასაყვანი ადგილი გამომიგზავნეთ,,dasaqvani adgili gamomigzavnet,dasaqʼvani adɡili ɡamomiɡzavnetʰ,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
pickup-meeting.please-pick-us-up-here,"აქ აგვიყვანეთ, თუ შეიძლება",,"ak agviqvanet, tu sheidzleba","akʰ aɡviqʼvanetʰ, tʰu ʃeidzleba",,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
pickup-meeting.meet-us-at,აქ შემოგვხვდით: {},,ak shemogvkhvdit: {},akʰ ʃemoɡvxvditʰ {},meet us here: {},2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
pickup-meeting.please-call-me-a-ride,"მანქანა გამომიძახეთ, თუ შეიძლება",,"mankana gamomidzakhet, tu sheidzleba","mankʰana ɡamomidzaxetʰ, tʰu ʃeidzleba",,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
pickup-meeting.please-call-a-taxi,"ტაქსი გამოიძახეთ, თუ შეიძლება",,"taksi gamoidzakhet, tu sheidzleba","tʼakʰsi ɡamoidzaxetʰ, tʰu ʃeidzleba",,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
rail-station-words.high-speed-rail,სწრაფი მატარებელი,,stsrapi matarebeli,stsʼrapʰi matʼarebeli,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
rail-station-words.maglev,მაგნიტური მატარებელი,,magnituri matarebeli,maɡnitʼuri matʼarebeli,a magnetic train,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Hewitt, B. G., Georgian: A Structural Reference Grammar (John Benjamins, 1995);ipa=ka-g2p"
rail-station-words.transfer,გადასხდომა,,gadaskhdoma,ɡadasxdoma,,2,"Rayfield et al. (eds.), A Comprehensive Georgian-English Dictionary (Garnett Press, 2006); Georgian Railway (railway.ge) and Tbilisi Transport Company (ttc.com.ge) published station and ticketing wording;ipa=ka-g2p"
