concept_id,text,text_alt,romanization_bgn,ipa,literal,confidence,provenance
weather.fog,մառախուղ,,marrakhugh,mˌaraxˈuʁ,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
weather.heat,շոգ,,shog,ʃˈoɡ,"heat, hot weather",2,"Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011); Kouyoumdjian, M. G., A Comprehensive Dictionary Armenian-English (Atlas Press, Beirut, 1970);ipa=espeak"
weather.cold,ցուրտ,,ts’urt,tsʰˈurt,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
weather.humid,խոնավ,,khonav,xonˈav,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
weather.sunrise,արևածագ,,arevatsag,ˌaɾevatsˈaɡ,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
weather.flood,ջրհեղեղ,,jrheghegh,dʒərheʁˈeʁ,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
weather.avalanche-risk,ձյունահոսքի վտանգ,,dzyunahosk’i vtang,dzjˌunahoskʰˈi vətˈanɡ,danger of avalanche,2,"Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011); Kouyoumdjian, M. G., A Comprehensive Dictionary Armenian-English (Atlas Press, Beirut, 1970);ipa=espeak"
hiking-parks.is-this-the-way-to,Սա {}-ի ճանապա՞րհն է։,,Sa {}-i chanaparhn e?,sˈa {} ˈi tʃˌanapˈarhən ˈe,"is this the road of {}? — the genitive -ի on a hyphen, Armenian's own way of inflecting a name it did not coin",2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Aghayan, E. B., Ardi hayereni batsatrakan bararan (Explanatory Dictionary of Modern Armenian, Hayastan, Yerevan, 1976);ipa=espeak"
hiking-parks.where-is-the-trailhead,Որտե՞ղ է արահետի սկիզբը։,,Vortegh e araheti skizby?,vortˈeʁ e ˌaɾahetˈi əskˈizbə,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
hiking-parks.how-long-to-the-summit,Գագաթը որքա՞ն հեռու է։,,Gagat’y vork’an herru e?,ɡaɡˈatʰə vorkʰˈan herˈu ˈe,how far is the summit?,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
hiking-parks.how-long-to-the-viewpoint,Դիտակետը որքա՞ն հեռու է։,,Ditakety vork’an herru e?,dˌitakˈetə vorkʰˈan herˈu ˈe,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
hiking-parks.which-route-is-easier,Ո՞ր ճանապարհն է ավելի հեշտ։,,Vor chanaparhn e aveli hesht?,vor tʃˌanapˈarhən e ˌavelˈi hˈeʃt,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
hiking-parks.is-this-trail-suitable-for-beginners,Այս արահետը սկսնակների համար հարմա՞ր է։,,Ays arahety sksnakneri hamar harmar e?,ajs ˌaɾahˈetə əsksnˌakneɾˈi hamˈar harmˈaɾ ˈe,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
trail-conditions.how-long-is-the-full-route,Ամբողջ ճանապարհը որքա՞ն է։,,Amboghj chanaparhy vork’an e?,ambˈoʁdʒ tʃˌanapˈarhə vorkʰˈan ˈe,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
trail-conditions.can-we-return-the-same-way,Կարո՞ղ ենք նույն ճանապարհով վերադառնալ։,,Karogh yenk’ nuyn chanaparhov veradarrnal?,kaɾˌoʁ jenkʰ nˈujn tʃˌanaparhˈov vˌeɾadarnˈal,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
trail-conditions.can-we-return-before-dark,Կարո՞ղ ենք մինչև մութն ընկնելը վերադառնալ։,,Karogh yenk’ minch’ev mut’n ynknely veradarrnal?,kaɾˌoʁ jenkʰ mintʃʰˈev mˈutʰən ənknˈelə vˌeɾadarnˈal,before the dark falls,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
trail-conditions.is-the-trail-open,Արահետը բա՞ց է։,,Arahety bats’ e?,ˌaɾahˈetə bˈatsʰ ˈe,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
trail-conditions.is-the-route-steep,Ճանապարհը զառիթա՞փ է։,,Chanaparhy zarrit’ap’ e?,tʃˌanapˈarhə zˌaritʰˈapʰ ˈe,,2,"Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011); Kouyoumdjian, M. G., A Comprehensive Dictionary Armenian-English (Atlas Press, Beirut, 1970);ipa=espeak"
trail-conditions.is-the-path-slippery,Ճանապարհը սահո՞ւն է։,,Chanaparhy sahun e?,tʃˌanapˈarhə sahˈun ˈe,,2,"Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011); Kouyoumdjian, M. G., A Comprehensive Dictionary Armenian-English (Atlas Press, Beirut, 1970);ipa=espeak"
trail-transport.how-long-is-the-queue,Հերթը որքա՞ն երկար է։,,Hert’y vork’an yerkar e?,hˈertʰə vorkʰˈan jerkˈaɾ ˈe,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
trail-transport.what-time-is-the-last-shuttle,Վերջին ավտոբուսը ժամը քանիսի՞ն է։,,Verjin avtobusy zhamy k’anisin e?,verdʒˈin ˌavtobˈusə ʒˈamə kʰˌanisˈin ˈe,,2,"Tourism Committee of the Ministry of Economy of the Republic of Armenia (armenia.travel) visitor information; Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
trail-transport.when-does-the-cableway-stop,Ճոպանուղին ե՞րբ է դադարում աշխատել։,,Chopanughin yerb e dadarum ashkhatel?,tʃˌopanuʁˈin jˈerb e dˌadaɾˈum ˌaʃxatˈel,,2,"Tourism Committee of the Ministry of Economy of the Republic of Armenia (armenia.travel) visitor information; Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
trail-transport.where-can-we-buy-water,Որտե՞ղ կարող ենք ջուր գնել։,,Vortegh karogh yenk’ jur gnel?,vortˈeʁ kaɾˌoʁ jenkʰ dʒˈur ɡənˈel,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
trail-transport.where-can-we-refill-water,Որտե՞ղ կարող ենք ջուր լցնել։,,Vortegh karogh yenk’ jur lts’nel?,vortˈeʁ kaɾˌoʁ jenkʰ dʒˈur lətsʰnˈel,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
trail-transport.is-there-cell-signal-here,Այստեղ բջջային կապ կա՞։,,Aystegh bjjayin kap ka?,ajstˈeʁ bədʒdʒajˈin kˈap kˈa,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
trail-transport.do-you-have-a-map,Քարտեզ ունե՞ք։,,K’artez unek’?,kʰartˈez unˈekʰ,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
trail-transport.how-long-is-the-wait,Որքա՞ն պետք է սպասել։,,Vork’an petk’ e spasel?,vorkʰˈan pˈetkʰ e əspasˈel,how much must one wait?,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
trail-warnings.open,բաց,,bats’,bˈatsʰ,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
trail-warnings.closed,փակ,,p’ak,pʰˈak,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
trail-warnings.maintenance,սպասարկման աշխատանքներ,,spasarkman ashkhatank’ner,əspˌasarkmˈan ˌaʃxatankʰnˈer,maintenance works,2,"Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011); Kouyoumdjian, M. G., A Comprehensive Dictionary Armenian-English (Atlas Press, Beirut, 1970);ipa=espeak"
trail-warnings.steep-slope,զառիթափ լանջ,,zarrit’ap’ lanj,zˌaritʰˈapʰ lˈandʒ,,2,"Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011); Kouyoumdjian, M. G., A Comprehensive Dictionary Armenian-English (Atlas Press, Beirut, 1970);ipa=espeak"
trail-warnings.caution-slippery,ուշադրություն՝ սահուն է,,ushadrut’yun: sahun e,ˌuʃadɾutʰjˈun sahˈun ˈe,caution — it is slippery; the բութ is what an Armenian sign puts after ուշադրություն,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Aghayan, E. B., Ardi hayereni batsatrakan bararan (Explanatory Dictionary of Modern Armenian, Hayastan, Yerevan, 1976);ipa=espeak"
trail-warnings.danger,վտանգ,,vtang,vətˈanɡ,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
trail-warnings.beware-falling-rocks,զգուշացե՛ք քարաթափումից,,zgushats’ek’ k’arat’ap’umits’,əzɡˌuʃatsʰˈekʰ kʰˌaɾatʰˌapʰumˈitsʰ,beware of falling rock,2,"Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011); Kouyoumdjian, M. G., A Comprehensive Dictionary Armenian-English (Atlas Press, Beirut, 1970);ipa=espeak"
trail-warnings.first-aid-station,առաջին օգնության կայան,,arrajin ognut’yan kayan,ˌaradʒˈin ˌoɡnutʰjˈan kajˈan,,2,"Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011); Kouyoumdjian, M. G., A Comprehensive Dictionary Armenian-English (Atlas Press, Beirut, 1970);ipa=espeak"
trail-warnings.service-suspended,սպասարկումը դադարեցված է,,spasarkumy dadarets’vats e,əspˌasarkˈumə dˌadaɾetsʰvˈats ˈe,,2,"Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011); Kouyoumdjian, M. G., A Comprehensive Dictionary Armenian-English (Atlas Press, Beirut, 1970);ipa=espeak"
trail-landmarks.trail-marker,արահետի նշան,,araheti nshan,ˌaɾahetˈi nəʃˈan,,2,"Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011); Kouyoumdjian, M. G., A Comprehensive Dictionary Armenian-English (Atlas Press, Beirut, 1970);ipa=espeak"
trail-landmarks.fork-junction,ճանապարհի պատառաքաղ / խաչմերուկ,,chanaparhi patarrak’agh / khach’meruk,tʃˌanaparhˈi pˌatarakʰˈaʁ / xˌatʃʰmeɾˈuk,fork / crossing,2,"Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011); Kouyoumdjian, M. G., A Comprehensive Dictionary Armenian-English (Atlas Press, Beirut, 1970);ipa=espeak"
trail-landmarks.boardwalk-cliff-path,փայտյա ուղի / ժայռային արահետ,,p’aytya ughi / zhayrrayin arahet,pʰajtjˈa uʁˈi / ʒˌajrajˈin ˌaɾahˈet,wooden walkway / rocky trail,2,"Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011); Kouyoumdjian, M. G., A Comprehensive Dictionary Armenian-English (Atlas Press, Beirut, 1970);ipa=espeak"
trail-landmarks.start,սկիզբ,,skizb,əskˈizb,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
trail-landmarks.end,վերջ,,verj,vˈerdʒ,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
trail-landmarks.elevation,բարձրություն,,bardzrut’yun,bˌardzɾutʰjˈun,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
trail-landmarks.sunset,մայրամուտ,,mayramut,mˌajɾamˈut,,2,"Dum-Tragut, J., Armenian: Modern Eastern Armenian (London Oriental and African Language Library 14, John Benjamins, 2009); Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011);ipa=espeak"
trail-landmarks.water-point,ջրակետ,,jraket,dʒəɾakˈet,,2,"Baratyan, N. et al., Armenian-English Dictionary (Yerevan State University Press, 2011); Kouyoumdjian, M. G., A Comprehensive Dictionary Armenian-English (Atlas Press, Beirut, 1970);ipa=espeak"
