concept_id,text,text_alt,romanization_rr,ipa,literal,confidence,provenance
atm-cash.cash-only,현금만 가능,현금 전용,hyeongeumman ganeung,hjʌnɡɯmman kanɯŋ,,2,ko-agent-v1;ipa=rr
atm-cash.fee,수수료,,susuryo,susuɾjo,,2,ko-agent-v1;ipa=rr
atm-cash.change,잔돈,거스름돈,jandon,tɕandon,,2,ko-agent-v1;ipa=rr
atm-cash.exchange-rate,환율,,hwannyul,hwannjul,,2,ko-agent-v1;ipa=rr
atm-cash.bank,은행,,eunhaeng,ɯnhɛŋ,,2,ko-agent-v1;ipa=rr
atm-cash.money-exchange,환전소,,hwanjeonso,hwandʑʌnso,,2,ko-agent-v1;ipa=rr
atm-cash.pin,비밀번호,PIN,bimilbeonho,pimilbʌnho,,2,ko-agent-v1;ipa=rr
numbers-money.l-ng,영,공,yeong,jʌŋ,or 공 on phones,2,ko-agent-v1;ipa=rr
numbers-money.y,일,하나,il,il,Sino / native,2,ko-agent-v1;ipa=rr
numbers-money.r,이,둘,i,i,Sino / native,2,ko-agent-v1;ipa=rr
numbers-money.s-n,삼,셋,sam,sam,Sino / native,2,ko-agent-v1;ipa=rr
numbers-money.s,사,넷,sa,sa,Sino / native,2,ko-agent-v1;ipa=rr
numbers-money.w,오,다섯,o,o,Sino / native,2,ko-agent-v1;ipa=rr
numbers-money.li,육,여섯,yuk,juk,Sino / native,2,ko-agent-v1;ipa=rr
numbers-money.q,칠,일곱,chil,tɕʰil,Sino / native,2,ko-agent-v1;ipa=rr
numbers-money.b,팔,여덟,pal,pʰal,Sino / native,2,ko-agent-v1;ipa=rr
numbers-money.ji,구,아홉,gu,ku,Sino / native,2,ko-agent-v1;ipa=rr
numbers-money.sh,십,열,sip,sip,Sino / native,2,ko-agent-v1;ipa=rr
numbers-money.y-b-i,백,,baek,pɛk,,2,ko-agent-v1;ipa=rr
numbers-money.y-qi-n,천,,cheon,tɕʰʌn,,2,ko-agent-v1;ipa=rr
numbers-money.y-w-n,만,,man,man,,2,ko-agent-v1;ipa=rr
numbers-money.b-n,반,,ban,pan,,2,ko-agent-v1;ipa=rr
numbers-money.won,원,,won,wʌn,,2,ko-agent-v1;ipa=rr
numbers-money.won-symbol,₩,,won,wʌn,,2,ko-agent-v1;ipa=rr
numbers-money.number-and-classifier-notes,"수는 십일, 이십처럼 쌓아요: 11 = shíyī, 20 = èrshí. 단 백, 천, 만 앞에는 yī가 붙고(yìbǎi, yíwàn), 중간이 비면 líng을 넣어요(101 = yìbǎi líng yī). 단위명사 앞의 2는 èr이 아니라 liǎng이에요, 둘이 두가 되는 것과 같아요. gè = 개, zhāng = 장, píng = 병은 그대로지만, 사람은 명이 아니라 gè, 높이면 wèi, 잔은 bēi예요. 전화에서 1은 yāo. 말할 때 yuán은 kuài, jiǎo / máo = 0.1위안, fēn = 0.01위안.",,,,,2,ko-notes-v1
numbers-money.number-and-classifier-notes-2,"수는 십일, 이십처럼 쌓아요: 11 = jūichi, 20 = nijū. 단 만은 ichi를 붙여 ichiman이에요. 세는 말: -tsu(물건), -mai(납작한 것), -hon(긴 것), -nin(사람), -hai(잔). 고유수사가 붙는 자리가 우리와 달라서 -tsu는 hitotsu, futatsu처럼 아홉까지고, 사람은 hitori, futari 다음이 sannin이에요. 전화는 0 = zero/maru, 4 = yon, 7 = nana, 9 = kyū.",,,,,2,ko-notes-v1
numbers-money.forint,헝가리 포린트,,,,,2,hu-agent-v1
numbers-money.forint-symbol,헝가리 포린트,,,,,2,hu-agent-v1
numbers-money.rupee,인도 루피,,,,,2,hu-agent-v1
numbers-money.rupee-symbol,인도 루피,,,,,2,hu-agent-v1
