metabolite_name	rt	mz
Broad_HP_mz433.2971_rt1.62	1.62	433.297132499999
Broad_HP_mz450.3363_rt1.63	1.63	450.3363211
Broad_HP_mz548.3003_rt1.62	1.62	548.300345699999
Broad_HP_mz551.4693_rt1.61	1.61	551.4693287
Broad_HP_mz578.5868_rt1.62	1.62	578.5867815
Broad_HP_mz658.4886_rt1.64	1.64	658.4886328
Broad_HP_mz688.499_rt1.62	1.62	688.4990298
Broad_HP_mz282.2214_rt1.63	1.63	282.2213903
Broad_HP_mz354.2789_rt1.62	1.62	354.2788881
Broad_HP_mz403.2323_rt1.63	1.63	403.2322921
Broad_HP_mz405.2448_rt1.63	1.63	405.244841599999
Broad_HP_mz418.2161_rt1.63	1.63	418.216134599999
Broad_HP_mz479.4119_rt1.63	1.63	479.411880399999
Broad_HP_mz674.4832_rt1.63	1.63	674.483242399999
Broad_HP_mz288.1745_rt1.64	1.64	288.174463399999
Broad_HP_mz359.2789_rt1.64	1.64	359.2789305
Broad_HP_mz418.3228_rt1.65	1.65	418.3228139
Broad_HP_mz423.3258_rt1.64	1.64	423.3257843
Broad_HP_mz425.3774_rt1.63	1.63	425.3773656
Broad_HP_mz429.3723_rt1.63	1.63	429.3723335
Broad_HP_mz432.2768_rt1.63	1.63	432.276816699999
Broad_HP_mz524.5403_rt1.65	1.65	524.5402708
Broad_HP_mz564.2953_rt1.64	1.64	564.2952929
Broad_HP_mz599.4097_rt1.65	1.65	599.4096783
Broad_HP_mz632.4366_rt1.64	1.64	632.436591799999
Broad_HP_mz646.4521_rt1.64	1.64	646.452141099999
Broad_HP_mz318.185_rt1.65	1.65	318.1850031
Broad_HP_mz361.2218_rt1.65	1.65	361.2218024
Broad_HP_mz378.2483_rt1.66	1.66	378.2483419
Broad_HP_mz431.3517_rt1.65	1.65	431.3516629
Broad_HP_mz436.357_rt1.66	1.66	436.356997999999
Broad_HP_mz476.4091_rt1.64	1.64	476.409139799999
Broad_HP_mz518.4048_rt1.65	1.65	518.4048444
Broad_HP_mz522.5242_rt1.65	1.65	522.524164199999
Broad_HP_mz568.4275_rt1.65	1.65	568.427460799999
Broad_HP_mz574.4742_rt1.66	1.66	574.474174999999
Broad_HP_mz298.2164_rt1.66	1.66	298.2163777
Broad_HP_mz362.3415_rt1.67	1.67	362.341499199999
Broad_HP_mz494.4929_rt1.66	1.66	494.4928959
Broad_HP_mz564.396_rt1.66	1.66	564.395967899999
Broad_HP_mz581.3987_rt1.66	1.66	581.398749299999
Broad_HP_mz676.4265_rt1.7	1.7	676.426524999999
Broad_HP_mz692.5669_rt1.66	1.66	692.566863399999
Broad_HP_mz163.0752_rt1.68	1.68	163.0751802
Broad_HP_mz174.1275_rt1.69	1.69	174.1275219
Broad_HP_mz368.2945_rt1.67	1.67	368.2945278
Broad_HP_mz392.3004_rt1.66	1.66	392.3003936
Broad_HP_mz425.3047_rt1.67	1.67	425.304675299999
Broad_HP_mz441.3209_rt1.68	1.68	441.3209443
Broad_HP_mz450.204_rt1.67	1.67	450.203961499999
Broad_HP_mz476.3579_rt1.67	1.67	476.3578954
Broad_HP_mz516.3892_rt1.67	1.67	516.3892257
Broad_HP_mz560.4156_rt2	2	560.415581999999
Broad_HP_mz565.4036_rt1.67	1.67	565.4036479
Broad_HP_mz660.5041_rt1.67	1.67	660.504112999999
Broad_HP_mz664.5356_rt1.67	1.67	664.535625299999
Broad_HP_mz170.0962_rt1.68	1.68	170.0961929
Broad_HP_mz381.336_rt1.68	1.68	381.3359656
Broad_HP_mz419.3516_rt1.7	1.7	419.351638999999
Broad_HP_mz446.3109_rt1.74	1.74	446.3109039
Broad_HP_mz472.3628_rt1.66	1.66	472.362844699999
Broad_HP_mz502.3736_rt1.69	1.69	502.3736036
Broad_HP_mz508.5087_rt1.7	1.7	508.5086531
Broad_HP_mz576.4664_rt1.7	1.7	576.4663662
Broad_HP_mz590.499_rt1.69	1.69	590.498985999999
Broad_HP_mz615.4044_rt1.68	1.68	615.4043519
Broad_HP_mz414.3575_rt1.7	1.7	414.357475799999
Broad_HP_mz459.3316_rt1.68	1.68	459.3315546
Broad_HP_mz500.3578_rt1.68	1.68	500.357812099999
Broad_HP_mz558.3999_rt1.7	1.7	558.399863099999
Broad_HP_mz583.4147_rt1.69	1.69	583.414694
Broad_HP_mz297.2422_rt1.7	1.7	297.2422359
Broad_HP_mz299.2579_rt1.66	1.66	299.257850299999
Broad_HP_mz327.2528_rt1.7	1.7	327.252793999999
Broad_HP_mz337.2734_rt1.82	1.82	337.2734259
Broad_HP_mz422.3052_rt1.69	1.69	422.3051618
Broad_HP_mz446.3414_rt1.7	1.7	446.3413919
Broad_HP_mz460.2327_rt1.7	1.7	460.2327419
Broad_HP_mz490.3736_rt1.7	1.7	490.373559199999
Broad_HP_mz531.4076_rt1.7	1.7	531.4075586
Broad_HP_mz546.2696_rt1.7	1.7	546.2696428
Broad_HP_mz632.4727_rt1.69	1.69	632.472727599999
Broad_HP_mz295.101_rt1.71	1.71	295.100998
Broad_HP_mz295.2266_rt1.7	1.7	295.2265732
Broad_HP_mz574.3012_rt1.71	1.71	574.301198699999
Broad_HP_mz576.4106_rt1.74	1.74	576.4105948
Broad_HP_mz588.374_rt1.74	1.74	588.374000499999
Broad_HP_mz457.2771_rt1.74	1.74	457.277065699999
Broad_HP_mz480.3527_rt1.74	1.74	480.3526818
Broad_HP_mz549.4089_rt1.71	1.71	549.408922299999
Broad_HP_mz563.3873_rt1.73	1.73	563.3873362
Broad_HP_mz379.2992_rt1.73	1.73	379.299157299999
Broad_HP_mz443.3517_rt1.73	1.73	443.351704299999
Broad_HP_mz452.3215_rt1.73	1.73	452.3215134
Broad_HP_mz461.3621_rt1.72	1.72	461.3620986
Broad_HP_mz603.4397_rt1.73	1.73	603.439706099999
Broad_HP_mz604.3688_rt1.72	1.72	604.3688234
Broad_HP_mz648.395_rt1.72	1.72	648.3950157
Broad_HP_mz293.2109_rt1.71	1.71	293.210924299999
Broad_HP_mz330.2636_rt1.76	1.76	330.2636458
Broad_HP_mz357.2634_rt1.71	1.71	357.263374699999
Broad_HP_mz378.3728_rt1.76	1.76	378.3728082
Broad_HP_mz381.3147_rt1.73	1.73	381.3146767
Broad_HP_mz385.2947_rt1.71	1.71	385.294687
Broad_HP_mz405.3723_rt1.75	1.75	405.3722899
Broad_HP_mz409.2306_rt1.74	1.74	409.230648799999
Broad_HP_mz414.3212_rt1.73	1.73	414.3211824
Broad_HP_mz427.3568_rt1.74	1.74	427.356798599999
Broad_HP_mz429.3638_rt1.75	1.75	429.3637514
Broad_HP_mz474.2484_rt1.72	1.72	474.2484341
Broad_HP_mz486.3422_rt1.75	1.75	486.342239199999
Broad_HP_mz551.4247_rt1.74	1.74	551.424744199999
Broad_HP_mz620.3638_rt1.74	1.74	620.363799999999
Broad_HP_mz634.3793_rt1.73	1.73	634.3793289
Broad_HP_mz673.6029_rt1.72	1.72	673.6028889
Broad_HP_mz708.5617_rt1.75	1.75	708.5616999
Broad_HP_mz265.216_rt1.75	1.75	265.215994099999
Broad_HP_mz267.1952_rt1.75	1.75	267.1952445
Broad_HP_mz280.2633_rt1.75	1.75	280.263304399999
Broad_HP_mz310.1436_rt1.76	1.76	310.1436377
Broad_HP_mz315.2164_rt1.75	1.75	315.216369699999
Broad_HP_mz321.2423_rt1.77	1.77	321.242276699999
Broad_HP_mz324.2318_rt1.75	1.75	324.2318207
Broad_HP_mz325.2735_rt1.74	1.74	325.273455899999
Broad_HP_mz345.2268_rt1.74	1.74	345.226816999999
Broad_HP_mz365.2076_rt1.75	1.75	365.207648
Broad_HP_mz372.2742_rt1.76	1.76	372.274247199999
Broad_HP_mz374.3415_rt1.76	1.76	374.341491099999
Broad_HP_mz404.3001_rt1.8	1.8	404.300115899999
Broad_HP_mz416.3002_rt1.79	1.79	416.3001843
Broad_HP_mz552.3378_rt1.77	1.77	552.337776599999
Broad_HP_mz560.3424_rt1.77	1.77	560.3424187
Broad_HP_mz597.3938_rt1.74	1.74	597.393767499999
Broad_HP_mz613.4254_rt1.74	1.74	613.4254151
Broad_HP_mz171.1013_rt1.81	1.81	171.101318999999
Broad_HP_mz255.1953_rt1.76	1.76	255.1952625
Broad_HP_mz277.128_rt1.76	1.76	277.1279834
Broad_HP_mz299.2214_rt1.77	1.77	299.2214192
Broad_HP_mz309.2786_rt1.75	1.75	309.278581999999
Broad_HP_mz311.2215_rt1.75	1.75	311.221498399999
Broad_HP_mz313.2371_rt1.76	1.76	313.2371071
Broad_HP_mz339.2527_rt1.76	1.76	339.2527135
Broad_HP_mz352.3573_rt1.7	1.7	352.357283399999
Broad_HP_mz362.2534_rt1.75	1.75	362.253383999999
Broad_HP_mz389.3621_rt1.77	1.77	389.362140599999
Broad_HP_mz392.3369_rt1.75	1.75	392.3368552
Broad_HP_mz408.2224_rt1.82	1.82	408.222388799999
Broad_HP_mz412.3058_rt1.74	1.74	412.3057926
Broad_HP_mz466.3372_rt1.75	1.75	466.337192399999
Broad_HP_mz472.2544_rt1.77	1.77	472.254369199999
Broad_HP_mz500.3213_rt1.79	1.79	500.321327399999
Broad_HP_mz522.2378_rt1.77	1.77	522.2378036
Broad_HP_mz532.2539_rt1.76	1.76	532.253914399999
Broad_HP_mz532.3112_rt1.79	1.79	532.311211999999
Broad_HP_mz538.3221_rt1.76	1.76	538.322059599999
Broad_HP_mz594.3121_rt1.77	1.77	594.312095099999
Broad_HP_mz618.3844_rt1.73	1.73	618.384412
Broad_HP_mz664.3901_rt1.8	1.8	664.390066899999
Broad_HP_mz83.0854_rt1.76	1.76	83.0853566499999
Broad_HP_mz257.1746_rt1.77	1.77	257.1745603
Broad_HP_mz269.2109_rt1.77	1.77	269.2109477
Broad_HP_mz294.1545_rt1.77	1.77	294.1545082
Broad_HP_mz297.2058_rt1.76	1.76	297.2057987
Broad_HP_mz301.2007_rt1.77	1.77	301.200713699999
Broad_HP_mz302.196_rt1.77	1.77	302.1959845
Broad_HP_mz302.2324_rt1.76	1.76	302.232369699999
Broad_HP_mz304.2116_rt1.77	1.77	304.211646799999
Broad_HP_mz318.2273_rt1.77	1.77	318.227265999999
Broad_HP_mz328.2481_rt1.77	1.77	328.2480817
Broad_HP_mz332.2066_rt1.77	1.77	332.206565599999
Broad_HP_mz334.1858_rt1.77	1.77	334.185818999999
Broad_HP_mz343.1749_rt1.79	1.79	343.1748766
Broad_HP_mz346.3103_rt1.77	1.77	346.3102533
Broad_HP_mz348.3259_rt1.78	1.78	348.3258664
Broad_HP_mz362.1807_rt1.8	1.8	362.1806634
Broad_HP_mz369.2631_rt1.77	1.77	369.263088499999
Broad_HP_mz374.2898_rt1.77	1.77	374.2897735
Broad_HP_mz376.1964_rt1.78	1.78	376.1963516
Broad_HP_mz378.1754_rt1.78	1.78	378.1754301
Broad_HP_mz392.1911_rt1.8	1.8	392.191117299999
Broad_HP_mz402.2846_rt1.77	1.77	402.284600399999
Broad_HP_mz414.2479_rt1.79	1.79	414.247874799999
Broad_HP_mz416.2639_rt1.78	1.78	416.2638691
Broad_HP_mz418.2069_rt1.77	1.77	418.2068537
Broad_HP_mz418.2432_rt1.79	1.79	418.2432359
Broad_HP_mz418.2795_rt1.79	1.79	418.2795079
Broad_HP_mz424.2174_rt1.8	1.8	424.2173796
Broad_HP_mz424.2537_rt1.79	1.79	424.2537034
Broad_HP_mz430.2431_rt1.79	1.79	430.2431439
Broad_HP_mz431.3727_rt1.77	1.77	431.3727233
Broad_HP_mz436.2175_rt1.76	1.76	436.217451799999
Broad_HP_mz442.2643_rt1.78	1.78	442.2642528
Broad_HP_mz444.2589_rt1.82	1.82	444.258876699999
Broad_HP_mz448.2174_rt1.82	1.82	448.2173545
Broad_HP_mz452.2486_rt1.79	1.79	452.248627899999
Broad_HP_mz462.3057_rt1.8	1.8	462.305651899999
Broad_HP_mz466.2281_rt1.77	1.77	466.2280625
Broad_HP_mz474.3057_rt1.79	1.79	474.3057155
Broad_HP_mz476.285_rt1.79	1.79	476.2849923
Broad_HP_mz480.2436_rt1.77	1.77	480.243648
Broad_HP_mz482.2593_rt1.75	1.75	482.2592905
Broad_HP_mz494.2957_rt1.79	1.79	494.295652899999
Broad_HP_mz502.337_rt1.75	1.75	502.337018699999
Broad_HP_mz504.3528_rt1.71	1.71	504.352803199999
Broad_HP_mz506.2592_rt1.77	1.77	506.259229199999
Broad_HP_mz506.2956_rt1.8	1.8	506.295619199999
Broad_HP_mz510.2906_rt1.77	1.77	510.290649599999
Broad_HP_mz524.2701_rt1.78	1.78	524.2700829
Broad_HP_mz526.2857_rt1.76	1.76	526.285721999999
Broad_HP_mz530.2957_rt1.76	1.76	530.2957453
Broad_HP_mz534.3635_rt1.77	1.77	534.363465099999
Broad_HP_mz536.2699_rt1.8	1.8	536.269905699999
Broad_HP_mz546.3268_rt1.77	1.77	546.3268286
Broad_HP_mz546.3635_rt1.75	1.75	546.363458199999
Broad_HP_mz552.3016_rt1.72	1.72	552.301618899999
Broad_HP_mz568.3328_rt1.77	1.77	568.3327544
Broad_HP_mz582.312_rt1.77	1.77	582.3119509
Broad_HP_mz592.3326_rt1.76	1.76	592.332585999999
Broad_HP_mz618.348_rt1.77	1.77	618.348026699999
Broad_HP_mz620.3275_rt1.78	1.78	620.327542999999
Broad_HP_mz622.3431_rt1.77	1.77	622.343065
Broad_HP_mz638.3379_rt1.77	1.77	638.3379124
Broad_HP_mz662.6444_rt1.77	1.77	662.644406499999
Broad_HP_mz122.0962_rt1.79	1.79	122.0962493
Broad_HP_mz169.1221_rt1.78	1.78	169.1220658
Broad_HP_mz241.1796_rt1.8	1.8	241.1795538
Broad_HP_mz306.3001_rt1.83	1.83	306.300054699999
Broad_HP_mz316.2116_rt1.77	1.77	316.211626099999
Broad_HP_mz324.3259_rt1.79	1.79	324.3259006
Broad_HP_mz345.2633_rt1.78	1.78	345.2632752
Broad_HP_mz365.3046_rt1.76	1.76	365.304648699999
Broad_HP_mz404.1911_rt1.79	1.79	404.1911274
Broad_HP_mz444.2224_rt1.79	1.79	444.2224095
Broad_HP_mz448.399_rt1.77	1.77	448.398987499999
Broad_HP_mz492.2437_rt1.77	1.77	492.243650899999
Broad_HP_mz492.28_rt1.79	1.79	492.2799807
Broad_HP_mz494.2593_rt1.77	1.77	494.259306799999
Broad_HP_mz534.2905_rt1.77	1.77	534.2904862
Broad_HP_mz534.3268_rt1.79	1.79	534.326801599999
Broad_HP_mz578.3169_rt1.77	1.77	578.316879299999
Broad_HP_mz610.3432_rt1.79	1.79	610.3431964
Broad_HP_mz652.4991_rt1.79	1.79	652.4991161
Broad_HP_mz107.07_rt1.8	1.8	107.0700295
Broad_HP_mz157.0857_rt1.8	1.8	157.085721
Broad_HP_mz237.1847_rt1.76	1.76	237.184722099999
Broad_HP_mz241.1432_rt1.81	1.81	241.143188799999
Broad_HP_mz260.1854_rt1.78	1.78	260.185432699999
Broad_HP_mz284.128_rt1.79	1.79	284.1279647
Broad_HP_mz285.2059_rt1.78	1.78	285.2058546
Broad_HP_mz288.1803_rt1.8	1.8	288.1803352
Broad_HP_mz288.2168_rt1.79	1.79	288.216761799999
Broad_HP_mz306.1909_rt1.79	1.79	306.190939
Broad_HP_mz308.1338_rt1.78	1.78	308.1338349
Broad_HP_mz341.232_rt1.77	1.77	341.2319643
Broad_HP_mz355.2112_rt1.79	1.79	355.211221299999
Broad_HP_mz382.2431_rt1.8	1.8	382.243089699999
Broad_HP_mz430.207_rt1.79	1.79	430.2069612
Broad_HP_mz460.2174_rt1.77	1.77	460.217354399999
Broad_HP_mz466.2643_rt1.77	1.77	466.2643299
Broad_HP_mz480.3164_rt1.79	1.79	480.316350899999
Broad_HP_mz486.2694_rt1.79	1.79	486.2693699
Broad_HP_mz502.2643_rt1.77	1.77	502.2642892
Broad_HP_mz518.2593_rt1.77	1.77	518.2592507
Broad_HP_mz518.3319_rt1.83	1.83	518.331946499999
Broad_HP_mz544.311_rt1.79	1.79	544.3110136
Broad_HP_mz560.3061_rt1.77	1.77	560.306104399999
Broad_HP_mz561.4784_rt1.79	1.79	561.4784363
Broad_HP_mz564.3012_rt1.78	1.78	564.301154699999
Broad_HP_mz576.4834_rt1.8	1.8	576.483388999999
Broad_HP_mz606.3121_rt1.79	1.79	606.3120556
Broad_HP_mz623.3113_rt1.81	1.81	623.3112777
Broad_HP_mz195.1377_rt1.8	1.8	195.1377309
Broad_HP_mz229.1068_rt1.78	1.78	229.106751199999
Broad_HP_mz243.1588_rt1.8	1.8	243.158835799999
Broad_HP_mz258.1697_rt1.8	1.8	258.169748
Broad_HP_mz267.1718_rt1.8	1.8	267.171774599999
Broad_HP_mz299.1851_rt1.8	1.8	299.185106599999
Broad_HP_mz315.1799_rt1.77	1.77	315.179947
Broad_HP_mz320.1701_rt1.8	1.8	320.1700963
Broad_HP_mz327.2714_rt1.79	1.79	327.271426
Broad_HP_mz350.1806_rt1.8	1.8	350.1805635
Broad_HP_mz360.1652_rt1.78	1.78	360.1651673
Broad_HP_mz366.2483_rt1.8	1.8	366.2483201
Broad_HP_mz380.2274_rt1.8	1.8	380.2274393
Broad_HP_mz394.2068_rt1.81	1.81	394.2067622
Broad_HP_mz401.2166_rt1.81	1.81	401.2165655
Broad_HP_mz404.2639_rt1.8	1.8	404.263877299999
Broad_HP_mz420.2588_rt1.8	1.8	420.2588347
Broad_HP_mz422.2745_rt1.81	1.81	422.2744647
Broad_HP_mz424.3265_rt1.83	1.83	424.326534999999
Broad_HP_mz430.3159_rt1.79	1.79	430.3158753
Broad_HP_mz436.363_rt1.8	1.8	436.3630152
Broad_HP_mz438.2693_rt1.82	1.82	438.2693229
Broad_HP_mz472.2901_rt1.8	1.8	472.2901147
Broad_HP_mz496.275_rt1.8	1.8	496.275000799999
Broad_HP_mz508.3112_rt1.81	1.81	508.311211099999
Broad_HP_mz520.2749_rt1.78	1.78	520.2749045
Broad_HP_mz562.3217_rt1.77	1.77	562.321721199999
Broad_HP_mz578.3532_rt1.75	1.75	578.353224599999
Broad_HP_mz585.4303_rt1.79	1.79	585.430278499999
Broad_HP_mz594.3478_rt1.78	1.78	594.3478165
Broad_HP_mz608.3639_rt1.79	1.79	608.363903
Broad_HP_mz616.602_rt1.78	1.78	616.6020091
Broad_HP_mz662.3744_rt1.76	1.76	662.374385299999
Broad_HP_mz95.0489_rt1.8	1.8	95.04889903
Broad_HP_mz113.0595_rt1.77	1.77	113.0594556
Broad_HP_mz123.0802_rt1.82	1.82	123.080235599999
Broad_HP_mz127.0751_rt1.81	1.81	127.0751356
Broad_HP_mz139.0752_rt1.81	1.81	139.0751763
Broad_HP_mz141.0908_rt1.81	1.81	141.090814499999
Broad_HP_mz165.0479_rt1.81	1.81	165.0479352
Broad_HP_mz181.0428_rt1.83	1.83	181.042787199999
Broad_HP_mz253.216_rt1.82	1.82	253.2159916
Broad_HP_mz255.1589_rt1.81	1.81	255.1588523
Broad_HP_mz257.1381_rt1.81	1.81	257.138106199999
Broad_HP_mz258.1334_rt1.8	1.8	258.1333593
Broad_HP_mz259.1538_rt1.81	1.81	259.1537692
Broad_HP_mz262.1647_rt1.81	1.81	262.1646543
Broad_HP_mz271.1538_rt1.8	1.8	271.1538463
Broad_HP_mz276.144_rt1.81	1.81	276.1439889
Broad_HP_mz279.2317_rt1.81	1.81	279.231720699999
Broad_HP_mz285.1694_rt1.79	1.79	285.169439899999
Broad_HP_mz286.1647_rt1.8	1.8	286.1647123
Broad_HP_mz290.196_rt1.8	1.8	290.196000799999
Broad_HP_mz293.1681_rt1.82	1.82	293.168103799999
Broad_HP_mz299.1487_rt1.81	1.81	299.1486656
Broad_HP_mz300.1804_rt1.81	1.81	300.180357
Broad_HP_mz304.1752_rt1.76	1.76	304.175232499999
Broad_HP_mz308.2065_rt1.81	1.81	308.206548699999
Broad_HP_mz311.1851_rt1.81	1.81	311.185106899999
Broad_HP_mz313.2007_rt1.8	1.8	313.200736199999
Broad_HP_mz318.1545_rt1.78	1.78	318.1544902
Broad_HP_mz318.1909_rt1.81	1.81	318.1909011
Broad_HP_mz322.1858_rt1.77	1.77	322.1858158
Broad_HP_mz325.2007_rt1.8	1.8	325.2007133
Broad_HP_mz327.1488_rt1.81	1.81	327.148765599999
Broad_HP_mz330.2273_rt1.81	1.81	330.2272649
Broad_HP_mz332.1702_rt1.81	1.81	332.1701746
Broad_HP_mz336.165_rt1.81	1.81	336.164980099999
Broad_HP_mz336.2378_rt1.81	1.81	336.237812
Broad_HP_mz344.2429_rt1.78	1.78	344.2429363
Broad_HP_mz348.165_rt1.8	1.8	348.1649722
Broad_HP_mz350.2171_rt1.81	1.81	350.2170836
Broad_HP_mz352.2327_rt1.81	1.81	352.232731399999
Broad_HP_mz355.2476_rt1.77	1.77	355.2476184
Broad_HP_mz371.206_rt1.79	1.79	371.206049099999
Broad_HP_mz372.2014_rt1.8	1.8	372.201421299999
Broad_HP_mz383.2423_rt1.8	1.8	383.2423041
Broad_HP_mz385.2218_rt1.8	1.8	385.221778799999
Broad_HP_mz388.269_rt1.8	1.8	388.2689626
Broad_HP_mz390.2119_rt1.8	1.8	390.2119323
Broad_HP_mz392.2276_rt1.81	1.81	392.227550899999
Broad_HP_mz396.2225_rt1.8	1.8	396.2225108
Broad_HP_mz400.2689_rt1.8	1.8	400.2689353
Broad_HP_mz417.3571_rt1.81	1.81	417.3570892
Broad_HP_mz422.3474_rt1.77	1.77	422.347416399999
Broad_HP_mz426.2331_rt1.81	1.81	426.233125599999
Broad_HP_mz428.2278_rt1.81	1.81	428.227815
Broad_HP_mz432.2587_rt1.79	1.79	432.258705599999
Broad_HP_mz434.2744_rt1.81	1.81	434.2744248
Broad_HP_mz441.2845_rt1.8	1.8	441.2844632
Broad_HP_mz480.3892_rt1.81	1.81	480.389204
Broad_HP_mz506.332_rt1.79	1.79	506.332004299999
Broad_HP_mz580.3326_rt1.75	1.75	580.3325893
Broad_HP_mz604.603_rt1.78	1.78	604.602978399999
Broad_HP_mz606.5817_rt1.8	1.8	606.581695599999
Broad_HP_mz608.5978_rt1.81	1.81	608.5977758
Broad_HP_mz624.4679_rt1.81	1.81	624.467850399999
Broad_HP_mz193.1221_rt1.81	1.81	193.122085199999
Broad_HP_mz239.1639_rt1.85	1.85	239.1638801
Broad_HP_mz271.1902_rt1.82	1.82	271.1901793
Broad_HP_mz272.1855_rt1.83	1.83	272.1854768
Broad_HP_mz276.1803_rt1.81	1.81	276.180292899999
Broad_HP_mz283.1902_rt1.8	1.8	283.190174099999
Broad_HP_mz295.1901_rt1.81	1.81	295.190112399999
Broad_HP_mz308.1702_rt1.81	1.81	308.1701516
Broad_HP_mz323.2578_rt1.81	1.81	323.2578373
Broad_HP_mz327.1799_rt1.81	1.81	327.179900999999
Broad_HP_mz327.2163_rt1.83	1.83	327.216329799999
Broad_HP_mz343.2112_rt1.83	1.83	343.211178299999
Broad_HP_mz360.2378_rt1.82	1.82	360.2377993
Broad_HP_mz382.2068_rt1.8	1.8	382.2068415
Broad_HP_mz390.2482_rt1.8	1.8	390.2482352
Broad_HP_mz399.3101_rt1.81	1.81	399.310115699999
Broad_HP_mz409.2586_rt1.77	1.77	409.258552
Broad_HP_mz427.2687_rt1.8	1.8	427.268732899999
Broad_HP_mz436.2538_rt1.81	1.81	436.253783399999
Broad_HP_mz436.3993_rt1.81	1.81	436.3992774
Broad_HP_mz464.2849_rt1.78	1.78	464.284873699999
Broad_HP_mz494.4413_rt1.82	1.82	494.4412843
Broad_HP_mz510.3633_rt1.83	1.83	510.3632538
Broad_HP_mz516.3161_rt1.76	1.76	516.316078299999
Broad_HP_mz526.3584_rt1.82	1.82	526.358360599999
Broad_HP_mz632.4796_rt1.82	1.82	632.4796042
Broad_HP_mz752.5877_rt1.83	1.83	752.5877259
Broad_HP_mz115.0751_rt1.83	1.83	115.0751308
Broad_HP_mz197.1169_rt1.96	1.96	197.1169391
Broad_HP_mz218.1384_rt1.83	1.83	218.1384041
Broad_HP_mz244.1541_rt1.83	1.83	244.154075
