metabolite_name	refmet_name	rt	mz	neutral_mass	formula
PE P-36:1 or PE O-36:2	PE P-36:1 or PE O-36:2	5.25	730.572647899999	729.567242	C41H80NO7P
PE P-38:6 or PE O-38:7	PE P-38:6 or PE O-38:7	5.182	748.52704	747.520292	C43H74NO7P
PE P-38:5 or PE O-38:6	PE P-38:5 or PE O-38:6	5.16899999999999	750.542419999999	749.535942	C43H76NO7P
PE P-38:4 or PE O-38:5	PE P-38:4 or PE O-38:5	5.16	752.5579615	751.551592	C43H78NO7P
PE P-38:2 or PE O-38:3	PE P-38:2 or PE O-38:3	5.21199999999999	756.588809999999	755.5829	C43H82NO7P
PE P-39:6 or PE O-39:7	PE P-39:6 or PE O-39:7	5.16	762.5424119	761.535942	C44H76NO7P
PE P-39:4 or PE O-39:5	PE P-39:4 or PE O-39:5	5.15	766.574415	765.567242	C44H80NO7P
PE P-40:6 or PE O-40:7	PE P-40:6 or PE O-40:7	5.13799999999999	776.55847	775.551592	C45H78NO7P
PE P-40:4 or PE O-40:5	PE P-40:4 or PE O-40:5	5.13	780.5899951	779.582892	C45H82NO7P
PE 32:1	PE 32:1	5.35	690.506533999999	689.499557	C37H72NO8P
PE 34:2	PE 34:2	5.322	716.52209	715.515207	C39H74NO8P
PE 34:1	PE 34:1	5.32	718.537724499999	717.530857	C39H76NO8P
PE 35:2	PE 35:2	5.31	730.5380218	729.530857	C40H76NO8P
PE 36:4	PE 36:4	5.25199999999999	740.52179	739.515207	C41H74NO8P
PE 36:3	PE 36:3	5.291	742.537839999999	741.530857	C41H76NO8P
PE 36:2	PE 36:2	5.28699999999999	744.55304	743.546507	C41H78NO8P
PE 37:4	PE 37:4	5.23	754.5383984	753.530857	C42H76NO8P
PE 38:6	PE 38:6	5.23	764.5218088	763.515207	C43H74NO8P
PE 38:4	PE 38:4	5.22	768.553083099999	767.546507	C43H78NO8P
PE 40:6	PE 40:6	5.2	792.5531736	791.546507	C45H78NO8P
PS P-36:2 or PS O-36:3	PS P-36:2 or PS O-36:3	6.55199999999999	772.54871	771.541422	C42H78NO9P
PS P-36:1 or PS O-36:2	PS P-36:1 or PS O-36:2	6.55	774.5646418	773.557072	C42H80NO9P
Adenosine	Adenosine	4.83	268.103825299999	267.096755	C10H13N5O4
Inosine	Inosine	4.63	269.0878518	268.080770999999	C10H12N4O5
1-Methyladenosine	1-Methyladenosine	7.56	282.1194687	281.112405	C11H15N5O4
Guanosine	Guanosine	5.08	284.0987318	283.09167	C10H13N5O5
Uric acid	Uric acid	3.93	169.03554	168.028341	C5H4N4O3
Caffeine	Caffeine	2.91	195.0874906	194.080376	C8H10N4O2
Cytidine	Cytidine	5.73	244.092477699999	243.085522	C9H13N3O5
Glycine	Glycine	7.761	76.0392499999999	75.032029	C2H5NO2
Alanine	Alanine	7.64	90.0547809899999	89.047679	C3H7NO2
Serine	Serine	7.49	106.049719999999	105.042594	C3H7NO3
Proline	Proline	8	116.070424399999	115.063329	C5H9NO2
Valine	Valine	7.298	118.08607	117.078978999999	C5H11NO2
Betaine	Betaine	8.89	118.0860657	117.078978999999	C5H11NO2
Threonine	Threonine	7.45	120.0653464	119.058244	C4H9NO3
N-Methyl-proline	N-Methyl-proline	8.54599999999999	130.086209999999	129.079	C6H11NO2
Hydroxyproline	Hydroxyproline	7.73	132.065372599999	131.058244	C5H9NO3
Creatine	Creatine	8.17	132.0766089	131.069477	C4H9N3O2
Leucine	Leucine	6.849	132.10181	131.094629	C6H13NO2
Isoleucine	Isoleucine	6.971	132.10182	131.094629	C6H13NO2
Alloisoleucine	Alloisoleucine	8.26	132.1017242	131.0946	C6H13NO2
Asparagine	Asparagine	7.77	133.0606329	132.053493	C4H8N2O3
Ornithine	Ornithine	9.15	133.0970282	132.089878	C5H12N2O2
Proline betaine	Proline betaine	9.19999999999999	144.101794	143.094629	C7H13NO2
Glutamine	Glutamine	7.86	147.0763052	146.069143	C5H10N2O3
Lysine	Lysine	9.25	147.112675499999	146.105528	C6H14N2O2
Glutamic acid	Glutamic acid	7.43	148.0603153	147.053159	C5H9NO4
Methionine	Methionine	6.91	150.0581942	149.051051	C5H11NO2S
S-Methylcysteine S-oxide	S-Methylcysteine S-oxide	8.42	152.0383815	151.0303	C4H9NO3S
Histidine	Histidine	9.17	156.0766874	155.069477	C6H9N3O2
N-Acetylvaline	N-Acetylvaline	3.06099999999999	160.09673	159.0895	C7H13NO3
Phenylalanine	Phenylalanine	6.578	166.086209999999	165.078979	C9H11NO2
N-Acetylleucine	N-Acetylleucine	2.76	174.1122803	173.105194	C8H15NO3
Arginine	Arginine	9.03999999999999	175.1187681	174.111676	C6H14N4O2
Citrulline	Citrulline	8.188	176.10291	175.095692	C6H13N3O3
Tyrosine	Tyrosine	6.652	182.081179999999	181.073894	C9H11NO3
N-Acetylglutamine	N-Acetylglutamine	7.573	189.08684	188.0797	C7H12N2O4
Homoarginine	Homoarginine	8.81	189.1344372	188.127326	C7H16N4O2
N-6-Trimethyllysine	N-6-Trimethyllysine	11.2	189.159520399999	189.159754417	C9H21N2O2+
N-Acetylglutamic acid	N-Acetylglutamic acid	4.14799999999999	190.07069	189.063724	C7H11NO5
N-Acetylhistidine	N-Acetylhistidine	8.32399999999999	198.087359999999	197.08	C8H11N3O3
Symmetric dimethylarginine	Symmetric dimethylarginine	9.589	203.15009	202.142976	C8H18N4O2
Dimethylarginine	Dimethylarginine	9.685	203.15009	202.142976	C8H18N4O2
Tryptophan	Tryptophan	6.351	205.097019999999	204.089878	C11H12N2O2
Pantothenic acid	Pantothenic acid	3.1	220.117716699999	219.110674	C9H17NO5
Ergothioneine	Ergothioneine	8.07	230.0956734	229.088499	C9H15N3O2S
alpha-N-Phenylacetylglutamine	alpha-N-Phenylacetylglutamine	4.34	265.1181396	264.111008	C13H16N2O4
NA-Gly 18:2	NA-Gly 18:2	2.37	338.268666999999	337.261694	C20H35NO3
Ala-Ala	Ala-Ala	7.979	161.09209	160.0848	C6H12N2O3
Ala-His	Ala-His	9.64	227.113720599999	226.106591	C9H14N4O3
Ile-Val	Ile-Val	6.7	231.17021	230.163	C11H22N2O3
Anserine	Anserine	10.3829999999999	241.12978	240.122241	C10H16N4O3
Glutathione	Glutathione	7.67	308.0908804	307.083809	C10H17N3O6S
N1-Acetylspermidine	N1-Acetylspermidine	9.78999999999999	188.1755387	187.168462	C9H21N3O
N1,N8-Diacetylspermidine	N1,N8-Diacetylspermidine	8.59	230.1861485	229.179	C11H23N3O2
N1,N12-Diacetylspermine	N1,N12-Diacetylspermine	10.37	287.243998999999	286.236876	C14H30N4O2
sn-Glycero-3-phosphocholine	sn-Glycero-3-phosphocholine	10.33	258.1098212	257.102827	C8H20NO6P
Phosphoethanolamine	Phosphoethanolamine	8.673	142.02632	141.0191	C2H8NO4P
Hypotaurine	Hypotaurine	7.83	110.0268301	109.019751	C2H7NO2S
Taurine	Taurine	5.86	126.0217915	125.014666	C2H7NO3S
Diethanolamine	Diethanolamine	7.44	106.0860335	105.078979	C4H11NO2
Trimethylamine N-oxide	Trimethylamine N-oxide	8.00099999999999	76.0756499999999	75.068414	C3H9NO
Histamine	Histamine	9.14	112.0867264	111.079647	C5H9N3
3-Methylhistamine	3-Methylhistamine	9.61	126.1024188	125.0953	C6H11N3
Triethanolamine	Triethanolamine	7.61	150.112333199999	149.105194	C6H15NO3
Tributylamine	Tributylamine	5.83	186.2213312	185.214349	C12H27N
Carnitine	Carnitine	8.71	162.1123124	161.105194	C7H15NO3
Choline	Choline	8.21	104.106759299999	104.106990417	C5H14NO+
Acetylcholine	Acetylcholine	7.73	146.117396399999	146.117555417	C7H16NO2+
Choline phosphate	Choline phosphate	11.19	184.073125299999	183.066	C5H14NO4P
N,N-Dicyclohexylamine	N,N-Dicyclohexylamine	5.87	182.190135099999	181.183049	C12H23N
Myo-inositol	Myo-inositol	6	203.052443899999	180.0634	C6H12O6
Creatinine	Creatinine	6.37	114.0659538	113.058912	C4H7N3O
Biliverdin	Biliverdin	1.93	583.255000399999	582.2478	C33H34N4O6
Urocanic acid	Urocanic acid	4.48	139.0500811	138.042928	C6H6N2O2
Lenticin	Lenticin	7.17	247.143856	246.136828	C14H18N2O2
Heme	Heme	4.80199999999999	616.176209999999	616.177296	C34H32FeN4O4
Acisoga	Acisoga	5.56	185.1282006	184.121178	C9H16N2O2
Niacinamide	Niacinamide	3.75	123.0551057	122.048013	C6H6N2O
1-Methyl nicotinamide	1-Methyl nicotinamide	8.15	137.0707944	137.070939416999	C7H9N2O+
Trigonelline	Trigonelline	8.78599999999999	138.05493	137.047679	C7H7NO2
Nicotine	Nicotine	8.502	163.122909999999	162.1157	C10H14N2
N-Acetylserotonin	N-Acetylserotonin	2.68	219.112621999999	218.1055	C12H14N2O2
beta-Carotene	beta-Carotene	1.53899999999999	536.437009999999	536.4382	C40H56
Cryptoxanthin	Cryptoxanthin	1.63	552.432516699999	552.4331	C40H56O
Carotene diol	Carotene diol	1.76	568.427121	568.428	C40H56O2
Retinol	Retinol	1.73	269.2261962	286.2297	C20H30O
Cer 18:1;O2/2:0	Cer 18:1;O2/2:0	1.97	342.300024	341.292994	C20H39NO3
Cer 18:1;O2/4:0	Cer 18:1;O2/4:0	1.97	370.3311537	425.3869	C22H43NO3
Cer 18:1;O2/14:1	Cer 18:1;O2/14:1	1.87	508.472087699999	507.4651	C32H61NO3
Cer 18:1;O2/14:0	Cer 18:1;O2/14:0	1.86	510.487781999999	509.480794	C32H63NO3
Cer 18:1;O2/15:0	Cer 18:1;O2/15:0	1.85	524.5033683	523.4964	C33H65NO3
Cer 18:1;O2/16:1	Cer 18:1;O2/16:1	1.84	536.503422799999	535.496444	C34H65NO3
Cer 18:1;O2/16:0	Cer 18:1;O2/16:0	1.84	538.519248299999	537.512094	C34H67NO3
Cer 18:1;O2/17:0	Cer 18:1;O2/17:0	1.84	552.534761799999	551.527744	C35H69NO3
Cer 18:1;O2/18:2	Cer 18:1;O2/18:2	1.82	562.5190251	561.512094	C36H67NO3
Cer 36:2;O2	Cer 36:2;O2	1.83	564.534830199999	563.5277	C36H69NO3
Cer 18:1;O2/18:0	Cer 18:1;O2/18:0	1.83	566.550926699999	565.543394	C36H71NO3
Cer 18:1;O2/19:0	Cer 18:1;O2/19:0	1.822	580.566469999999	579.559044	C37H73NO3
Cer 18:1;O2/20:1	Cer 18:1;O2/20:1	1.81	592.566172299999	591.559044	C38H73NO3
Cer 38:1;O2	Cer 38:1;O2	1.81	594.5824972	593.5747	C38H75NO3
Cer 18:1;O2/22:2	Cer 18:1;O2/22:2	1.79	618.5816793	617.5747	C40H75NO3
Cer 18:1;O2/22:1	Cer 18:1;O2/22:1	1.8	620.597385	619.590344	C40H77NO3
Cer 18:1;O2/22:0	Cer 18:1;O2/22:0	1.8	622.6142304	621.605994	C40H79NO3
Cer 18:1;O2/23:1	Cer 18:1;O2/23:1	1.79	634.6130616	633.605994	C41H79NO3
Cer 18:1;O2/24:2	Cer 18:1;O2/24:2	1.79	646.613068099999	645.605994	C42H79NO3
Cer 18:1;O2/24:1	Cer 18:1;O2/24:1	1.78	648.6289781	647.621644	C42H81NO3
GlcCer 18:1;O2/21:0	GlcCer 18:1;O2/21:0	1.54	770.648924599999	769.6432	C45H87NO8
GlcCer 18:2;O2/22:0	GlcCer 18:2;O2/22:0	1.53	782.6490786	781.643169	C46H87NO8
SM 18:1;O2/14:1	SM 18:1;O2/14:1	7.18	673.527512499999	672.5206	C37H73N2O6P
SM 18:1;O2/14:0	SM 18:1;O2/14:0	7.13	675.5432064	674.536275999999	C37H75N2O6P
SM 33:2;O2	SM 33:2;O2	7.12	687.5432061	686.5363	C38H75N2O6P
SM 18:1;O2/15:0	SM 18:1;O2/15:0	7.09	689.558885199999	688.551926	C38H77N2O6P
SM 18:1;O2/16:1	SM 18:1;O2/16:1	7.08	701.5592	700.551926	C39H77N2O6P
SM 18:1;O2/16:0	SM 18:1;O2/16:0	7.06	703.5741577	702.567575999999	C39H79N2O6P
SM 18:1;O2/17:1	SM 18:1;O2/17:1	7.07	715.5733242	714.567575999999	C40H79N2O6P
SM 18:1;O2/17:0	SM 18:1;O2/17:0	7.03	717.590045899999	716.583226	C40H81N2O6P
SM 18:1;O2/18:1	SM 18:1;O2/18:1	7	729.5901334	728.583226	C41H81N2O6P
SM 18:1;O2/18:0	SM 18:1;O2/18:0	6.98	731.6058868	730.598875999999	C41H83N2O6P
SM 18:1;O2/19:1	SM 18:1;O2/19:1	6.94	743.6055847	742.5989	C42H83N2O6P
SM 18:1;O2/19:0	SM 18:1;O2/19:0	6.94	745.6216014	744.614526	C42H85N2O6P
SM 38:3;O2	SM 38:3;O2	6.95	755.605640999999	754.5989	C43H83N2O6P
SM 18:1;O2/20:1	SM 18:1;O2/20:1	6.91	757.6213893	756.614526	C43H85N2O6P
SM 18:1;O2/20:0	SM 18:1;O2/20:0	6.9	759.6370861	758.630176	C43H87N2O6P
SM 18:1;O2/21:0	SM 18:1;O2/21:0	6.86	773.652763199999	772.645825999999	C44H89N2O6P
SM 18:1;O2/22:2	SM 18:1;O2/22:2	6.87	783.637231599999	782.630176	C45H87N2O6P
SM 18:1;O2/22:1	SM 18:1;O2/22:1	6.844	785.652889999999	784.645825999999	C45H89N2O6P
SM 18:1;O2/22:0	SM 18:1;O2/22:0	6.84	787.667799899999	786.661476	C45H91N2O6P
SM 18:1;O2/23:2	SM 18:1;O2/23:2	6.84	797.6529994	796.6458	C46H89N2O6P
Phytosphingosine	Phytosphingosine	5.91	318.3000806	317.292994	C18H39NO3
Sphinganine	Sphinganine	5.72	302.305087099999	301.298079	C18H39NO2
C16 Sphingosine	C16 Sphingosine	5.671	272.258269999999	271.251129	C16H33NO2
Sphingosine	Sphingosine	5.63	300.289475799999	299.282429	C18H37NO2
7alpha-Hydroxy-4-cholesten-3-one	7alpha-Hydroxy-4-cholesten-3-one	1.81	401.341100299999	400.3341	C27H44O2
Solanidine	Solanidine	5.78	398.341384399999	397.334464	C27H43NO
3-Hydroxynorvaline	3-Hydroxynorvaline	8.166	134.08087	133.0739	C5H11NO3
Tridecylamine	Tridecylamine	5.67	200.2370725	199.229999	C13H29N
N-Acetylisoputreanine	N-Acetylisoputreanine	8.05	203.138826099999	202.131743	C9H18N2O3
N,N-Dimethylhexadecylamine	N,N-Dimethylhexadecylamine	5.47	270.3153198	269.308249	C18H39N
10Z-Heptadecenoyl-EA	10Z-Heptadecenoyl-EA	1.96	312.289607499999	311.2824	C19H37NO2
Glycidyl linoleate	Glycidyl linoleate	1.569	337.273469999999	336.2664	C21H36O3
NA-Glu 16:0	NA-Glu 16:0	3.22299999999999	385.30597	385.2828	C21H40N2O4
alpha-Tocoquinone	alpha-Tocoquinone	1.7	447.383062199999	446.376	C29H50O3
LPG 18:1	LPG 18:1	5	511.3026457	510.2958	C24H47O9P
