concept_id,respell
days-of-week.monday,joo-mah-TAH-too
months.january,jah-noo-AH-ree
directions.where-is,{} nee WAH-pee?
quick-directions.go-straight,NEHN-dah MOH-jah kwah MOH-jah
taxi.please-take-me-here,tah-fah-THAH-lee nee-peh-LEH-keh HAH-pah
transit-rides.two-tickets,tee-KEH-tee m-BEE-lee
border-customs.i-am-a-tourist,MEE-mee nee m-tah-LEE-ee
pickup-meeting.where-is-the-pickup-point,seh-HEH-moo yah koo-choo-koo-LEE-wah nee WAH-pee?
rail-station-words.high-speed-rail,TREH-nee yah ehs-jee-AHR
common-signs.open-on,WAH-zee
utility-templates.i-want-to-go-to,nah-TAH-kah KWEHN-dah {}
building-help.i-am-lost,nee-meh-poh-TEH-ah
accessibility.wheelchair-access,jeh ee-nah-pee-TEE-kah kwah KEE-tee chah mah-goo-roo-DOO-moo?
toilets.where-public-toilet,choh chah OOM-mah KEE-koh WAH-pee?
building-words.stairs,ng-GAH-zee
pronouns-verbs.we-us,SEE-see
question-words.where,WAH-pee
emergency-medical.please-call-an-ambulance,tah-fah-THAH-lee PEE-gah SEE-moo ahm-boo-LEHN-see
medical-conditions.i-need-insulin,nah-hee-TAH-jee een-soo-LEE-nee
pharmacy-symptoms.i-need-medicine-for,nah-hee-TAH-jee DAH-wah yah {}
body-parts.stomach,TOOM-boh
lost-rescue.i-lost-my-phone,nee-meh-poh-TEH-zah SEE-moo YAHN-goo
police-consulate.i-want-to-report-a-theft,nah-TAH-kah koo-TOH-ah tah-ah-REE-fah yah WEE-zee
dietary-needs.no-eggs,BEE-lah mah-YAH-ee
food-ordering.is-a-table-available,jeh KOO-nah MEH-zah?
trail-words.trailhead,mwahn-ZOH wah n-JEE-ah
weather.will-it-rain,jeh m-VOO-ah ee-tah-NYEH-shah LEH-oh?
hiking-parks.where-is-the-trailhead,mwahn-ZOH wah n-JEE-ah nee WAH-pee?
trail-conditions.can-we-return-the-same-way,too-nah-WEH-zah koo-ROO-dee n-JEE-ah hee?
trail-transport.what-time-is-the-last-shuttle,BAH-see lah MWEE-shoh nee sah ng-GAH-pee?
trail-warnings.closed,ee-meh-FOON-gwah
trail-landmarks.fork-junction,n-JEE-ah PAHN-dah
hotel-words.room-key-card,KAH-dee yah CHOOM-bah
hotel-basics.there-are-two-of-us,TOO-koh wah-WEE-lee
hotel-requests.what-time-does-breakfast-start,kee-foon-GOO-ah KEE-nywah hoo-AHN-zah sah ng-GAH-pee?
room-problems.the-air-conditioning-is-broken,kee-yoh-YOH-zee kee-meh-hah-ree-BEE-kah
laundry.where-is-a-laundromat,DOH-bee EE-koh WAH-pee?
introductions.nice-to-meet-you,nee-meh-foo-RAH-hee koo-koo-TAH-nah NAH-weh
numbers-money.y,MOH-jah
atm-cash.does-this-atm-take-foreign-cards,jeh ay-tee-EHM hee ee-nah-koo-BAH-lee KAH-dee zah n-JEH?
attractions-tickets.do-i-need-a-reservation,nah-hee-TAH-jee koo-WEH-kah nah-FAH-see?
payment-receipt.pay-cash,koo-LEE-pah kwah FEH-thah tahs-LEE-moo?
shopping.how-much-is-this,hee nee BEH-ee GAH-nee?
color-size-returns.do-you-have-another-size,jeh m-NAH sah-EE-zee nyeen-GHEE-neh?
social-basics.hello-polite,shee-kah-MOH
communication.i-speak-only-a-little-of-this,nah-SEH-mah kee-swah-HEE-lee kee-DOH-goh too
quick-responses.yes-right,n-DEE-yoh
phone-translation.please-speak-toward-the-phone,tah-fah-THAH-lee SEH-mah KWEH-nyeh SEE-moo
phone-translation.please-write-the-place-name,tah-fah-THAH-lee ahn-DEE-kah JEE-nah lah mah-HAH-lee HAH-pah
sim-data.may-i-use-your-wifi,nah-OHM-bah koo-too-MEE-ah wai-fai YAH-koh?
etiquette.is-tipping-expected,jeh bahk-SHEE-shee ee-nah-tah-rah-JEE-wah?
children.make-an-announcement,tah-fah-THAH-lee tahn-GAH-zah kwah SPEE-kah
time-scheduling.how-many-minutes,dah-KEE-kah ng-GAH-pee?
time-words.tomorrow,KEH-shoh
days-of-week.tuesday,joo-MAHN-neh
months.february,feh-broo-AH-ree
directions.how-do-i-get-to,nee-fee-KAH-jeh {}?
quick-directions.turn-left,gheh-OO-kah koo-SHOH-toh
taxi.please-send-me-the-address,tah-fah-THAH-lee nee-too-MEE-eh ahn-WAH-nee
transit-rides.where-is-the-subway-station,kee-TOO-oh chah TREH-nee nee WAH-pee?
place-words.visitor-center,kee-TOO-oh chah wah-GHEH-nee
border-customs.here-is-my-passport,hee nee pah-see-POH-tee YAHN-goo
pickup-meeting.please-send-me-the-pickup-point,tah-fah-THAH-lee nee-too-MEE-eh seh-HEH-moo yah koo-choo-koo-LEE-wah
common-signs.closed-off,ee-meh-FOON-gwah
utility-templates.please-give-me,nah-OHM-bah {}
building-help.where-is-reception,mah-poh-KEH-zee nee WAH-pee?
accessibility.elevator,jeh KOO-nah LEEF-tee?
in-a-building.do-you-have-wi-fi,jeh m-NAH wai-fai?
toilets.may-i-use-the-toilet,nah-OHM-bah nee-too-MEE-eh choh
building-words.entrance,koo-een-GHEE-ah
pronouns-verbs.you,WEH-weh
question-words.who,NAH-nee
emergency-medical.i-need-a-doctor,nah-hee-TAH-jee dahk-TAH-ree
medical-conditions.i-have-asthma,NEE-nah POO-moo
pharmacy-symptoms.i-have-a-fever,NEE-nah HOH-mah
body-parts.back,m-GOHN-goh
lost-rescue.please-call-the-police,tah-fah-THAH-lee PEE-gah SEE-moo poh-LEE-see
police-consulate.my-bag-was-stolen,m-KOH-bah WAHN-goo oo-meh-ee-BEE-wah
dietary-needs.not-spicy,BEE-lah pee-lee-PEE-lee
food-ordering.menu-please,"MEH-nyoo, tah-fah-THAH-lee"
trail-words.summit,kee-LEH-leh
weather.is-it-safe-today,jeh nee sah-LAH-mah LEH-oh?
hiking-parks.how-long-to-the-summit,nee MOO-dah GAH-nee HAH-dee kee-leh-LEH-nee?
trail-conditions.can-we-return-before-dark,too-nah-WEH-zah koo-ROO-dee KAHB-lah yah GHEE-zah?
trail-transport.when-does-the-cableway-stop,GAH-ree lah KEH-boh lee-nah-see-MAH-mah sah ng-GAH-pee?
trail-warnings.maintenance,mah-reh-keh-BEE-shoh
trail-landmarks.boardwalk-cliff-path,n-JEE-ah yah m-BAH-oh
hotel-words.check-in,koo-een-GHEE-ah
hotel-basics.i-have-a-reservation,nee-meh-WEH-kah nah-FAH-see
hotel-requests.can-i-store-my-luggage,nah-WEH-zah koo-WEH-kah mee-ZEE-goh YAHN-goo?
room-problems.there-is-no-hot-water,hah-KOO-nah MAH-jee yah MOH-toh
laundry.when-will-it-be-ready,ee-tah-KOO-wah tah-YAH-ree LEE-nee?
introductions.what-is-your-name,JEE-nah LAH-koh nee NAH-nee?
numbers-money.r,m-BEE-lee
atm-cash.the-atm-kept-my-card,ay-tee-EHM ee-meh-MEH-zah KAH-dee YAHN-goo
attractions-tickets.what-is-the-latest-entry-time,koo-een-GHEE-ah kwah MWEE-shoh nee sah ng-GAH-pee?
payment-receipt.pay-by-qr-code,koo-LEE-pah kwah kyoo-AHR?
shopping.that-is-too-expensive,nee GAH-lee m-NOH
color-size-returns.may-i-try-it-on,nah-OHM-bah nee-jah-REE-boo?
social-basics.good-morning,hah-BAH-ree zah ah-soo-BOO-hee
communication.do-you-speak-english,oo-nah-SEH-mah kee-een-gheh-REH-zah?
quick-responses.no-not,hah-PAH-nah
phone-translation.one-sentence-at-a-time-please,"sehn-TEHN-see MOH-jah kwah wah-KAH-tee, tah-fah-THAH-lee"
phone-text-power.please-use-simple-words,tah-fah-THAH-lee too-MEE-ah mah-NEH-noh rah-HEE-see
sim-data.how-much-data-is-included,KOO-nah DAH-tah kee-AH-see GAH-nee?
etiquette.is-service-included,jeh hoo-DOO-mah EE-moh?
children.child-age,m-TOH-toh WAHN-goo AH-nah mee-AH-kah {}
time-scheduling.what-time-should-we-meet,too-koo-TAH-neh sah ng-GAH-pee?
time-words.yesterday,JAH-nah
days-of-week.wednesday,joo-mah-TAH-noh
months.march,MAH-chee
directions.is-it-far,nee m-BAH-lee?
quick-directions.turn-right,gheh-OO-kah koo-LEE-ah
taxi.we-need-the-east-gate-not-the-south-gate,"too-nah-hee-TAH-jee LAHN-goh lah mah-shah-REE-kee, SEE-oh lah koo-SEE-nee"
transit-rides.does-this-bus-train-go-to,jeh hee ee-nah-KWEHN-dah {}?
place-words.railway-station,steh-SHEH-nee yah TREH-nee
border-customs.i-am-staying-for-days,nah-KAH SEE-koo {}
pickup-meeting.please-pick-us-up-here,tah-fah-THAH-lee too-choo-KOO-eh HAH-pah
rail-station-words.transfer,koo-bah-dee-LEE-shah GAH-ree
common-signs.occupied,ee-nah-too-MEE-kah
utility-templates.may-i,jeh nah-WEH-zah {}?
building-help.where-is-a-power-outlet,soh-KEH-tee yah oo-MEH-meh EE-koh WAH-pee?
accessibility.ramp,jeh KOO-nah n-JEE-ah yah m-teh-REHM-koh?
in-a-building.what-is-the-wi-fi-password,neh-noh-SEE-ree lah wai-fai nee NEE-nee?
toilets.is-it-only-for-customers,nee kwah wah-TEH-jah too?
building-words.exit,koo-TOH-kah
pronouns-verbs.you-polite,NEE-nyee
question-words.which-one,GAH-nee
emergency-medical.i-am-sick,MEE-mee nee m-GOHN-jwah
medical-conditions.i-have-a-heart-condition,NEE-nah oo-GOHN-jwah wah MOH-yoh
pharmacy-symptoms.i-have-diarrhea,NEE-nah koo-HAH-rah
body-parts.throat,koh
lost-rescue.we-are-here,TOO-koh HAH-pah
police-consulate.my-passport-was-stolen,pah-see-POH-tee YAHN-goo ee-meh-ee-BEE-wah
dietary-needs.less-spicy,pee-lee-PEE-lee kee-DOH-goh
food-ordering.i-want-this,nah-TAH-kah hee
trail-words.viewpoint,mah-HAH-lee pah koo-tah-ZAH-mah
weather.how-cold-at-night,oo-SEE-koo nee BAH-ree-dee kee-AH-see GAH-nee?
hiking-parks.how-long-to-the-viewpoint,nee MOO-dah GAH-nee HAH-dee mah-HAH-lee pah koo-tah-ZAH-mah?
trail-conditions.is-the-trail-open,jeh n-JEE-ah EE-koh WAH-zee?
trail-transport.where-can-we-buy-water,too-nah-WEH-zah koo-noo-NOO-ah MAH-jee WAH-pee?
trail-warnings.steep-slope,m-teh-REHM-koh m-KAH-lee
trail-landmarks.start,mwahn-ZOH
hotel-words.check-out,koo-ohn-DOH-kah
hotel-basics.can-i-charge-my-phone,nah-WEH-zah koo-CHAH-jee SEE-moo YAHN-goo?
hotel-requests.no-housekeeping,m-see-sah-FEE-sheh CHOOM-bah
room-problems.can-i-change-rooms,nah-WEH-zah koo-bah-dee-LEE-shah CHOOM-bah?
laundry.how-much-per-kilo,nee BEH-ee GAH-nee kwah KEE-loh?
introductions.we-are-traveling-together,too-nah-sah-FEE-ree pah-MOH-jah
atm-cash.is-there-a-fee,jeh KOO-nah gah-RAH-mah?
attractions-tickets.are-there-lockers,jeh KOO-nah mah-kah-BAH-tee yah mee-ZEE-goh?
payment-receipt.a-receipt-please,"ree-SEE-tee, tah-fah-THAH-lee"
shopping.can-it-be-a-little-cheaper,poon-GOO-zah kee-DOH-goh?
color-size-returns.can-i-return-it,nah-WEH-zah koo-roo-DEE-shah?
social-basics.good-evening,hah-BAH-ree zah jee-OH-nee
communication.please-speak-more-slowly,tah-fah-THAH-lee SEH-mah poh-leh-POH-leh
quick-responses.okay-can,SAH-wah
phone-text-power.my-phone-battery-is-low,BEH-tree yah SEE-moo YAHN-goo ee-nah-EE-shah
sim-data.do-you-need-my-passport,jeh oo-nah-hee-TAH-jee pah-see-POH-tee YAHN-goo?
etiquette.may-i-enter,HOH-dee?
children.high-chair,jeh m-NAH KEE-tee chah JOO chah m-TOH-toh?
time-scheduling.can-we-change-the-time,too-nah-WEH-zah koo-bah-dee-LEE-shah MOO-dah?
time-words.this-week,WEE-kee hee
days-of-week.thursday,ahl-hah-MEE-see
months.april,ah-PREE-lee
directions.how-long-on-foot,nee MOO-dah GAH-nee kwah mee-GOO?
quick-directions.this-way,n-JEE-ah hee
taxi.please-stop-here,tah-fah-THAH-lee see-MAH-mah HAH-pah
transit-rides.what-is-the-next-stop,kee-TOO-oh kee-JAH-choh nee KEE-pee?
place-words.airport,oo-WAHN-jah wah n-DEH-gheh
border-customs.nothing-to-declare,SEE-nah KEE-too chah koo-tahn-GAH-zah
pickup-meeting.meet-us-at,too-koo-TAH-neh {}
rail-station-words.ticket-gate,LAHN-goh lah tee-KEH-tee
common-signs.vacant,EE-koh WAH-zee
utility-templates.please-do-not-add,tah-fah-THAH-lee oo-see-WEH-keh {}
accessibility.how-many-steps,KOO-nah ng-GAH-zee ng-GAH-pee?
in-a-building.which-floor,goh-ROH-fah yah ng-GAH-pee?
toilets.toilet-wc,choh
building-words.men,wah-nah-OO-meh
pronouns-verbs.he-him,YEH-yeh
question-words.when,LEE-nee
emergency-medical.i-am-injured,nee-meh-jeh-roo-HEE-wah
medical-conditions.i-am-allergic-to-penicillin,NEE-nah m-ZEE-oh wah peh-nee-see-LEE-nee
pharmacy-symptoms.where-is-an-all-night-pharmacy,DOO-kah lah DAH-wah lah oo-SEE-koo LEE-koh WAH-pee?
body-parts.tooth,JEE-noh
lost-rescue.please-look-at-my-location-pin,tah-fah-THAH-lee tah-ZAH-mah ah-LAH-mah yah eh-NEH-oh LAHN-goo
police-consulate.someone-is-following-me,m-TOO ah-nah-nee-foo-AH-tah
dietary-needs.no-peanuts,BEE-lah kah-RAHN-gah
food-ordering.do-you-have-drinking-water,jeh m-NAH MAH-jee yah KOO-nywah?
trail-words.cableway,GAH-ree lah KEH-boh
weather.rain,m-VOO-ah
hiking-parks.which-route-is-easier,n-JEE-ah EE-pee nee rah-HEE-see?
trail-conditions.is-the-route-steep,jeh n-JEE-ah ee-nah-PAHN-dah SAH-nah?
trail-transport.where-can-we-refill-water,too-nah-WEH-zah koo-JAH-zah MAH-jee WAH-pee?
trail-warnings.caution-slippery,tah-hah-THAH-ree: ee-nah-teh-LEH-zah
trail-landmarks.end,MWEE-shoh
hotel-basics.i-would-like-a-non-smoking-room,nah-OHM-bah CHOOM-bah BEE-lah see-GAH-rah
room-problems.the-room-is-too-noisy,CHOOM-bah KEE-nah keh-LEH-leh NYEEN-ghee
laundry.can-it-be-ready-today,ee-nah-WEH-zah KOO-wah tah-YAH-ree LEH-oh?
introductions.this-is-my-friend,HOO-yoo nee rah-FEE-kee YAHN-goo
numbers-money.s-n,TAH-too
atm-cash.the-card-was-declined,KAH-dee ee-meh-kah-tah-LEE-wah
attractions-tickets.may-i-take-photos,nah-OHM-bah nee-PEE-gheh PEE-chah?
color-size-returns.can-i-exchange-it,nah-WEH-zah koo-bah-dee-LEE-shah?
social-basics.goodbye,kwah-HEH-ree
communication.i-do-not-understand-spoken,see-eh-LEH-wee
quick-responses.cannot-not-allowed,hah-ee-roo-hoo-SEE-wee
phone-text-power.do-you-have-a-power-bank,jeh m-NAH POW-er bahnk?
sim-data.how-long-is-it-valid,ee-nah-DOO-moo kwah MOO-dah GAH-nee?
etiquette.remove-shoes,nee-VOO-eh vee-AH-too?
children.baby-changing-room,CHOOM-bah chah koo-bah-dee-LEE-shah NEH-pee nee WAH-pee?
time-scheduling.when-is-convenient,LEE-nee ee-nah-FAH-ah KWAH-koh?
time-words.next-week,WEE-kee ee-JAH-yoh
days-of-week.friday,ee-joo-MAH
months.may,MEH-ee
directions.please-show-me-on-the-map,tah-fah-THAH-lee nee-oh-NYEH-sheh KWEH-nyeh rah-MAH-nee
quick-directions.that-way,n-JEE-ah EE-leh
taxi.can-you-wait-for-me-here,oo-nah-WEH-zah koo-nee-soo-BEE-ree HAH-pah?
transit-rides.please-tell-me-where-to-get-off,tah-fah-THAH-lee nee-ahm-BEE-eh nee-SHOO-keh WAH-pee
place-words.service-desk,dah-WAH-tee lah hoo-DOO-mah
border-customs.i-am-staying-at,nah-KAH {}
pickup-meeting.please-call-me-a-ride,tah-fah-THAH-lee nee-EE-tee-eh GAH-ree
rail-station-words.platform,joo-KWAH
common-signs.caution,tah-hah-THAH-ree
utility-templates.do-you-have,jeh m-NAH {}?
accessibility.cannot-climb-stairs,see-WEH-zee koo-PAHN-dah ng-GAH-zee
toilets.is-it-free,nee BOO-reh?
building-words.women,wah-nah-WAH-keh
pronouns-verbs.she-her,YEH-yeh
question-words.how,VEE-pee
emergency-medical.it-hurts-here,ee-nah-OO-mah HAH-pah
medical-conditions.i-have-epilepsy,NEE-nah kee-FAH-fah
pharmacy-symptoms.painkiller,DAH-wah yah mah-oo-MEE-voo
body-parts.chest,kee-FOO-ah
lost-rescue.i-cannot-walk,see-WEH-zee koo-tehm-BEH-ah
police-consulate.i-need-a-written-police-report,nah-hee-TAH-jee ree-POH-tee yah poh-LEE-see kwah mah-ahn-DEE-shee
dietary-needs.no-nuts,BEE-lah koh-ROH-shoh WAH-lah KOHK-wah
food-ordering.to-go-please,"yah koo-choo-KOO-ah, tah-fah-THAH-lee"
trail-words.shuttle-bus,BAH-see lah hoo-DOO-mah
weather.snow,theh-LOO-jee
trail-conditions.is-the-path-slippery,jeh n-JEE-ah ee-nah-teh-LEH-zah?
trail-transport.is-there-cell-signal-here,jeh KOO-nah m-tahn-DAH-oh HAH-pah?
trail-warnings.danger,hah-TAH-ree
trail-landmarks.elevation,mwee-NOO-koh
hotel-basics.i-would-like-a-quiet-room,nah-OHM-bah CHOOM-bah chah oo-too-LEE-voo
room-problems.the-key-does-not-work,oo-foon-GOO-oh hah-oo-FAH-nyee KAH-zee
laundry.please-do-not-use-bleach,tah-fah-THAH-lee oo-see-too-MEE-eh JEE-kee
introductions.i-am-from,nah-TOH-kah {}
numbers-money.s,n-NEH
atm-cash.what-is-the-exchange-rate,kee-WAHN-goh chah koo-bah-dee-LEE-shah nee KEE-pee?
attractions-tickets.please-take-a-photo-of-us,tah-fah-THAH-lee too-PEE-gheh PEE-chah
color-size-returns.do-you-have-a-bag,jeh m-NAH m-FOO-koh?
social-basics.thank-you,ah-SAHN-teh
communication.i-cannot-read-understand,see-WEH-zee koo-SOH-mah WAH-lah koo-eh-LEH-wah
quick-responses.works-okay,ee-nah-FAH-nyah KAH-zee
phone-text-power.the-translation-may-be-inaccurate,tahf-SEE-ree ee-nah-WEH-zah KOO-wah see sah-HEE-hee
sim-data.please-activate-it,tah-fah-THAH-lee ee-sah-JEE-lee
etiquette.photo-of-you,nah-OHM-bah nee-koo-PEE-gheh PEE-chah?
children.childrens-menu,jeh KOO-nah MEH-nyoo yah wah-TOH-toh?
time-scheduling.what-is-today-s-date,LEH-oh nee tah-REH-heh ng-GAH-pee?
time-words.morning,ah-soo-BOO-hee
days-of-week.saturday,joo-mah-MOH-see
months.june,JOO-nee
directions.where-is-the-nearest,{} nee WAH-pee kah-REE-boo nah HAH-pah?
quick-directions.on-the-left,koo-SHOH-toh
taxi.we-need-to-catch-the-high-speed-train,too-nah-hee-TAH-jee koo-PAH-tah TREH-nee yah ehs-jee-AHR
transit-rides.is-this-direct,jeh ee-nah-KWEHN-dah MOH-jah kwah MOH-jah?
place-words.bus-stop,kee-TOO-oh chah BAH-see
border-customs.i-am-here-for-business,nee-meh-KOO-jah kwah bee-ah-SHAH-rah
rail-station-words.ticket-office,oh-FEE-see yah tee-KEH-tee
common-signs.no-entry,oo-see-EEN-ghee-eh
utility-templates.please-write-the-number,tah-fah-THAH-lee ahn-DEE-kah NAHM-bah
accessibility.need-to-sit-down,nah-hee-TAH-jee koo-KAH CHEE-nee
toilets.do-i-need-a-coin,nah-hee-TAH-jee sah-RAH-foo AH-oo toh-KEH-nee?
building-words.door,m-LAHN-goh
pronouns-verbs.they-them,WAH-oh
question-words.how-much-many,kee-AH-see GAH-nee
emergency-medical.where-is-a-pharmacy,DOO-kah lah DAH-wah LEE-koh WAH-pee?
medical-conditions.my-blood-sugar-is-low,soo-KAH-ree YAHN-goo yah DAH-moo ee-meh-SHOO-kah
pharmacy-symptoms.do-i-need-a-prescription,nah-hee-TAH-jee ah-GHEE-zoh lah dahk-TAH-ree?
body-parts.eye,JEE-choh
lost-rescue.i-sprained-my-ankle,kee-FOON-doh chah m-GOO kee-meh-teh-GOO-kah
police-consulate.i-want-to-contact-my-embassy,nah-TAH-kah koo-wah-see-lee-AH-nah nah oo-bah-LOH-zee WAHN-goo
dietary-needs.no-seafood,BEE-lah sah-MAH-kee WAH-lah KAHM-bah
food-ordering.check-please,"BEE-lee, tah-fah-THAH-lee"
trail-words.park-shuttle,BAH-see lah hee-FAH-thee
weather.wind,oo-PEH-poh
trail-transport.do-you-have-a-map,jeh m-NAH rah-MAH-nee?
trail-warnings.beware-falling-rocks,tah-hah-THAH-ree: MAH-weh yah-nah-ahn-GOO-kah
trail-landmarks.sunset,mah-CHWEH-oh
hotel-basics.is-there-a-washing-machine,jeh KOO-nah mah-SHEE-neh yah koo-FOO-ah?
room-problems.the-toilet-will-not-flush,choh hah-kee-VOO-tee MAH-jee
laundry.laundromat,DOH-bee
introductions.where-are-you-from,oo-nah-TOH-kah WAH-pee?
numbers-money.w,TAH-noh
atm-cash.no-money-came-out,PEH-sah hah-zee-koo-TOH-kah
social-basics.you-are-welcome,kah-REE-boo
communication.please-say-it-again,tah-fah-THAH-lee SEH-mah TEH-nah
quick-responses.does-not-work-no,hah-ee-FAH-nyee KAH-zee
phone-text-power.please-confirm,tah-fah-THAH-lee thee-bee-TEE-shah
sim-data.do-you-have-an-esim,jeh m-NAH ee-seem?
etiquette.may-i-sit-here,nah-OHM-bah nee-KAH-eh HAH-pah?
children.suitable-for-children,jeh hee ee-nah-FAH-ah kwah wah-TOH-toh?
time-scheduling.what-day-is-it-today,LEH-oh nee SEE-koo GAH-nee?
time-words.afternoon,m-CHAH-nah
days-of-week.sunday,joo-mah-PEE-lee
months.july,joo-LAH-ee
directions.where-am-i,NEE-koh WAH-pee?
quick-directions.on-the-right,koo-LEE-ah
taxi.please-use-the-meter,tah-fah-THAH-lee too-MEE-ah MEE-tah
transit-rides.do-i-need-to-transfer,nah-hee-TAH-jee koo-bah-dee-LEE-shah GAH-ree?
place-words.luggage-storage,seh-HEH-moo yah koo-WEH-kah mee-ZEE-goh
border-customs.i-have-a-return-ticket,NEE-nah tee-KEH-tee yah koo-ROO-dee
rail-station-words.waiting-room,CHOOM-bah chah koo-soo-BEE-ree
common-signs.no-smoking,oo-see-VOO-teh see-GAH-rah
utility-templates.i-need,nah-hee-TAH-jee {}
accessibility.accessible-restroom,jeh KOO-nah choh chah wah-leh-MAH-voo?
toilets.is-the-tap-water-safe-to-drink,MAH-jee yah BOHM-bah nee sah-LAH-mah KOO-nywah?
building-words.key,oo-foon-GOO-oh
pronouns-verbs.my-mine,YAHN-goo / WAHN-goo
question-words.how-many,ng-GAH-pee
emergency-medical.please-take-me-to-a-hospital,tah-fah-THAH-lee nee-peh-LEH-keh hoh-spee-TAH-lee
medical-conditions.i-need-my-inhaler,nah-hee-TAH-jee DAH-wah YAHN-goo yah POO-moo
pharmacy-symptoms.i-have-a-headache,NEE-nah mah-oo-MEE-voo yah KEECH-wah
body-parts.ear,see-KEE-oh
lost-rescue.please-contact-rescue,tah-fah-THAH-lee wah-see-lee-AH-nah nah oo-oh-koh-AH-jee
police-consulate.i-need-it-for-my-insurance,nah-hee-TAH-jee kwah BEE-mah YAHN-goo
dietary-needs.i-am-vegetarian,SEE-lee NYAH-mah WAH-lah sah-MAH-kee
food-ordering.does-it-contain,jeh KOO-nah {} n-DAH-nee?
trail-words.steps,ng-GAH-zee
weather.storm,thoh-ROO-bah
trail-warnings.first-aid-station,kee-TOO-oh chah hoo-DOO-mah yah KWAHN-zah
room-problems.the-light-does-not-work,tah hah-ee-FAH-nyee KAH-zee
laundry.please-iron-this,tah-fah-THAH-lee PEE-gah PAH-see hee
introductions.how-are-you,hah-BAH-ree YAH-koh?
numbers-money.li,SEE-tah
atm-cash.where-can-i-change-money,nah-WEH-zah koo-bah-dee-LEE-shah PEH-sah WAH-pee?
social-basics.excuse-me-sorry,sah-mah-HAH-nee
communication.please-write-it-down,tah-fah-THAH-lee ahn-DEE-kah
sim-data.my-data-is-not-working,DAH-tah YAHN-goo hah-ee-FAH-nyee KAH-zee
etiquette.queue-for,hee nee foh-LEH-nee yah {}?
children.minimum-age,OOM-ree wah CHEE-nee nee OO-pee?
time-scheduling.what-time-does-it-open,ee-nah-foon-goo-LEE-wah sah ng-GAH-pee?
time-words.evening,jee-OH-nee
months.august,ah-GOHS-tee
directions.which-way,n-JEE-ah EE-pee?
quick-directions.across-from-here,NGAHM-boh
