concept_id,respell
toilets.where-public-toilet,oo-moo-MEE too-vah-LEHT NEH-reh-deh?
building-words.stairs,mehr-dee-VEHN
pronouns-verbs.we-us,beez / bee-ZEE
question-words.where,NEH-reh-deh
emergency-medical.please-call-an-ambulance,LEWT-fehn ahm-boo-LAHNS chah-uh-RUHN.
medical-conditions.i-need-insulin,een-sew-lee-NEH eeh-tee-yah-JUHM VAHR.
pharmacy-symptoms.i-need-medicine-for,{} ee-CHEEN ee-LAHCH lah-ZUHM.
body-parts.stomach,kah-RUHN
lost-rescue.i-lost-my-phone,teh-leh-foh-noo-MOO keye-beht-TEEM.
police-consulate.i-want-to-report-a-theft,huhr-suhz-luh-UH beel-deer-MEHK ees-tee-yoh-ROOM.
dietary-needs.no-eggs,yoo-moor-TAH OHL-mah-suhn.
food-ordering.is-a-table-available,bohsh mah-SAH VAHR muh?
trail-words.trailhead,yohl bahsh-lahn-guh-JUH
weather.will-it-rain,boo-GEWN yah-MOOR VAHR muh?
hiking-parks.where-is-the-trailhead,yohl bahsh-lahn-guh-JUH NEH-reh-deh?
trail-conditions.can-we-return-the-same-way,eye-NUH yohl-DAHN dur-neh-bee-LEER mee-YEEZ?
trail-transport.what-time-is-the-last-shuttle,sohn sehr-VEES sah-AHT kahch-TAH?
trail-warnings.closed,kah-pah-LUH
trail-landmarks.fork-junction,yohl eye-ruh-MUH
hotel-words.room-key-card,oh-DAH kahr-TUH
hotel-basics.there-are-two-of-us,ee-KEE kee-shee-YEEZ.
hotel-requests.what-time-does-breakfast-start,kah-vahl-TUH kahch-TAH bahsh-luh-YOHR?
room-problems.the-air-conditioning-is-broken,klee-MAH boh-ZOOK.
laundry.where-is-a-laundromat,chah-mah-shuhr-hah-NEH NEH-reh-deh?
introductions.nice-to-meet-you,mehm-NOON ohl-DOOM.
numbers-money.y,BEER
atm-cash.does-this-atm-take-foreign-cards,boo ah-teh-MEH yah-bahn-JUH kahrt kah-BOOL eh-dee-YOHR moo?
attractions-tickets.do-i-need-a-reservation,reh-zehr-vahs-YOHN geh-reh-kee-YOHR moo?
payment-receipt.pay-cash,nah-KEET oh-LOOR moo?
shopping.how-much-is-this,boo neh kah-DAHR?
color-size-returns.do-you-have-another-size,BAHSH-kah beh-DEHN VAHR muh?
social-basics.hello-polite,ee-YEE gewn-LEHR
communication.i-speak-only-a-little-of-this,boo dee-LEE bee-RAHZ bee-lee-yoh-ROOM.
quick-responses.yes-right,eh-VEHT / doh-ROO
phone-translation.please-speak-toward-the-phone,teh-leh-foh-NAH doh-ROO koh-noo-SHOON.
phone-translation.please-write-the-place-name,yehr ah-duh-NUH BOO-rah-yah yah-ZUHN.
sim-data.may-i-use-your-wifi,VYE-fye-nee-ZEE kool-lah-nah-bee-LEER mee-yeem?
etiquette.is-tipping-expected,bah-SHEESH veh-ree-lee-YOHR moo?
children.make-an-announcement,ah-NOHNS yah-PAHR muh-suh-nuhz?
time-scheduling.how-many-minutes,kahch dah-kee-KAH?
time-words.tomorrow,yah-RUHN
days-of-week.tuesday,sah-LUH
months.february,shoo-BAHT
directions.how-do-i-get-to,{} yoh-loo-NOO tah-REEF eh-DEHR mee-see-neez?
quick-directions.turn-left,soh-LAH dur-NEWN.
taxi.please-send-me-the-address,ahd-reh-SEE bah-NAH gurn-deh-REEN.
transit-rides.where-is-the-subway-station,meht-ROH ees-tahs-yoh-NOO NEH-reh-deh?
place-words.visitor-center,zee-yah-reht-CHEE mehr-keh-ZEE
border-customs.here-is-my-passport,pah-sah-pohr-TOOM BOO-rah-dah.
pickup-meeting.please-send-me-the-pickup-point,boo-loosh-MAH nohk-tah-suh-NUH gurn-deh-REEN.
common-signs.closed-off,kah-pah-LUH
utility-templates.please-give-me,{} veh-REER mee-see-neez?
building-help.where-is-reception,reh-sehp-see-YOHN NEH-reh-deh?
accessibility.elevator,ah-sahn-SUR VAHR muh?
in-a-building.do-you-have-wi-fi,VYE-fye VAHR muh?
toilets.may-i-use-the-toilet,too-vah-leh-TEE kool-lah-nah-bee-LEER mee-yeem?
building-words.entrance,gee-REESH
pronouns-verbs.you,sehn / seh-NEE
question-words.who,KEEM
emergency-medical.i-need-a-doctor,dohk-toh-RAH eeh-tee-yah-JUHM VAHR.
medical-conditions.i-have-asthma,ahs-tuh-MUHM VAHR.
pharmacy-symptoms.i-have-a-fever,ah-teh-SHEEM VAHR.
body-parts.back,SUHRT
lost-rescue.please-call-the-police,"poh-LEES chah-uh-RUHN, LEWT-fehn."
police-consulate.my-bag-was-stolen,chahn-TAHM chah-luhn-DUH.
dietary-needs.not-spicy,ah-JUH OHL-mah-suhn.
food-ordering.menu-please,"meh-NEW, LEWT-fehn."
trail-words.summit,zeer-VEH
weather.is-it-safe-today,boo-GEWN gew-vehn-LEE mee?
hiking-parks.how-long-to-the-summit,zeer-veh-YEH neh kah-DAHR VAHR?
trail-conditions.can-we-return-before-dark,kah-rahn-luhk-TAHN URN-jeh dur-NEHR mee-YEEZ?
trail-transport.when-does-the-cableway-stop,teh-leh-feh-REEK kahch-TAH kah-pah-nuh-YOHR?
trail-warnings.maintenance,bah-KUHM chah-luhsh-mah-SUH
trail-landmarks.boardwalk-cliff-path,ah-SHAHP yohl / oo-choo-ROOM pah-tee-kah-SUH
hotel-words.check-in,gee-REESH
hotel-basics.i-have-a-reservation,reh-zehr-vahs-yoh-NOOM VAHR.
hotel-requests.can-i-store-my-luggage,bah-gah-zhuh-MUH buh-rah-kah-bee-LEER mee-yeem?
room-problems.there-is-no-hot-water,suh-JAHK soo YOHK.
laundry.when-will-it-be-ready,neh zah-MAHN hah-ZUHR oh-LOOR?
introductions.what-is-your-name,ah-duh-NUHZ neh-DEER?
numbers-money.r,ee-KEE
atm-cash.the-atm-kept-my-card,ah-teh-MEH kahr-tuh-MUH yoot-TOO.
attractions-tickets.what-is-the-latest-entry-time,sohn gee-REESH sah-ah-TEE KAHCH?
payment-receipt.pay-by-qr-code,kew-AHR kohd ee-LEH oh-LOOR moo?
shopping.that-is-too-expensive,chohk pah-hah-LUH.
color-size-returns.may-i-try-it-on,deh-neh-yeh-bee-LEER mee-yeem?
social-basics.good-morning,gew-neye-DUHN
communication.do-you-speak-english,een-gee-leez-JEH bee-lee-YOHR moo-soo-nooz?
quick-responses.no-not,HAH-yuhr / deh-EEL
phone-translation.one-sentence-at-a-time-please,"tehk jewm-LEH sury-leh-YEEN, LEWT-fehn."
phone-text-power.please-use-simple-words,bah-SEET keh-lee-meh-LEHR kool-lah-NUHN.
sim-data.how-much-data-is-included,neh kah-DAHR een-tehr-NEHT VAHR?
etiquette.is-service-included,sehr-VEES dah-HEEL mee?
children.child-age,choh-joo-OOM {} yah-shuhn-DAH.
time-scheduling.what-time-should-we-meet,sah-AHT kahch-TAH boo-loo-shah-LUHM?
time-words.yesterday,DEWN
days-of-week.wednesday,chahr-shahm-BAH
months.march,MAHRT
directions.is-it-far,oo-ZAHK muh?
quick-directions.turn-right,sah-AH dur-NEWN.
taxi.we-need-the-east-gate-not-the-south-gate,"doh-OO kah-puh-suh-NAH, gew-NAY kah-puh-suh-NAH deh-EEL."
transit-rides.does-this-bus-train-go-to,{} oh-toh-bew-SEW / treh-NEE BOO moo?
place-words.railway-station,trehn gah-RUH
border-customs.i-am-staying-for-days,{} gewn kah-lah-jah-UHM.
pickup-meeting.please-pick-us-up-here,bee-ZEE BOO-rah-dahn ah-LUHN.
rail-station-words.transfer,ahk-tahr-MAH
common-signs.occupied,doh-LOO
utility-templates.may-i,{} mewm-KEWN mew?
building-help.where-is-a-power-outlet,preez NEH-reh-deh?
accessibility.ramp,rahm-PAH VAHR muh?
in-a-building.what-is-the-wi-fi-password,VYE-fye sheef-reh-SEE neh-DEER?
toilets.is-it-only-for-customers,SAH-deh-jeh mewsh-teh-ree-leh-REH mee?
building-words.exit,chuh-KUHSH
pronouns-verbs.you-polite,seez / see-ZEE
question-words.which-one,HAHN-gee-see
emergency-medical.i-am-sick,hahs-tah-YUHM.
medical-conditions.i-have-a-heart-condition,kahlp hahs-tah-luh-UHM VAHR.
pharmacy-symptoms.i-have-diarrhea,ees-hah-LEEM VAHR.
body-parts.throat,boh-AHZ
lost-rescue.we-are-here,boo-rah-dah-YUHZ.
police-consulate.my-passport-was-stolen,pah-sah-pohr-TOOM chah-luhn-DUH.
dietary-needs.less-spicy,ahz ah-JUH ohl-SOON.
food-ordering.i-want-this,boo-NOO ees-tee-yoh-ROOM.
trail-words.viewpoint,seh-YEER teh-rah-SUH
weather.how-cold-at-night,geh-jeh-leh-REE kahch deh-reh-jeh-YEH dew-shew-YOHR?
hiking-parks.how-long-to-the-viewpoint,seh-YEER teh-rah-suh-NAH neh kah-DAHR VAHR?
trail-conditions.is-the-trail-open,yohl ah-CHUHK muh?
trail-transport.where-can-we-buy-water,NEH-reh-dehn soo ah-lah-bee-lee-REEZ?
trail-warnings.steep-slope,deek yoh-KOOSH
trail-landmarks.start,bahsh-lahn-GUHCH
hotel-words.check-out,chuh-KUHSH
hotel-basics.can-i-charge-my-phone,teh-leh-foh-noo-MOO shahrzh eh-deh-bee-LEER mee-yeem?
hotel-requests.no-housekeeping,oh-DAH teh-meez-lee-EE ees-TEH-mee-yoh-room.
room-problems.can-i-change-rooms,oh-DAH deh-eesh-tee-reh-bee-LEER mee-yeem?
laundry.how-much-per-kilo,kee-loh-SOO neh kah-DAHR?
introductions.we-are-traveling-together,beer-leek-TEH seh-yah-HAHT eh-dee-yoh-ROOZ.
atm-cash.is-there-a-fee,koh-mees-YOHN VAHR muh?
attractions-tickets.are-there-lockers,eh-mah-NEHT doh-lah-BUH VAHR muh?
payment-receipt.a-receipt-please,"feesh, LEWT-fehn."
shopping.can-it-be-a-little-cheaper,bee-RAHZ een-dee-REEM oh-LOOR moo?
color-size-returns.can-i-return-it,ee-ah-DEH eh-deh-bee-LEER mee-yeem?
social-basics.good-evening,ee-YEE ahk-shahm-LAHR
communication.please-speak-more-slowly,"dah-HAH yah-VAHSH koh-noo-SHOON, LEWT-fehn."
quick-responses.okay-can,tah-MAHM / oh-LOOR
phone-text-power.my-phone-battery-is-low,teh-leh-foh-noo-MOON shahr-ZHUH AHZ.
sim-data.do-you-need-my-passport,pah-sah-pohr-TOOM geh-reh-kee-YOHR moo?
etiquette.may-i-enter,gee-reh-bee-LEER mee-yeem?
children.high-chair,mah-MAH sahn-dahl-yeh-SEE VAHR muh?
time-scheduling.can-we-change-the-time,sah-ah-TEE deh-eesh-tee-reh-bee-LEER mee-YEEZ?
time-words.this-week,boo hahf-TAH
days-of-week.thursday,pehr-shehm-BEH
months.april,nee-SAHN
directions.how-long-on-foot,yew-rew-yeh-REHK neh kah-DAHR?
quick-directions.this-way,boo tah-rahf-TAHN.
taxi.please-stop-here,"BOO-rah-dah doo-ROON, LEWT-fehn."
transit-rides.what-is-the-next-stop,sohn-rah-KEE doo-RAHK NEH?
place-words.airport,hah-vah-lee-mah-NUH
border-customs.nothing-to-declare,beh-YAHN eh-deh-JEHK beer sheh-YEEM YOHK.
pickup-meeting.meet-us-at,boo-loosh-MAH yeh-REE: {}
rail-station-words.ticket-gate,toor-nee-KEH
common-signs.vacant,BOHSH
utility-templates.please-do-not-add,LEWT-fehn {} KOY-mah-yuhn.
accessibility.how-many-steps,kahch bah-sah-MAHK VAHR?
in-a-building.which-floor,HAHN-gee KAHT?
toilets.toilet-wc,too-vah-LEHT / veh-JEH
building-words.men,ehr-KEHK
pronouns-verbs.he-him,oh / oh-NOO
question-words.when,neh zah-MAHN
emergency-medical.i-am-injured,yah-rah-lahn-DUHM.
medical-conditions.i-am-allergic-to-penicillin,peh-nee-see-LEEN ah-lehr-ZHEEM VAHR.
pharmacy-symptoms.where-is-an-all-night-pharmacy,nur-beht-CHEE ehj-zah-NEH NEH-reh-deh?
body-parts.tooth,DEESH
lost-rescue.please-look-at-my-location-pin,koh-NOOM ee-shah-reh-tee-MEH bah-KUHN.
police-consulate.someone-is-following-me,bee-REE beh-NEE tah-KEEP eh-dee-YOHR.
dietary-needs.no-peanuts,yehr fuhs-tuh-UH OHL-mah-suhn.
food-ordering.do-you-have-drinking-water,eech-MEH soo-YOO VAHR muh?
trail-words.cableway,teh-leh-feh-REEK
weather.rain,yah-MOOR
hiking-parks.which-route-is-easier,HAHN-gee yohl dah-HAH koh-LEYE?
trail-conditions.is-the-route-steep,yohl DEEK mee?
trail-transport.where-can-we-refill-water,NEH-reh-deh soo dohl-doo-rah-bee-lee-REEZ?
trail-warnings.caution-slippery,deek-KAHT: keye-GAHN zeh-MEEN
trail-landmarks.end,bee-TEESH
hotel-basics.i-would-like-a-non-smoking-room,see-gah-RAH ee-CHEEL-meh-yehn oh-DAH ees-tee-yoh-ROOM.
room-problems.the-room-is-too-noisy,oh-DAH chohk gew-rewl-tew-LEW.
laundry.can-it-be-ready-today,boo-GEWN hah-ZUHR oh-LOOR moo?
introductions.this-is-my-friend,boo ahr-kah-dah-SHUHM.
numbers-money.s-n,EWCH
atm-cash.the-card-was-declined,kahrt rehd-deh-deel-DEE.
attractions-tickets.may-i-take-photos,foh-toh-RAHF cheh-keh-bee-LEER mee-yeem?
color-size-returns.can-i-exchange-it,deh-eesh-tee-reh-bee-LEER mee-yeem?
social-basics.goodbye,HOHSH-chah kah-LUHN
communication.i-do-not-understand-spoken,ahn-LAH-muh-yoh-room.
quick-responses.cannot-not-allowed,OHL-mahz / yah-SAHK
phone-text-power.do-you-have-a-power-bank,POW-uhr-behnk VAHR muh?
sim-data.how-long-is-it-valid,neh kah-DAHR geh-chehr-LEE?
etiquette.remove-shoes,ah-yahk-kah-BUH chuh-kah-ruh-luh-YOHR moo?
children.baby-changing-room,beh-BEHK bah-KUHM oh-dah-SUH NEH-reh-deh?
time-scheduling.when-is-convenient,see-ZEEN ee-CHEEN neh zah-MAHN ooy-GOON?
time-words.next-week,geh-leh-JEHK hahf-TAH
days-of-week.friday,joo-MAH
months.may,mah-YUHS
directions.please-show-me-on-the-map,"hah-ree-tah-DAH gurs-teh-REEN, LEWT-fehn."
quick-directions.that-way,shoo tah-rahf-TAHN.
taxi.can-you-wait-for-me-here,BOO-rah-dah behk-LEHR mee-see-neez?
transit-rides.please-tell-me-where-to-get-off,NEH-reh-deh ee-neh-jeh-ee-MEE sury-LEHR mee-see-neez?
place-words.service-desk,dah-nuhsh-MAH
border-customs.i-am-staying-at,kah-lah-jah-UHM YEHR: {}
pickup-meeting.please-call-me-a-ride,"bah-NAH ah-RAHCH chah-uh-RUHN, LEWT-fehn."
rail-station-words.platform,peh-ROHN
common-signs.caution,deek-KAHT
utility-templates.do-you-have,{} VAHR muh?
accessibility.cannot-climb-stairs,mehr-dee-VEHN chuh-kah-muh-yoh-ROOM.
toilets.is-it-free,ewj-reht-SEEZ mee?
building-words.women,kah-DUHN
pronouns-verbs.she-her,oh / oh-NOO
question-words.how,NAH-suhl
emergency-medical.it-hurts-here,BOO-rah-suh ah-ruh-YOHR.
medical-conditions.i-have-epilepsy,eh-pee-lehp-SEE hahs-tah-suh-YUHM.
pharmacy-symptoms.painkiller,ah-RUH keh-see-JEE
body-parts.chest,gur-EWS
lost-rescue.i-cannot-walk,yew-rew-YEH-mee-yoh-room.
police-consulate.i-need-a-written-police-report,yah-zuh-LUH too-tah-NAHK ees-tee-yoh-ROOM.
dietary-needs.no-nuts,sehrt kah-book-LOO yeh-MEESH OHL-mah-suhn.
food-ordering.to-go-please,"pah-KEHT ohl-SOON, LEWT-fehn."
trail-words.shuttle-bus,sehr-VEES oh-toh-bew-SEW
weather.snow,KAHR
trail-conditions.is-the-path-slippery,yohl keye-GAHN muh?
trail-transport.is-there-cell-signal-here,BOO-rah-dah teh-leh-FOHN cheh-kee-YOHR moo?
trail-warnings.danger,teh-lee-KEH
trail-landmarks.elevation,rah-KUHM
hotel-basics.i-would-like-a-quiet-room,sehs-SEEZ beer oh-DAH ees-tee-yoh-ROOM.
room-problems.the-key-does-not-work,kahrt kah-puh-YUH AHCH-muh-yohr.
laundry.please-do-not-use-bleach,chah-mah-SHUHR soo-YOO kool-LAHN-mah-yuhn.
introductions.i-am-from,mehm-leh-keh-TEEM {}.
numbers-money.s,DURT
atm-cash.what-is-the-exchange-rate,koor neh kah-DAHR?
attractions-tickets.please-take-a-photo-of-us,"bee-ZEH beer foh-toh-RAHF cheh-KEEN, LEWT-fehn."
color-size-returns.do-you-have-a-bag,poh-SHEHT VAHR muh?
social-basics.thank-you,teh-shehk-kewr-LEHR
communication.i-cannot-read-understand,oh-koo-YAH-muh-yoh-room.
quick-responses.works-okay,chah-luh-shuh-YOHR / tah-MAHM
phone-text-power.the-translation-may-be-inaccurate,cheh-vee-REE hah-tah-LUH oh-lah-bee-LEER.
sim-data.please-activate-it,ahk-tee-VEH eh-DEHR mee-see-neez?
etiquette.photo-of-you,foh-toh-rah-fuh-nuh-ZUH cheh-keh-bee-LEER mee-yeem?
children.childrens-menu,choh-JOOK meh-new-SEW VAHR muh?
time-scheduling.what-is-today-s-date,boo-GEWN ah-YUHN kah-CHUH?
time-words.morning,sah-BAH
days-of-week.saturday,joo-MAHR-teh-see
months.june,hah-zee-RAHN
directions.where-is-the-nearest,ehn yah-KUHN {} NEH-reh-deh?
quick-directions.on-the-left,sohl-DAH.
taxi.we-need-to-catch-the-high-speed-train,huhz-LUH treh-NEH yeh-teesh-meh-MEEZ geh-REHK.
transit-rides.is-this-direct,ahk-tahr-mah-SUHZ muh?
place-words.bus-stop,oh-toh-BEWS doo-rah-UH
border-customs.i-am-here-for-business,eesh ee-CHEEN gehl-DEEM.
rail-station-words.ticket-office,bee-LEHT gee-sheh-SEE
common-signs.no-entry,gee-REEL-mehz
utility-templates.please-write-the-number,"rah-kah-MUH yah-ZUHN, LEWT-fehn."
accessibility.need-to-sit-down,oh-toor-MAHM geh-reh-kee-YOHR.
toilets.do-i-need-a-coin,boh-ZOOK pah-RAH veh-YAH zheh-TOHN geh-reh-KEER mee?
building-words.door,kah-PUH
pronouns-verbs.they-them,ohn-LAHR / ohn-lah-RUH
question-words.how-much-many,neh kah-DAHR
emergency-medical.where-is-a-pharmacy,ehj-zah-NEH NEH-reh-deh?
medical-conditions.my-blood-sugar-is-low,kahn sheh-keh-REEM dewsh-TEW.
pharmacy-symptoms.do-i-need-a-prescription,reh-cheh-TEH geh-reh-kee-YOHR moo?
body-parts.eye,GURZ
lost-rescue.i-sprained-my-ankle,ah-YAHK bee-leh-ee-MEE boork-TOOM.
police-consulate.i-want-to-contact-my-embassy,bew-yew-kehl-chee-lee-ee-MEE ah-rah-MAHK ees-tee-yoh-ROOM.
dietary-needs.no-seafood,deh-NEEZ ew-rew-NEW OHL-mah-suhn.
food-ordering.check-please,"heh-SAHP, LEWT-fehn."
trail-words.park-shuttle,pahrk sehr-vee-SEE
weather.wind,rewz-GAHR
trail-transport.do-you-have-a-map,hah-ree-tah-NUHZ VAHR muh?
trail-warnings.beware-falling-rocks,deek-KAHT: tahsh dew-sheh-bee-LEER
trail-landmarks.sunset,gewn bah-tuh-MUH
hotel-basics.is-there-a-washing-machine,chah-mah-SHUHR mah-kee-neh-SEE VAHR muh?
room-problems.the-toilet-will-not-flush,see-FOHN chah-LUHSH-muh-yohr.
laundry.laundromat,chah-mah-shuhr-hah-NEH
introductions.where-are-you-from,NEH-reh-lee-see-neez?
numbers-money.w,BEHSH
atm-cash.no-money-came-out,pah-RAH CHUHK-mah-duh.
social-basics.you-are-welcome,ree-JAH eh-deh-REEM
communication.please-say-it-again,tehk-RAHR eh-DEHR mee-see-neez?
quick-responses.does-not-work-no,chah-LUHSH-muh-yohr / HAH-yuhr
phone-text-power.please-confirm,oh-neye-LAHR muh-suh-nuhz?
sim-data.do-you-have-an-esim,ee-SEEM VAHR muh?
etiquette.may-i-sit-here,BOO-rah-yah oh-too-rah-bee-LEER mee-yeem?
children.suitable-for-children,boo choh-jook-lah-RAH ooy-GOON moo?
time-scheduling.what-day-is-it-today,boo-GEWN gewn-lehr-DEHN NEH?
time-words.afternoon,ur-leh-DEHN SOHN-rah
days-of-week.sunday,pah-ZAHR
months.july,tehm-MOOZ
directions.where-am-i,NEH-reh-deh-yeem?
quick-directions.on-the-right,sah-DAH.
taxi.please-use-the-meter,"tahk-see-meht-reh-YEE ah-CHUHN, LEWT-fehn."
transit-rides.do-i-need-to-transfer,ahk-tahr-MAH yahp-MAHM geh-reh-kee-YOHR moo?
place-words.luggage-storage,eh-mah-NEHT
border-customs.i-have-a-return-ticket,dur-NEWSH bee-leh-TEEM VAHR.
rail-station-words.waiting-room,behk-leh-MEH sah-loh-NOO
common-signs.no-smoking,see-gah-RAH ee-CHEEL-mehz
utility-templates.i-need,bah-NAH {} lah-ZUHM.
accessibility.accessible-restroom,ehn-gehl-LEE too-vah-leh-TEE VAHR muh?
toilets.is-the-tap-water-safe-to-drink,moos-LOOK soo-YOO ee-chee-LEER mee?
building-words.key,ah-nah-TAHR
pronouns-verbs.my-mine,beh-NEEM / beh-neem-KEE
question-words.how-many,kahch tah-NEH
emergency-medical.please-take-me-to-a-hospital,beh-NEE hahs-tah-neh-YEH gur-tew-REWN.
medical-conditions.i-need-my-inhaler,ahs-TUHM spreh-YEEM lah-ZUHM.
pharmacy-symptoms.i-have-a-headache,bah-SHUHM ah-ruh-YOHR.
body-parts.ear,koo-LAHK
lost-rescue.please-contact-rescue,koor-tahr-MAH eh-kee-bee-NEH hah-BEHR veh-REEN.
police-consulate.i-need-it-for-my-insurance,see-gohr-TAHM ee-CHEEN geh-reh-kee-YOHR.
dietary-needs.i-am-vegetarian,veh-zheh-tahr-yeh-NEEM.
food-ordering.does-it-contain,ee-cheen-DEH {} VAHR muh?
trail-words.steps,bah-sah-mahk-LAHR
weather.storm,fuhr-tuh-NAH
trail-warnings.first-aid-station,eelk yahr-DUHM nohk-tah-SUH
room-problems.the-light-does-not-work,uh-SHUHK YAHN-muh-yohr.
laundry.please-iron-this,"boo-NOO ew-tew-leh-YEEN, LEWT-fehn."
introductions.how-are-you,NAH-suhl-suh-nuhz?
numbers-money.li,ahl-TUH
atm-cash.where-can-i-change-money,NEH-reh-deh dur-VEEZ bohz-doo-rah-bee-lee-REEM?
social-basics.excuse-me-sorry,ahf-feh-dehr-see-NEEZ
communication.please-write-it-down,yah-ZAHR muh-suh-nuhz?
sim-data.my-data-is-not-working,een-tehr-neh-TEEM chah-LUHSH-muh-yohr.
etiquette.queue-for,{} kooy-roo-OO BOO moo?
children.minimum-age,yahsh suh-nuh-RUH KAHCH?
time-scheduling.what-time-does-it-open,sah-AHT kahch-TAH ah-chuh-luh-YOHR?
time-words.evening,ahk-SHAHM
months.august,ah-oos-TOHS
directions.which-way,neh tah-rah-FAH?
quick-directions.across-from-here,tahm kahr-shuh-DAH.
transit-rides.is-it-delayed,geh-jeek-MEH VAHR muh?
border-customs.i-am-visiting-family,ah-ee-LEH zee-yah-reh-tee-NEH gehl-DEEM.
rail-station-words.train-number,trehn noo-mah-rah-SUH
common-signs.no-photography,foh-toh-RAHF chehk-MEHK yah-sahk-TUHR
utility-templates.is-there-nearby,yah-kuhn-DAH {} VAHR muh?
accessibility.station-assistance,ees-tahs-yohn-DAH yahr-DUHM VAHR muh?
toilets.it-is-urgent,chohk ah-JEEL.
pronouns-verbs.your-yours,see-ZEEN / see-zeen-KEE
question-words.why,NEH-dehn
medical-conditions.i-am-pregnant,hah-mee-leh-YEEM.
pharmacy-symptoms.paracetamol-acetaminophen,pah-rah-seh-tah-MOHL
body-parts.leg,bah-JAHK
lost-rescue.my-companion-is-missing,ahr-kah-dah-SHUHM keye-bohl-DOO.
police-consulate.i-need-an-interpreter,tehr-jew-MAHN ees-tee-yoh-ROOM.
dietary-needs.i-am-vegan,veh-gah-NUHM.
food-ordering.is-this-vegetarian,boo veh-zheh-tahr-YEHN mee?
trail-words.up-uphill,yoo-kah-RUH / yoh-KOOSH yoo-kah-RUH
weather.ice,booz-lahn-MAH
