concept_id,respell
accessibility.cannot-climb-stairs,waw shahng boo lyaow loh-tee
medical-conditions.i-have-epilepsy,waw yoh dyen-shyen
pharmacy-symptoms.painkiller,jir-tong-yow
police-consulate.i-need-a-written-police-report,waw syoo-yow baow-jeeng jung-meeng
body-parts.chest,shyong
weather.snow,shweh
laundry.please-do-not-use-bleach,cheeng boo yow yong pyaow-bye-jee
room-problems.the-key-does-not-work,fahng-kah dah boo kye mun
introductions.i-am-from,waw lye-dzuh {}
atm-cash.what-is-the-exchange-rate,hway-lyoo shir dwaw-shaow
sim-data.please-activate-it,cheeng bahng waw kye-tong
children.childrens-menu,yoh are-tong ts-eye-dahn ma
etiquette.photo-of-you,kuh-yee gay neen pie-jow ma
border-customs.i-am-here-for-business,waw lye choo-chye
directions.where-is-the-nearest,dzway-jeen duh {} dzye nah-lee
building-words.door,mun
pronouns-verbs.they-them,tah-men
question-words.how-much-many,dwaw-shaow
emergency-medical.where-is-a-pharmacy,yow-dyen dzye nah-lee
lost-rescue.i-sprained-my-ankle,waw nyoh-shahng jyaow luh
dietary-needs.no-seafood,boo yow hi-shyen
food-ordering.check-please,cheeng jyeh-jahng
trail-words.park-shuttle,hwan-bow-chu
trail-transport.do-you-have-a-map,yoh dee-too ma
trail-warnings.beware-falling-rocks,joo-yee lwaw-shir
trail-landmarks.sunset,rih-lwaw
hotel-basics.is-there-a-washing-machine,yoh syee-ee-jee ma
numbers-money.w,woo
social-basics.you-are-welcome,boo kuh-chee
communication.please-say-it-again,cheeng dzye shwaw yee byen
quick-responses.does-not-work-no,boo syeeng
phone-text-power.please-confirm,cheeng chweh-run yee-shyah
time-scheduling.what-day-is-it-today,jeen-tyen sheeng-chee jee
time-words.afternoon,shyah-woo
days-of-week.sunday,sheeng-chee rr
months.july,chee yweh
quick-directions.on-the-right,dzye yoh-byen
taxi.please-use-the-meter,cheeng dah-kye jee-jyah-chee
transit-rides.do-i-need-to-transfer,syoo-yow hwahn-chung ma
place-words.luggage-storage,sheeng-lee jee-tswun
rail-station-words.waiting-room,hoh-chuh-shir
common-signs.no-smoking,jeen-jir shee-yen
toilets.do-i-need-a-coin,syoo-yow eeng-bee ma
accessibility.need-to-sit-down,waw syoo-yow dzwaw shyah
medical-conditions.my-blood-sugar-is-low,waw shweh-tahng dee luh
pharmacy-symptoms.do-i-need-a-prescription,syoo-yow choo-fahng ma
police-consulate.i-want-to-contact-my-embassy,waw yow lyen-shee dah-shir-gwahn
body-parts.eye,yen-jeeng
weather.wind,fung
laundry.laundromat,dzuh-joo syee-ee-dyen
room-problems.the-toilet-will-not-flush,mah-tong chohng boo shyah-chyoo
introductions.where-are-you-from,nee shir nah-lee run
atm-cash.no-money-came-out,chyen may choo-lye
sim-data.do-you-have-an-esim,yoh ee-sim ma
children.suitable-for-children,shir-huh are-tong ma
etiquette.may-i-sit-here,kuh-yee dzwaw juh-lee ma
border-customs.i-have-a-return-ticket,waw yoh hway-chung-pyow
directions.where-am-i,waw dzye nah-lee
utility-templates.i-need,waw syoo-yow {}
building-words.key,yow-shih
pronouns-verbs.my-mine,waw duh
question-words.how-many,jee
emergency-medical.please-take-me-to-a-hospital,cheeng dye waw chyoo ee-ywen
lost-rescue.please-contact-rescue,cheeng lyen-shee jyoh-ywen-dway
dietary-needs.i-am-vegetarian,waw chih soo
food-ordering.does-it-contain,lee-myen yoh {} ma
trail-words.steps,tye-jyeh
trail-warnings.first-aid-station,jee-jyoh-jahn
numbers-money.li,lyoh
social-basics.excuse-me-sorry,boo how ee-suh
communication.please-write-it-down,cheeng syeh shyah-lye
time-scheduling.what-time-does-it-open,jee-dyen kye-mun
time-words.evening,wahn-shahng
months.august,bah yweh
quick-directions.across-from-here,dzye dway-myen
transit-rides.is-it-delayed,chuh wahn-dyen luh ma
rail-station-words.train-number,chuh-tsuh
common-signs.no-photography,jeen-jir pie-jow
toilets.is-the-tap-water-safe-to-drink,dzuh-lye-shway nung huh ma
accessibility.accessible-restroom,yoh woo-jahng-eye way-shung-jyen ma
medical-conditions.i-need-my-inhaler,waw syoo-yow shyaow-chwahn pun-woo
pharmacy-symptoms.i-have-a-headache,waw toh tung
police-consulate.i-need-it-for-my-insurance,waw duh baow-shyen syoo-yow juh-guh
body-parts.ear,are-dwaw
weather.storm,tye-fung
laundry.please-iron-this,cheeng yoon yee-shyah juh-guh
room-problems.the-light-does-not-work,dung boo lyahng luh
introductions.how-are-you,nee how ma
atm-cash.where-can-i-change-money,nah-lee kuh-yee hwahn chyen
sim-data.my-data-is-not-working,waw duh lyoh-lyahng yong boo lyaow
children.minimum-age,jee sway ee-shahng kuh-yee
etiquette.queue-for,{} dzye juh-lee pye-dway ma
border-customs.i-am-visiting-family,waw lye tahn-cheen
directions.which-way,dzoh nah-byen
utility-templates.is-there-nearby,foo-jeen yoh {} ma
pronouns-verbs.your-yours,nee duh
question-words.why,way-shun-muh
lost-rescue.my-companion-is-missing,waw duh tong-bahn boo jyen luh
dietary-needs.i-am-vegan,waw chih chwin soo
food-ordering.is-this-vegetarian,juh-guh shir soo duh ma
trail-words.up-uphill,shahng-syeeng
trail-warnings.service-suspended,dzahn-teeng yoon-yeeng
trail-landmarks.water-point,een-shway-den
numbers-money.q,chee
social-basics.sorry,dway-boo-chee
communication.please-wait-a-moment,cheeng dung yee-shyah
time-scheduling.what-time-does-it-close,jee-dyen gwan-mun
time-words.spring,choon
months.september,jyoh yweh
quick-directions.in-front,dzye chyen-myen
transit-rides.i-am-in-a-hurry,waw gahn shir-jyen
rail-station-words.carriage,chuh-shyahng
common-signs.do-not-touch,cheeng woo choo-mwaw
toilets.it-is-urgent,waw hun jee
accessibility.station-assistance,chuh-jahn yoh woo-jahng-eye foo-woo ma
medical-conditions.i-am-pregnant,waw hwye-yoon luh
pharmacy-symptoms.paracetamol-acetaminophen,dway ee-shyen ahn-jee-fun
police-consulate.i-need-an-interpreter,waw syoo-yow fahn-yee
body-parts.leg,tway
weather.ice,jyeh-beeng
laundry.detergent,syee-ee-yeh
room-problems.please-send-someone,cheeng pye run lye shyoh
introductions.i-am-a-tourist,waw shir yoh-kuh
atm-cash.the-machine-is-out-of-service,jee-chee hwye luh
sim-data.does-it-need-registration,syoo-yow shir-meeng dung-jee ma
children.do-children-pay,are-tong yow mye pyow ma
etiquette.dressed-appropriately,waw juh-yahng chwahn kuh-yee ma
border-customs.this-is-for-personal-use,juh shir dzuh-yong duh
directions.can-i-walk-there,dzoh-loo nung dow ma
utility-templates.how-much-is,{} dwaw-shaow chyen
pronouns-verbs.be-called-call,jyaow
question-words.this,juh-guh
dietary-needs.i-do-not-eat,waw boo chih {}
trail-words.down-downhill,shyah-syeeng
numbers-money.b,bah
social-basics.no-problem,may gwan-shee
communication.can-you-help-me,nee nung bahng waw ma
time-words.summer,shyah
months.october,shir yweh
quick-directions.behind,dzye hoh-myen
transit-rides.which-platform,nah-guh jahn-tye
rail-station-words.seat,dzwaw-way
common-signs.temporarily-closed,dzahn-teeng kye-fahng
toilets.may-i-have-the-toilet-key,kuh-yee gay waw tsuh-swaw yow-shih ma
accessibility.help-me-carry,cheeng bahng waw nah yee-shyah
medical-conditions.i-carry-an-adrenaline-injector,waw dye-juh shun-shahng-shyen-soo bee
pharmacy-symptoms.how-much-should-i-take,ee tsuh chih dwaw-shaow
police-consulate.please-leave-me-alone,cheeng byeh fahn waw
body-parts.arm,show-bee
weather.fog,woo
laundry.dry-cleaning,gahn-syee
room-problems.the-heating-does-not-work,nwahn-chee hwye luh
introductions.this-is-my-husband-wife,juh shir waw jahng-foo / chee-dzuh
atm-cash.please-give-me-smaller-notes,cheeng gay waw syaow myen-uh duh chyen
sim-data.i-have-no-signal,may-yoh sheen-how
children.crib,yoh eeng-are-chwahng ma
etiquette.did-not-mean-to-offend,waw woo-ee maow-fahn
border-customs.i-am-in-transit,waw gwaw-jeeng
directions.how-far-is-it,yoh dwaw ywen
utility-templates.is-this,juh shir {} ma
pronouns-verbs.have,yoh
question-words.that,nah-guh
dietary-needs.i-am-allergic-to,waw dway {} gwaw-min
trail-words.one-way,dahn-chung
numbers-money.ji,jyoh
social-basics.i-do-not-know,waw boo zhih-dow
communication.please-show-me-the-text,cheeng gay waw kahn jong-wun
time-words.fall,chyoh
months.november,shir-ee yweh
transit-rides.what-time-is-the-next-one,shyah ee bahn jee-dyen
rail-station-words.last-train,mwaw-bahn-chuh
toilets.there-is-no-toilet-paper,may-yoh way-shung-jir
accessibility.board-first,waw kuh-yee shyen shahng chuh ma
medical-conditions.i-take-medicine-for,waw dzye chih {} duh yow
pharmacy-symptoms.i-am-vomiting,waw dzye too
police-consulate.i-was-robbed,waw bay chyahng luh
body-parts.foot,jyaow
weather.heat,gaow-wun
laundry.dryer,hong-gahn-jee
introductions.this-is-my-daughter-son,juh shir waw nyoo-are / are-dzuh
atm-cash.do-you-have-change,yoh leeng-chyen ma
sim-data.please-write-the-wifi-password,cheeng syeh shyah wee-fye mee-mah
children.warm-this-bottle,cheeng bahng waw wun yee-shyah nye-peeng
etiquette.what-is-customary,juh-lee yoh shun-muh gway-jyoo
border-customs.i-have-in-cash,waw dye luh {} shyen-jeen
directions.which-exit,nah-guh choo-koh
utility-templates.please,mah-fahn gay waw {}
pronouns-verbs.do-not-have,may-yoh
question-words.here,juh-lee
trail-words.round-trip,wahng-fahn
numbers-money.sh,shir
time-words.winter,dong
months.december,shir-are yweh
transit-rides.i-went-past-my-stop,waw dzwaw gwaw-jahn luh
rail-station-words.delayed,wahn-dyen
toilets.toilet-paper,way-shung-jir
accessibility.door-width,mun yoh dwaw kwahn
medical-conditions.i-take-blood-thinners,waw dzye chih kahng-neeng-yow
pharmacy-symptoms.rehydration-salts,koh-foo boo-yeh-yen
police-consulate.i-want-a-lawyer,waw yow lyoo-shir
body-parts.hand,show
weather.cold,hahn-lung
laundry.coin-operated,toh-bee
introductions.i-am-traveling-alone,waw ee guh run lyoo-syeeng
atm-cash.may-i-pay-in,kuh-yee yong {} foo-kwahn ma
sim-data.sim-card,show-jee-kah
children.car-seat,waw-men syoo-yow are-tong ahn-chwan dzwaw-ee
etiquette.keep-the-change,boo yong jaow luh
border-customs.this-is-a-gift,juh shir lee-woo
directions.can-you-show-me-the-way,nung gay waw jir loo ma
utility-templates.i-am-looking-for,waw dzye jaow {}
pronouns-verbs.go,chyoo
question-words.there,nah-lee
numbers-money.y-b-i,yee-bye
rail-station-words.final-stop,jong-dyen-jahn
toilets.it-is-out-of-order,hwye luh
accessibility.wheelchair-width,waw duh loon-ee kwahn {} lee-mee
medical-conditions.medicine-allergy,yow-woo gwaw-min {}
pharmacy-symptoms.how-many-times-a-day,ee tyen chih jee tsuh
police-consulate.please-notify-my-consulate,cheeng tong-jir waw duh leeng-shir-gwahn
body-parts.knee,shee-gye
weather.humid,chaow-shir
atm-cash.please-charge-in-local-currency,cheeng yong run-min-bee jyeh-swahn
sim-data.where-can-i-buy-a-plug-adapter,nah-lee kuh-yee mye jwahn-hwahn chah-toh
children.stroller,eeng-are-chuh
border-customs.where-do-i-collect-my-baggage,dzye nah-lee chyoo sheeng-lee
directions.north,bay
utility-templates.do-you-accept,show {} ma
pronouns-verbs.come,lye
question-words.a-little,ee-dyar
numbers-money.y-qi-n,yee-chyen
toilets.out-of-order,goo-jahng
accessibility.hard-of-hearing,waw yoh teeng-lee jahng-eye
medical-conditions.this-card-lists-my-conditions,juh jahng kah shahng yoh waw duh beeng-shir
pharmacy-symptoms.i-have-a-stomach-ache,waw doo-dzuh tung
police-consulate.i-am-calling-the-police,waw yow baow-jeeng luh
body-parts.ankle,jyaow-hwye
weather.sunrise,rih-choo
atm-cash.where-can-i-get-coins,nah-lee kuh-yee hwahn eeng-bee
