concept_id,respell
hiking-parks.where-is-the-trailhead,DON-deh em-pee-EH-sa el sen-DEH-ro
trail-conditions.can-we-return-the-same-way,po-DEH-mos vol-VER por el MEES-mo kah-MEE-no
trail-transport.what-time-is-the-last-shuttle,a keh O-ra es el OOL-tee-mo ow-toh-BOOS
trail-warnings.closed,seh-RRAH-doh
trail-landmarks.fork-junction,la bee-foor-kah-see-ON
laundry.where-is-a-laundromat,DON-deh eye OO-na lah-van-deh-REE-ah
hotel-words.room-key-card,la tar-HEH-ta deh la ah-bee-tah-see-ON
hotel-basics.there-are-two-of-us,SO-mos dos
hotel-requests.what-time-does-breakfast-start,a keh O-ra em-pee-EH-sa el deh-sah-YOO-no
room-problems.the-air-conditioning-is-broken,el AY-reh ah-kon-dee-see-oh-NAH-doh no foon-see-OH-na
introductions.nice-to-meet-you,MOO-cho GOOS-toh
atm-cash.does-this-atm-take-foreign-cards,ES-teh kah-HEH-ro ah-SEP-ta tar-HEH-tas eks-tran-HEH-ras
numbers-money.y,OO-no
attractions-tickets.do-i-need-a-reservation,neh-seh-SEE-toh reh-SER-va
payment-receipt.pay-cash,PWEH-doh pah-GAR en eh-fek-TEE-vo
shopping.how-much-is-this,KWAN-toh KWES-ta ES-to
color-size-returns.do-you-have-another-size,tee-EH-neh OH-tra TAH-ya
sim-data.may-i-use-your-wifi,meh per-MEE-teh oo-SAR soo WEE-fee
children.make-an-announcement,"ah-VEE-seh por el al-tah-VOS, por fah-VOR"
etiquette.is-tipping-expected,seh ah-kos-TOOM-bra deh-HAR pro-PEE-na
social-basics.hello-polite,BWEH-nos DEE-as
communication.i-speak-only-a-little-of-this,AH-blo PO-ko es-pah-NYOL
quick-responses.yes-right,see
phone-translation.please-speak-toward-the-phone,AH-bleh AH-see-ah el teh-LEH-fo-no
phone-translation.please-write-the-place-name,es-KREE-ba el NOM-breh del loo-GAR en es-pah-NYOL
time-scheduling.how-many-minutes,KWAN-tos mee-NOO-tos
time-words.tomorrow,mah-NYAH-na
days-of-week.tuesday,MAR-tes
months.february,feh-BREH-ro
border-customs.here-is-my-passport,ah-KEE es-TA mee pah-sah-POR-teh
directions.how-do-i-get-to,KO-mo YEH-go a {}
quick-directions.turn-left,HEE-reh a la ees-kee-ER-da
taxi.please-send-me-the-address,"en-VEE-eh-meh la dee-rek-see-ON, por fah-VOR"
transit-rides.where-is-the-subway-station,DON-deh es-TA la es-tah-see-ON deh MEH-tro
place-words.visitor-center,SEN-tro deh vee-see-TAN-tes
pickup-meeting.please-send-me-the-pickup-point,en-VEE-eh-meh el POON-toh deh reh-ko-HEE-da
rail-station-words.maglev,tren deh leh-vee-tah-see-ON mag-NEH-tee-ka
common-signs.closed-off,seh-RRAH-doh
utility-templates.please-give-me,"DEH-meh {}, por fah-VOR"
toilets.may-i-use-the-toilet,"PWEH-doh oo-SAR el BAH-nyo, por fah-VOR"
accessibility.elevator,eye ah-sen-SOR
building-help.where-is-reception,DON-deh es-TA la reh-sep-see-ON
in-a-building.do-you-have-wi-fi,tee-EH-neh WEE-fee
building-words.entrance,en-TRAH-da
pronouns-verbs.you,too
question-words.who,kee-EN
medical-conditions.i-have-asthma,TEN-go AS-ma
pharmacy-symptoms.i-have-a-fever,TEN-go fee-EH-breh
police-consulate.my-bag-was-stolen,meh ro-BAH-ron el BOL-so
body-parts.back,la es-PAL-da
emergency-medical.i-need-a-doctor,neh-seh-SEE-toh oon MEH-dee-ko
lost-rescue.please-call-the-police,"YAH-meh a la po-lee-SEE-ah, por fah-VOR"
dietary-needs.not-spicy,seen pee-KAN-teh
food-ordering.menu-please,"la KAR-ta, por fah-VOR"
weather.is-it-safe-today,oy es seh-GOO-ro
trail-words.summit,la KOOM-breh
hiking-parks.how-long-to-the-summit,KWAN-toh FAL-ta a la KOOM-breh
trail-conditions.can-we-return-before-dark,po-DEH-mos vol-VER AN-tes del ah-no-cheh-SER
trail-transport.when-does-the-cableway-stop,a keh O-ra see-EH-rra el teh-leh-FEH-ree-ko
trail-warnings.maintenance,man-teh-nee-mee-EN-toh
trail-landmarks.boardwalk-cliff-path,la pah-sah-REH-la
laundry.when-will-it-be-ready,KWAN-doh es-tah-RA LEES-ta
hotel-words.check-in,chek-EEN
hotel-basics.i-have-a-reservation,TEN-go OO-na reh-SER-va
hotel-requests.can-i-store-my-luggage,PWEH-doh deh-HAR mee eh-kee-PAH-heh
room-problems.there-is-no-hot-water,no eye AH-gwa kah-lee-EN-teh
introductions.what-is-your-name,KO-mo seh YAH-ma
atm-cash.the-atm-kept-my-card,el kah-HEH-ro seh keh-DOH kon mee tar-HEH-ta
numbers-money.r,dos
attractions-tickets.what-is-the-latest-entry-time,kwal es la OOL-tee-ma O-ra deh en-TRAH-da
payment-receipt.pay-by-qr-code,PWEH-doh pah-GAR kon KO-dee-go koo-EH-reh
shopping.that-is-too-expensive,es deh-mah-see-AH-doh KAH-ro
color-size-returns.may-i-try-it-on,meh lo PWEH-doh pro-BAR
sim-data.how-much-data-is-included,KWAN-tos DAH-tos een-KLOO-yeh
children.child-age,mee EE-ho tee-EH-neh {} AH-nyos
etiquette.is-service-included,el ser-VEE-see-oh es-TA een-kloo-EE-doh
social-basics.good-morning,BWEH-nos DEE-as
communication.do-you-speak-english,AH-bla een-GLES
quick-responses.no-not,no
phone-translation.one-sentence-at-a-time-please,"OO-na FRAH-seh a la ves, por fah-VOR"
phone-text-power.please-use-simple-words,"OO-seh pah-LAH-bras sen-SEE-yas, por fah-VOR"
time-scheduling.what-time-should-we-meet,a keh O-ra nos VEH-mos
time-words.yesterday,ah-YER
days-of-week.wednesday,mee-ER-ko-les
months.march,MAR-so
border-customs.i-am-staying-for-days,meh KEH-doh {} DEE-as
directions.is-it-far,es-TA LEH-hos
quick-directions.turn-right,HEE-reh a la deh-REH-cha
taxi.we-need-the-east-gate-not-the-south-gate,"neh-seh-see-TAH-mos la PWER-ta ES-teh, no la PWER-ta soor"
transit-rides.does-this-bus-train-go-to,ES-teh ow-toh-BOOS o tren va a {}
place-words.railway-station,es-tah-see-ON deh tren
pickup-meeting.please-pick-us-up-here,"reh-KO-hah-nos ah-KEE, por fah-VOR"
rail-station-words.transfer,trans-BOR-doh
common-signs.occupied,o-koo-PAH-doh
utility-templates.may-i,PWEH-doh {}
toilets.is-it-only-for-customers,es SO-lo PAH-ra klee-EN-tes
accessibility.ramp,eye OO-na RAHM-pa
building-help.where-is-a-power-outlet,DON-deh eye oon en-CHOO-feh
in-a-building.what-is-the-wi-fi-password,kwal es la kon-tra-SEH-nya del WEE-fee
building-words.exit,sah-LEE-da
pronouns-verbs.you-polite,oos-TED
question-words.which-one,kwal
medical-conditions.i-have-a-heart-condition,TEN-go OO-na en-fer-meh-DAD del ko-rah-SON
pharmacy-symptoms.i-have-diarrhea,TEN-go dee-ah-RREH-ah
police-consulate.my-passport-was-stolen,meh ro-BAH-ron el pah-sah-POR-teh
body-parts.throat,la gar-GAN-ta
emergency-medical.i-am-sick,es-TOY en-FER-mo
lost-rescue.we-are-here,es-TAH-mos ah-KEE
dietary-needs.less-spicy,MEH-nos pee-KAN-teh
food-ordering.i-want-this,kee-EH-ro ES-to
weather.how-cold-at-night,KWAN-toh FREE-oh AH-seh deh NO-cheh
trail-words.viewpoint,el mee-rah-DOR
hiking-parks.how-long-to-the-viewpoint,KWAN-toh FAL-ta al mee-rah-DOR
trail-conditions.is-the-trail-open,es-TA ah-bee-ER-toh el sen-DEH-ro
trail-transport.where-can-we-buy-water,DON-deh po-DEH-mos kom-PRAR AH-gwa
trail-warnings.steep-slope,pen-dee-EN-teh pro-noon-see-AH-da
trail-landmarks.start,el ee-NEE-see-oh
laundry.how-much-per-kilo,KWAN-toh KWES-ta el KEE-lo
hotel-words.check-out,chek-OWT
hotel-basics.can-i-charge-my-phone,PWEH-doh kar-GAR mee teh-LEH-fo-no
hotel-requests.no-housekeeping,"seen ser-VEE-see-oh deh leem-PYEH-sa, por fah-VOR"
room-problems.can-i-change-rooms,PWEH-doh kam-bee-AR deh ah-bee-tah-see-ON
introductions.we-are-traveling-together,vee-ah-HAH-mos HOON-tos
atm-cash.is-there-a-fee,eye ko-mee-see-ON
numbers-money.li-ng,dos
attractions-tickets.are-there-lockers,eye kah-see-YEH-ros
payment-receipt.a-receipt-please,"oon reh-SEE-bo, por fah-VOR"
shopping.can-it-be-a-little-cheaper,PWEH-deh ser oon PO-ko mas bah-RAH-toh
color-size-returns.can-i-return-it,PWEH-doh deh-vol-VER-lo
sim-data.do-you-need-my-passport,neh-seh-SEE-ta mee pah-sah-POR-teh
children.high-chair,tee-EH-nen SEE-ya AL-ta PAH-ra NEE-nyos
etiquette.may-i-enter,PWEH-doh en-TRAR
social-basics.good-evening,BWEH-nas NO-ches
communication.please-speak-more-slowly,"AH-bleh mas des-PAH-see-oh, por fah-VOR"
quick-responses.okay-can,deh ah-KWER-doh
phone-text-power.my-phone-battery-is-low,mee teh-LEH-fo-no tee-EH-neh PO-ka bah-teh-REE-ah
time-scheduling.can-we-change-the-time,po-DEH-mos kam-bee-AR la O-ra
time-words.this-week,ES-ta seh-MAH-na
days-of-week.thursday,HWEH-ves
months.april,ah-BREEL
border-customs.nothing-to-declare,NAH-da keh deh-klah-RAR
directions.how-long-on-foot,KWAN-toh seh TAR-da a pee-EH
quick-directions.this-way,por ah-KEE
taxi.please-stop-here,"PAH-reh ah-KEE, por fah-VOR"
transit-rides.what-is-the-next-stop,kwal es la PROK-see-ma pah-RAH-da
place-words.airport,ah-eh-ro-PWER-toh
pickup-meeting.meet-us-at,nos VEH-mos en {}
rail-station-words.ticket-gate,tor-nee-KEH-teh
common-signs.vacant,LEE-breh
utility-templates.please-do-not-add,"seen {}, por fah-VOR"
toilets.toilet-wc,BAH-nyos
accessibility.how-many-steps,KWAN-tos es-kah-LOH-nes eye
in-a-building.which-floor,keh PEE-so
building-words.men,OM-bres
pronouns-verbs.he-him,el / lo
question-words.when,KWAN-doh
medical-conditions.i-am-allergic-to-penicillin,soy ah-LER-hee-ko a la peh-nee-see-LEE-na
pharmacy-symptoms.where-is-an-all-night-pharmacy,DON-deh eye OO-na far-MAH-see-ah deh GWAR-dee-ah
police-consulate.someone-is-following-me,AL-ghee-en meh es-TA see-ghee-EN-doh
body-parts.tooth,el dee-EN-teh
emergency-medical.i-am-injured,es-TOY eh-REE-doh
lost-rescue.please-look-at-my-location-pin,MEE-reh mee oo-bee-kah-see-ON en el MAH-pa
dietary-needs.no-peanuts,seen kah-kah-WEH-teh nee mah-NEE
food-ordering.do-you-have-drinking-water,tee-EH-nen AH-gwa po-TAH-bleh
weather.rain,la YOO-vee-ah
trail-words.cableway,el teh-leh-FEH-ree-ko
hiking-parks.which-route-is-easier,keh ROO-ta es mas FAH-seel
trail-conditions.is-the-route-steep,la ROO-ta es em-pee-NAH-da
trail-transport.where-can-we-refill-water,DON-deh po-DEH-mos reh-yeh-NAR el AH-gwa
trail-warnings.caution-slippery,kwee-DAH-doh: PEE-so res-bah-lah-DEE-so
trail-landmarks.end,el fee-NAL
laundry.can-it-be-ready-today,PWEH-deh es-TAR LEES-ta oy
hotel-basics.i-would-like-a-non-smoking-room,kee-see-EH-ra OO-na ah-bee-tah-see-ON deh no foo-mah-DOH-res
room-problems.the-room-is-too-noisy,la ah-bee-tah-see-ON es mwee rwee-DOH-sa
introductions.this-is-my-friend,es mee ah-MEE-go
atm-cash.the-card-was-declined,la tar-HEH-ta fweh reh-chah-SAH-da
numbers-money.s-n,tres
attractions-tickets.may-i-take-photos,PWEH-doh to-MAR FOH-tos
color-size-returns.can-i-exchange-it,PWEH-doh kam-bee-AR-lo
sim-data.how-long-is-it-valid,KWAN-toh tee-EM-po es VAH-lee-da
children.baby-changing-room,DON-deh es-TA el kam-bee-ah-DOR deh beh-BES
etiquette.remove-shoes,meh KEE-toh los sah-PAH-tos
social-basics.goodbye,ah-dee-OS
communication.i-do-not-understand-spoken,no en-tee-EN-doh
quick-responses.cannot-not-allowed,no seh PWEH-deh
phone-text-power.do-you-have-a-power-bank,tee-EH-neh OO-na bah-teh-REE-ah por-TAH-teel
time-scheduling.when-is-convenient,KWAN-doh leh kon-vee-EH-neh
time-words.next-week,la seh-MAH-na keh vee-EH-neh
days-of-week.friday,vee-ER-nes
months.may,MAH-yo
border-customs.i-am-staying-at,meh ah-LO-ho en {}
directions.please-show-me-on-the-map,"MWES-treh-meh-lo en el MAH-pa, por fah-VOR"
quick-directions.that-way,por ah-YEE
taxi.can-you-wait-for-me-here,meh PWEH-deh es-peh-RAR ah-KEE
transit-rides.please-tell-me-where-to-get-off,"DEE-gah-meh DON-deh bah-HAR-meh, por fah-VOR"
place-words.service-desk,mos-tra-DOR deh ah-ten-see-ON
pickup-meeting.please-call-me-a-ride,"PEE-dah-meh oon vee-AH-heh, por fah-VOR"
rail-station-words.platform,an-DEN
common-signs.caution,preh-kow-see-ON
utility-templates.do-you-have,tee-EH-neh {}
toilets.is-it-free,es GRAH-tees
accessibility.cannot-climb-stairs,no PWEH-doh soo-BEER es-kah-LEH-ras
building-words.women,moo-HEH-res
pronouns-verbs.she-her,EH-ya / la
question-words.how,KO-mo
medical-conditions.i-have-epilepsy,TEN-go eh-pee-LEP-see-ah
pharmacy-symptoms.painkiller,oon ah-nal-HEH-see-ko
police-consulate.i-need-a-written-police-report,neh-seh-SEE-toh la deh-NOON-see-ah por es-KREE-toh
body-parts.chest,el PEH-cho
emergency-medical.it-hurts-here,meh DWEH-leh ah-KEE
lost-rescue.i-cannot-walk,no PWEH-doh kah-mee-NAR
dietary-needs.no-nuts,seen FROO-tos SEH-kos nee NWEH-ses
food-ordering.to-go-please,"PAH-ra yeh-VAR, por fah-VOR"
weather.snow,la nee-EH-veh
trail-words.shuttle-bus,el ow-toh-BOOS deh en-LAH-seh
trail-conditions.is-the-path-slippery,el kah-MEE-no es-TA res-bah-lah-DEE-so
trail-transport.is-there-cell-signal-here,eye seh-NYAL ah-KEE
trail-warnings.danger,peh-LEE-gro
trail-landmarks.elevation,la al-tee-TOOD
laundry.please-do-not-use-bleach,no OO-seh blan-keh-ah-DOR nee leh-HEE-ah
hotel-basics.i-would-like-a-quiet-room,kee-see-EH-ra OO-na ah-bee-tah-see-ON tran-KEE-la
room-problems.the-key-does-not-work,la YAH-veh no foon-see-OH-na
introductions.i-am-from,soy deh {}
atm-cash.what-is-the-exchange-rate,kwal es el TEE-po deh KAM-bee-oh
numbers-money.s,KWAH-tro
attractions-tickets.please-take-a-photo-of-us,"TOH-meh-nos OO-na FOH-toh, por fah-VOR"
color-size-returns.do-you-have-a-bag,tee-EH-neh OO-na BOL-sa
sim-data.please-activate-it,"ak-TEE-veh-la, por fah-VOR"
children.childrens-menu,eye meh-NOO PAH-ra NEE-nyos
etiquette.photo-of-you,PWEH-doh to-MAR-leh OO-na FOH-toh
social-basics.thank-you,GRAH-see-as
communication.i-cannot-read-understand,no seh leh-ER ES-to
quick-responses.works-okay,foon-see-OH-na
phone-text-power.the-translation-may-be-inaccurate,la tra-dook-see-ON PWEH-deh ser ee-nek-SAK-ta
time-scheduling.what-is-today-s-date,keh FEH-cha es oy
time-words.morning,la mah-NYAH-na
days-of-week.saturday,SAH-bah-doh
months.june,HOO-nee-oh
border-customs.i-am-here-for-business,VEN-go por neh-GO-see-os
directions.where-is-the-nearest,DON-deh es-TA el {} mas ser-KAH-no
quick-directions.on-the-left,a la ees-kee-ER-da
taxi.we-need-to-catch-the-high-speed-train,teh-NEH-mos keh to-MAR el tren deh AL-ta veh-lo-see-DAD
transit-rides.is-this-direct,es dee-REK-toh
place-words.bus-stop,pah-RAH-da deh ow-toh-BOOS
rail-station-words.ticket-office,tah-KEE-ya
common-signs.no-entry,pro-ee-BEE-doh el PAH-so
utility-templates.please-write-the-number,"es-KREE-ba el NOO-meh-ro, por fah-VOR"
toilets.do-i-need-a-coin,neh-seh-SEE-toh OO-na mo-NEH-da o FEE-cha
accessibility.need-to-sit-down,neh-seh-SEE-toh sen-TAR-meh
building-words.door,PWER-ta
pronouns-verbs.they-them,EH-yos / EH-yas
question-words.how-much-many,KWAN-toh
medical-conditions.my-blood-sugar-is-low,TEN-go el ah-SOO-kar BAH-ho
pharmacy-symptoms.do-i-need-a-prescription,neh-seh-SEE-toh reh-SEH-ta
police-consulate.i-want-to-contact-my-embassy,kee-EH-ro kon-tak-TAR kon mee em-bah-HAH-da
body-parts.eye,el O-ho
emergency-medical.where-is-a-pharmacy,DON-deh eye OO-na far-MAH-see-ah
lost-rescue.i-sprained-my-ankle,meh tor-SEE el to-BEE-yo
dietary-needs.no-seafood,seen mah-REES-kos nee pes-KAH-doh
food-ordering.check-please,"la KWEN-ta, por fah-VOR"
weather.wind,el vee-EN-toh
trail-words.park-shuttle,el ow-toh-BOOS del PAR-keh
trail-transport.do-you-have-a-map,tee-EH-neh oon MAH-pa
trail-warnings.beware-falling-rocks,peh-LEE-gro: des-pren-dee-mee-EN-tos
trail-landmarks.sunset,la PWES-ta deh sol
laundry.laundromat,lah-van-deh-REE-ah ow-toh-ser-VEE-see-oh
hotel-basics.is-there-a-washing-machine,eye lah-vah-DOH-ra
room-problems.the-toilet-will-not-flush,el ee-no-DOH-ro no des-KAR-ga
introductions.where-are-you-from,deh DON-deh es oos-TED
atm-cash.no-money-came-out,no sah-lee-O el dee-NEH-ro
numbers-money.w,SEEN-ko
sim-data.do-you-have-an-esim,tee-EH-nen eh-seem
children.suitable-for-children,ES-to es ah-pro-pee-AH-doh PAH-ra NEE-nyos
etiquette.may-i-sit-here,PWEH-doh sen-TAR-meh ah-KEE
social-basics.you-are-welcome,deh NAH-da
communication.please-say-it-again,"reh-PEE-tah-lo, por fah-VOR"
quick-responses.does-not-work-no,no foon-see-OH-na
phone-text-power.please-confirm,"kon-FEER-meh-lo, por fah-VOR"
time-scheduling.what-day-is-it-today,keh DEE-ah es oy
time-words.afternoon,la TAR-deh
days-of-week.sunday,do-MEEN-go
months.july,HOO-lee-oh
border-customs.i-have-a-return-ticket,TEN-go bee-YEH-teh deh VWEL-ta
directions.where-am-i,DON-deh es-TOY
quick-directions.on-the-right,a la deh-REH-cha
taxi.please-use-the-meter,"OO-seh el tak-SEE-meh-tro, por fah-VOR"
transit-rides.do-i-need-to-transfer,TEN-go keh ah-SER trans-BOR-doh
place-words.luggage-storage,kon-SEEG-na deh eh-kee-PAH-heh
rail-station-words.waiting-room,SAH-la deh es-PEH-ra
common-signs.no-smoking,pro-ee-BEE-doh foo-MAR
utility-templates.i-need,neh-seh-SEE-toh {}
toilets.is-the-tap-water-safe-to-drink,el AH-gwa del GREE-fo es po-TAH-bleh
accessibility.accessible-restroom,eye oon BAH-nyo ak-seh-SEE-bleh
building-words.key,YAH-veh
pronouns-verbs.my-mine,mee / MEE-oh
question-words.how-many,KWAN-tos
medical-conditions.i-need-my-inhaler,neh-seh-SEE-toh mee een-ah-lah-DOR
pharmacy-symptoms.i-have-a-headache,meh DWEH-leh la kah-BEH-sa
police-consulate.i-need-it-for-my-insurance,lo neh-seh-SEE-toh PAH-ra el seh-GOO-ro
body-parts.ear,el o-EE-doh
emergency-medical.please-take-me-to-a-hospital,"YEH-veh-meh a oon os-pee-TAL, por fah-VOR"
lost-rescue.please-contact-rescue,ah-VEE-seh al eh-KEE-po deh res-KAH-teh
dietary-needs.i-am-vegetarian,soy veh-heh-tah-ree-AH-no
food-ordering.does-it-contain,YEH-va {}
weather.storm,la tor-MEN-ta
trail-words.steps,los es-kah-LOH-nes
trail-warnings.first-aid-station,pree-MEH-ros owk-SEE-lee-os
laundry.please-iron-this,"PLAN-cheh ES-to, por fah-VOR"
room-problems.the-light-does-not-work,la loos no foon-see-OH-na
introductions.how-are-you,KO-mo es-TA
atm-cash.where-can-i-change-money,DON-deh PWEH-doh kam-bee-AR dee-NEH-ro
numbers-money.li,seys
sim-data.my-data-is-not-working,mees DAH-tos no foon-see-OH-nan
children.minimum-age,kwal es la eh-DAD MEE-nee-ma
etiquette.queue-for,ES-ta es la FEE-la PAH-ra {}
social-basics.excuse-me-sorry,per-DON
communication.please-write-it-down,"es-KREE-bah-lo, por fah-VOR"
time-scheduling.what-time-does-it-open,a keh O-ra AH-breh
time-words.evening,la NO-cheh
months.august,ah-GOS-toh
border-customs.i-am-visiting-family,VEN-go a ver a mee fah-MEE-lee-ah
directions.which-way,por DON-deh
quick-directions.across-from-here,en-FREN-teh
transit-rides.is-it-delayed,va kon reh-TRAH-so
rail-station-words.train-number,NOO-meh-ro deh tren
common-signs.no-photography,pro-ee-BEE-doh ah-SER FOH-tos
utility-templates.is-there-nearby,eye oon {} SER-ka
toilets.it-is-urgent,es oor-HEN-teh
accessibility.station-assistance,eye ah-sees-TEN-see-ah en la es-tah-see-ON
pronouns-verbs.your-yours,soo / SOO-yo
question-words.why,por KEH
medical-conditions.i-am-pregnant,es-TOY em-bah-rah-SAH-da
pharmacy-symptoms.paracetamol-acetaminophen,pah-rah-seh-tah-MOL
police-consulate.i-need-an-interpreter,neh-seh-SEE-toh oon een-TER-preh-teh
body-parts.leg,la pee-ER-na
lost-rescue.my-companion-is-missing,no en-KWEN-tro a mee ah-kom-pah-NYAN-teh
dietary-needs.i-am-vegan,soy veh-GAH-no
food-ordering.is-this-vegetarian,ES-to es veh-heh-tah-ree-AH-no
weather.ice,el YEH-lo
trail-words.up-uphill,soo-BEE-da
trail-warnings.service-suspended,ser-VEE-see-oh soos-pen-DEE-doh
trail-landmarks.water-point,POON-toh deh AH-gwa
laundry.detergent,el deh-ter-HEN-teh
room-problems.please-send-someone,"en-VEE-eh a AL-ghee-en a ah-rreh-GLAR-lo, por fah-VOR"
introductions.i-am-a-tourist,soy too-REES-ta
atm-cash.the-machine-is-out-of-service,el kah-HEH-ro es-TA FWEH-ra deh ser-VEE-see-oh
numbers-money.q,see-EH-teh
sim-data.does-it-need-registration,eye keh reh-hees-TRAR-la
children.do-children-pay,los NEE-nyos PAH-gan
etiquette.dressed-appropriately,voy ves-TEE-doh ah-pro-pee-ah-dah-MEN-teh
social-basics.sorry,lo see-EN-toh
communication.please-wait-a-moment,"es-PEH-reh oon mo-MEN-toh, por fah-VOR"
time-scheduling.what-time-does-it-close,a keh O-ra see-EH-rra
time-words.spring,la pree-mah-VEH-ra
months.september,sep-tee-EM-breh
border-customs.this-is-for-personal-use,es PAH-ra OO-so per-so-NAL
directions.can-i-walk-there,PWEH-doh eer kah-mee-NAN-doh
quick-directions.in-front,deh-LAN-teh
transit-rides.i-am-in-a-hurry,TEN-go PREE-sa
rail-station-words.carriage,vah-GON
common-signs.do-not-touch,no to-KAR
utility-templates.how-much-is,KWAN-toh KWES-ta {}
toilets.may-i-have-the-toilet-key,meh da la YAH-veh del BAH-nyo
accessibility.help-me-carry,"ah-YOO-deh-meh a yeh-VAR ES-to, por fah-VOR"
pronouns-verbs.be-called-call,yah-MAR-seh / yah-MAR
question-words.this,ES-to
medical-conditions.i-carry-an-adrenaline-injector,YEH-vo oon ow-toh-een-yek-TOR deh ah-dreh-nah-LEE-na
