concept_id,respell
months.january,jah-noo-AH-ree
directions.where-is,{} dee MAH-nah?
quick-directions.go-straight,LOO-roos
taxi.please-take-me-here,TOH-lohng AHN-tar kuh SEE-nee
transit-rides.two-tickets,DOO-ah TEE-keht
border-customs.i-am-a-tourist,SAH-yah TOO-rees
pickup-meeting.where-is-the-pickup-point,TEE-teek puhn-juhm-POO-tahn dee MAH-nah?
rail-station-words.high-speed-rail,kuh-REH-tah chuh-PAHT
common-signs.open-on,BOO-kah
utility-templates.i-want-to-go-to,SAH-yah mow kuh {}
building-help.i-am-lost,SAH-yah tuhr-suh-SAHT
accessibility.wheelchair-access,AH-dah AHK-sehs KOOR-see ROH-dah?
toilets.where-public-toilet,TOY-leht OO-moom dee MAH-nah?
building-words.stairs,TAHNG-gah
pronouns-verbs.we-us,KAH-mee
question-words.where,dee MAH-nah
emergency-medical.please-call-an-ambulance,TOH-lohng PAHNG-geel ahm-BOO-lahns
medical-conditions.i-need-insulin,SAH-yah puhr-LOO een-SOO-leen
pharmacy-symptoms.i-need-medicine-for,SAH-yah puhr-LOO OH-baht OON-took {}
body-parts.stomach,puh-ROOT
lost-rescue.i-lost-my-phone,hah-PEH SAH-yah HEE-lahng
police-consulate.i-want-to-report-a-theft,SAH-yah mow muh-lah-POHR-kahn puhn-choo-REE-ahn
dietary-needs.no-eggs,TAHN-pah tuh-LOOR
food-ordering.is-a-table-available,AH-dah MEH-jah KOH-sohng?
trail-words.trailhead,AH-wahl JAH-loor
weather.will-it-rain,HAH-ree EE-nee AH-kahn HOO-jahn?
hiking-parks.where-is-the-trailhead,AH-wahl jah-LOOR-nyah dee MAH-nah?
trail-conditions.can-we-return-the-same-way,BEE-sah kuhm-BAH-lee LEH-waht JAH-loor yahng SAH-mah?
trail-transport.what-time-is-the-last-shuttle,SHAH-tuhl tuh-RAH-keer jahm buh-RAH-pah?
trail-warnings.closed,TOO-toop
trail-landmarks.fork-junction,puhr-chah-BAH-ngahn
hotel-words.room-key-card,KAR-too KAH-mar
hotel-basics.there-are-two-of-us,KAH-mee DOO-ah OH-rahng
hotel-requests.what-time-does-breakfast-start,sah-RAH-pahn MOO-leye jahm buh-RAH-pah?
room-problems.the-air-conditioning-is-broken,ah-SEH-nyah ROO-sahk
laundry.where-is-a-laundromat,LOHN-dree dee MAH-nah?
introductions.nice-to-meet-you,suh-NAHNG buhr-kuh-NAH-lahn
numbers-money.y,SAH-too
atm-cash.does-this-atm-take-foreign-cards,ah-teh-EHM EE-nee tuh-REE-mah KAR-too LOO-ar nuh-guh-REE?
attractions-tickets.do-i-need-a-reservation,puhr-LOO reh-sehr-VAH-see?
payment-receipt.pay-cash,BAH-yar TOO-neye?
shopping.how-much-is-this,EE-nee buh-RAH-pah?
color-size-returns.do-you-have-another-size,AH-dah oo-KOO-rahn LAH-een?
social-basics.hello-polite,suh-LAH-maht SEE-ahng
communication.i-speak-only-a-little-of-this,SAH-yah BEE-sah suh-DEE-keet bah-HAH-sah EE-nee
quick-responses.yes-right,yah
phone-translation.please-speak-toward-the-phone,TOH-lohng bee-CHAH-rah kuh AH-rah hah-PEH
phone-translation.please-write-the-place-name,TOH-lohng TOO-lees NAH-mah tuhm-PAHT-nyah dee SEE-nee
sim-data.may-i-use-your-wifi,BOH-leh PAH-keye WEE-fee-nyah?
etiquette.is-tipping-expected,puhr-LOO muhm-buh-REE teep?
children.make-an-announcement,TOH-lohng BOO-aht puh-ngoo-MOO-mahn
time-scheduling.how-many-minutes,buh-RAH-pah muh-NEET?
time-words.tomorrow,BEH-sohk
days-of-week.tuesday,suh-LAH-sah
months.february,feh-broo-AH-ree
directions.how-do-i-get-to,bah-geye-MAH-nah chah-RAH-nyah kuh {}?
quick-directions.turn-left,BEH-lohk KEE-ree
taxi.please-send-me-the-address,TOH-lohng KEE-reem ah-lah-MAHT-nyah
transit-rides.where-is-the-subway-station,stah-SEE-oon ehm-ehr-TEH dee MAH-nah?
place-words.visitor-center,POO-saht een-fohr-MAH-see
border-customs.here-is-my-passport,EE-nee PAHS-pohr SAH-yah
pickup-meeting.please-send-me-the-pickup-point,TOH-lohng KEE-reem TEE-teek puhn-juhm-POO-tahn
common-signs.closed-off,TOO-toop
utility-templates.please-give-me,TOH-lohng buh-REE SAH-yah {}
building-help.where-is-reception,reh-sehp-see-OH-nees dee MAH-nah?
accessibility.elevator,AH-dah leeft?
in-a-building.do-you-have-wi-fi,AH-dah WEE-fee?
toilets.may-i-use-the-toilet,BOH-leh PAH-keye toy-LEHT-nyah?
building-words.entrance,MAH-sook
pronouns-verbs.you,KAH-moo
question-words.who,see-AH-pah
emergency-medical.i-need-a-doctor,SAH-yah puhr-LOO DOHK-tuhr
medical-conditions.i-have-asthma,SAH-yah POO-nyah AHS-mah
pharmacy-symptoms.i-have-a-fever,SAH-yah duh-MAHM
body-parts.back,POONG-goong
lost-rescue.please-call-the-police,TOH-lohng PAHNG-geel poh-LEE-see
police-consulate.my-bag-was-stolen,tahs SAH-yah dee-CHOO-ree
dietary-needs.not-spicy,TEE-dahk puh-DAHS
food-ordering.menu-please,MEEN-tah meh-NOO-nyah
trail-words.summit,POON-chahk
weather.is-it-safe-today,HAH-ree EE-nee AH-mahn?
hiking-parks.how-long-to-the-summit,buh-RAH-pah LAH-mah kuh POON-chahk?
trail-conditions.can-we-return-before-dark,BEE-sah kuhm-BAH-lee suh-buh-LOOM guh-LAHP?
trail-transport.when-does-the-cableway-stop,kuh-REH-tah GAHN-toong TOO-toop jahm buh-RAH-pah?
trail-warnings.maintenance,puhr-bah-EE-kahn
trail-landmarks.boardwalk-cliff-path,JAH-lahn PAH-pahn
hotel-words.check-in,chehk-EEN
hotel-basics.i-have-a-reservation,SAH-yah SOO-dah BOO-keeng
hotel-requests.can-i-store-my-luggage,BOH-leh TEE-teep KOH-puhr?
room-problems.there-is-no-hot-water,TEE-dahk AH-dah AH-eer PAH-nahs
laundry.when-will-it-be-ready,KAH-pahn suh-luh-SEYE?
introductions.what-is-your-name,nah-MAH-nyah see-AH-pah?
numbers-money.r,DOO-ah
atm-cash.the-atm-kept-my-card,KAR-too SAH-yah tuhr-tuh-LAHN ah-teh-EHM
attractions-tickets.what-is-the-latest-entry-time,MAH-sook tuh-RAH-keer jahm buh-RAH-pah?
payment-receipt.pay-by-qr-code,BAH-yar PAH-keye krees?
shopping.that-is-too-expensive,tuhr-LAH-loo MAH-hahl
color-size-returns.may-i-try-it-on,BOH-leh dee-CHOH-bah?
social-basics.good-morning,suh-LAH-maht PAH-gee
communication.do-you-speak-english,BEE-sah bah-HAH-sah EENG-grees?
quick-responses.no-not,TEE-dahk
phone-translation.one-sentence-at-a-time-please,TOH-lohng SAH-too kah-LEE-maht DOO-loo
phone-text-power.please-use-simple-words,TOH-lohng PAH-keye KAH-tah suh-duhr-HAH-nah
sim-data.how-much-data-is-included,DAH-paht koo-OH-tah buh-RAH-pah?
etiquette.is-service-included,SOO-dah tuhr-MAH-sook SEHR-vees?
children.child-age,AH-nahk SAH-yah {} TAH-hoon
time-scheduling.what-time-should-we-meet,KEE-tah buhr-tuh-MOO jahm buh-RAH-pah?
time-words.yesterday,kuh-MAH-reen
days-of-week.wednesday,RAH-boo
months.march,MAH-reht
directions.is-it-far,JAH-ooh?
quick-directions.turn-right,BEH-lohk KAH-nahn
taxi.we-need-the-east-gate-not-the-south-gate,"guhr-BAHNG TEE-moor, BOO-kahn guhr-BAHNG suh-LAH-tahn"
transit-rides.does-this-bus-train-go-to,boos / kuh-REH-tah EE-nee kuh {}?
place-words.railway-station,stah-SEE-oon kuh-REH-tah
border-customs.i-am-staying-for-days,SAH-yah TEENG-gahl {} HAH-ree
pickup-meeting.please-pick-us-up-here,TOH-lohng juhm-POOT KAH-mee dee SEE-nee
rail-station-words.transfer,TRAHN-seet
common-signs.occupied,tuh-REE-see
utility-templates.may-i,BOH-leh SAH-yah {}?
building-help.where-is-a-power-outlet,choh-LOH-kahn LEES-treek dee MAH-nah?
accessibility.ramp,AH-dah rahmp?
in-a-building.what-is-the-wi-fi-password,PAHS-wohrd WEE-fee-nyah AH-pah?
toilets.is-it-only-for-customers,HAH-nyah OON-took puhm-buh-LEE?
building-words.exit,kuh-LOO-ar
pronouns-verbs.you-polite,AHN-dah
question-words.which-one,yahng MAH-nah
emergency-medical.i-am-sick,SAH-yah SAH-keet
medical-conditions.i-have-a-heart-condition,SAH-yah POO-nyah puh-NYAH-keet JAHN-toong
pharmacy-symptoms.i-have-diarrhea,SAH-yah dee-AH-reh
body-parts.throat,tuhng-goh-ROH-kahn
lost-rescue.we-are-here,KAH-mee dee SEE-nee
police-consulate.my-passport-was-stolen,PAHS-pohr SAH-yah dee-CHOO-ree
dietary-needs.less-spicy,JAH-ngahn tuhr-LAH-loo puh-DAHS
food-ordering.i-want-this,SAH-yah mow EE-nee
trail-words.viewpoint,TEE-teek PAHN-dahng
weather.how-cold-at-night,suh-buh-RAH-pah DEE-ngeen MAH-lahm NAHN-tee?
hiking-parks.how-long-to-the-viewpoint,buh-RAH-pah LAH-mah kuh TEE-teek PAHN-dahng?
trail-conditions.is-the-trail-open,jah-LOOR-nyah BOO-kah?
trail-transport.where-can-we-buy-water,dee MAH-nah BEE-sah buh-LEE AH-eer?
trail-warnings.steep-slope,tahn-JAH-kahn tuhr-JAHL
trail-landmarks.start,AH-wahl
hotel-words.check-out,chehk-OWT
hotel-basics.can-i-charge-my-phone,BOH-leh SAH-yah chahs hah-PEH?
hotel-requests.no-housekeeping,TEE-dahk puhr-LOO dee-buhr-SEEH-kahn
room-problems.can-i-change-rooms,BOH-leh PEEN-dah KAH-mar?
laundry.how-much-per-kilo,buh-RAH-pah puhr KEE-loh?
introductions.we-are-traveling-together,KAH-mee buh-puhr-GEE-ahn buhr-SAH-mah
atm-cash.is-there-a-fee,AH-dah bee-AH-yah?
attractions-tickets.are-there-lockers,AH-dah LOH-kuhr?
payment-receipt.a-receipt-please,MEEN-tah strook
shopping.can-it-be-a-little-cheaper,BOH-leh KOO-rahng suh-DEE-keet?
color-size-returns.can-i-return-it,BOH-leh dee-kuhm-bah-LEE-kahn?
social-basics.good-evening,suh-LAH-maht MAH-lahm
communication.please-speak-more-slowly,TOH-lohng bee-CHAH-rah luh-BEEH LAHM-baht
quick-responses.okay-can,BOH-leh
phone-text-power.my-phone-battery-is-low,bah-tuh-REYE hah-PEH SAH-yah HAHM-peer HAH-bees
sim-data.do-you-need-my-passport,puhr-LOO PAHS-pohr SAH-yah?
etiquette.may-i-enter,BOH-leh MAH-sook?
children.high-chair,AH-dah KOOR-see MAH-kahn BAH-yee?
time-scheduling.can-we-change-the-time,BEE-sah GAHN-tee JAHM-nyah?
time-words.this-week,MEENG-goo EE-nee
days-of-week.thursday,KAH-mees
months.april,AH-preel
directions.how-long-on-foot,JAH-lahn KAH-kee buh-RAH-pah LAH-mah?
quick-directions.this-way,kuh SEE-nee
taxi.please-stop-here,TOH-lohng buhr-huhn-TEE dee SEE-nee
transit-rides.what-is-the-next-stop,puhm-buhr-huhn-TEE-ahn buh-ree-KOOT-nyah AH-pah?
place-words.airport,bahn-DAH-rah
border-customs.nothing-to-declare,TEE-dahk AH-dah yahng dee-lah-POHR-kahn
pickup-meeting.meet-us-at,tuh-MOO-ee KAH-mee dee {}
rail-station-words.ticket-gate,geht
common-signs.vacant,KOH-sohng
utility-templates.please-do-not-add,TOH-lohng JAH-ngahn PAH-keye {}
accessibility.how-many-steps,AH-dah buh-RAH-pah AH-nahk TAHNG-gah?
in-a-building.which-floor,LAHN-teye buh-RAH-pah?
toilets.toilet-wc,TOY-leht
building-words.men,PREE-ah
pronouns-verbs.he-him,DEE-ah
question-words.when,KAH-pahn
emergency-medical.i-am-injured,SAH-yah tuhr-LOO-kah
medical-conditions.i-am-allergic-to-penicillin,SAH-yah ah-LEHR-gee puh-nee-SEE-leen
pharmacy-symptoms.where-is-an-all-night-pharmacy,ah-POH-tehk 24 jahm dee MAH-nah?
body-parts.tooth,GEE-gee
lost-rescue.please-look-at-my-location-pin,TOH-lohng LEE-haht TEE-teek loh-KAH-see SAH-yah
police-consulate.someone-is-following-me,AH-dah OH-rahng muh-ngee-KOO-tee SAH-yah
dietary-needs.no-peanuts,TAHN-pah KAH-chahng TAH-nah
food-ordering.do-you-have-drinking-water,AH-dah AH-eer POO-teeh?
trail-words.cableway,kuh-REH-tah GAHN-toong
weather.rain,HOO-jahn
hiking-parks.which-route-is-easier,JAH-loor MAH-nah yahng luh-BEEH MOO-dah?
trail-conditions.is-the-route-steep,jah-LOOR-nyah tuhr-JAHL?
trail-transport.where-can-we-refill-water,dee MAH-nah BEE-sah EE-see OO-lahng AH-eer?
trail-warnings.caution-slippery,AH-wahs LEE-cheen
trail-landmarks.end,AH-keer
hotel-basics.i-would-like-a-non-smoking-room,MEEN-tah KAH-mar BEH-bahs ROH-kohk
room-problems.the-room-is-too-noisy,kah-MAR-nyah tuhr-LAH-loo buh-REE-seek
laundry.can-it-be-ready-today,BEE-sah suh-luh-SEYE HAH-ree EE-nee?
introductions.this-is-my-friend,EE-nee tuh-MAHN SAH-yah
numbers-money.s-n,TEE-gah
atm-cash.the-card-was-declined,kar-TOO-nyah dee-TOH-lahk
attractions-tickets.may-i-take-photos,BOH-leh FOH-toh?
color-size-returns.can-i-exchange-it,BOH-leh dee-TOO-kar?
social-basics.goodbye,SAHM-peye JOOM-pah
communication.i-do-not-understand-spoken,SAH-yah TEE-dahk PAH-hahm
quick-responses.cannot-not-allowed,TEE-dahk BOH-leh
phone-text-power.do-you-have-a-power-bank,AH-dah POW-uhr bahnk?
sim-data.how-long-is-it-valid,buhr-LAH-koo buh-RAH-pah LAH-mah?
etiquette.remove-shoes,puhr-LOO luh-PAHS suh-PAH-too?
children.baby-changing-room,ROO-ahng GAHN-tee BAH-yee dee MAH-nah?
time-scheduling.when-is-convenient,KAH-pahn wahk-TOO-nyah CHOH-chohk?
time-words.next-week,MEENG-goo duh-PAHN
days-of-week.friday,JOO-maht
months.may,may
directions.please-show-me-on-the-map,TOH-lohng toon-JOOK-kahn dee PEH-tah
quick-directions.that-way,kuh SAH-nah
taxi.can-you-wait-for-me-here,BEE-sah TOONG-goo SAH-yah dee SEE-nee?
transit-rides.please-tell-me-where-to-get-off,TOH-lohng buh-REE TAH-hoo SAH-yah TOO-roon dee MAH-nah
place-words.service-desk,KAHS-toh-mehr SEHR-vees
border-customs.i-am-staying-at,SAH-yah muh-NGEE-nahp dee {}
pickup-meeting.please-call-me-a-ride,TOH-lohng puh-SAHN-kahn OH-jehk OHN-leyen
rail-station-words.platform,PEH-rohn
common-signs.caution,HAH-tee HAH-tee
utility-templates.do-you-have,AH-dah {}?
accessibility.cannot-climb-stairs,SAH-yah TEE-dahk BEE-sah NAH-eek TAHNG-gah
toilets.is-it-free,GRAH-tees?
building-words.women,wah-NEE-tah
pronouns-verbs.she-her,DEE-ah
question-words.how,bah-geye-MAH-nah
emergency-medical.it-hurts-here,sah-KEET-nyah dee SEE-nee
medical-conditions.i-have-epilepsy,SAH-yah POO-nyah eh-pee-LEHP-see
pharmacy-symptoms.painkiller,OH-baht puh-REH-dah nyuh-REE
body-parts.chest,DAH-dah
lost-rescue.i-cannot-walk,SAH-yah TEE-dahk BEE-sah JAH-lahn
police-consulate.i-need-a-written-police-report,SAH-yah puhr-LOO SOO-raht lah-POH-rahn poh-LEE-see
dietary-needs.no-nuts,TAHN-pah KAH-chahng kah-CHAH-ngahn
food-ordering.to-go-please,"dee-BOONG-koos, yah"
trail-words.shuttle-bus,boos AHN-tar juhm-POOT
weather.snow,SAHL-joo
trail-conditions.is-the-path-slippery,jah-LAHN-nyah LEE-cheen?
trail-transport.is-there-cell-signal-here,AH-dah SEE-nyahl dee SEE-nee?
trail-warnings.danger,bah-HAH-yah
trail-landmarks.elevation,kuh-teeng-GEE-ahn
hotel-basics.i-would-like-a-quiet-room,MEEN-tah KAH-mar yahng tuh-NAHNG
room-problems.the-key-does-not-work,koon-CHEE-nyah TEE-dahk buhr-FOONG-see
laundry.please-do-not-use-bleach,TOH-lohng JAH-ngahn PAH-keye puh-MOO-teeh
introductions.i-am-from,SAH-yah DAH-ree {}
numbers-money.s,uhm-PAHT
atm-cash.what-is-the-exchange-rate,KOORS-nyah buh-RAH-pah?
attractions-tickets.please-take-a-photo-of-us,TOH-lohng FOH-toh KAH-mee
color-size-returns.do-you-have-a-bag,AH-dah KAHN-tohng?
social-basics.thank-you,tuh-REE-mah KAH-seeh
communication.i-cannot-read-understand,SAH-yah TEE-dahk BEE-sah BAH-chah EE-nee
quick-responses.works-okay,buhr-FOONG-see
phone-text-power.the-translation-may-be-inaccurate,tuhr-juh-mah-HAHN-nyah MOONG-keen TEE-dahk tuh-PAHT
sim-data.please-activate-it,TOH-lohng ahk-TEEF-kahn
etiquette.photo-of-you,BOH-leh SAH-yah FOH-toh AHN-dah?
children.childrens-menu,AH-dah MEH-noo AH-nahk?
time-scheduling.what-is-today-s-date,HAH-ree EE-nee TAHNG-gahl buh-RAH-pah?
time-words.morning,PAH-gee
days-of-week.saturday,SAHB-too
months.june,JOO-nee
directions.where-is-the-nearest,{} tuhr-duh-KAHT dee MAH-nah?
quick-directions.on-the-left,dee KEE-ree
taxi.we-need-to-catch-the-high-speed-train,KAH-mee HAH-roos NAH-eek kuh-REH-tah chuh-PAHT
transit-rides.is-this-direct,EE-nee LAHNG-soong?
place-words.bus-stop,HAHL-teh boos
border-customs.i-am-here-for-business,SAH-yah dee SEE-nee OON-took BEES-nees
rail-station-words.ticket-office,LOH-keht TEE-keht
common-signs.no-entry,dee-LAH-rahng MAH-sook
utility-templates.please-write-the-number,TOH-lohng TOO-lees ahng-KAH-nyah
accessibility.need-to-sit-down,SAH-yah puhr-LOO DOO-dook
toilets.do-i-need-a-coin,puhr-LOO KOH-een AH-tow TOH-kuhn?
building-words.door,PEEN-too
pronouns-verbs.they-them,muh-REH-kah
question-words.how-much-many,buh-RAH-pah
emergency-medical.where-is-a-pharmacy,ah-POH-tehk dee MAH-nah?
medical-conditions.my-blood-sugar-is-low,GOO-lah DAH-rah SAH-yah ruhn-DAH
pharmacy-symptoms.do-i-need-a-prescription,puhr-LOO REH-sehp DOHK-tuhr?
body-parts.eye,MAH-tah
lost-rescue.i-sprained-my-ankle,puhr-guh-LAH-ngahn KAH-kee SAH-yah kuh-suh-LEH-oh
police-consulate.i-want-to-contact-my-embassy,SAH-yah mow muhng-hoo-BOO-ngee kuh-doo-TAH-ahn SAH-yah
dietary-needs.no-seafood,TAHN-pah mah-KAH-nahn LAH-oot
food-ordering.check-please,MEEN-tah BOHN-nyah
trail-words.park-shuttle,SHAH-tuhl TAH-mahn
weather.wind,AH-ngeen
trail-transport.do-you-have-a-map,AH-dah PEH-tah?
trail-warnings.beware-falling-rocks,AH-wahs BAH-too JAH-tooh
trail-landmarks.sunset,mah-tah-HAH-ree tuhr-buh-NAHM
hotel-basics.is-there-a-washing-machine,AH-dah muh-SEEN CHOO-chee?
room-problems.the-toilet-will-not-flush,toy-LEHT-nyah TEE-dahk BEE-sah dee-SEE-rahm
laundry.laundromat,LOHN-dree
introductions.where-are-you-from,ah-SAHL-nyah DAH-ree MAH-nah?
numbers-money.w,LEE-mah
atm-cash.no-money-came-out,oo-AHNG-nyah TEE-dahk kuh-LOO-ar
social-basics.you-are-welcome,SAH-mah SAH-mah
communication.please-say-it-again,TOH-lohng oo-LAH-ngee
quick-responses.does-not-work-no,ROO-sahk
phone-text-power.please-confirm,TOH-lohng kohn-feer-MAH-see
sim-data.do-you-have-an-esim,AH-dah EE-seem?
etiquette.may-i-sit-here,BOH-leh SAH-yah DOO-dook dee SEE-nee?
children.suitable-for-children,EE-nee CHOH-chohk OON-took AH-nahk?
time-scheduling.what-day-is-it-today,HAH-ree EE-nee HAH-ree AH-pah?
time-words.afternoon,SEE-ahng
days-of-week.sunday,MEENG-goo
months.july,JOO-lee
directions.where-am-i,SAH-yah dee MAH-nah?
quick-directions.on-the-right,dee KAH-nahn
taxi.please-use-the-meter,TOH-lohng PAH-keye AR-goh
transit-rides.do-i-need-to-transfer,puhr-LOO TRAHN-seet?
place-words.luggage-storage,puh-nee-TEE-pahn BAH-rahng
border-customs.i-have-a-return-ticket,SAH-yah POO-nyah TEE-keht POO-lahng
rail-station-words.waiting-room,ROO-ahng TOONG-goo
common-signs.no-smoking,dee-LAH-rahng muh-ROH-kohk
utility-templates.i-need,SAH-yah puhr-LOO {}
accessibility.accessible-restroom,AH-dah TOY-leht dee-sah-bee-LEE-tahs?
toilets.is-the-tap-water-safe-to-drink,AH-eer kuh-RAHN AH-mahn dee-MEE-noom?
building-words.key,KOON-chee
pronouns-verbs.my-mine,SAH-yah
question-words.how-many,buh-RAH-pah BAH-nyahk
emergency-medical.please-take-me-to-a-hospital,TOH-lohng AHN-tar SAH-yah kuh ROO-mah SAH-keet
medical-conditions.i-need-my-inhaler,SAH-yah puhr-LOO een-hah-LEHR SAH-yah
pharmacy-symptoms.i-have-a-headache,kuh-PAH-lah SAH-yah SAH-keet
body-parts.ear,tuh-LEE-ngah
lost-rescue.please-contact-rescue,TOH-lohng hoo-BOO-ngee bah-SAR-nahs
police-consulate.i-need-it-for-my-insurance,SAH-yah puhr-LOO EE-nee OON-took ah-soo-RAHN-see
dietary-needs.i-am-vegetarian,SAH-yah veh-geh-tah-REE-ahn MOOR-nee
food-ordering.does-it-contain,EE-nee PAH-keye {}?
trail-words.steps,TAHNG-gah
weather.storm,BAH-deye
trail-warnings.first-aid-station,pohs peh-tee-gah-KAH
room-problems.the-light-does-not-work,lahm-POO-nyah TEE-dahk muh-NYAH-lah
laundry.please-iron-this,TOH-lohng suh-TREE-kah EE-nee
introductions.how-are-you,AH-pah KAH-bar?
numbers-money.li,uh-NAHM
atm-cash.where-can-i-change-money,dee MAH-nah BEE-sah TOO-kar OO-ahng?
social-basics.excuse-me-sorry,puhr-MEE-see
communication.please-write-it-down,TOH-lohng too-LEES-kahn
sim-data.my-data-is-not-working,DAH-tah SAH-yah TEE-dahk JAH-lahn
etiquette.queue-for,EE-nee ahn-TREH-ahn OON-took {}?
children.minimum-age,oo-SEE-ah mee-nee-MAHL-nyah buh-RAH-pah?
time-scheduling.what-time-does-it-open,BOO-kah jahm buh-RAH-pah?
time-words.evening,SOH-reh
months.august,ah-GOOS-toos
directions.which-way,kuh AH-rah MAH-nah?
quick-directions.across-from-here,dee suh-buh-RAHNG
transit-rides.is-it-delayed,tuhr-LAHM-baht?
border-customs.i-am-visiting-family,SAH-yah muh-ngoon-JOO-ngee kuh-loo-AR-gah
rail-station-words.train-number,NOH-mohr kuh-REH-tah
common-signs.no-photography,dee-LAH-rahng muh-MOH-treht
utility-templates.is-there-nearby,AH-dah {} dee duh-KAHT SEE-nee?
accessibility.station-assistance,AH-dah bahn-TOO-ahn dee stah-SEE-oon?
toilets.it-is-urgent,EE-nee muhn-duh-SAHK
pronouns-verbs.your-yours,AHN-dah
question-words.why,kuh-NAH-pah
medical-conditions.i-am-pregnant,SAH-yah HAH-meel
pharmacy-symptoms.paracetamol-acetaminophen,pah-rah-seh-TAH-mohl
body-parts.leg,KAH-kee
lost-rescue.my-companion-is-missing,tuh-MAHN SAH-yah HEE-lahng
police-consulate.i-need-an-interpreter,SAH-yah puhr-LOO puh-nuhr-juh-MAH
dietary-needs.i-am-vegan,SAH-yah VEH-gahn
food-ordering.is-this-vegetarian,EE-nee veh-geh-tah-REE-ahn?
trail-words.up-uphill,NAH-eek
weather.ice,lah-PEE-sahn ehs
trail-warnings.service-suspended,TEE-dahk buh-roh-puh-RAH-see
trail-landmarks.water-point,TEE-teek AH-eer
room-problems.please-send-someone,TOH-lohng KEE-reem puh-TOO-gahs puhr-bah-EE-kahn
laundry.detergent,deh-tuhr-JEHN
introductions.i-am-a-tourist,SAH-yah TOO-rees
numbers-money.q,TOO-jooh
atm-cash.the-machine-is-out-of-service,muh-SEEN-nyah TEE-dahk buhr-FOONG-see
social-basics.sorry,MAH-ahf
communication.please-wait-a-moment,"TOONG-goo suh-buhn-TAR, yah"
sim-data.does-it-need-registration,puhr-LOO reh-gees-TRAH-see?
etiquette.dressed-appropriately,pah-KEYE-ahn SAH-yah SOO-dah PAHN-tahs?
children.do-children-pay,AH-nahk BAH-yar JOO-gah?
time-scheduling.what-time-does-it-close,TOO-toop jahm buh-RAH-pah?
time-words.spring,MOO-seem suh-MEE
months.september,sehp-TEHM-buhr
directions.can-i-walk-there,BEE-sah JAH-lahn KAH-kee kuh SAH-nah?
quick-directions.in-front,dee duh-PAHN
