concept_id,respell
hiking-parks.where-is-the-trailhead,gdyeh na-CHAH-la tra-PIH
trail-conditions.can-we-return-the-same-way,MOZH-na vyir-NOOT-sa tyem zhe poo-TYOM
trail-transport.what-time-is-the-last-shuttle,kag-DAH pa-SLYED-niy shatl
trail-warnings.closed,za-KRIH-ta
trail-landmarks.fork-junction,raz-VEEL-ka
hotel-words.room-key-card,klyooch-KAR-ta
hotel-basics.there-are-two-of-us,nas DVOH-ye
hotel-requests.what-time-does-breakfast-start,va SKOL-ka ZAF-trak
room-problems.the-air-conditioning-is-broken,kan-di-tsi-a-NYER nyi ra-BOH-ta-yet
laundry.where-is-a-laundromat,gdyeh PRAH-chech-na-ya
introductions.nice-to-meet-you,OH-chen pri-YAT-na
numbers-money.y,a-DEEN
atm-cash.does-this-atm-take-foreign-cards,ban-ka-MAT pri-ni-MAH-yet i-nas-TRAH-ni-ye KAR-ti
attractions-tickets.do-i-need-a-reservation,NOOZH-na bra-NEE-ra-vat
payment-receipt.pay-cash,na-LEECH-ni-mi
shopping.how-much-is-this,SKOL-ka EH-ta STOH-it
color-size-returns.do-you-have-another-size,yest droo-GOY raz-MYER
social-basics.hello-polite,DOH-briy dyen
communication.i-speak-only-a-little-of-this,yah ga-va-RYOO saf-SYEM nyim-NOH-ga
quick-responses.yes-right,dah / VYER-na
phone-translation.please-speak-toward-the-phone,ga-va-REE-tye f tyi-lyi-FON pa-ZHAL-sta
phone-translation.please-write-the-place-name,na-pi-SHIH-tye zdyes naz-VAH-ni-ye MYES-ta
sim-data.may-i-use-your-wifi,MOZH-na vas-POL-za-vat-sa VAH-shim Wi-Fi
etiquette.is-tipping-expected,zdyes PREE-nya-ta da-VAT cha-yi-VIH-ye
children.make-an-announcement,ZDYEH-lay-tye a-byi-VLYEH-ni-ye pa-ZHAL-sta
time-scheduling.how-many-minutes,SKOL-ka mi-NOOT
time-words.tomorrow,ZAF-tra
days-of-week.tuesday,FTOR-nik
months.february,fyi-VRAL
directions.how-do-i-get-to,{} kak too-DAH da-YEH-khat
quick-directions.turn-left,na-LYEH-va
taxi.please-send-me-the-address,pri-SHLEE-tye mnyeh AH-dryes
transit-rides.where-is-the-subway-station,gdyeh STAN-tsi-ya myi-TROH
place-words.visitor-center,too-ris-TEE-che-skiy tsentr
border-customs.here-is-my-passport,vot moy PAS-part
pickup-meeting.please-send-me-the-pickup-point,pri-SHLEE-tye MYES-ta pa-SAT-ki
common-signs.closed-off,za-KRIH-ta / VIH-klyoo-che-na
utility-templates.please-give-me,DAY-tye pa-ZHAL-sta {}
building-help.where-is-reception,gdyeh ri-SEPSHN
accessibility.elevator,yest leeft
in-a-building.do-you-have-wi-fi,oo vas yest Wi-Fi
toilets.may-i-use-the-toilet,MOZH-na f too-a-LYET
building-words.entrance,fkhot
pronouns-verbs.you,tih / tyi-BYAH
question-words.who,ktoh
emergency-medical.i-need-a-doctor,mnyeh NOO-zhen vrach
medical-conditions.i-have-asthma,oo myi-NYAH AST-ma
pharmacy-symptoms.i-have-a-fever,oo myi-NYAH tyim-pyi-ra-TOO-ra
body-parts.back,spi-NAH
lost-rescue.please-call-the-police,VIH-za-vi-tye pa-LEE-tsi-yoo pa-ZHAL-sta
police-consulate.my-bag-was-stolen,oo myi-NYAH oo-KRAH-li SOOM-koo
dietary-needs.not-spicy,nyi OS-tra-ye
food-ordering.menu-please,myi-NYOO pa-ZHAL-sta
trail-words.summit,vyir-SHIH-na
weather.is-it-safe-today,si-VOD-nya byi-za-PAS-na
hiking-parks.how-long-to-the-summit,SKOL-ka it-TEE da vyir-SHIH-ni
trail-conditions.can-we-return-before-dark,oos-PYEH-yem vyir-NOOT-sa da tyim-na-TIH
trail-transport.when-does-the-cableway-stop,da SKOL-ki ra-BOH-ta-yet ka-NAT-ka
trail-warnings.maintenance,tyikh-NEE-che-ski-ye ra-BOH-ti
trail-landmarks.boardwalk-cliff-path,nas-TEEL / tra-PAH vdol a-BRIH-va
hotel-words.check-in,za-syi-LYEH-ni-ye
hotel-basics.i-have-a-reservation,oo myi-NYAH yest bron
hotel-requests.can-i-store-my-luggage,MOZH-na as-TAH-vit ba-GASH
room-problems.there-is-no-hot-water,nyet ga-RYAH-chey va-DIH
laundry.when-will-it-be-ready,kag-DAH BOO-dyet ga-TOH-va
introductions.what-is-your-name,kak vas za-VOOT
numbers-money.r,dvah
atm-cash.the-atm-kept-my-card,ban-ka-MAT za-BRAL ma-YOO KAR-too
attractions-tickets.what-is-the-latest-entry-time,da SKOL-ki poo-SKAH-yoot
payment-receipt.pay-by-qr-code,pa QR-KOH-doo
shopping.that-is-too-expensive,EH-ta SLEESH-kam DOH-ra-ga
color-size-returns.may-i-try-it-on,MOZH-na pa-MYEH-rit
social-basics.good-morning,DOH-bra-ye OO-tra
communication.do-you-speak-english,vih ga-va-REE-tye pa-an-GLEEY-ski
quick-responses.no-not,nyet / nyi
phone-translation.one-sentence-at-a-time-please,pa ad-na-MOO pryid-la-ZHEH-ni-yoo pa-ZHAL-sta
phone-text-power.please-use-simple-words,ga-va-REE-tye PROS-ti-mi sla-VAH-mi
sim-data.how-much-data-is-included,SKOL-ka gi-ga-BAYT fklyoo-chi-NOH
etiquette.is-service-included,ap-SLOO-zhi-va-ni-ye fklyoo-chi-NOH
children.child-age,ma-yi-MOO ryi-BYON-koo {} lyet
time-scheduling.what-time-should-we-meet,va SKOL-ka FSTRYEH-tim-sya
time-words.yesterday,fchi-RAH
days-of-week.wednesday,sryi-DAH
months.march,mart
directions.is-it-far,EH-ta da-lyi-KOH
quick-directions.turn-right,na-PRAH-va
taxi.we-need-the-east-gate-not-the-south-gate,nam noozh-NIH vas-TOCH-ni-ye va-ROH-ta nyi YOOZH-ni-ye
transit-rides.does-this-bus-train-go-to,EH-tat af-TOH-boos i-DYOT da {}
place-words.railway-station,vag-ZAL
border-customs.i-am-staying-for-days,yah na {} dnyey
pickup-meeting.please-pick-us-up-here,za-byi-REE-tye nas zdyes
rail-station-words.transfer,pyi-ryi-SAT-ka
common-signs.occupied,ZAH-nya-ta
utility-templates.may-i,MOZH-na {}
building-help.where-is-a-power-outlet,gdyeh ra-ZYET-ka
accessibility.ramp,yest PAN-doos
in-a-building.what-is-the-wi-fi-password,ka-KOY pa-ROL at Wi-Fi
toilets.is-it-only-for-customers,TOL-ka dlya kli-YEN-taf
building-words.exit,VIH-khat
pronouns-verbs.you-polite,vih / vas
question-words.which-one,ka-KOY
emergency-medical.i-am-sick,yah BOH-lyen
medical-conditions.i-have-a-heart-condition,oo myi-NYAH ba-LYEZN SYER-tsa
pharmacy-symptoms.i-have-diarrhea,oo myi-NYAH di-a-RYEH-ya
body-parts.throat,GOR-la
lost-rescue.we-are-here,mih zdyes
police-consulate.my-passport-was-stolen,oo myi-NYAH oo-KRAH-li PAS-part
dietary-needs.less-spicy,MYEH-nye-ye OS-tra-ye
food-ordering.i-want-this,yah kha-CHOO vot EH-ta
trail-words.viewpoint,sma-tra-VAH-ya pla-SHCHAT-ka
weather.how-cold-at-night,SKOL-ka GRAH-doo-saf NOH-chyoo
hiking-parks.how-long-to-the-viewpoint,SKOL-ka it-TEE da sma-tra-VOY pla-SHCHAT-ki
trail-conditions.is-the-trail-open,tra-PAH at-KRIH-ta
trail-transport.where-can-we-buy-water,gdyeh MOZH-na koo-PEET VOH-doo
trail-warnings.steep-slope,kroo-TOY sklon
trail-landmarks.start,na-CHAH-la
hotel-words.check-out,VIH-yest
hotel-basics.can-i-charge-my-phone,MOZH-na za-ryi-DEET tyi-lyi-FON
hotel-requests.no-housekeeping,oo-BOR-ka nyi noozh-NAH
room-problems.can-i-change-rooms,MOZH-na pa-myi-NYAT NOH-myer
laundry.how-much-per-kilo,SKOL-ka za ki-la-GRAM
introductions.we-are-traveling-together,mih poo-tyi-SHEST-voo-yem VMYES-tye
atm-cash.is-there-a-fee,yest ka-MEE-si-ya
attractions-tickets.are-there-lockers,yest KAH-mye-ri khra-NYEH-ni-ya
payment-receipt.a-receipt-please,chek pa-ZHAL-sta
shopping.can-it-be-a-little-cheaper,MOZH-na choot dyi-SHEH-vlye
color-size-returns.can-i-return-it,MOZH-na vyir-NOOT
social-basics.good-evening,DOH-briy VYEH-cher
communication.please-speak-more-slowly,ga-va-REE-tye MYED-lye-nye-ye pa-ZHAL-sta
quick-responses.okay-can,kha-ra-SHOH / MOZH-na
phone-text-power.my-phone-battery-is-low,oo myi-NYAH sa-DEET-sa ba-ta-RYEH-ya
sim-data.do-you-need-my-passport,vam NOO-zhen moy PAS-part
etiquette.may-i-enter,MOZH-na vay-TEE
children.high-chair,yest DYET-skiy STOOL-chik
time-scheduling.can-we-change-the-time,MOZH-na pyi-ryi-nyis-TEE VRYEH-mya
time-words.this-week,na EH-tay nyi-DYEH-lye
days-of-week.thursday,chit-VYERK
months.april,a-PRYEL
directions.how-long-on-foot,SKOL-ka it-TEE pyish-KOM
quick-directions.this-way,syoo-DAH
taxi.please-stop-here,as-ta-na-VEE-tyes zdyes pa-ZHAL-sta
transit-rides.what-is-the-next-stop,ka-KAH-ya SLYEH-doo-yoo-shcha-ya as-ta-NOF-ka
place-words.airport,a-e-ra-PORT
border-customs.nothing-to-declare,NYEH-chi-va dyi-kla-REE-ra-vat
pickup-meeting.meet-us-at,FSTRYEH-tim-sya zdyes {}
rail-station-words.ticket-gate,toor-ni-KYET
common-signs.vacant,sva-BOD-na
utility-templates.please-do-not-add,byes {} pa-ZHAL-sta
accessibility.how-many-steps,SKOL-ka tam stoo-PYEH-nyek
in-a-building.which-floor,ka-KOY e-TASH
toilets.toilet-wc,too-a-LYET
building-words.men,moo-SHCHEE-ni
pronouns-verbs.he-him,on / yi-VOH
question-words.when,kag-DAH
emergency-medical.i-am-injured,oo myi-NYAH TRAV-ma
medical-conditions.i-am-allergic-to-penicillin,oo myi-NYAH a-lyir-GEE-ya na pyi-ni-tsi-LEEN
pharmacy-symptoms.where-is-an-all-night-pharmacy,gdyeh kroo-gla-SOO-tach-na-ya ap-TYEH-ka
body-parts.tooth,zoop
lost-rescue.please-look-at-my-location-pin,pas-ma-TREE-tye ma-YOO MYET-koo na KAR-tye
police-consulate.someone-is-following-me,za mnoy ktohtoh i-DYOT
dietary-needs.no-peanuts,byez a-RAH-khi-sa
food-ordering.do-you-have-drinking-water,oo vas yest pi-tyi-VAH-ya va-DAH
trail-words.cableway,ka-NAT-na-ya da-ROH-ga
weather.rain,dosht
hiking-parks.which-route-is-easier,ka-KOY mar-SHROOT LYEKH-che
trail-conditions.is-the-route-steep,mar-SHROOT kroo-TOY
trail-transport.where-can-we-refill-water,gdyeh MOZH-na na-BRAT va-DIH
trail-warnings.caution-slippery,as-ta-ROZH-na SKOL-ska
trail-landmarks.end,ka-NYETS
hotel-basics.i-would-like-a-non-smoking-room,NOO-zhen NOH-myer dlya nyi-koo-RYAH-shchikh
room-problems.the-room-is-too-noisy,v NOH-mye-rye OH-chen SHOOM-na
laundry.can-it-be-ready-today,MOZH-na si-VOD-nya
introductions.this-is-my-friend,EH-ta moy drook
numbers-money.s-n,tree
atm-cash.the-card-was-declined,KAR-too nyi PREE-nya-li
attractions-tickets.may-i-take-photos,MOZH-na fa-ta-gra-FEE-ra-vat
color-size-returns.can-i-exchange-it,MOZH-na ab-myi-NYAT
social-basics.goodbye,da svi-DAH-ni-ya
communication.i-do-not-understand-spoken,nyi pa-ni-MAH-yoo
quick-responses.cannot-not-allowed,nyil-ZYAH
phone-text-power.do-you-have-a-power-bank,oo vas yest pa-vyir-BANK
sim-data.how-long-is-it-valid,SKOL-ka DYEYST-voo-yet
etiquette.remove-shoes,NOOZH-na ra-ZOOT-sa
children.baby-changing-room,gdyeh KOM-na-ta MAH-tye-ri i ryi-BYON-ka
time-scheduling.when-is-convenient,kag-DAH vam oo-DOB-na
time-words.next-week,na SLYEH-doo-yoo-shchey nyi-DYEH-lye
days-of-week.friday,PYAT-ni-tsa
months.may,may
directions.please-show-me-on-the-map,pa-ka-ZHIH-tye na KAR-tye pa-ZHAL-sta
quick-directions.that-way,too-DAH
taxi.can-you-wait-for-me-here,MOH-zhe-tye myi-NYAH zdyes pa-dazh-DAT
transit-rides.please-tell-me-where-to-get-off,ska-ZHIH-tye gdyeh mnyeh VIHY-ti
place-words.service-desk,SPRAH-vach-na-ya
border-customs.i-am-staying-at,moy AH-dryes {}
pickup-meeting.please-call-me-a-ride,VIH-za-vi-tye mnyeh ma-SHIH-noo
rail-station-words.platform,plat-FOR-ma
common-signs.caution,vni-MAH-ni-ye
utility-templates.do-you-have,oo vas yest {}
accessibility.cannot-climb-stairs,yah nyi ma-GOO pad-NYAT-sa pa LYES-ni-tse
toilets.is-it-free,EH-ta byis-PLAT-na
building-words.women,ZHEN-shchi-ni
pronouns-verbs.she-her,a-NAH / yi-YOH
question-words.how,kak
emergency-medical.it-hurts-here,ba-LEET zdyes
medical-conditions.i-have-epilepsy,oo myi-NYAH e-pi-LYEP-si-ya
pharmacy-symptoms.painkiller,a-byiz-BOH-li-va-yoo-shche-ye
body-parts.chest,groot
lost-rescue.i-cannot-walk,yah nyi ma-GOO it-TEE
police-consulate.i-need-a-written-police-report,mnyeh NOO-zhen ta-LON-oo-vyi-dam-LYEH-ni-ye
dietary-needs.no-nuts,byez a-RYEH-khaf
food-ordering.to-go-please,s sa-BOY pa-ZHAL-sta
trail-words.shuttle-bus,shatl
weather.snow,snyek
trail-conditions.is-the-path-slippery,tra-PAH SKOL-ska-ya
trail-transport.is-there-cell-signal-here,zdyes yest svyas
trail-warnings.danger,a-PAS-na
trail-landmarks.elevation,vi-sa-TAH
hotel-basics.i-would-like-a-quiet-room,NOO-zhen TEE-khiy NOH-myer
room-problems.the-key-does-not-work,klyooch nyi ra-BOH-ta-yet
laundry.please-do-not-use-bleach,byez ad-BYEH-li-va-tye-lya pa-ZHAL-sta
introductions.i-am-from,yah iz {}
numbers-money.s,chi-TIH-rye
atm-cash.what-is-the-exchange-rate,ka-KOY koors
attractions-tickets.please-take-a-photo-of-us,sfa-ta-gra-FEE-rooy-tye nas pa-ZHAL-sta
color-size-returns.do-you-have-a-bag,pa-KYET yest
social-basics.thank-you,spa-SEE-ba
communication.i-cannot-read-understand,nyi chi-TAH-yoo i nyi pa-ni-MAH-yoo
quick-responses.works-okay,ra-BOH-ta-yet
phone-text-power.the-translation-may-be-inaccurate,pyi-ryi-VOT MOH-zhet biht nyi-TOCH-nim
sim-data.please-activate-it,ak-ti-VEE-rooy-tye pa-ZHAL-sta
etiquette.photo-of-you,MOZH-na vas sfa-ta-gra-FEE-ra-vat
children.childrens-menu,yest DYET-ska-ye myi-NYOO
time-scheduling.what-is-today-s-date,ka-KOH-ye si-VOD-nya chi-SLOH
time-words.morning,OO-tra
days-of-week.saturday,soo-BOH-ta
months.june,i-YOON
directions.where-is-the-nearest,gdyeh bli-ZHAY-shiy {}
quick-directions.on-the-left,SLYEH-va
taxi.we-need-to-catch-the-high-speed-train,nam NOOZH-na oos-PYET na ska-ras-NOY POH-yest
transit-rides.is-this-direct,EH-ta byes pyi-ryi-SAH-dak
place-words.bus-stop,as-ta-NOF-ka
border-customs.i-am-here-for-business,yah pa ra-BOH-tye
rail-station-words.ticket-office,KAH-si
common-signs.no-entry,fkhot vas-pryi-SHCHON
utility-templates.please-write-the-number,na-pi-SHIH-tye chi-SLOH pa-ZHAL-sta
accessibility.need-to-sit-down,mnyeh NAH-da syest
toilets.do-i-need-a-coin,NOO-zhen zhi-TON EE-li ma-NYEH-ta
building-words.door,dvyer
pronouns-verbs.they-them,a-NEE / eekh
question-words.how-much-many,SKOL-ka
emergency-medical.where-is-a-pharmacy,gdyeh ap-TYEH-ka
medical-conditions.my-blood-sugar-is-low,oo myi-NYAH NEE-skiy SAH-khar f KROH-vi
pharmacy-symptoms.do-i-need-a-prescription,NOO-zhen ryi-TSEPT
body-parts.eye,glas
lost-rescue.i-sprained-my-ankle,oo myi-NYAH ras-tyi-ZHEH-ni-ye NOH-gi
police-consulate.i-want-to-contact-my-embassy,yah kha-CHOO svyi-ZAT-sa s pa-SOL-stvam
dietary-needs.no-seafood,byez ma-ryi-pra-DOOK-taf
food-ordering.check-please,shchot pa-ZHAL-sta
trail-words.park-shuttle,af-TOH-boos pa PAR-koo
weather.wind,VYEH-tyer
trail-transport.do-you-have-a-map,oo vas yest KAR-ta
trail-warnings.beware-falling-rocks,as-ta-ROZH-na kam-nyi-PAT
trail-landmarks.sunset,za-KAT
hotel-basics.is-there-a-washing-machine,yest sti-RAL-na-ya ma-SHIH-na
room-problems.the-toilet-will-not-flush,too-a-LYET nyi smi-VAH-yet-sa
laundry.laundromat,PRAH-chech-na-ya
introductions.where-are-you-from,at-KOO-da vih
numbers-money.w,pyat
atm-cash.no-money-came-out,DYEN-gi nyi VIH-shli
social-basics.you-are-welcome,pa-ZHAL-sta
communication.please-say-it-again,paf-ta-REE-tye pa-ZHAL-sta
quick-responses.does-not-work-no,nyi ra-BOH-ta-yet
phone-text-power.please-confirm,pat-vyir-DEE-tye pa-ZHAL-sta
sim-data.do-you-have-an-esim,oo vas yest eSIM
etiquette.may-i-sit-here,MOZH-na zdyes syest
children.suitable-for-children,EH-ta pat-KHOH-dit DYEH-tyam
time-scheduling.what-day-is-it-today,ka-KOY si-VOD-nya dyen
time-words.afternoon,dyen
days-of-week.sunday,vas-kryi-SYEH-nye
months.july,i-YOOL
directions.where-am-i,gdyeh yah na-kha-ZHOOS
quick-directions.on-the-right,SPRAH-va
taxi.please-use-the-meter,fklyoo-CHEE-tye SHCHOH-chik pa-ZHAL-sta
transit-rides.do-i-need-to-transfer,NOOZH-na DYEH-lat pyi-ryi-SAT-koo
place-words.luggage-storage,KAH-mye-ra khra-NYEH-ni-ya
border-customs.i-have-a-return-ticket,oo myi-NYAH yest a-BRAT-niy bi-LYET
rail-station-words.waiting-room,zal a-zhi-DAH-ni-ya
common-signs.no-smoking,nyi koo-REET
utility-templates.i-need,mnyeh NOO-zhen {}
accessibility.accessible-restroom,yest too-a-LYET dlya in-va-LEE-daf
toilets.is-the-tap-water-safe-to-drink,MOZH-na peet VOH-doo is-pat KRAH-na
building-words.key,klyooch
pronouns-verbs.my-mine,moy / ma-YAH
question-words.how-many,SKOL-ka shtook
emergency-medical.please-take-me-to-a-hospital,at-vyi-ZEE-tye myi-NYAH v bal-NEE-tsoo
medical-conditions.i-need-my-inhaler,mnyeh NOO-zhen moy in-ga-LYAH-tar
pharmacy-symptoms.i-have-a-headache,oo myi-NYAH ba-LEET ga-la-VAH
body-parts.ear,OO-kha
lost-rescue.please-contact-rescue,svyi-ZHIH-tyes sa spa-SAH-tye-lya-mi
police-consulate.i-need-it-for-my-insurance,EH-ta NOOZH-na dlya stra-KHOF-ki
dietary-needs.i-am-vegetarian,yah vyi-gyi-ta-ri-AH-nyets
food-ordering.does-it-contain,zdyes yest {}
trail-words.steps,stoo-PYEH-ni
weather.storm,shtorm
trail-warnings.first-aid-station,myit-POONKT
room-problems.the-light-does-not-work,svyet nyi ra-BOH-ta-yet
laundry.please-iron-this,pa-GLAH-tye EH-ta pa-ZHAL-sta
introductions.how-are-you,kak dyi-LAH
numbers-money.li,shest
atm-cash.where-can-i-change-money,gdyeh MOZH-na ab-myi-NYAT va-LYOO-too
social-basics.excuse-me-sorry,iz-vi-NEE-tye
communication.please-write-it-down,na-pi-SHIH-tye pa-ZHAL-sta
sim-data.my-data-is-not-working,oo myi-NYAH nyi ra-BOH-ta-yet in-ter-NET
etiquette.queue-for,EH-ta OH-che-ryet v {}
children.minimum-age,s ka-KOH-va VOZ-ras-ta MOZH-na
time-scheduling.what-time-does-it-open,va SKOL-ka at-kri-VAH-yet-sa
time-words.evening,VYEH-cher
months.august,AV-goost
directions.which-way,f ka-KOO-yoo STOH-ra-noo
quick-directions.across-from-here,na-PROH-tif
transit-rides.is-it-delayed,yest a-paz-DAH-ni-ye
border-customs.i-am-visiting-family,yah k ROTST-vye-ni-kam
rail-station-words.train-number,NOH-myer POH-yez-da
common-signs.no-photography,fa-ta-SYOM-ka za-pryi-shchi-NAH
utility-templates.is-there-nearby,zdyes RYAH-dam yest {}
accessibility.station-assistance,yest sa-pra-vazh-DYEH-ni-ye na STAN-tsi-i
toilets.it-is-urgent,EH-ta SROCH-na
pronouns-verbs.your-yours,vash / VAH-sha
question-words.why,pa-chi-MOO
medical-conditions.i-am-pregnant,yah byi-RYEH-mye-na
pharmacy-symptoms.paracetamol-acetaminophen,pa-ra-tsi-ta-MOL
body-parts.leg,na-GAH
lost-rescue.my-companion-is-missing,pra-PAL moy SPOOT-nik
police-consulate.i-need-an-interpreter,mnyeh NOO-zhen pyi-ryi-VOH-chik
dietary-needs.i-am-vegan,yah vyi-GAN
food-ordering.is-this-vegetarian,EH-ta vyi-gyi-ta-ri-AN-ska-ye
trail-words.up-uphill,vvyerkh / v GOH-roo
weather.ice,ga-la-LYOT
trail-warnings.service-suspended,dvi-ZHEH-ni-ye pri-as-ta-NOH-vlye-na
trail-landmarks.water-point,is-TOCH-nik va-DIH
room-problems.please-send-someone,pri-SHLEE-tye pa-ZHAL-sta MAS-tye-ra
laundry.detergent,sti-RAL-niy pa-ra-SHOK
introductions.i-am-a-tourist,yah too-REEST
numbers-money.q,syem
atm-cash.the-machine-is-out-of-service,ban-ka-MAT nyi ra-BOH-ta-yet
social-basics.sorry,pras-TEE-tye
communication.please-wait-a-moment,pa-dazh-DEE-tye pa-ZHAL-sta
sim-data.does-it-need-registration,noozh-NAH ryi-gis-TRAH-tsi-ya
etiquette.dressed-appropriately,yah nar-MAL-na a-DYET
children.do-children-pay,DYEH-ti PLAH-tyat
time-scheduling.what-time-does-it-close,va SKOL-ka za-kri-VAH-yet-sa
time-words.spring,vyis-NAH
months.september,syin-TYABR
directions.can-i-walk-there,too-DAH MOZH-na day-TEE pyish-KOM
quick-directions.in-front,fpyi-ryi-DEE
transit-rides.i-am-in-a-hurry,yah spyi-SHOO
border-customs.this-is-for-personal-use,EH-ta dlya LEECH-na-ga POL-za-va-ni-ya
rail-station-words.carriage,va-GON
common-signs.do-not-touch,roo-KAH-mi nyi TROH-gat
utility-templates.how-much-is,SKOL-ka STOH-it {}
accessibility.help-me-carry,pa-ma-GEE-tye da-nyis-TEE pa-ZHAL-sta
toilets.may-i-have-the-toilet-key,MOZH-na klyooch at too-a-LYEH-ta
pronouns-verbs.be-called-call,za-VOOT / na-zi-VAH-yet-sa
question-words.this,EH-ta
medical-conditions.i-carry-an-adrenaline-injector,oo myi-NYAH yest af-ta-i-NYEK-tar s a-dryi-na-LEE-nam
pharmacy-symptoms.how-much-should-i-take,SKOL-ka pri-ni-MAT
body-parts.arm,roo-KAH
police-consulate.please-leave-me-alone,as-TAF-tye myi-NYAH f pa-KOH-ye
dietary-needs.i-do-not-eat,yah nyi yem {}
trail-words.down-downhill,vnees / pad GOH-roo
weather.fog,too-MAN
room-problems.the-heating-does-not-work,a-ta-PLYEH-ni-ye nyi ra-BOH-ta-yet
laundry.dry-cleaning,khim-CHEEST-ka
introductions.this-is-my-husband-wife,EH-ta moy moosh / ma-YAH zhi-NAH
numbers-money.b,VOH-syem
atm-cash.please-give-me-smaller-notes,DAY-tye pa-ZHAL-sta koo-PYOO-ri pa-MYEN-she
social-basics.no-problem,ni-chi-VOH STRASH-na-va
