concept_id,text,text_alt,romanization_bgn,ipa,literal,confidence,provenance
emergency-medical.this-person-is-unconscious,Этот человек без сознания.,,Etot chelovek bez soznaniya.,ˈɛtʌt tʃʲiɭʌvʲˈek bʲˈes sʌznˈɑnʲija,,2,ru-agent-v1;ipa=espeak
emergency-medical.where-is-the-nearest-hospital,Где ближайшая больница?,,Gde blizhayshaya bolʼnitsa?,ɡdʲˈe bɭʲiʒˈɑjʃʌja bʌɭnʲˈitsa,,2,ru-agent-v1;ipa=espeak
emergency-medical.what-is-the-emergency-number,Какой номер экстренных служб?,,Kakoy nomer ekstrennykh sluzhb?,kakˈoj nˈomʲir ˈɛkstrʲinnɨx sɭˈuʃp,,2,ru-agent-v1;ipa=espeak
emergency-medical.is-there-a-doctor-who-speaks-english,"Есть врач, который говорит на {source}?",,"Yestʼ vrach, kotoryy govorit na {source}?","jestʲ vrˈɑtʃʲ, kʌtˈorɨj ɡʌvʌrʲˈit nˈɑ {source}",,2,language-slots-v1;ipa=espeak
emergency-medical.i-think-a-bone-is-broken,"Кажется, у меня перелом.",,"Kazhetsya, u menya perelom.","kˈɑʒɨtsʌ, ˈu mʲinʲˈɑ pʲirʲiɭˈom",,2,ru-agent-v1;ipa=espeak
emergency-medical.please-call-my-emergency-contact,Позвоните моему экстренному контакту.,Позвоните моим родственникам.,Pozvonite moyemu ekstrennomu kontaktu.,pʌzvʌnʲˈitʲi mʌjˈemu ˈɛkstrʲinnʌmu kʌntˈɑktu,,2,ru-agent-v1;ipa=espeak
emergency-medical.i-have-travel-insurance,У меня есть туристическая страховка.,,U menya yestʼ turisticheskaya strakhovka.,ˈu mʲinʲˈɑ jestʲ turʲisʲtʲˈitʃʲiskʌja straxˈofka,,2,ru-agent-v1;ipa=espeak
medical-conditions.i-am-diabetic,У меня диабет.,,U menya diabet.,ˈu mʲinʲˈɑ dʲiabʲˈet,,2,ru-agent-v1;ipa=espeak
medical-conditions.i-need-insulin,Мне нужен инсулин.,,Mne nuzhen insulin.,mnʲˈe nˈuʒɨn ɪnsuɭʲˈin,,2,ru-agent-v1;ipa=espeak
medical-conditions.i-have-asthma,У меня астма.,,U menya astma.,ˈu mʲinʲˈɑ ˈɑstma,,2,ru-agent-v1;ipa=espeak
medical-conditions.i-have-a-heart-condition,У меня болезнь сердца.,,U menya boleznʼ serdtsa.,ˈu mʲinʲˈɑ bʌɭʲˈeʑn sʲˈerdtsa,,2,ru-agent-v1;ipa=espeak
medical-conditions.i-am-allergic-to-penicillin,У меня аллергия на пенициллин.,,U menya allergiya na penitsillin.,ˈu mʲinʲˈɑ aɭɭʲirɡʲˈija nə pʲinʲitsɨɭɭʲˈin,,2,ru-agent-v1;ipa=espeak
medical-conditions.i-have-epilepsy,У меня эпилепсия.,,U menya epilepsiya.,ˈu mʲinʲˈɑ ɛpʲiɭʲˈepsʲija,,2,ru-agent-v1;ipa=espeak
medical-conditions.my-blood-sugar-is-low,У меня низкий сахар в крови.,,U menya nizkiy sakhar v krovi.,ˈu mʲinʲˈɑ nʲˈiskʲij sˈɑxʌr f krˈovʲɪ,,2,ru-agent-v1;ipa=espeak
medical-conditions.i-need-my-inhaler,Мне нужен мой ингалятор.,,Mne nuzhen moy ingalyator.,mnʲˈe nˈuʒɨn mˈoj ɪnɡaɭʲˈɑtʌr,,2,ru-agent-v1;ipa=espeak
medical-conditions.i-am-pregnant,Я беременна.,,Ya beremenna.,ˈja bʲirʲˈemʲinna,,2,ru-agent-v1;ipa=espeak
medical-conditions.i-carry-an-adrenaline-injector,У меня есть автоинъектор с адреналином.,шприц-ручка с адреналином,U menya yestʼ avtoinˮyektor s adrenalinom.,ˈu mʲinʲˈɑ jestʲ aftʌˈinjjiktʌr s adrʲinaɭʲˈinʌm,,2,ru-agent-v1;ipa=espeak
medical-conditions.i-take-medicine-for,Я принимаю лекарство от {}.,,Ya prinimayu lekarstvo ot {}.,ˈja prʲinʲimˈɑju ɭʲikˈɑrstvʌ ot {},,2,ru-agent-v1;ipa=espeak
medical-conditions.i-take-blood-thinners,Я принимаю антикоагулянты.,,Ya prinimayu antikoagulyanty.,ˈja prʲinʲimˈɑju antʲikʌˈɑɡuɭʲʌntɨ,,2,ru-agent-v1;ipa=espeak
medical-conditions.medicine-allergy,Аллергия на лекарства: {},,Allergiya na lekarstva: {},aɭɭʲirɡʲˈija nə ɭʲikˈɑrstva {},,2,ru-agent-v1;ipa=espeak
medical-conditions.this-card-lists-my-conditions,На этой карточке мои диагнозы.,,Na etoy kartochke moi diagnozy.,nə ˈɛtʌj kˈɑrtʌtʃʲkʲi mʌˈi dʲiˈɑɡnʌzɨ,,2,ru-agent-v1;ipa=espeak
medical-conditions.this-is-my-medicine,Это моё лекарство.,,Eto moyë lekarstvo.,ˈɛtʌ mʌˈɵ ɭʲikˈɑrstvʌ,,2,ru-agent-v1;ipa=espeak
medical-conditions.please-give-me-sugar-or-juice,Дайте мне сахар или сок.,,Dayte mne sakhar ili sok.,dˈɑjtʲi mnʲˈe sˈɑxʌr ˈiɭʲɪ sˈok,,2,ru-agent-v1;ipa=espeak
medical-conditions.inject-it-into-my-outer-thigh,Введите в наружную часть бедра.,,Vvedite v naruzhnuyu chastʼ bedra.,vvʲidʲˈitʲi v narˈuʒnuju tʃʲˈɑstʲ bʲˈedra,,2,ru-agent-v1;ipa=espeak
medical-conditions.my-blood-type-is,Моя группа крови — {}.,,Moya gruppa krovi — {}.,mˈoja ɡrˈuppa krˈovʲɪ {},,2,ru-agent-v1;ipa=espeak
medical-conditions.do-not-give-me,Не давайте мне {}.,,Ne davayte mne {}.,nʲe davˈɑjtʲi mnʲˈe {},,2,ru-agent-v1;ipa=espeak
medical-conditions.i-am-allergic-to-aspirin-and-ibuprofen,У меня аллергия на аспирин и ибупрофен.,,U menya allergiya na aspirin i ibuprofen.,ˈu mʲinʲˈɑ aɭɭʲirɡʲˈija nə aspʲirʲˈin ˈi ɪbuprˈofʲin,,2,ru-agent-v1;ipa=espeak
medical-conditions.my-injector-is-in-my-bag,Мой инъектор в сумке.,,Moy inˮyektor v sumke.,mˈoj ɪnjjˈektʌr f sˈumkʲi,,2,ru-agent-v1;ipa=espeak
medical-conditions.i-am-allergic-to-sulfa-drugs,У меня аллергия на сульфаниламиды.,,U menya allergiya na sulʼfanilamidy.,ˈu mʲinʲˈɑ aɭɭʲirɡʲˈija nə suɭfanʲˈiɭʌmʲidɨ,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.which-pharmacy-is-open-now,Какая аптека сейчас открыта?,,Kakaya apteka seychas otkryta?,kakˈɑja aptʲˈeka sʲijtʃʲˈɑs ʌtkrˈɨta,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.i-need-medicine-for,Мне нужно лекарство от {}.,,Mne nuzhno lekarstvo ot {}.,mnʲˈe nˈuʒnʌ ɭʲikˈɑrstvʌ ot {},,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.i-have-a-fever,У меня температура.,,U menya temperatura.,ˈu mʲinʲˈɑ tʲimʲpʲiratˈura,I have a temperature,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.i-have-diarrhea,У меня диарея.,У меня понос.,U menya diareya.,ˈu mʲinʲˈɑ dʲiarʲˈeja,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.where-is-an-all-night-pharmacy,Где круглосуточная аптека?,,Gde kruglosutochnaya apteka?,ɡdʲˈe kruɡɭʌsˈutʌtʃʲnʌja aptʲˈeka,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.painkiller,обезболивающее,,obezbolivayushcheye,ʌbʲizbˈoɭʲivʌjuɕijɪ,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.do-i-need-a-prescription,Нужен рецепт?,,Nuzhen retsept?,nˈuʒɨn rʲitsˈɛpt,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.i-have-a-headache,У меня болит голова.,,U menya bolit golova.,ˈu mʲinʲˈɑ bʌɭʲˈit ɡʌɭʌvˈɑ,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.paracetamol-acetaminophen,парацетамол,,paratsetamol,pʌratsˈɛtʌmʌɭ,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.how-much-should-i-take,Сколько принимать?,,Skolʼko prinimatʼ?,skˈoɭkʌ prʲinʲimˈɑtʲ,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.i-am-vomiting,У меня рвота.,,U menya rvota.,ˈu mʲinʲˈɑ rvˈota,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.rehydration-salts,Регидрон,соли для регидратации,Regidron,rʲiɡʲˈidrʌn,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.how-many-times-a-day,Сколько раз в день?,,Skolʼko raz v denʼ?,skˈoɭkʌ rˈɑs v dʲˈen,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.i-have-a-stomach-ache,У меня болит живот.,,U menya bolit zhivot.,ˈu mʲinʲˈɑ bʌɭʲˈit ʒɨvˈot,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.i-have-a-cough,У меня кашель.,,U menya kashelʼ.,ˈu mʲinʲˈɑ kˈɑʃɨɭ,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.antihistamine,средство от аллергии,антигистаминное,sredstvo ot allergii,srʲˈedstvʌ ot aɭɭʲirɡʲˈiɪ,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.anti-diarrhea-medicine,средство от диареи,лоперамид,sredstvo ot diarei,srʲˈedstvʌ ot dʲiˈɑrʲiɪ,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.is-this-safe-to-take-with,Это можно принимать с {}?,,Eto mozhno prinimatʼ s {}?,ˈɛtʌ mˈoʒnʌ prʲinʲimˈɑtʲ ˈɛs {},,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.i-feel-dizzy,У меня кружится голова.,,U menya kruzhitsya golova.,ˈu mʲinʲˈɑ krˈuʒɨtsʌ ɡʌɭʌvˈɑ,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.ibuprofen,ибупрофен,,ibuprofen,ɪbuprˈofʲin,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.i-have-a-sore-throat,У меня болит горло.,,U menya bolit gorlo.,ˈu mʲinʲˈɑ bʌɭʲˈit ɡˈorɭʌ,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.can-i-get-this-medicine-here,Это лекарство у вас есть?,,Eto lekarstvo u vas yestʼ?,ˈɛtʌ ɭʲikˈɑrstvʌ ˈu vˈɑs jestʲ,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.bandage,бинт,пластырь,bint,bʲˈint,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.the-pain-is-severe,Боль очень сильная.,,Bolʼ ochenʼ silʼnaya.,bˈoɭʲ ˈotʃʲin sʲˈiɭnʌja,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.antiseptic,антисептик,хлоргексидин,antiseptik,antʲisʲˈeptʲik,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.i-feel-nauseous,Меня тошнит.,,Menya toshnit.,mʲinʲˈɑ tʌʃnʲˈit,it nauseates me,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.i-have-a-rash,У меня сыпь.,,U menya sypʼ.,ˈu mʲinʲˈɑ sˈɨp,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.before-or-after-food,До еды или после?,,Do yedy ili posle?,dˈo jɪdˈɨ ˈiɭʲɪ pˈosɭʲi,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.i-think-it-is-infected,"Кажется, это воспалилось.",,"Kazhetsya, eto vospalilosʼ.","kˈɑʒɨtsʌ, ˈɛtʌ vʌspaɭʲˈiɭʌsʲ",,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.motion-sickness-tablets,таблетки от укачивания,,tabletki ot ukachivaniya,tabɭʲˈetkʲɪ ot ukˈɑtʃʲivʌnʲija,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.i-have-a-cut,У меня порез.,,U menya porez.,ˈu mʲinʲˈɑ pʌrʲˈes,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.antacid,средство от изжоги,антацид,sredstvo ot izzhogi,srʲˈedstvʌ ot ɪʒʒˈoɡʲɪ,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.i-have-a-burn,У меня ожог.,,U menya ozhog.,ˈu mʲinʲˈɑ ʌʒˈok,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.it-started-days-ago,Это началось {} дней назад.,,Eto nachalosʼ {} dney nazad.,ˈɛtʌ nʌtʃʲaɭˈosʲ {} dnʲˈej nazˈɑt,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.cough-medicine,средство от кашля,,sredstvo ot kashlya,srʲˈedstvʌ ot kˈɑʃɭʲʌ,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.is-this-safe-during-pregnancy,Это можно при беременности?,,Eto mozhno pri beremennosti?,ˈɛtʌ mˈoʒnʌ prʲˈi bʲirʲˈemʲinnʌsʲtʲɪ,,2,ru-agent-v1;ipa=espeak
pharmacy-symptoms.i-think-i-have-malaria,"Кажется, у меня малярия.",,,"kˈɑʒɨtsʌ, ˈu mʲinʲˈɑ mʌɭʲarʲˈija",,2,malaria-reader-v1;ipa=espeak
pharmacy-symptoms.i-need-a-malaria-test,Мне нужен анализ на малярию.,,,mnʲˈe nˈuʒɨn anˈɑɭʲis nə mʌɭʲarʲˈiju,,2,malaria-reader-v1;ipa=espeak
body-parts.head,голова,,golova,ɡʌɭʌvˈɑ,,2,ru-agent-v1;ipa=espeak
body-parts.stomach,живот,,zhivot,ʒɨvˈot,,2,ru-agent-v1;ipa=espeak
body-parts.back,спина,,spina,spʲinˈɑ,,2,ru-agent-v1;ipa=espeak
body-parts.throat,горло,,gorlo,ɡˈorɭʌ,,2,ru-agent-v1;ipa=espeak
body-parts.tooth,зуб,,zub,zˈup,,2,ru-agent-v1;ipa=espeak
body-parts.chest,грудь,,grudʼ,ɡrˈutʲ,,2,ru-agent-v1;ipa=espeak
body-parts.eye,глаз,,glaz,ɡɭˈɑs,,2,ru-agent-v1;ipa=espeak
body-parts.ear,ухо,,ukho,ˈuxʌ,,2,ru-agent-v1;ipa=espeak
body-parts.leg,нога,,noga,nʌɡˈɑ,,2,ru-agent-v1;ipa=espeak
body-parts.arm,рука,,ruka,rukˈɑ,,2,ru-agent-v1;ipa=espeak
body-parts.foot,ступня,нога,stupnya,stupnʲˈɑ,,2,ru-agent-v1;ipa=espeak
body-parts.hand,кисть,рука,kistʼ,kʲˈistʲ,,2,ru-agent-v1;ipa=espeak
body-parts.knee,колено,,koleno,kʌɭʲˈenʌ,,2,ru-agent-v1;ipa=espeak
body-parts.ankle,щиколотка,голеностоп,shchikolotka,ɕˈikʌɭʌtka,,2,ru-agent-v1;ipa=espeak
body-parts.skin,кожа,,kozha,kˈoʒa,,2,ru-agent-v1;ipa=espeak
lost-rescue.i-lost-my-passport,У меня пропал паспорт.,Я потерял паспорт.,U menya propal pasport.,ˈu mʲinʲˈɑ prʌpˈɑɭ pˈɑspʌrt,my passport has gone,2,ru-agent-v1;ipa=espeak
lost-rescue.i-lost-my-phone,У меня пропал телефон.,,U menya propal telefon.,ˈu mʲinʲˈɑ prʌpˈɑɭ tʲiɭʲifˈon,,2,ru-agent-v1;ipa=espeak
lost-rescue.please-call-the-police,"Вызовите полицию, пожалуйста.",,"Vyzovite politsiyu, pozhaluysta.","vˈɨzʌvʲitʲi pʌɭʲˈitsɨju, pʌʒˈɑɭujsta",,2,ru-agent-v1;ipa=espeak
lost-rescue.we-are-here,Мы здесь.,,My zdesʼ.,mˈɨ ʑdʲˈesʲ,,2,ru-agent-v1;ipa=espeak
lost-rescue.please-look-at-my-location-pin,Посмотрите мою метку на карте.,,Posmotrite moyu metku na karte.,pʌsmˈotrʲitʲi mˈoju mʲˈetku nə kˈɑrtʲi,,2,ru-agent-v1;ipa=espeak
lost-rescue.i-cannot-walk,Я не могу идти.,,Ya ne mogu idti.,ˈja nʲe mʌɡˌu ɪtʲtʲˈi,,2,ru-agent-v1;ipa=espeak
lost-rescue.i-sprained-my-ankle,У меня растяжение ноги.,Я подвернул ногу.,U menya rastyazheniye nogi.,ˈu mʲinʲˈɑ rʌsʲtʲaʒˈɛnʲijɪ nˈoɡʲɪ,,2,ru-agent-v1;ipa=espeak
lost-rescue.please-contact-rescue,Свяжитесь со спасателями.,,Svyazhitesʼ so spasatelyami.,svʲaʒˈɨtʲisʲ sˈo spʌsatʲˈeɭʲʌmʲɪ,,2,ru-agent-v1;ipa=espeak
lost-rescue.my-companion-is-missing,Пропал мой спутник.,,Propal moy sputnik.,prʌpˈɑɭ mˈoj spˈutʲnʲik,,2,ru-agent-v1;ipa=espeak
lost-rescue.please-look-at-my-current-location,"Посмотрите, где я нахожусь.",,"Posmotrite, gde ya nakhozhusʼ.","pʌsmˈotrʲitʲi, ɡdʲˈe ˈja nʌxʌʒˈusʲ",,2,ru-agent-v1;ipa=espeak
lost-rescue.my-child-is-missing,Пропал мой ребёнок.,,Propal moy rebënok.,prʌpˈɑɭ mˈoj rʲibʲˈɵnʌk,,2,ru-agent-v1;ipa=espeak
lost-rescue.i-do-not-know-where-i-am,"Я не знаю, где я.",,"Ya ne znayu, gde ya.","ˈja nʲe znˈɑju, ɡdʲˈe ˈja",,2,ru-agent-v1;ipa=espeak
lost-rescue.my-friend-is-hurt,Мой друг ранен.,Моя подруга ранена.,Moy drug ranen.,mˈoj drˈuk rˈɑnʲin,,2,ru-agent-v1;ipa=espeak
lost-rescue.i-lost-my-wallet,У меня пропал кошелёк.,,U menya propal koshelëk.,ˈu mʲinʲˈɑ prʌpˈɑɭ kʌʃɨɭʲˈɵk,,2,ru-agent-v1;ipa=espeak
lost-rescue.i-lost-my-bag,У меня пропала сумка.,,U menya propala sumka.,ˈu mʲinʲˈɑ prʌpˈɑɭa sˈumka,,2,ru-agent-v1;ipa=espeak
lost-rescue.where-is-lost-and-found,Где бюро находок?,Где стол находок?,Gde byuro nakhodok?,ɡdʲˈe bʲʉrˈo naxˈodʌk,,2,ru-agent-v1;ipa=espeak
lost-rescue.i-cannot-find-my-hotel,Я не могу найти свой отель.,,Ya ne mogu nayti svoy otelʼ.,ˈja nʲe mʌɡˌu najtʲˈi svˈoj ʌtʲˈeɭ,,2,ru-agent-v1;ipa=espeak
lost-rescue.i-left-it-on-the-train,Это осталось в поезде.,Я забыл это в поезде.,Eto ostalosʼ v poyezde.,ˈɛtʌ ʌstˈɑɭʌsʲ f pˈojiʑdʲi,,2,ru-agent-v1;ipa=espeak
lost-rescue.i-cannot-get-down,Я не могу спуститься.,,Ya ne mogu spustitʼsya.,ˈja nʲe mʌɡˌu spusʲtʲˈitʲsʲʌ,,2,ru-agent-v1;ipa=espeak
police-consulate.where-is-the-police-station,Где отделение полиции?,,Gde otdeleniye politsii?,ɡdʲˈe ʌdʲdʲiɭʲˈenʲijɪ pʌɭʲˈitsɨɪ,,2,ru-agent-v1;ipa=espeak
police-consulate.i-want-to-report-a-theft,Я хочу заявить о краже.,,Ya khochu zayavitʼ o krazhe.,ˈja xʌtʃʲˈu zʌjavʲˈitʲ ˈo krˈɑʒɨ,,2,ru-agent-v1;ipa=espeak
police-consulate.my-bag-was-stolen,У меня украли сумку.,,U menya ukrali sumku.,ˈu mʲinʲˈɑ ukrˈɑɭʲɪ sˈumku,they stole my bag,2,ru-agent-v1;ipa=espeak
police-consulate.my-passport-was-stolen,У меня украли паспорт.,,U menya ukrali pasport.,ˈu mʲinʲˈɑ ukrˈɑɭʲɪ pˈɑspʌrt,,2,ru-agent-v1;ipa=espeak
police-consulate.someone-is-following-me,За мной кто-то идёт.,,Za mnoy kto-^to idët.,zˈɑ mnˈoj ktˈoto ɪdʲˈɵt,,2,ru-agent-v1;ipa=espeak
police-consulate.i-need-a-written-police-report,Мне нужен талон-уведомление.,Мне нужна справка из полиции.,Mne nuzhen talon-uvedomleniye.,mnʲˈe nˈuʒɨn taɭˈonuvʲidʌmɭʲenʲijɪ,police receipt slip,2,ru-agent-v1;ipa=espeak
police-consulate.i-want-to-contact-my-embassy,Я хочу связаться с посольством.,,Ya khochu svyazatʼsya s posolʼstvom.,ˈja xʌtʃʲˈu svʲazˈɑtʲsʲʌ s pʌsˈoɭstvʌm,,2,ru-agent-v1;ipa=espeak
police-consulate.i-need-it-for-my-insurance,Это нужно для страховки.,,Eto nuzhno dlya strakhovki.,ˈɛtʌ nˈuʒnʌ dɭʲɑ straxˈofkʲɪ,,2,ru-agent-v1;ipa=espeak
police-consulate.i-need-an-interpreter,Мне нужен переводчик.,,Mne nuzhen perevodchik.,mnʲˈe nˈuʒɨn pʲirʲivˈodʲtʃʲik,,2,ru-agent-v1;ipa=espeak
police-consulate.please-leave-me-alone,Оставьте меня в покое.,,Ostavʼte menya v pokoye.,ʌstˈɑvtʲi mʲinʲˈɑ f pʌkˈojɪ,,2,ru-agent-v1;ipa=espeak
police-consulate.i-was-robbed,Меня ограбили.,,Menya ograbili.,mʲinʲˈɑ ʌɡrˈɑbʲiɭʲɪ,they robbed me,2,ru-agent-v1;ipa=espeak
police-consulate.i-want-a-lawyer,Я хочу адвоката.,,Ya khochu advokata.,ˈja xʌtʃʲˈu advʌkˈɑta,,2,ru-agent-v1;ipa=espeak
police-consulate.please-notify-my-consulate,Сообщите в моё консульство.,,Soobshchite v moyë konsulʼstvo.,sʌʌpɕˈitʲi v mʌˈɵ kˈonsuɭstvʌ,,2,ru-agent-v1;ipa=espeak
police-consulate.i-am-calling-the-police,Я звоню в полицию.,,Ya zvonyu v politsiyu.,ˈja zvʌnʲˈʉ f pʌɭʲˈitsɨju,,2,ru-agent-v1;ipa=espeak
police-consulate.am-i-under-arrest,Я задержан?,Я задержана?,Ya zaderzhan?,ˈja zadʲˈerʒʌn,,2,ru-agent-v1;ipa=espeak
police-consulate.no-thank-you-i-am-not-interested,"Нет, спасибо, мне не интересно.",,"Net, spasibo, mne ne interesno.","nʲˈet, spasʲˈibʌ, mnʲˈe nʲe ɪntʲɛrʲˈesnʌ",,2,ru-agent-v1;ipa=espeak
police-consulate.someone-attacked-me,На меня напали.,,Na menya napali.,nə mʲinʲˈɑ napˈɑɭʲɪ,they attacked me,2,ru-agent-v1;ipa=espeak
police-consulate.i-did-not-agree-to-this-price,Мы договаривались о другой цене.,,My dogovarivalisʼ o drugoy tsene.,mˈɨ dʌɡʌvˈɑrʲivʌɭʲisʲ ˈo druɡˈoj tsɨnʲˈe,we agreed a different price,2,ru-agent-v1;ipa=espeak
police-consulate.please-write-the-report-number,Напишите номер заявления.,Напишите номер КУСП.,Napishite nomer zayavleniya.,nʌpʲiʃˈɨtʲi nˈomʲir zʌjavɭʲˈenʲija,,2,ru-agent-v1;ipa=espeak
police-consulate.it-happened-here,Это случилось здесь.,,Eto sluchilosʼ zdesʼ.,ˈɛtʌ sɭutʃʲˈiɭʌsʲ ʑdʲˈesʲ,,2,ru-agent-v1;ipa=espeak
police-consulate.may-i-have-a-copy-of-the-report,Можно копию заявления?,,Mozhno kopiyu zayavleniya?,mˈoʒnʌ kˈopʲiju zʌjavɭʲˈenʲija,,2,ru-agent-v1;ipa=espeak
police-consulate.i-will-not-sign-anything-i-cannot-read,"Не подпишу то, что не могу прочитать.",,"Ne podpishu to, chto ne mogu prochitatʼ.","nʲe pʌtpʲiʃˈu tˈo, ʃto nʲe mʌɡˌu prʌtʃʲitˈɑtʲ",,2,ru-agent-v1;ipa=espeak
police-consulate.am-i-free-to-go,Я могу идти?,,Ya mogu idti?,ˈja mʌɡˌu ɪtʲtʲˈi,,2,ru-agent-v1;ipa=espeak
police-consulate.i-do-not-want-to-go-with-you,Я не хочу идти с вами.,,Ya ne khochu idti s vami.,ˈja nʲe xʌtʃʲˈu ɪtʲtʲˈi s vˈɑmʲɪ,,2,ru-agent-v1;ipa=espeak
