concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
hotel-basics.i-would-like-a-quiet-room,ଶାନ୍ତ କୋଠରୀ ଚାହୁଁଛି,,śānta kōṭharī cāhum̐chi,sˈantɔ kˈoʈʰɔɾˌi tʃahˈũtʃʰi,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
hotel-basics.is-there-a-washing-machine,ୱାସିଂ ମେସିନ୍ ଅଛି କି?,,wāsiṁ mēsin achi ki?,wˈasiŋ mˈesin ˈɔtʃʰi kˈi,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
hotel-basics.is-wi-fi-free,ୱାଇ-ଫାଇ ମାଗଣା କି?,,wāi-phāi māgaṇā ki?,wˈaipʰai mˈaɡɔɳˌa kˈi,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
hotel-basics.how-much-per-night,ଗୋଟିଏ ରାତି ପାଇଁ କେତେ?,,gōṭiē rāti pāim̐ kētē?,ɡˈoʈiˌe ɾˈati pˈaĩ kˈete,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
hotel-basics.is-breakfast-included,ଜଳଖିଆ ଏଥିରେ ଅଛି କି?,,jaḷakhiā ēthirē achi ki?,ɟˌɔɭˈɔkʰiˌa ˈetʰiɾˌe ˈɔtʃʰi kˈi,is breakfast in this?,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
hotel-basics.may-i-see-the-room,କୋଠରୀ ଦେଖିପାରିବି କି?,,kōṭharī dēkhipāribi ki?,kˈoʈʰɔɾˌi dˈekʰipˌaɾibˌi kˈi,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
hotel-basics.for-nights,{} ରାତି ପାଇଁ,,{} rāti pāim̐,{} ɾˈati pˈaĩ,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
hotel-basics.two-beds,ଦୁଇଟି ଖଟ ଦିଅନ୍ତୁ,,duiṭi khaṭa diantu,dˈuiʈˌi kʰˈɔʈ diˈɔntu,give two beds,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
hotel-basics.is-there-air-conditioning,ଏସି ଅଛି କି?,,ēsi achi ki?,ˈesi ˈɔtʃʰi kˈi,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
hotel-requests.can-i-check-out-later,ଡେରିରେ ଚେକ୍-ଆଉଟ୍ କରିପାରିବି କି?,,ḍērirē cēk-āuṭ karipāribi ki?,ɖˈeɾiɾˌe tʃˈekauʈ kˈɔɾipˌaɾibˌi kˈi,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
hotel-requests.what-time-does-breakfast-start,ଜଳଖିଆ କେତେବେଳୁ ଆରମ୍ଭ ହୁଏ?,,jaḷakhiā kētēbēḷu ārambha huē?,ɟˌɔɭˈɔkʰiˌa kˈetebˌeɭˌu aɾˈɔmbʰɔ hˈue,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
hotel-requests.can-i-store-my-luggage,ମୋ ଜିନିଷ ରଖିପାରିବି କି?,,mō jiniṣa rakhipāribi ki?,mˈo ɟˈinisˌɔ ɾˈɔkʰipˌaɾibˌi kˈi,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
hotel-requests.no-housekeeping,କୋଠରୀ ସଫା କରିବା ଦରକାର ନାହିଁ,,kōṭharī saphā karibā darakāra nāhim̐,kˈoʈʰɔɾˌi sˈɔpʰa kˈɔɾibˌa dˈɔɾɔkˌaɾɔ nˈahĩ,no need to clean the room,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
hotel-requests.another-towel-please,ଦୟାକରି ଆଉ ଗୋଟିଏ ତଉଲିଆ ଦିଅନ୍ତୁ,,daẏākari āu gōṭiē tauliā diantu,dˈɔjɔˌakɔɾˌi ˈau ɡˈoʈiˌe ʈˈɔulˌia diˈɔntu,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
hotel-requests.what-time-is-check-out,ଚେକ୍-ଆଉଟ୍ କେତେବେଳେ?,,cēk-āuṭ kētēbēḷē?,tʃˈekauʈ kˈetebˌeɭˌe,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
hotel-requests.can-i-check-in-early,ଆଗେ ଚେକ୍-ଇନ୍ କରିପାରିବି କି?,,āgē cēk-in karipāribi ki?,ˈaɡe tʃˈekin kˈɔɾipˌaɾibˌi kˈi,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
hotel-requests.another-night,ଆଉ ଗୋଟିଏ ରାତି ରହିପାରିବି କି?,,āu gōṭiē rāti rahipāribi ki?,ˈau ɡˈoʈiˌe ɾˈati ɾˈɔhipˌaɾibˌi kˈi,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
hotel-requests.is-there-a-safe,ଲକର ଅଛି କି?,,lakara achi ki?,lˈɔkɔɾˌɔ ˈɔtʃʰi kˈi,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
hotel-requests.another-blanket,ଦୟାକରି ଆଉ ଗୋଟିଏ କମ୍ବଳ ଦିଅନ୍ତୁ,,daẏākari āu gōṭiē kambaḷa diantu,dˈɔjɔˌakɔɾˌi ˈau ɡˈoʈiˌe kˈɔmbɔɭˌɔ diˈɔntu,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
hotel-requests.wake-up-call,ଦୟାକରି ମୋତେ {} ଟାରେ ଉଠାଇ ଦିଅନ୍ତୁ,,daẏākari mōtē {} ṭārē uṭhāi diantu,dˈɔjɔˌakɔɾˌi mˈote {} ʈˈaɾe ˈuʈʰaˌi diˈɔntu,"please wake me at {} o'clock — ଟାରେ is the clock-hour word, so the slot is a bare numeral",2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
room-problems.there-is-a-problem-with-the-room,କୋଠରୀରେ ଗୋଟିଏ ଅସୁବିଧା ଅଛି,,kōṭharīrē gōṭiē asubidhā achi,kˈoʈʰɔɾˌiɾe ɡˈoʈiˌe ˈɔsubˌidʰa ˈɔtʃʰi,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
room-problems.the-air-conditioning-is-broken,ଏସି ଖରାପ ଅଛି,,ēsi kharāpa achi,ˈesi kʰˈɔɾapˌɔ ˈɔtʃʰi,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
room-problems.there-is-no-hot-water,ଗରମ ପାଣି ନାହିଁ,,garama pāṇi nāhim̐,ɡˈɔɾɔmˌɔ pˈaɳi nˈahĩ,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
room-problems.can-i-change-rooms,କୋଠରୀ ବଦଳାଇ ପାରିବି କି?,,kōṭharī badaḷāi pāribi ki?,kˈoʈʰɔɾˌi bˈɔdɔɭˌai pˈaɾibˌi kˈi,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
room-problems.the-room-is-too-noisy,କୋଠରୀରେ ବହୁତ ଚିଲ୍ଲାବୁଲା,,kōṭharīrē bahuta cillābulā,kˈoʈʰɔɾˌiɾe bˈɔhutˌɔ tʃˈillabˌula,there is much noise in the room,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
room-problems.the-key-does-not-work,ଚାବି କାମ କରୁନାହିଁ,,cābi kāma karunāhim̐,tʃˈabi kˈamɔ kˈɔɾunˌahĩ,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
room-problems.the-toilet-will-not-flush,ଟଏଲେଟ୍ ଫ୍ଲସ୍ ହେଉନାହିଁ,,ṭaēlēṭ phlas hēunāhim̐,ʈˈɔelˌeʈ pʰlˈɔs hˈeunˌahĩ,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
room-problems.the-light-does-not-work,ଲାଇଟ୍ ଜଳୁନାହିଁ,,lāiṭ jaḷunāhim̐,lˈaiʈ ɟˈɔɭˌunahˌĩ,the light is not burning,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
room-problems.please-send-someone,ଦୟାକରି ଜଣକୁ ପଠାନ୍ତୁ ଠିକ୍ କରିବା ପାଇଁ,,daẏākari jaṇaku paṭhāntu ṭhik karibā pāim̐,dˈɔjɔˌakɔɾˌi ɟˈɔɳɔkˌu pɔʈʰˈantu ʈʰˈik kˈɔɾibˌa pˈaĩ,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
room-problems.the-heating-does-not-work,ହିଟର କାମ କରୁନାହିଁ,,hiṭara kāma karunāhim̐,hˈiʈɔɾˌɔ kˈamɔ kˈɔɾunˌahĩ,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
laundry.please-wash-these-clothes,ଦୟାକରି ଏହି ଲୁଗା ଧୋଇ ଦିଅନ୍ତୁ,,daẏākari ēhi lugā dhōi diantu,dˈɔjɔˌakɔɾˌi ˈehi lˈuɡa dʰˈoi diˈɔntu,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
laundry.where-is-a-laundromat,ଲଣ୍ଡ୍ରି କେଉଁଠି ଅଛି?,,laṇḍri kēum̐ṭhi achi?,lˈɔɳɖɾi keˈũʈʰi ˈɔtʃʰi,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
laundry.when-will-it-be-ready,କେବେ ପ୍ରସ୍ତୁତ ହେବ?,,kēbē prastuta hēba?,kˈebe pɾˈɔstutˌɔ hˈebɔ,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
laundry.how-much-per-kilo,କିଲୋ ପିଛା କେତେ?,,kilō pichā kētē?,kˈilo pˈitʃʰa kˈete,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
laundry.can-it-be-ready-today,ଆଜି ହୋଇପାରିବ କି?,,āji hōipāriba ki?,ˈaɟi hˈoipˌaɾibˌɔ kˈi,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
laundry.please-do-not-use-bleach,ଦୟାକରି ବ୍ଲିଚ୍ ଲଗାନ୍ତୁ ନାହିଁ,,daẏākari blic lagāntu nāhim̐,dˈɔjɔˌakɔɾˌi blˈitʃ lɔɡˈantu nˈahĩ,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
laundry.laundromat,ଲଣ୍ଡ୍ରି,,laṇḍri,lˈɔɳɖɾi,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
laundry.please-iron-this,ଦୟାକରି ଏହା ଇସ୍ତ୍ରୀ କରିଦିଅନ୍ତୁ,,daẏākari ēhā istrī karidiantu,dˈɔjɔˌakɔɾˌi ˈeha ˈistɾi kˌɔɾidiˈɔntu,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
laundry.detergent,ସାବୁନ ଗୁଣ୍ଡ,,sābuna guṇḍa,sˈabunˌɔ ɡˈuɳɖɔ,soap powder,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
laundry.dry-cleaning,ଡ୍ରାଏ କ୍ଲିନିଂ,,ḍrāē kliniṁ,ɖɾˈae klˈiniŋ,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
laundry.dryer,ଡ୍ରାୟର,,ḍrāẏara,ɖɾˈajɔɾˌɔ,,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
laundry.coin-operated,ମୁଦ୍ରା ଦେଇ ଚଳେ,,mudrā dēi caḷē,mˈudɾa dˈei tʃˈɔɭˌe,runs on a coin,2,Odisha Tourism (OTDC) visitor information and bilingual site boards; Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices;ipa=espeak
