concept_id,text,text_alt,ipa,literal,confidence,provenance
phone-text-power.please-confirm,"Confermi, per favore",,"konfˈermɪ, per favˈore",,2,it-agent-v1;ipa=espeak
social-basics.good-night,Buonanotte,,bʊonanˈɔtːe,,2,it-agent-v1;ipa=espeak
social-basics.okay-fine-i-am-okay,Sto bene,Va bene,stˈɔ bˈɛne,,2,it-agent-v1;ipa=espeak
quick-responses.can-possible,si può,,sɪ pʊˈɔ,,2,it-agent-v1;ipa=espeak
quick-responses.cannot-not-possible,non è possibile,,non e possˈibile,,2,it-agent-v1;ipa=espeak
quick-responses.okay-fine,va bene,,vˈa bˈɛne,,2,it-agent-v1;ipa=espeak
quick-responses.no-good-not-allowed-will-not-work,non è permesso,vietato,non e permˈesso,,2,it-agent-v1;ipa=espeak
communication.i-cannot-make-out-what-you-are-saying,Non capisco quello che dice,,non kapˈisko kwˈɛllo ke dˈitʃe,,2,it-agent-v1;ipa=espeak
communication.i-do-not-understand,Non capisco,,non kapˈisko,,2,it-agent-v1;ipa=espeak
communication.i-cannot-read-it,Non riesco a leggerlo,,non riˈesko a lˈedʒːerlo,,2,it-agent-v1;ipa=espeak
phone-translation.please-type-it-and-show-me,Lo scriva sul telefono e me lo mostri,,lo skrˈiva sʊl telˈɛfono e me lo mˈostrɪ,,2,it-agent-v1;ipa=espeak
phone-translation.please-look-at-the-screen,"Guardi lo schermo, per favore",,"ɡwˈardɪ lo skˈermo, per favˈore",,2,it-agent-v1;ipa=espeak
phone-text-power.may-i-charge-my-phone-here,Posso caricare il telefono qui?,,pˈɔsso karikˈare il telˈɛfono kwˈi,,2,it-agent-v1;ipa=espeak
sim-data.i-would-like-a-tourist-sim,Vorrei una SIM per turisti,,vorɾˈɛi ˌʊna ˌɛsseˌiːˈɛmme per tʊrˈistɪ,,2,it-agent-v1;ipa=espeak
sim-data.may-i-use-your-wifi,Posso usare il vostro Wi-Fi?,,pˈɔsso ʊzˈare il vˌɔstro wˈaɪfaɪ,,2,it-agent-v1;ipa=espeak
sim-data.how-much-data-is-included,Quanti giga sono inclusi?,,kwˈantɪ dʒˈiɡa sˌono inklˈuzɪ,,2,it-agent-v1;ipa=espeak
sim-data.do-you-need-my-passport,Le serve il mio passaporto?,,le sˈɛrve il mˌio passapˈɔrto,,2,it-agent-v1;ipa=espeak
sim-data.how-long-is-it-valid,Quanto tempo è valida?,,kwˈanto tˈɛmpo e vˈalida,,2,it-agent-v1;ipa=espeak
sim-data.please-activate-it,"La attivi, per favore",,"la atːˈivɪ, per favˈore",,2,it-agent-v1;ipa=espeak
sim-data.do-you-have-an-esim,Avete una eSIM?,,avˌete ˌʊna e ˌɛsseˌiːˈɛmme,,2,it-agent-v1;ipa=espeak
sim-data.my-data-is-not-working,I dati non funzionano,,i dˈatɪ non fʊntsjˈɔnano,,2,it-agent-v1;ipa=espeak
sim-data.does-it-need-registration,Va registrata?,,vˈa redʒistrˈata,,2,it-agent-v1;ipa=espeak
sim-data.i-have-no-signal,Non ho segnale,,non o seɲˈale,,2,it-agent-v1;ipa=espeak
sim-data.please-write-the-wifi-password,Scriva la password del Wi-Fi,,skrˈiva la pˈassword del wˈaɪfaɪ,,2,it-agent-v1;ipa=espeak
sim-data.sim-card,la scheda SIM,la SIM,la skˈɛda ˌɛsseˌiːˈɛmme,,2,it-agent-v1;ipa=espeak
sim-data.where-can-i-buy-a-plug-adapter,Dove posso comprare un adattatore per la presa?,,dˈove pˈɔsso komprˈare ʊn adatːatˈore per la prˈeza,,2,it-agent-v1;ipa=espeak
sim-data.mobile-data,i dati mobili,,i dˈatɪ mˈɔbilɪ,,2,it-agent-v1;ipa=espeak
sim-data.can-i-top-up-this-sim,Posso ricaricare questa SIM?,,pˈɔsso rikarikˈare kwˌɛsta ˌɛsseˌiːˈɛmme,,2,it-agent-v1;ipa=espeak
sim-data.top-up,la ricarica,,la rikˈarika,,2,it-agent-v1;ipa=espeak
sim-data.is-there-coverage-in,C'è copertura a {}?,C'è campo a {}?,tʃe kopertˈura ˈaː {},,2,it-agent-v1;ipa=espeak
sim-data.signal,il segnale,il campo,il seɲˈale,,2,it-agent-v1;ipa=espeak
sim-data.esim,la eSIM,,la e sˈim,,2,it-agent-v1;ipa=espeak
sim-data.prepaid,prepagata,ricaricabile,prepaɡˈata,,2,it-agent-v1;ipa=espeak
sim-data.roaming,il roaming,,il roˈamiŋɡ,,2,it-agent-v1;ipa=espeak
children.cannot-find-my-child,Non trovo mio figlio / mia figlia,Ho perso di vista mio figlio,non trˈɔvo mˌio fˈiʎo / mˌia fˈiʎa,,2,it-agent-v1;ipa=espeak
children.make-an-announcement,Può fare un annuncio all'altoparlante?,,pʊˈɔ fˈare ʊn annˈuntʃo allaltoparlˈante,,2,it-agent-v1;ipa=espeak
children.child-age,Mio figlio ha {} anni,Mia figlia ha {} anni,mˌio fˈiʎo ˈa {} ˈannɪ,,2,it-agent-v1;ipa=espeak
children.high-chair,Avete un seggiolone?,,avˌete ʊn sedʒːolˈone,,2,it-agent-v1;ipa=espeak
children.baby-changing-room,Dov'è il fasciatoio?,,dovˈɛ il faʃatˈojo,,2,it-agent-v1;ipa=espeak
children.childrens-menu,C'è un menù per bambini?,,tʃe ʊn menˈu per bambˈinɪ,,2,it-agent-v1;ipa=espeak
children.suitable-for-children,È adatto ai bambini?,,e adˈatːo aj bambˈinɪ,,2,it-agent-v1;ipa=espeak
children.minimum-age,Qual è l'età minima?,,kwˈal e letˈa mˈinima,,2,it-agent-v1;ipa=espeak
children.do-children-pay,I bambini pagano?,,i bambˈinɪ pˈaɡano,,2,it-agent-v1;ipa=espeak
children.crib,Avete una culla?,Avete un lettino?,avˌete ˌʊna kˈulla,,2,it-agent-v1;ipa=espeak
children.warm-this-bottle,Può scaldare questo biberon?,,pʊˈɔ skaldˈare kwˌɛsto biberˈon,,2,it-agent-v1;ipa=espeak
children.car-seat,Ci serve un seggiolino per auto,,tʃɪ sˈɛrve ʊn sedʒːolˈino per ˈaʊto,,2,it-agent-v1;ipa=espeak
children.stroller,il passeggino,la carrozzina,il passedʒːˈino,,2,it-agent-v1;ipa=espeak
children.playground,C'è un parco giochi?,,tʃe ʊn pˈarko dʒˈɔkɪ,,2,it-agent-v1;ipa=espeak
etiquette.is-this-allowed,È permesso?,Si può fare?,e permˈesso,,2,it-agent-v1;ipa=espeak
etiquette.is-tipping-expected,Si usa lasciare la mancia?,,sɪ ˈuza laʃˈare la mˈantʃa,,2,it-agent-v1;ipa=espeak
etiquette.is-service-included,Il servizio è incluso?,,il servˈitsio e inklˈuzo,,2,it-agent-v1;ipa=espeak
etiquette.may-i-enter,Posso entrare?,,pˈɔsso entrˈare,,2,it-agent-v1;ipa=espeak
etiquette.remove-shoes,Devo togliermi le scarpe?,,dˈɛvo tˈoʎermɪ le skˈarpe,,2,it-agent-v1;ipa=espeak
etiquette.photo-of-you,Posso farle una foto?,,pˈɔsso fˈarle ˌʊna fˈɔto,,2,it-agent-v1;ipa=espeak
etiquette.may-i-sit-here,Posso sedermi qui?,,pˈɔsso sedˈɛrmɪ kwˈi,,2,it-agent-v1;ipa=espeak
etiquette.queue-for,È questa la fila per {}?,,e kwˌɛsta la fˈila pˈer {},,2,it-agent-v1;ipa=espeak
etiquette.dressed-appropriately,Il mio abbigliamento è adeguato?,,il mˌio abːiʎamˈento e adeɡwˈato,,2,it-agent-v1;ipa=espeak
etiquette.did-not-mean-to-offend,Non volevo offendere,,non volˈɛvo offˈɛndere,,2,it-agent-v1;ipa=espeak
etiquette.what-is-customary,Come si usa fare qui?,,kˌome sɪ ˈuza fˈare kwˈi,,2,it-agent-v1;ipa=espeak
etiquette.keep-the-change,Tenga il resto,,tˈeŋɡa il rˈɛsto,,2,it-agent-v1;ipa=espeak
social-basics.politeness-particles,"Cortesia in thailandese: chiuda quasi ogni frase con khrap se è un uomo, con kha se è una donna. In una domanda la donna dice kha con tono ascendente. Le righe di questa guida non riportano la particella: l'aggiunga Lei.",,,,2,it-agent-v1
