concept_id,text,text_alt,romanization_bgn,ipa,literal,confidence,provenance
accessibility.need-to-sit-down,مجھے بیٹھنا ہے,,mujhe baiṭhnā hai,mˌʊɟʰeː bˈeːʈʰnˌaː hɛ,,2,ur-agent-v1;ipa=espeak
accessibility.accessible-restroom,کیا معذوروں کے لیے واش روم ہے؟,,kyā māzūroñ ke liye wāsh rūm hai?,kjˈaː mˈaːzuːɾˌõː keː lˈiːeː ʋˈaːʃ ɾˈoːm hɛ,"Pakistani signs read māzūr afrād, 'disabled persons'; there is no fixed 'accessible' term",2,ur-agent-v1;ipa=espeak
accessibility.station-assistance,کیا اسٹیشن پر مدد ملے گی؟,,kyā isṭeshan par madad mile gī?,kjˈaː ˌɪsʈeːʃˈan pˈʌɾ mˈʌdəd mˈɪleː ɡi,,2,ur-agent-v1;ipa=espeak
accessibility.help-me-carry,یہ اٹھانے میں مدد کیجیے,,yih uṭhāne meñ madad kījiye,jeːh ʊʈʰˈaːneː mˈẽ mˈʌdəd kˈiːɟiˌeː,,2,ur-agent-v1;ipa=espeak
accessibility.board-first,کیا میں پہلے چڑھ جاؤں؟,کیا میں پہلے سوار ہو جاؤں؟,kyā maiñ pahle chaṛh jā’ūñ?,kjˈaː mˈẽ pˈɛhleː cˈʌɽʰ ɟaːˈoːn,,2,ur-agent-v1;ipa=espeak
accessibility.door-width,دروازہ کتنا چوڑا ہے؟,,darwāza kitnā chauṛā hai?,dəɾʋˈaːzˌa kˈɪtnaː cˈoːɽaː hɛ,,2,ur-agent-v1;ipa=espeak
accessibility.wheelchair-width,میری وہیل چیئر {} سینٹی میٹر چوڑی ہے,,merī whīl chī’ar {} senṭī mīṭar chauṛī hai,mˈeːɾi ʋəhˈiːl cˈeːɾ {} sˈeːnʈi miʈˈaɾ cˈoːɽi hɛ,,2,ur-agent-v1;ipa=espeak
accessibility.hard-of-hearing,مجھے کم سنائی دیتا ہے,,mujhe kam sunā’ī detā hai,mˌʊɟʰeː kˈʌm sənˈaːi dˈeːtaː hɛ,,2,ur-agent-v1;ipa=espeak
accessibility.speak-louder,ذرا زور سے بولیے,,zarā zor se boliye,zˈʌɾaː zˈoːɾ seː bˈoːljeː,,2,ur-agent-v1;ipa=espeak
accessibility.visually-impaired,مجھے بہت کم دکھائی دیتا ہے,میری نظر بہت کمزور ہے,mujhe bahut kam dikhā’ī detā hai,mˌʊɟʰeː bˈahʊt kˈʌm dɪkʰˈaːi dˈeːtaː hɛ,,2,ur-agent-v1;ipa=espeak
accessibility.take-your-arm,کیا میں آپ کا بازو پکڑ لوں؟,,kyā maiñ āp kā bāzū pakaṛ lūñ?,kjˈaː mˈẽ ˌaːp kaː bˈaːzuː pˈʌkəɽ lˈõː,,2,ur-agent-v1;ipa=espeak
accessibility.guide-dog,یہ میرا گائیڈ ڈاگ ہے,یہ میرا رہنما کتا ہے,yih merā gā’iḍ ḍāg hai,jeːh mˈeːɾaː ɡaːˈiːɖ ɖˈaːɡ hɛ,guide dogs are very rare in Pakistan; the loanword may need explaining,2,ur-agent-v1;ipa=espeak
in-a-building.is-this-the-correct-entrance,کیا اندر جانے کا راستہ یہی ہے؟,کیا یہی صحیح گیٹ ہے؟,kyā andar jāne kā rāsta yahī hai?,kjˈaː ˈandaɾ ɟˈaːneː kaː ɾˈaːstˌa jˈɛhi hɛ,,2,ur-agent-v1;ipa=espeak
in-a-building.do-you-have-wi-fi,کیا یہاں وائی فائی ہے؟,,kyā yahāñ wā’ī fā’ī hai?,kjˈaː jˈʌhãː ʋˈaːi fˈaːi hɛ,,2,ur-agent-v1;ipa=espeak
in-a-building.what-is-the-wi-fi-password,وائی فائی کا پاس ورڈ کیا ہے؟,,wā’ī fā’ī kā pās warḍ kyā hai?,ʋˈaːi fˈaːi kaː pˈaːs ʋˈʌɾɖ kjˈaː hɛ,,2,ur-agent-v1;ipa=espeak
in-a-building.which-floor,کون سی منزل؟,,kaun sī manzil?,kˈoːn sˈiː mˈanzˌɪl,,2,ur-agent-v1;ipa=espeak
toilets.where-toilet,واش روم کہاں ہے؟,باتھ روم کہاں ہے؟,wāsh rūm kahāñ hai?,ʋˈaːʃ ɾˈoːm kˈʌhãː hɛ,both loanwords are the everyday spoken words; the sign says bait ul-khalā,2,ur-agent-v1;ipa=espeak
toilets.where-public-toilet,عوامی بیت الخلا کہاں ہے؟,پبلک واش روم کہاں ہے؟,awāmī bait ul-khalā kahāñ hai?,aʋˈaːmi bˈeːt alxˈʌlaː kˈʌhãː hɛ,,2,ur-agent-v1;ipa=espeak
toilets.may-i-use-the-toilet,کیا میں واش روم استعمال کر سکتا ہوں؟,,kyā maiñ wāsh rūm istemāl kar saktā hūñ?,kjˈaː mˈẽ ʋˈaːʃ ɾˈoːm ˌɪsteːmˈaːl kaɾ sˈʌktˌaː hũː,,2,ur-agent-v1;ipa=espeak
toilets.is-it-only-for-customers,کیا صرف گاہکوں کے لیے ہے؟,,kyā sirf gāhakoñ ke liye hai?,kjˈaː sˈɪɾf ɡˈaːhkõː keː lˈiːeː hɛ,,2,ur-agent-v1;ipa=espeak
toilets.toilet-wc,بیت الخلا,ٹوائلٹ,bait ul-khalā,bˈeːt alxˈʌlaː,the sign wording; people say wāsh rūm,2,ur-agent-v1;ipa=espeak
toilets.is-it-free,کیا مفت ہے؟,,kyā muft hai?,kjˈaː mˈʊft hɛ,,2,ur-agent-v1;ipa=espeak
toilets.do-i-need-a-coin,کیا سکہ یا ٹوکن لگے گا؟,,kyā sikka yā ṭokan lage gā?,kjˈaː sˈɪka jˈaː ʈˈoːkən lˈʌɡeː ɡaː,,2,ur-agent-v1;ipa=espeak
toilets.is-the-tap-water-safe-to-drink,کیا نل کا پانی پینا محفوظ ہے؟,کیا نل کا پانی پینے کے قابل ہے؟,kyā nal kā pānī pīnā mahfūz hai?,kjˈaː nˈʌl kaː pˈaːni pˈiːnaː mˌeːhfˈuːz hɛ,,2,ur-agent-v1;ipa=espeak
toilets.it-is-urgent,بہت ضروری ہے,,bahut zarūrī hai,bˈahʊt zaɾˈuːɾi hɛ,,2,ur-agent-v1;ipa=espeak
toilets.may-i-have-the-toilet-key,کیا واش روم کی چابی مل سکتی ہے؟,,kyā wāsh rūm kī chābī mil saktī hai?,kjˈaː ʋˈaːʃ ɾˈoːm ki cˈaːbi mˈɪl sˈʌktˌiː hɛ,,2,ur-agent-v1;ipa=espeak
toilets.there-is-no-toilet-paper,ٹوائلٹ پیپر نہیں ہے,,ṭo’ilaṭ pepar nahīñ hai,ʈaʋˈaɪləʈ pˈeːpəɾ nahˈĩː hɛ,,2,ur-agent-v1;ipa=espeak
toilets.toilet-paper,ٹوائلٹ پیپر,,ṭo’ilaṭ pepar,ʈaʋˈaɪləʈ pˈeːpəɾ,,2,ur-agent-v1;ipa=espeak
toilets.it-is-out-of-order,یہ خراب ہے,,yih kharāb hai,jeːh xəɾˈaːb hɛ,,2,ur-agent-v1;ipa=espeak
toilets.out-of-order,خراب ہے,,kharāb hai,xəɾˈaːb hɛ,,2,ur-agent-v1;ipa=espeak
toilets.mens-toilet,مردانہ بیت الخلا,حضرات,mardāna bait ul-khalā,məɾdˈaːnˌa bˈeːt alxˈʌlaː,"hazrāt, 'gentlemen', is what most Pakistani doors print",2,ur-agent-v1;ipa=espeak
toilets.womens-toilet,زنانہ بیت الخلا,خواتین,zanāna bait ul-khalā,zənˈaːnˌa bˈeːt alxˈʌlaː,"khawātīn, 'ladies', is what most Pakistani doors print",2,ur-agent-v1;ipa=espeak
toilets.drinking-water,پینے کا پانی,,pīne kā pānī,pˈiːneː kaː pˈaːni,,2,ur-agent-v1;ipa=espeak
toilets.not-for-drinking,یہ پانی پینے کے قابل نہیں,پینے کا پانی نہیں,yih pānī pīne ke qābil nahīñ,jeːh pˈaːni pˈiːneː keː qˈaːbɪl nahˈĩː,not fit to drink; a reviewer should confirm the wording actually printed on Pakistani signs,2,ur-agent-v1;ipa=espeak
toilets.accessible-toilet,معذوروں کا بیت الخلا,معذور افراد کے لیے واش روم,māzūroñ kā bait ul-khalā,mˈaːzuːɾˌõː kaː bˈeːt alxˈʌlaː,,2,ur-agent-v1;ipa=espeak
toilets.where-can-i-wash-my-hands,ہاتھ دھونے کی جگہ کہاں ہے؟,,hāth dhone kī jagah kahāñ hai?,hˈaːtʰ dʰˈoːneː ki ɟˈʌɡˌa kˈʌhãː hɛ,,2,ur-agent-v1;ipa=espeak
toilets.can-i-flush-the-paper,کیا ٹوائلٹ پیپر فلش کر سکتے ہیں؟,,kyā ṭo’ilaṭ pepar flash kar sakte haiñ?,kjˈaː ʈaʋˈaɪləʈ pˈeːpəɾ fˈʌləʃ kaɾ sˈʌktˌeː hẽ,,2,ur-agent-v1;ipa=espeak
toilets.is-there-a-toilet-on-board,کیا اس میں واش روم ہے؟,,kyā is meñ wāsh rūm hai?,kjˈaː ɪs mˈẽ ʋˈaːʃ ɾˈoːm hɛ,,2,ur-agent-v1;ipa=espeak
toilets.the-toilet-will-not-flush,فلش کام نہیں کر رہا,,flash kām nahīñ kar rahā,fˈʌləʃ kˈaːm nahˈĩː kaɾ ɾˈʌhaː,,2,ur-agent-v1;ipa=espeak
toilets.baby-change,بچے کے کپڑے بدلنے کی جگہ,,bache ke kapṛe badalne kī jagah,bˈʌceː keː kˈʌpɽˌeː bˈʌdəlneː ki ɟˈʌɡˌa,Pakistan has no standard sign for a baby-change facility; this describes it,2,ur-agent-v1;ipa=espeak
toilets.squat-toilet,دیسی ٹوائلٹ,,desī ṭo’ilaṭ,dˈeːsi ʈaʋˈaɪləʈ,'desi toilet'; the seated one is kamoḍ or angrezī ṭo’ilaṭ,2,ur-agent-v1;ipa=espeak
building-words.elevator,لفٹ,,lifṭ,lˈɪfʈ,,2,ur-agent-v1;ipa=espeak
building-words.stairs,سیڑھیاں,زینہ,sīṛhiyāñ,sˈiːɽʰjãː,,2,ur-agent-v1;ipa=espeak
building-words.entrance,داخلہ,اندر جانے کا راستہ,dākhila,dˈaːxəla,,2,ur-agent-v1;ipa=espeak
building-words.exit,باہر جانے کا راستہ,ایگزٹ,bāhar jāne kā rāsta,bˈaːhəɾ ɟˈaːneː kaː ɾˈaːstˌa,way out; signs often print the English EXIT,2,ur-agent-v1;ipa=espeak
building-words.men,مرد,حضرات,mard,mˈʌɾd,,2,ur-agent-v1;ipa=espeak
building-words.women,خواتین,عورتیں,khawātīn,xˌaʋaːtˈiːn,,2,ur-agent-v1;ipa=espeak
building-words.door,دروازہ,,darwāza,dəɾʋˈaːzˌa,,2,ur-agent-v1;ipa=espeak
building-words.key,چابی,,chābī,cˈaːbi,,2,ur-agent-v1;ipa=espeak
