concept_id,section_id,default_template,kind,slug_en,rank,importance,cluster_id,cluster_rank,slots,register,applies_to,notes
pharmacy-symptoms.i-have-a-headache,pharmacy-symptoms,refphrase,phrase,i-have-a-headache,10,0.840,pharmacy-symptoms.i-have-a-headache,0,0,neutral,,
pharmacy-symptoms.paracetamol-acetaminophen,pharmacy-symptoms,refphrase,word,paracetamol-acetaminophen,11,0.840,pharmacy-symptoms.analgesic,1,0,neutral,,"Same drug: paracetamol is the international name, acetaminophen the US name (Tylenol, Panadol)."
pharmacy-symptoms.how-much-should-i-take,pharmacy-symptoms,entry,phrase,how-much-should-i-take,12,0.820,pharmacy-symptoms.dosage,0,0,neutral,,
pharmacy-symptoms.i-am-vomiting,pharmacy-symptoms,refphrase,phrase,i-am-vomiting,13,0.820,pharmacy-symptoms.i-am-vomiting,0,0,neutral,,
pharmacy-symptoms.rehydration-salts,pharmacy-symptoms,refphrase,word,rehydration-salts,14,0.820,pharmacy-symptoms.rehydration-salts,0,0,neutral,,WHO oral rehydration salts (ORS); the first-line treatment for dehydration from diarrhea.
pharmacy-symptoms.how-many-times-a-day,pharmacy-symptoms,entry,phrase,how-many-times-a-day,15,0.800,pharmacy-symptoms.dosage,1,0,neutral,,
pharmacy-symptoms.i-have-a-stomach-ache,pharmacy-symptoms,refphrase,phrase,i-have-a-stomach-ache,16,0.800,pharmacy-symptoms.i-have-a-stomach-ache,0,0,neutral,,
pharmacy-symptoms.i-have-a-cough,pharmacy-symptoms,refphrase,phrase,i-have-a-cough,17,0.800,pharmacy-symptoms.i-have-a-cough,0,0,neutral,,
pharmacy-symptoms.antihistamine,pharmacy-symptoms,ref,word,antihistamine,18,0.800,pharmacy-symptoms.antihistamine,0,0,neutral,,"For allergy, hives and insect bites."
pharmacy-symptoms.anti-diarrhea-medicine,pharmacy-symptoms,refphrase,word,anti-diarrhea-medicine,19,0.790,pharmacy-symptoms.anti-diarrhea-medicine,0,0,neutral,,Generic: loperamide.
pharmacy-symptoms.is-this-safe-to-take-with,pharmacy-symptoms,entry,template,is-this-safe-to-take-with,20,0.780,pharmacy-symptoms.safety,0,1,neutral,,
pharmacy-symptoms.i-feel-dizzy,pharmacy-symptoms,refphrase,phrase,i-feel-dizzy,21,0.780,pharmacy-symptoms.i-feel-dizzy,0,0,neutral,,
pharmacy-symptoms.ibuprofen,pharmacy-symptoms,ref,word,ibuprofen,22,0.780,pharmacy-symptoms.analgesic,2,0,neutral,,
pharmacy-symptoms.i-have-a-sore-throat,pharmacy-symptoms,refphrase,phrase,i-have-a-sore-throat,23,0.760,pharmacy-symptoms.i-have-a-sore-throat,0,0,neutral,,
pharmacy-symptoms.can-i-get-this-medicine-here,pharmacy-symptoms,entry,phrase,can-i-get-this-medicine-here,24,0.760,pharmacy-symptoms.prescription,1,0,neutral,,Said while showing the box or prescription.
pharmacy-symptoms.bandage,pharmacy-symptoms,ref,word,bandage,25,0.760,pharmacy-symptoms.bandage,0,0,neutral,,
pharmacy-symptoms.the-pain-is-severe,pharmacy-symptoms,refphrase,phrase,the-pain-is-severe,26,0.740,pharmacy-symptoms.the-pain-is-severe,0,0,neutral,,
pharmacy-symptoms.antiseptic,pharmacy-symptoms,ref,word,antiseptic,27,0.740,pharmacy-symptoms.antiseptic,0,0,neutral,,
pharmacy-symptoms.i-feel-nauseous,pharmacy-symptoms,refphrase,phrase,i-feel-nauseous,28,0.720,pharmacy-symptoms.i-feel-nauseous,0,0,neutral,,
pharmacy-symptoms.i-have-a-rash,pharmacy-symptoms,refphrase,phrase,i-have-a-rash,29,0.720,pharmacy-symptoms.i-have-a-rash,0,0,neutral,,
pharmacy-symptoms.before-or-after-food,pharmacy-symptoms,entry,phrase,before-or-after-food,30,0.710,pharmacy-symptoms.dosage,2,0,neutral,,
pharmacy-symptoms.i-think-it-is-infected,pharmacy-symptoms,refphrase,phrase,i-think-it-is-infected,31,0.700,pharmacy-symptoms.i-think-it-is-infected,0,0,neutral,,
pharmacy-symptoms.motion-sickness-tablets,pharmacy-symptoms,refphrase,word,motion-sickness-tablets,32,0.700,pharmacy-symptoms.motion-sickness-tablets,0,0,neutral,,
pharmacy-symptoms.i-have-a-cut,pharmacy-symptoms,refphrase,phrase,i-have-a-cut,33,0.680,pharmacy-symptoms.i-have-a-cut,0,0,neutral,,
pharmacy-symptoms.antacid,pharmacy-symptoms,ref,word,antacid,34,0.680,pharmacy-symptoms.antacid,0,0,neutral,,For indigestion and heartburn.
pharmacy-symptoms.i-have-a-burn,pharmacy-symptoms,refphrase,phrase,i-have-a-burn,35,0.660,pharmacy-symptoms.i-have-a-burn,0,0,neutral,,
pharmacy-symptoms.it-started-days-ago,pharmacy-symptoms,entry,template,it-started-days-ago,36,0.660,pharmacy-symptoms.it-started-days-ago,0,1,neutral,,
pharmacy-symptoms.cough-medicine,pharmacy-symptoms,refphrase,word,cough-medicine,37,0.650,pharmacy-symptoms.cough-medicine,0,0,neutral,,
pharmacy-symptoms.is-this-safe-during-pregnancy,pharmacy-symptoms,entry,phrase,is-this-safe-during-pregnancy,38,0.620,pharmacy-symptoms.safety,1,0,neutral,,
body-parts.head,body-parts,ref,word,head,1,0.840,body-parts.head,0,0,neutral,,
body-parts.stomach,body-parts,ref,word,stomach,2,0.820,body-parts.stomach,0,0,neutral,,"Belly / abdomen, not the organ specifically."
body-parts.back,body-parts,ref,word,back,3,0.810,body-parts.back,0,0,neutral,,"The body part, not the direction."
body-parts.throat,body-parts,ref,word,throat,4,0.800,body-parts.throat,0,0,neutral,,
body-parts.tooth,body-parts,ref,word,tooth,5,0.790,body-parts.tooth,0,0,neutral,,
body-parts.chest,body-parts,ref,word,chest,6,0.780,body-parts.chest,0,0,neutral,,
body-parts.eye,body-parts,ref,word,eye,7,0.770,body-parts.eye,0,0,neutral,,
body-parts.ear,body-parts,ref,word,ear,8,0.760,body-parts.ear,0,0,neutral,,
body-parts.leg,body-parts,ref,word,leg,9,0.750,body-parts.leg,0,0,neutral,,
body-parts.arm,body-parts,ref,word,arm,10,0.740,body-parts.arm,0,0,neutral,,
body-parts.foot,body-parts,ref,word,foot,11,0.730,body-parts.foot,0,0,neutral,,
body-parts.hand,body-parts,ref,word,hand,12,0.720,body-parts.hand,0,0,neutral,,
body-parts.knee,body-parts,ref,word,knee,13,0.710,body-parts.knee,0,0,neutral,,
body-parts.ankle,body-parts,ref,word,ankle,14,0.700,body-parts.ankle,0,0,neutral,,
body-parts.skin,body-parts,ref,word,skin,15,0.660,body-parts.skin,0,0,neutral,,
lost-rescue.i-lost-my-passport,lost-rescue,entry,phrase,i-lost-my-passport,1,0.860,lost-rescue.i-lost-my-passport,0,0,neutral,,
lost-rescue.i-lost-my-phone,lost-rescue,entry,phrase,i-lost-my-phone,2,0.833,lost-rescue.i-lost-my-phone,0,0,neutral,,
lost-rescue.please-call-the-police,lost-rescue,entry,phrase,please-call-the-police,3,0.806,lost-rescue.please-call-the-police,0,0,neutral,,
lost-rescue.we-are-here,lost-rescue,entry,phrase,we-are-here,4,0.779,lost-rescue.we-are-here,0,0,neutral,,
lost-rescue.please-look-at-my-location-pin,lost-rescue,entry,phrase,please-look-at-my-location-pin,5,0.752,lost-rescue.please-look-at-my-location-pin,0,0,neutral,,
lost-rescue.i-cannot-walk,lost-rescue,entry,phrase,i-cannot-walk,6,0.726,lost-rescue.i-cannot-walk,0,0,neutral,,
lost-rescue.i-sprained-my-ankle,lost-rescue,entry,phrase,i-sprained-my-ankle,7,0.699,lost-rescue.i-sprained-my-ankle,0,0,neutral,,
lost-rescue.please-contact-rescue,lost-rescue,entry,phrase,please-contact-rescue,8,0.672,lost-rescue.please-contact-rescue,0,0,neutral,,
lost-rescue.my-companion-is-missing,lost-rescue,entry,phrase,my-companion-is-missing,9,0.645,lost-rescue.my-companion-is-missing,0,0,neutral,,
lost-rescue.please-look-at-my-current-location,lost-rescue,entry,phrase,please-look-at-my-current-location,1005,0.731,lost-rescue.please-look-at-my-current-location,0,0,neutral,,
lost-rescue.my-child-is-missing,lost-rescue,entry,phrase,my-child-is-missing,1006,0.860,lost-rescue.my-child-is-missing,0,0,neutral,,
lost-rescue.i-do-not-know-where-i-am,lost-rescue,entry,phrase,i-do-not-know-where-i-am,1007,0.840,lost-rescue.i-do-not-know-where-i-am,0,0,neutral,,
lost-rescue.my-friend-is-hurt,lost-rescue,entry,phrase,my-friend-is-hurt,1008,0.830,lost-rescue.my-friend-is-hurt,0,0,neutral,,
lost-rescue.i-lost-my-wallet,lost-rescue,entry,phrase,i-lost-my-wallet,1009,0.820,lost-rescue.lost-item,0,0,neutral,,
lost-rescue.i-lost-my-bag,lost-rescue,entry,phrase,i-lost-my-bag,1010,0.790,lost-rescue.lost-item,1,0,neutral,,
lost-rescue.where-is-lost-and-found,lost-rescue,entry,phrase,where-is-lost-and-found,1011,0.780,lost-rescue.lost-item,2,0,neutral,,
lost-rescue.i-cannot-find-my-hotel,lost-rescue,entry,phrase,i-cannot-find-my-hotel,1012,0.760,lost-rescue.i-cannot-find-my-hotel,0,0,neutral,,
lost-rescue.i-left-it-on-the-train,lost-rescue,entry,phrase,i-left-it-on-the-train,1013,0.720,lost-rescue.lost-item,3,0,neutral,,Substitute bus/taxi as needed.
lost-rescue.i-cannot-get-down,lost-rescue,entry,phrase,i-cannot-get-down,1014,0.700,lost-rescue.i-cannot-get-down,0,0,neutral,,Stuck on a trail or slope and unable to descend without help.
police-consulate.where-is-the-police-station,police-consulate,entry,phrase,where-is-the-police-station,1,0.880,police-consulate.where-is-the-police-station,0,0,neutral,,
police-consulate.i-want-to-report-a-theft,police-consulate,entry,phrase,i-want-to-report-a-theft,2,0.880,police-consulate.theft,0,0,neutral,,
police-consulate.my-bag-was-stolen,police-consulate,entry,phrase,my-bag-was-stolen,3,0.860,police-consulate.theft,1,0,neutral,,
police-consulate.my-passport-was-stolen,police-consulate,entry,phrase,my-passport-was-stolen,4,0.860,police-consulate.theft,2,0,neutral,,
police-consulate.someone-is-following-me,police-consulate,entry,phrase,someone-is-following-me,5,0.860,police-consulate.someone-is-following-me,0,0,neutral,,
police-consulate.i-need-a-written-police-report,police-consulate,entry,phrase,i-need-a-written-police-report,6,0.860,police-consulate.report,0,0,neutral,,Insurers require a written report; most policies require reporting within 24 hours.
police-consulate.i-want-to-contact-my-embassy,police-consulate,entry,phrase,i-want-to-contact-my-embassy,7,0.860,police-consulate.consulate,0,0,neutral,,
police-consulate.i-need-it-for-my-insurance,police-consulate,entry,phrase,i-need-it-for-my-insurance,8,0.840,police-consulate.report,1,0,neutral,,
police-consulate.i-need-an-interpreter,police-consulate,entry,phrase,i-need-an-interpreter,9,0.840,police-consulate.i-need-an-interpreter,0,0,neutral,,
police-consulate.please-leave-me-alone,police-consulate,entry,phrase,please-leave-me-alone,10,0.840,police-consulate.refuse,1,0,neutral,,
police-consulate.i-was-robbed,police-consulate,entry,phrase,i-was-robbed,11,0.820,police-consulate.theft,3,0,neutral,,
police-consulate.i-want-a-lawyer,police-consulate,entry,phrase,i-want-a-lawyer,12,0.820,police-consulate.i-want-a-lawyer,0,0,neutral,,
police-consulate.please-notify-my-consulate,police-consulate,entry,phrase,please-notify-my-consulate,13,0.820,police-consulate.consulate,1,0,neutral,,A detained foreign national's right under Article 36 of the Vienna Convention on Consular Relations.
police-consulate.i-am-calling-the-police,police-consulate,entry,phrase,i-am-calling-the-police,14,0.810,police-consulate.i-am-calling-the-police,0,0,neutral,,
police-consulate.am-i-under-arrest,police-consulate,entry,phrase,am-i-under-arrest,15,0.800,police-consulate.arrest,0,0,neutral,,
police-consulate.no-thank-you-i-am-not-interested,police-consulate,entry,phrase,no-thank-you-i-am-not-interested,16,0.800,police-consulate.refuse,0,0,neutral,,
police-consulate.someone-attacked-me,police-consulate,entry,phrase,someone-attacked-me,17,0.790,police-consulate.theft,4,0,neutral,,
police-consulate.i-did-not-agree-to-this-price,police-consulate,entry,phrase,i-did-not-agree-to-this-price,18,0.780,police-consulate.i-did-not-agree-to-this-price,0,0,neutral,,
police-consulate.please-write-the-report-number,police-consulate,entry,phrase,please-write-the-report-number,19,0.780,police-consulate.report,2,0,neutral,,
police-consulate.it-happened-here,police-consulate,entry,phrase,it-happened-here,20,0.760,police-consulate.it-happened-here,0,0,neutral,,Said while pointing at a map or address.
police-consulate.may-i-have-a-copy-of-the-report,police-consulate,entry,phrase,may-i-have-a-copy-of-the-report,21,0.740,police-consulate.report,3,0,neutral,,
police-consulate.i-will-not-sign-anything-i-cannot-read,police-consulate,entry,phrase,i-will-not-sign-anything-i-cannot-read,22,0.730,police-consulate.i-will-not-sign-anything-i-cannot-read,0,0,neutral,,
police-consulate.am-i-free-to-go,police-consulate,entry,phrase,am-i-free-to-go,23,0.720,police-consulate.arrest,1,0,neutral,,
police-consulate.i-do-not-want-to-go-with-you,police-consulate,entry,phrase,i-do-not-want-to-go-with-you,24,0.710,police-consulate.refuse,2,0,neutral,,
