concept_id,section_id,default_template,kind,slug_en,rank,importance,cluster_id,cluster_rank,slots,register,notes
directions.how-far-is-it,directions,entry,phrase,how-far-is-it,10,0.740,directions.far,1,0,neutral,"Asks for a distance. Distinct from directions.is-it-far, which is yes/no."
directions.which-exit,directions,entry,phrase,which-exit,11,0.720,directions.exit,0,0,neutral,Essential in large stations with numbered or compass-named exits.
directions.can-you-show-me-the-way,directions,entry,phrase,can-you-show-me-the-way,12,0.690,directions.guide-me,0,0,polite,"Asks someone to lead or point the route, not to carry out a task."
directions.north,directions,ref,word,north,13,0.660,directions.compass,0,0,neutral,"Compass words earn their space where exits, gates and addresses are named by direction."
directions.south,directions,ref,word,south,14,0.645,directions.compass,1,0,neutral,
directions.east,directions,ref,word,east,15,0.630,directions.compass,2,0,neutral,
directions.west,directions,ref,word,west,16,0.615,directions.compass,3,0,neutral,
quick-directions.go-straight,quick-directions,refphrase,word,go-straight,1,0.880,quick-directions.go-straight,0,0,neutral,
quick-directions.turn-left,quick-directions,refphrase,word,turn-left,2,0.856,quick-directions.turn-left,0,0,neutral,
quick-directions.turn-right,quick-directions,refphrase,word,turn-right,3,0.831,quick-directions.turn-right,0,0,neutral,
quick-directions.this-way,quick-directions,refphrase,word,this-way,4,0.807,quick-directions.this-way,0,0,neutral,
quick-directions.that-way,quick-directions,refphrase,word,that-way,5,0.782,quick-directions.that-way,0,0,neutral,
quick-directions.on-the-left,quick-directions,refphrase,word,on-the-left,6,0.758,quick-directions.on-the-left,0,0,neutral,
quick-directions.on-the-right,quick-directions,refphrase,word,on-the-right,7,0.733,quick-directions.on-the-right,0,0,neutral,
quick-directions.across-from-here,quick-directions,refphrase,word,across-from-here,8,0.709,quick-directions.across-from-here,0,0,neutral,
quick-directions.in-front,quick-directions,refphrase,word,in-front,9,0.684,quick-directions.in-front,0,0,neutral,
quick-directions.behind,quick-directions,refphrase,word,behind,10,0.660,quick-directions.behind,0,0,neutral,
taxi.please-take-me-here,taxi,entry,phrase,please-take-me-here,1,0.820,taxi.please-take-me-here,0,0,neutral,
taxi.please-send-me-the-address,taxi,entry,phrase,please-send-me-the-address,2,0.786,taxi.please-send-me-the-address,0,0,neutral,
taxi.we-need-the-east-gate-not-the-south-gate,taxi,entry,phrase,we-need-the-east-gate-not-the-south-gate,3,0.752,taxi.we-need-the-east-gate-not-the-south-gate,0,0,neutral,
taxi.please-stop-here,taxi,entry,phrase,please-stop-here,4,0.717,taxi.please-stop-here,0,0,neutral,
taxi.can-you-wait-for-me-here,taxi,entry,phrase,can-you-wait-for-me-here,5,0.683,taxi.can-you-wait-for-me-here,0,0,neutral,
taxi.we-need-to-catch-the-high-speed-train,taxi,entry,phrase,we-need-to-catch-the-high-speed-train,6,0.649,taxi.we-need-to-catch-the-high-speed-train,0,0,neutral,
taxi.please-use-the-meter,taxi,entry,phrase,please-use-the-meter,7,0.615,taxi.please-use-the-meter,0,0,neutral,
taxi.i-will-get-off-here,taxi,entry,phrase,i-will-get-off-here,1005,0.697,taxi.i-will-get-off-here,0,0,neutral,
taxi.please-get-me-there-in-time-for-the-shinkansen,taxi,entry,phrase,please-get-me-there-in-time-for-the-shinkansen,1007,0.697,taxi.please-get-me-there-in-time-for-the-shinkansen,0,0,neutral,
transit-rides.two-tickets,transit-rides,entry,phrase,two-tickets,1,0.880,transit-rides.two-tickets,0,0,neutral,
transit-rides.where-is-the-subway-station,transit-rides,entry,phrase,where-is-the-subway-station,2,0.860,transit-rides.where-is-the-subway-station,0,0,neutral,
transit-rides.does-this-bus-train-go-to,transit-rides,entry,template,does-this-bus-train-go-to,3,0.840,transit-rides.does-this-bus-train-go-to,0,1,neutral,
transit-rides.what-is-the-next-stop,transit-rides,entry,phrase,what-is-the-next-stop,4,0.820,transit-rides.what-is-the-next-stop,0,0,neutral,
transit-rides.please-tell-me-where-to-get-off,transit-rides,entry,phrase,please-tell-me-where-to-get-off,5,0.800,transit-rides.please-tell-me-where-to-get-off,0,0,neutral,
transit-rides.is-this-direct,transit-rides,entry,phrase,is-this-direct,6,0.780,transit-rides.is-this-direct,0,0,neutral,
transit-rides.do-i-need-to-transfer,transit-rides,entry,phrase,do-i-need-to-transfer,7,0.760,transit-rides.do-i-need-to-transfer,0,0,neutral,
transit-rides.is-it-delayed,transit-rides,entry,phrase,is-it-delayed,8,0.740,transit-rides.is-it-delayed,0,0,neutral,
transit-rides.i-am-in-a-hurry,transit-rides,entry,phrase,i-am-in-a-hurry,9,0.720,transit-rides.i-am-in-a-hurry,0,0,neutral,
transit-rides.which-platform,transit-rides,entry,phrase,which-platform,10,0.700,transit-rides.which-platform,0,0,neutral,
transit-rides.what-time-is-the-next-one,transit-rides,entry,phrase,what-time-is-the-next-one,11,0.680,transit-rides.what-time-is-the-next-one,0,0,neutral,
transit-rides.i-went-past-my-stop,transit-rides,entry,phrase,i-went-past-my-stop,12,0.660,transit-rides.i-went-past-my-stop,0,0,neutral,
transit-rides.can-i-use-this-ticket,transit-rides,entry,phrase,can-i-use-this-ticket,1002,0.748,transit-rides.can-i-use-this-ticket,0,0,neutral,
place-words.scenic-area,place-words,ref,word,scenic-area,1,0.680,place-words.scenic-area,0,0,neutral,
place-words.visitor-center,place-words,ref,word,visitor-center,2,0.652,place-words.visitor-center,0,0,neutral,
place-words.railway-station,place-words,ref,word,railway-station,3,0.623,place-words.railway-station,0,0,neutral,
place-words.airport,place-words,ref,word,airport,4,0.595,place-words.airport,0,0,neutral,
place-words.service-desk,place-words,ref,word,service-desk,5,0.567,place-words.service-desk,0,0,neutral,
place-words.bus-stop,place-words,ref,word,bus-stop,6,0.538,place-words.bus-stop,0,0,neutral,
place-words.luggage-storage,place-words,ref,word,luggage-storage,7,0.510,place-words.luggage-storage,0,0,neutral,
place-words.tourist-spot-sightseeing-area,place-words,ref,phrase,tourist-spot-sightseeing-area,1001,0.578,place-words.tourist-spot-sightseeing-area,0,0,neutral,
pickup-meeting.where-is-the-pickup-point,pickup-meeting,entry,phrase,where-is-the-pickup-point,1,0.600,pickup-meeting.where-is-the-pickup-point,0,0,neutral,
pickup-meeting.please-send-me-the-pickup-point,pickup-meeting,entry,phrase,please-send-me-the-pickup-point,2,0.562,pickup-meeting.please-send-me-the-pickup-point,0,0,neutral,
pickup-meeting.please-pick-us-up-here,pickup-meeting,entry,phrase,please-pick-us-up-here,3,0.525,pickup-meeting.please-pick-us-up-here,0,0,neutral,
pickup-meeting.meet-us-at,pickup-meeting,entry,template,meet-us-at,4,0.487,pickup-meeting.meet-us-at,0,1,neutral,
pickup-meeting.please-call-me-a-ride,pickup-meeting,entry,phrase,please-call-me-a-ride,5,0.450,pickup-meeting.please-call-me-a-ride,0,0,neutral,
pickup-meeting.please-call-a-taxi,pickup-meeting,entry,phrase,please-call-a-taxi,1005,0.510,pickup-meeting.please-call-a-taxi,0,0,neutral,
rail-station-words.high-speed-rail,rail-station-words,ref,word,high-speed-rail,1,0.720,rail-station-words.high-speed-rail,0,0,neutral,
rail-station-words.maglev,rail-station-words,ref,word,maglev,2,0.705,rail-station-words.maglev,0,0,neutral,
rail-station-words.transfer,rail-station-words,ref,word,transfer,3,0.690,rail-station-words.transfer,0,0,neutral,
rail-station-words.ticket-gate,rail-station-words,ref,word,ticket-gate,4,0.675,rail-station-words.ticket-gate,0,0,neutral,
rail-station-words.platform,rail-station-words,ref,word,platform,5,0.660,rail-station-words.platform,0,0,neutral,
rail-station-words.ticket-office,rail-station-words,ref,word,ticket-office,6,0.645,rail-station-words.ticket-office,0,0,neutral,
rail-station-words.waiting-room,rail-station-words,ref,word,waiting-room,7,0.630,rail-station-words.waiting-room,0,0,neutral,
rail-station-words.train-number,rail-station-words,ref,word,train-number,8,0.615,rail-station-words.train-number,0,0,neutral,
rail-station-words.carriage,rail-station-words,ref,word,carriage,9,0.600,rail-station-words.carriage,0,0,neutral,
rail-station-words.seat,rail-station-words,ref,word,seat,10,0.585,rail-station-words.seat,0,0,neutral,
rail-station-words.last-train,rail-station-words,ref,word,last-train,11,0.570,rail-station-words.last-train,0,0,neutral,
rail-station-words.delayed,rail-station-words,ref,word,delayed,12,0.555,rail-station-words.delayed,0,0,neutral,
rail-station-words.final-stop,rail-station-words,ref,word,final-stop,13,0.540,rail-station-words.final-stop,0,0,neutral,
common-signs.open-on,common-signs,ref,word,open-on,1,0.800,common-signs.open-on,0,0,neutral,
common-signs.closed-off,common-signs,ref,word,closed-off,2,0.778,common-signs.closed-off,0,0,neutral,
common-signs.occupied,common-signs,ref,word,occupied,3,0.756,common-signs.occupied,0,0,neutral,
common-signs.vacant,common-signs,ref,word,vacant,4,0.733,common-signs.vacant,0,0,neutral,
common-signs.caution,common-signs,ref,word,caution,5,0.711,common-signs.caution,0,0,neutral,
common-signs.no-entry,common-signs,ref,word,no-entry,6,0.689,common-signs.no-entry,0,0,neutral,
common-signs.no-smoking,common-signs,ref,word,no-smoking,7,0.667,common-signs.no-smoking,0,0,neutral,
common-signs.no-photography,common-signs,ref,word,no-photography,8,0.644,common-signs.no-photography,0,0,neutral,
common-signs.do-not-touch,common-signs,ref,word,do-not-touch,9,0.622,common-signs.do-not-touch,0,0,neutral,
common-signs.temporarily-closed,common-signs,ref,word,temporarily-closed,10,0.600,common-signs.temporarily-closed,0,0,neutral,
common-signs.open-operating,common-signs,ref,word,open-operating,1001,0.680,common-signs.open-operating,0,0,neutral,
common-signs.closed,common-signs,ref,word,closed,1002,0.680,common-signs.closed,0,0,neutral,
common-signs.stopped-stop,common-signs,ref,word,stopped-stop,1003,0.680,common-signs.stopped-stop,0,0,neutral,
