concept_id,section_id,default_template,kind,slug_en,rank,importance,cluster_id,cluster_rank,slots,register,applies_to,notes
hotel-requests.can-i-check-out-later,hotel-requests,entry,phrase,can-i-check-out-later,1,0.580,hotel-requests.can-i-check-out-later,0,0,neutral,,
hotel-requests.what-time-does-breakfast-start,hotel-requests,entry,phrase,what-time-does-breakfast-start,2,0.532,hotel-requests.what-time-does-breakfast-start,0,0,neutral,,
hotel-requests.can-i-store-my-luggage,hotel-requests,entry,phrase,can-i-store-my-luggage,3,0.483,hotel-requests.can-i-store-my-luggage,0,0,neutral,,
hotel-requests.no-housekeeping,hotel-requests,entry,phrase,no-housekeeping,4,0.435,hotel-requests.no-housekeeping,0,0,neutral,,
hotel-requests.another-towel-please,hotel-requests,entry,phrase,another-towel-please,1004,0.493,hotel-requests.another-towel-please,0,0,neutral,,
hotel-requests.what-time-is-check-out,hotel-requests,entry,phrase,what-time-is-check-out,1005,0.570,hotel-requests.checkout,0,0,neutral,,
hotel-requests.can-i-check-in-early,hotel-requests,entry,phrase,can-i-check-in-early,1006,0.545,hotel-requests.checkin,0,0,neutral,,
hotel-requests.another-night,hotel-requests,entry,phrase,another-night,1007,0.510,hotel-requests.extend,0,0,neutral,,Extends the stay by one night.
hotel-requests.is-there-a-safe,hotel-requests,entry,phrase,is-there-a-safe,1008,0.470,hotel-requests.safe,0,0,neutral,,A lockable safe for valuables in the room or at reception.
hotel-requests.another-blanket,hotel-requests,entry,phrase,another-blanket,1009,0.450,hotel-requests.extra-item,1,0,polite,,Clustered with hotel-requests.another-towel-please.
hotel-requests.wake-up-call,hotel-requests,entry,template,wake-up-call,1010,0.420,hotel-requests.wake-up,0,1,polite,,Slot is a clock time.
room-problems.there-is-a-problem-with-the-room,room-problems,entry,phrase,there-is-a-problem-with-the-room,1,0.540,room-problems.there-is-a-problem-with-the-room,0,0,neutral,,
room-problems.the-air-conditioning-is-broken,room-problems,entry,phrase,the-air-conditioning-is-broken,2,0.506,room-problems.the-air-conditioning-is-broken,0,0,neutral,,
room-problems.there-is-no-hot-water,room-problems,entry,phrase,there-is-no-hot-water,3,0.473,room-problems.there-is-no-hot-water,0,0,neutral,,
room-problems.can-i-change-rooms,room-problems,entry,phrase,can-i-change-rooms,4,0.439,room-problems.can-i-change-rooms,0,0,neutral,,
room-problems.the-room-is-too-noisy,room-problems,entry,phrase,the-room-is-too-noisy,5,0.405,room-problems.the-room-is-too-noisy,0,0,neutral,,
room-problems.the-key-does-not-work,room-problems,entry,phrase,the-key-does-not-work,6,0.520,room-problems.key,0,0,neutral,,Covers a key card that will not open the door.
room-problems.the-toilet-will-not-flush,room-problems,entry,phrase,the-toilet-will-not-flush,7,0.490,room-problems.plumbing,0,0,neutral,,
room-problems.the-light-does-not-work,room-problems,entry,phrase,the-light-does-not-work,8,0.455,room-problems.electrical,0,0,neutral,,
room-problems.please-send-someone,room-problems,entry,phrase,please-send-someone,9,0.425,room-problems.repair,0,0,polite,,Asks for a staff member to come and fix the problem.
room-problems.the-heating-does-not-work,room-problems,entry,phrase,the-heating-does-not-work,10,0.390,room-problems.climate,1,0,neutral,,Clustered with room-problems.the-air-conditioning-is-broken.
laundry.please-wash-these-clothes,laundry,refphrase,phrase,please-wash-these-clothes,1,0.420,laundry.please-wash-these-clothes,0,0,neutral,,
laundry.where-is-a-laundromat,laundry,refphrase,phrase,where-is-a-laundromat,2,0.400,laundry.laundromat,0,0,neutral,,"US 'laundromat', UK 'launderette'; give the local shop name."
laundry.when-will-it-be-ready,laundry,refphrase,phrase,when-will-it-be-ready,3,0.390,laundry.ready,0,0,neutral,,
laundry.how-much-per-kilo,laundry,refphrase,phrase,how-much-per-kilo,4,0.370,laundry.how-much-per-kilo,0,0,neutral,,Wash-and-fold is priced by weight in most of Asia and Latin America.
laundry.can-it-be-ready-today,laundry,refphrase,phrase,can-it-be-ready-today,5,0.360,laundry.ready,1,0,neutral,,
laundry.please-do-not-use-bleach,laundry,refphrase,phrase,please-do-not-use-bleach,6,0.350,laundry.please-do-not-use-bleach,0,0,neutral,,
laundry.laundromat,laundry,ref,word,laundromat,7,0.340,laundry.laundromat,1,0,neutral,,
laundry.please-iron-this,laundry,refphrase,phrase,please-iron-this,8,0.330,laundry.please-iron-this,0,0,neutral,,
laundry.detergent,laundry,ref,word,detergent,9,0.320,laundry.detergent,0,0,neutral,,
laundry.dry-cleaning,laundry,ref,word,dry-cleaning,10,0.310,laundry.dry-cleaning,0,0,neutral,,
laundry.dryer,laundry,ref,word,dryer,11,0.300,laundry.dryer,0,0,neutral,,
laundry.coin-operated,laundry,ref,word,coin-operated,12,0.280,laundry.coin-operated,0,0,neutral,,Sign on self-service machines.
massage-spa.please-stop,massage-spa,entry,phrase,please-stop,1,0.380,massage-spa.halt,0,0,neutral,zh-Hans,"Ends the session. Register is deliberately not softened: the Mandarin row carries a second clause (do not continue) because a bare stop can be heard as a pause mid-massage, and pause is the row above. Marked neutral rather than polite because its realisation is a direct instruction carrying a request particle, not a request."
massage-spa.please-pause,massage-spa,entry,phrase,please-pause,2,0.360,massage-spa.halt,1,0,polite,zh-Hans,"Temporary, and the word chosen has to say so on its own -- a stop that means come back to it. Distinct from communication.please-wait-a-moment, which asks the listener to wait for the speaker rather than to suspend what the listener is doing."
massage-spa.please-avoid-this-area,massage-spa,entry,phrase,please-avoid-this-area,3,0.350,massage-spa.please-avoid-this-area,0,0,polite,zh-Hans,Said while pointing. A standing instruction about one region for the rest of the session rather than a reaction to pain -- emergency-medical.it-hurts-here is the reaction and the board indexes it separately.
massage-spa.stronger-pressure,massage-spa,entry,phrase,stronger-pressure,4,0.340,massage-spa.pressure,0,0,polite,zh-Hans,"Massage pressure specifically. Paired with more-gently on the same axis. 用力 rather than the canonical 重 because 用力 is the idiom the trade uses and is not Taiwan-marked, where Taiwan's word is 力道 -- two independent reviewers agreed on the wording. An earlier note here said the point was to avoid a one-character minimal pair with 请轻一点; that cannot be the reason, because the grid labels its cells in the owner's language and the message view shows one Mandarin sentence at a time, so the two never appear together. The wording was right and the reason was not."
massage-spa.more-gently,massage-spa,entry,phrase,more-gently,5,0.330,massage-spa.pressure,1,0,polite,zh-Hans,"A request to reduce pressure, not to stop. Clustered with stronger-pressure because a card that carries one is worth less for the other -- they are the two directions of one control."
massage-spa.that-pressure-is-good,massage-spa,entry,phrase,that-pressure-is-good,6,0.320,massage-spa.pressure,2,0,neutral,zh-Hans,Means keep it here. Has to be unmistakably a confirmation rather than a request for more -- the third rung of the pressure cluster and the one a bare that is good would get wrong.
massage-spa.focus-on-shoulders,massage-spa,entry,phrase,focus-on-shoulders,7,0.300,massage-spa.focus,0,0,polite,zh-Hans,A complete sentence rather than a frame plus a body part. core/conversation.js resolvePhrase returns a row's text verbatim and has no slot machinery at all -- slot filling lives in core/pack.js fillLanguageSlots and is reached only from core/sheet.js -- so a row carrying {} would show the braces to the listener.
massage-spa.focus-on-back,massage-spa,entry,phrase,focus-on-back,8,0.290,massage-spa.focus,1,0,polite,zh-Hans,Second reason the four are written out rather than templated: the body-part noun a massage verb takes is not the bare dictionary word in every case. Mandarin wants the region form here and the bare noun elsewhere in the same set.
massage-spa.focus-on-neck,massage-spa,entry,phrase,focus-on-neck,9,0.280,massage-spa.focus,2,0,polite,zh-Hans,Neck and shoulders are the two the trade itself groups together; they are separate rows because a board button is one meaning.
massage-spa.focus-on-feet,massage-spa,entry,phrase,focus-on-feet,10,0.270,massage-spa.focus,3,0,polite,zh-Hans,Foot massage is a service of its own rather than a part of the body being worked -- which is why feet is in this set of four and ankle and knee are not.
massage-spa.reply-i-will-avoid-that-area,massage-spa,entry,phrase,reply-i-will-avoid-that-area,11,0.260,massage-spa.avoid-replies,0,0,polite,zh-Hans,"The therapist's compliance, said in full rather than as a bare yes: a lone 好的 acknowledges that something was said and not which thing, and the reply grid is read by someone who has to know which. Reuses the 部位 of the question it answers -- not its verb, which is 按 so the pair reads as one exchange, and claims exactly the scope that question claims -- the rest of the session, not this stroke."
massage-spa.reply-which-area-exactly,massage-spa,entry,phrase,reply-which-area-exactly,12,0.250,massage-spa.avoid-replies,1,0,polite,zh-Hans,"The one answer that does not answer, and the commonest thing a therapist actually needs to say back. Written 您说的是 rather than 您指的是 because the guest is face down on a table and may not have pointed at all, and a wording that presupposes the gesture fails exactly where the question is most needed. 部位 rather than 地方: the occupational standard's own definition of the trade says 人体特定部位."
massage-spa.reply-cannot-avoid-this-treatment,massage-spa,entry,phrase,reply-cannot-avoid-this-treatment,13,0.240,massage-spa.avoid-replies,2,0,neutral,zh-Hans,"Not the negation of reply-i-will-avoid-that-area and not a refusal either: it says the service that was booked cannot be performed without working that area, which leaves the guest a choice that a bare no does not. 项目 rather than 疗程 -- the occupational standard's term for one bookable service is 按摩服务项目, while a 疗程 is a course of several sessions and would overstate what is being refused."
massage-spa.reply-does-it-hurt-there,massage-spa,entry,phrase,reply-does-it-hurt-there,14,0.230,massage-spa.avoid-replies,3,0,neutral,zh-Hans,"A therapist's diagnostic question, and most of the reason this message is worth making two-way: avoid this area and that area is painful are different facts, and which one it is decides whether the next thing needed is a lighter hand or a doctor. 疼 rather than 痛 follows emergency-medical.it-hurts-here in this pack, and 这个部位 rather than 那里 keeps the question as specific as the answer above it."
massage-spa.reply-ask-supervisor,massage-spa,entry,phrase,reply-ask-supervisor,15,0.220,massage-spa.avoid-replies,4,0,neutral,zh-Hans,"The uncertainty answer the specification requires, in two clauses because either half alone is worse: 我不确定 on its own strands the guest with no next step, and 需要问一下主管 on its own reads as a refusal being escalated. 主管 is the shift supervisor rather than the proprietor -- an employee who cannot vary a booked treatment on her own authority is the ordinary case, not an evasion."
massage-spa.reply-none-of-these,massage-spa,entry,phrase,reply-none-of-these,16,0.210,massage-spa.avoid-replies,5,0,neutral,zh-Hans,"Required in every reply set, and the one row whose meaning has to survive being unhelpful: it tells the owner that all of the offered answers were wrong, and nothing else. Any wording leaning towards something else is the matter would be inventing the answer the therapist has just declined to give. Distinct from the Close control, which claims no answer at all rather than rejecting these ones."
